id,eta_logka_SAEM,eta_logV_SAEM,eta_logVm_SAEM,eta_logKm_SAEM,eta_logka_mean,eta_logV_mean,eta_logVm_mean,eta_logKm_mean,eta_logka_mode,eta_logV_mode,eta_logVm_mode,eta_logKm_mode,eta_logka_sd,eta_logV_sd,eta_logVm_sd,eta_logKm_sd
94,0.235074,-0.311819,-0.183049,-0.0258084,0.220138,-0.321735,-0.161409,0.0341221,0.18405,-0.326367,-0.134498,0.0117549,0.145755,0.0474391,0.121857,0.263347
95,0.158632,0.309178,0.198354,0.0254177,0.172264,0.316916,0.167837,-0.0373934,0.163552,0.316381,0.164121,-0.0694938,0.139503,0.05604,0.0839951,0.16392
96,0.351609,0.0427723,0.281105,0.0681195,0.343253,0.0376139,0.310785,0.124724,0.330654,0.0432227,0.267413,0.039963,0.137483,0.0432333,0.0615517,0.113115
97,0.022241,-0.151703,-0.42286,-0.0173153,0.023785,-0.139827,-0.453382,-0.0855526,0.0239367,-0.146565,-0.459561,-0.134947,0.13065,0.0521781,0.0789693,0.18489
98,-0.268779,0.347825,0.211688,0.143695,-0.274039,0.339512,0.176492,0.0968712,-0.271738,0.344791,0.189259,0.111517,0.125,0.0561349,0.11134,0.150101
99,0.00853975,0.083148,0.071713,0.0672117,0.0504094,0.0893327,0.0615599,0.0432816,0.0209443,0.0843469,0.0736996,0.0147326,0.137515,0.0523141,0.134178,0.331889
100,0.160433,0.117561,-0.403194,0.122407,0.141853,0.115519,-0.395663,0.11177,0.0908278,0.0967306,-0.334138,0.0905561,0.129174,0.0446017,0.142986,0.307887
101,-0.390119,0.255131,0.424496,0.25779,-0.361244,0.281186,0.383233,0.164693,-0.388777,0.264691,0.391511,0.167881,0.106453,0.0456665,0.0641556,0.146862
102,0.140258,0.361245,0.703028,-0.0545678,0.109028,0.340184,0.865821,0.140169,0.138209,0.361733,0.711172,-0.0493745,0.114675,0.0468258,0.167398,0.201547
103,0.0316003,0.251464,-0.0686222,-0.314309,0.023711,0.246769,-0.0583827,-0.290194,-0.00461818,0.236946,-0.0555999,-0.319759,0.136593,0.0483559,0.0751723,0.181145
104,-0.135253,-0.362686,-0.528236,0.38841,-0.116787,-0.353537,-0.543223,0.363136,-0.149972,-0.361732,-0.532166,0.367571,0.134091,0.0530135,0.110146,0.213258
105,0.527862,0.246031,0.307074,0.422267,0.54424,0.261644,0.22465,0.27889,0.530016,0.255982,0.231713,0.288819,0.139658,0.0522168,0.0705559,0.122575
106,0.361608,0.0349914,0.430935,-0.16068,0.382676,0.0363024,0.444125,-0.12206,0.355299,0.0338638,0.446374,-0.143519,0.135002,0.0415239,0.0722643,0.228334
107,0.452398,0.175938,0.096087,-0.0850014,0.471396,0.19452,0.0489502,-0.188894,0.446292,0.185195,0.0660318,-0.172749,0.141228,0.0444021,0.070282,0.164472
108,-0.376026,0.249064,-0.0951095,0.0421854,-0.359439,0.256732,-0.119809,-0.0192213,-0.396265,0.246749,-0.103115,-0.0204077,0.128691,0.0576157,0.112517,0.234944
109,-0.127072,-0.171216,0.173997,-0.0243911,-0.106824,-0.164254,0.168436,-0.0384305,-0.138212,-0.1756,0.182703,-0.0651702,0.122282,0.0444366,0.080471,0.284186
110,-0.228046,0.247277,0.324432,-0.16737,-0.255713,0.238187,0.307108,-0.182279,-0.22264,0.267078,0.223565,-0.307934,0.110382,0.0488402,0.0779263,0.107342
111,-0.0473094,0.454901,0.0874824,0.183294,-0.0610617,0.449568,0.158608,0.277956,-0.0862314,0.440533,0.146184,0.26251,0.131539,0.0568694,0.085084,0.117335
112,-0.0884576,-0.151763,0.11213,-0.430039,-0.0984452,-0.171994,0.12705,-0.386554,-0.100544,-0.1598,0.11387,-0.423898,0.114052,0.0339145,0.0256086,0.0627563
113,-0.208083,-0.0315615,-0.450093,0.29006,-0.178144,-0.0185837,-0.456989,0.285944,-0.225991,-0.0310543,-0.473675,0.249142,0.13892,0.05631,0.0688938,0.109423
114,-0.0952818,0.127067,-0.175125,-0.158612,-0.118611,0.109301,-0.149677,-0.125541,-0.137137,0.102831,-0.138128,-0.118962,0.129409,0.0595595,0.115763,0.260788
115,0.0983045,-0.483238,-0.0965476,-0.308944,0.0589689,-0.501089,-0.0706323,-0.243477,0.0582175,-0.494585,-0.0723739,-0.260506,0.154189,0.0598883,0.0883803,0.247189
116,-0.528331,0.332806,-0.108905,0.163163,-0.541375,0.322733,-0.0938927,0.176034,-0.598659,0.296317,-0.103361,0.128426,0.128888,0.065646,0.0903512,0.16916
117,0.155438,0.171767,0.0123815,-0.0389653,0.1356,0.155465,0.0447333,-0.0136269,0.107263,0.155355,0.0417078,-0.0566988,0.144959,0.0504775,0.11421,0.300098
118,0.195948,0.2172,0.118284,-0.164839,0.222222,0.22057,0.105857,-0.199698,0.190909,0.208269,0.142261,-0.154694,0.146398,0.0480082,0.0957069,0.254291
119,0.063936,0.21573,0.281178,-0.304664,0.058418,0.214327,0.274824,-0.312371,0.0382221,0.209732,0.274506,-0.315768,0.112154,0.0476573,0.0390179,0.0807503
120,0.475681,-0.342736,-0.0550788,0.152033,0.525083,-0.315122,-0.131496,0.0267762,0.498193,-0.323851,-0.119368,0.046781,0.14187,0.0442178,0.0500068,0.08193
