rep,id,eta_logka,eta_logV,eta_logVm,eta_logKm
1,1,-0.136426209042868,0.119109364209953,0.214863520084547,-0.00184730511149074
2,1,-0.0500370869435583,0.14344764703849,0.225628989791243,-0.0152909893429906
3,1,0.0538947795975511,0.174946752806328,0.160904168828381,-0.113561424078266
4,1,0.261532183608423,0.260339812630118,0.149840715599695,-0.203295881720024
5,1,0.0956131246246545,0.162484104341824,0.257769379862653,0.0376474324274736
1,2,0.0344487494197557,0.0331899322081477,-0.0494335775062515,-0.361055276874076
2,2,-0.202096995984185,0.0349737406458005,-0.0639119530218608,-0.352175997869202
3,2,-0.056717805176499,0.0791476237663792,-0.113517261798493,-0.504719661929734
4,2,0.0659010677926501,0.0702085948051495,-0.0371181476407675,-0.328723114049067
5,2,-0.0814891635520885,0.0140262396306804,-0.0303031117243784,-0.31668731140389
1,3,-0.157536648847898,-0.422567974872802,-0.153657054590098,-0.107103218711478
2,3,-0.00586424825611168,-0.382577240334325,-0.26955952335769,-0.294648827807954
3,3,0.053313815075009,-0.37182526663999,-0.131315379357994,-0.159674569116384
4,3,0.145517938036,-0.458488763115032,0.0756712267048118,0.135806038458674
5,3,0.135179982245156,-0.454029170654027,-0.120646921661919,-0.396448727323874
1,4,0.097350792216255,-0.214895743754847,0.130402355258574,-0.00563842237074604
2,4,0.0371110961844136,-0.184009378410711,0.00751817903200518,-0.338385668113067
3,4,0.0192259795012301,-0.219240622199097,0.102050542553471,0.0919168615029753
4,4,0.255908311220605,-0.143418181423526,0.152750496810492,0.700051133883914
5,4,-0.020928752725484,-0.179075888210761,0.0788529362671805,0.0665955666357444
1,5,-0.324031105393151,0.48155223045564,0.185010285226331,-0.190871054922119
2,5,-0.211922604307892,0.508942206209217,0.358147655730432,-0.00540341509110122
3,5,-0.00429831015495585,0.558577994207545,0.476552163917728,0.144773192668382
4,5,-0.228074670099222,0.547973099245241,0.417899642069363,0.090599859066757
5,5,-0.192330142349114,0.566999841480332,0.537339830736701,0.195171864398307
1,6,0.0248789688342757,-0.233480424109364,-0.191634443401705,0.153894577104334
2,6,0.105225518002101,-0.154413242338126,-0.211990543993892,0.0906978309138727
3,6,0.104476964572072,-0.103270210448212,-0.179298378692112,0.23606927975106
4,6,0.0825926508774452,-0.138496082044625,-0.199224040517649,0.208350693193128
5,6,0.219933733206418,-0.036190642737106,-0.274378373019178,0.138874132559139
1,7,0.326703036876075,-0.293228600097621,0.10043675123829,0.10318029499755
2,7,0.25236041748463,-0.386791456385807,0.153186657947933,0.219372747518827
3,7,0.284448504568504,-0.344800940433731,0.106563365857894,0.169613880404324
4,7,0.549330235313182,-0.299254919103226,0.113684157452454,0.289316105420814
