rep,id,eta_logCl,eta_logV1,eta_logQ,eta_logV2
1,1,-0.0644011773126455,0.460278541743475,0.00764003820318848,-0.51630708645072
2,1,-0.109249646186377,0.506829028768501,-0.515883385948968,-0.393866886337832
3,1,-0.0765975818479317,0.454436275432502,0.257710832119452,-0.739256841452628
4,1,-0.055805153318537,0.141880663238995,0.579180787362665,-0.0211114118321543
5,1,-0.0671639548594267,0.499780496374402,-0.167612633977505,-0.570769393774276
1,2,0.592820860266909,-0.290713549656353,-0.237783803872111,-0.17789328786159
2,2,0.579808118927671,-0.135622731984238,-0.597648811248581,-0.32150363157517
3,2,0.651819065425136,-0.166305586718158,-0.0718796101751137,0.094345977770812
4,2,0.593062634941733,-0.247998507323265,-0.360730781911591,-0.184833337743445
5,2,0.593897285183364,-0.303751595456417,-0.280246633490084,-0.174200714583302
1,3,0.445413908103547,-0.174660008273447,-0.0924646492657588,0.223180251192465
2,3,0.441848361990936,-0.10304682245372,-0.384180051390601,0.0801578999942677
3,3,0.395415372554008,-0.220443501891847,-0.453539619080645,0.275990594352427
4,3,0.471163305319466,-0.0685734622041708,-0.00917335072542889,0.177901482571508
5,3,0.377632147089794,-0.216204141820416,-0.259041012551405,-0.0904752748794471
1,4,-0.590239969761328,0.072422250098157,0.350002643672372,0.300708073014688
2,4,-0.655157339759799,0.338882592387383,-0.0520415945372375,0.125082231006259
3,4,-0.577833881659236,0.100718396162655,-0.0803874844127168,-0.0149612219395658
4,4,-0.608355885141609,0.380083539508646,0.501902654057241,0.0819187256684598
5,4,-0.593601315581856,0.296267020129811,0.594569537932042,0.12072631953102
1,5,-0.524299478093545,0.488663213925143,-0.0877338040360788,-0.104423902489635
2,5,-0.516739699445212,0.223311401158935,0.116696316576955,0.504789587356246
3,5,-0.529331427240699,0.535493873615508,0.123489686679122,0.0414403319610976
4,5,-0.488300648978965,0.372751096146761,0.389549773917095,0.547901539091077
5,5,-0.504279688848083,0.374241921229917,0.265228554261965,0.305103316119239
1,6,0.259527244204926,0.197759679599671,0.565571595180028,0.126541298935837
2,6,0.230578761727767,0.117423114852597,0.52462206216516,-0.0137980942799894
3,6,0.196414052988357,0.18234039313078,-0.0790689672468273,-0.0918716332573315
4,6,0.239251161176133,0.0378340664758234,0.440883027243758,0.104043238870748
