rep,id,eta_logka,eta_logV,eta_logCl
1,1,0.207469651853442,-0.0621766883184378,-0.149531656850848
1,2,0.562848518402906,-0.189088386948637,0.0354159089573747
1,3,0.172166767112901,0.366654232433705,-0.197852763173908
1,4,0.631742042170806,0.330024520241392,0.115474130571341
1,5,0.908053282965914,0.460884915664148,-0.121644448803109
1,6,-0.546014387064861,-0.507582443544056,0.0240037492196834
1,7,0.500685068230674,-0.278084457234979,0.119602532550765
1,8,0.350510150001515,-0.451199847687829,0.430697458737737
1,9,0.342458101935787,0.399796602396668,-0.0802217794747773
1,10,0.285514771545678,-0.415718170089357,-0.0864183052050005
1,11,0.321596522478686,-0.0206096762836072,0.0511439701029432
1,12,0.2290886574012,-0.167174352028549,-0.0381828033943843
1,13,0.0950109672988795,0.0352881307681621,-0.32372288377085
1,14,0.842876818638579,0.119166901633591,-0.796010506971385
1,15,0.627097468790649,0.0707884647277623,-0.417645898002113
1,16,0.160994419524397,0.825926187815381,0.327984533529839
1,17,-0.294233228080399,-0.219718715141719,-0.0794371469175936
1,18,-0.200006695994527,0.61284863320154,0.299803288528822
1,19,-0.444408596422815,-0.0259340312920351,-0.268256527025258
1,20,0.500116777241107,0.0741233081508819,0.358944238795699
1,21,-0.239322898991237,-0.23554121407714,-0.309252936658432
1,22,-0.591703687500397,0.444714241689787,0.219406783915903
1,23,-0.632307183996491,0.273566895861582,-0.377758854226694
1,24,-0.00944966102996938,0.12556172001957,0.0631689878386028
1,25,0.123872687510813,-0.0868779070840642,-0.0157399119519237
1,26,-0.0438791042181488,-0.0117273669314244,-0.105615478015569
1,27,-0.231583247967134,0.102361703255337,0.353178430407993
1,28,-0.189449775084638,-0.344558347735142,-0.20772570222242
1,29,0.205143606232665,0.136658058979386,-0.0943485729170117
1,30,0.27128990075625,-0.246256800694056,-0.544705341311349
1,31,0.309352687957876,-0.610103642338539,0.772831792239349
1,32,-0.332512040299284,0.172574950712091,-0.232931901859314
1,33,0.308404728563213,-0.249403293662677,-0.169254105663266
1,34,-0.0692923291371924,-0.267123265909387,0.484144863156773
1,35,0.574121271056699,-0.0460749306623702,0.14867856076921
1,36,0.324707084174437,-0.239254948951159,0.327419922861039
1,37,-0.254498439750049,-0.113476446108181,-0.21218281059443
1,38,0.284473460889715,-0.227726060020327,-0.358403169493631
1,39,-0.0905176502607718,-0.309718390569971,0.127837056540302
1,40,0.317194659725002,0.086960845932353,0.009995921535354
1,41,0.447331329191475,-0.393407296506552,-0.426211925206709
1,42,-0.177845153727804,-0.0340099440669777,0.479711513449123
1,43,0.727182169253384,0.00546918629969984,-0.162782419987767
1,44,0.593785345661485,0.425524748621711,0.185524219554318
1,45,0.370590772321398,-0.124671951258856,-0.126896658463129
1,46,0.475920149486974,-0.317405817887294,0.768781868422632
1,47,-0.388220750347026,-0.239028130002383,0.325863919478874
1,48,0.24873964931079,0.37124661819785,-0.321393097958012
1,49,-0.846530584440406,-0.313817416539941,0.187259490307413
1,50,0.591195785324138,-0.189557447877104,0.166225927751172
1,51,0.693814335199007,-0.309681158779773,0.227417317525065
1,52,0.0249343412780697,0.0121708954651112,-0.168248347740025
1,53,0.108748263511848,-0.0862617444513987,-0.628470894432465
1,54,-0.295370875511293,0.048006461327776,-0.0348581178259904
1,55,0.271722826084126,-0.324242662137268,0.548965605577699
1,56,-1.06597512024552,-0.639073869493049,-0.152708624302763
1,57,-0.395410604368602,-0.0989444452840944,-0.494101102058109
1,58,-1.25573745121458,0.410370795765632,0.204616973615669
1,59,-0.201128016350326,0.628144466633944,-0.303603184885029
1,60,-0.555780435444674,0.0112062015288732,-0.0507332575202735
1,61,0.14095461150763,-0.154949875816323,0.341170296363178
1,62,-0.0480532053697419,-0.23903054456908,-0.1605834221843
1,63,0.534157084857378,0.28046426127133,-0.252802830811477
1,64,0.490467580160466,0.503464818183057,0.186640494121527
1,65,0.661970828067366,0.266901987380169,0.502723480154285
1,66,-0.169743710278186,0.656830125397795,0.324241867200782
1,67,0.10527558902241,0.110833628621998,-0.0489583860927274
1,68,-0.351921052876158,-0.412784378944035,0.400099994130566
1,69,0.152137133940937,-0.306752690158646,0.297348062254859
1,70,-0.315232390215768,-0.0163853240038057,0.00628944530341657
1,71,0.170915001411113,0.0594603006450747,-0.106507231441723
1,72,-0.151124605234344,0.0330508972581445,0.369877789385092
1,73,0.539784513907939,-0.266969924167039,0.148311469423605
1,74,0.344662622842649,0.106196692039125,0.0774845155463455
1,75,-0.00228976210675277,0.367292592787257,-0.215173329249425
1,76,0.014564071087332,-0.0352347896590439,0.0917468328284283
1,77,0.0648095003151056,-0.195127486715595,0.179368123747838
1,78,0.45548855398818,0.130939402273416,0.199711754819689
1,79,-0.54717252534809,0.173073340427873,-0.222739586909052
1,80,-0.166537104883638,0.502142983579558,-0.0676679982703352
1,81,-0.290094263055844,-0.162156753964927,0.196202298294188
1,82,-0.413998557969606,-0.214921704002417,0.155838685910115
1,83,0.106259943994445,-0.190604456845461,0.244751871149236
1,84,-0.319082064608679,-0.255894403411777,-0.115989250388852
1,85,-0.0744442287194803,0.104608186927265,0.0382818134083565
1,86,0.532774866915233,-0.316026749200812,-0.0294075232521565
1,87,0.586519292622428,-0.0385523284971638,0.297859516874307
1,88,-0.309696537042985,0.264795177151109,0.0414745351175301
1,89,-0.5745172743018,-0.303702671814809,-0.449197838807727
1,90,0.395703752775432,0.0865872196926558,0.134402280015885
1,91,0.30624782302421,-0.105963919770169,-0.604816555927666
1,92,0.34480622671612,-0.0986716739267957,0.271082176073209
1,93,-0.24570102755193,-0.328167647668568,-0.091666836895284
