rep,id,logka,logV1,logQ,logV2,logVm,logKm
1,1,-0.152469174472798,4.81310791913781,0.522752069261416,3.49498452503659,7.33397850743649,7.19645981304471
2,1,-0.0687525061537073,4.66323029810931,0.878324637377162,3.36853867389907,7.10269224258423,6.68452535694652
3,1,-0.15100076298504,4.68241508376174,0.977776731559246,3.58109700911164,7.00641005486574,6.60226053557711
4,1,-0.368370260736688,4.80763244393728,0.521023599735411,3.89570458475467,6.91314778463392,6.7402157722427
5,1,-0.642186879922136,4.45753040266884,0.808036840623058,4.02352883671899,6.98824015053374,6.44133688100194
1,2,-0.0412362102568207,4.31555235336028,1.02923550010712,4.0079657086954,7.10465675748201,5.86957325463684
2,2,0.265810475927468,4.20204609937887,1.455350238556,4.11410577775144,7.10097938652841,5.78665360441355
3,2,0.322684445506169,4.36093499242703,1.54653170509717,4.09256418175051,7.03280847445092,5.67133772583303
4,2,0.185931326185699,4.49323469886338,1.06755157119535,3.21720489667985,7.11919885651519,5.77989252309302
5,2,-0.313743253606987,4.14929127400636,0.711920457034377,3.64483796779922,7.7518121177294,6.62326744403882
1,3,-0.0830493615887147,4.10368742184288,0.886799064486633,3.67687059932491,7.29473907523517,6.85139880989781
2,3,-0.962085317203177,3.85356576704073,1.09956616558852,3.23188517786682,7.56423983657853,6.52462627861101
3,3,-0.189833787043443,3.96709904159732,1.09124558928158,3.81136842953413,7.31128268200221,7.39282231848211
4,3,-0.0323254975336772,4.22707276361172,0.513444110713971,3.56548002617766,6.83857745161271,6.74729507660193
5,3,-0.22236878549722,3.76598136535168,0.617944101768969,4.03133667332818,7.40567482113143,7.0302848664059
1,4,0.0279962036835749,4.55673794308282,1.08136582717643,3.56393642649369,6.77538030939995,5.82935385180761
2,4,0.0837829587502291,4.79708954605351,1.12280626114972,3.7699394989057,7.02866383606506,6.67625100568746
3,4,-0.613683095159561,4.71481131830651,0.502347756113781,3.83598276886954,7.21121018394316,7.04402383097886
4,4,-0.0477496429501218,4.5761680372398,1.10773962740299,3.99301230345772,6.9416270250372,6.59784356256253
5,4,-0.114500441063923,4.52441545487664,1.09120482938374,3.62734073439015,7.04512087426408,6.4825849013558
1,5,0.593052657365457,4.4193477399598,-0.0477763856443542,3.42968969212938,7.33325607038003,6.92984975991557
2,5,0.474736692450744,4.22474761505129,0.96351687157255,3.46843384712261,7.19590289493086,5.88722110450475
3,5,0.142313900719004,4.26828373646545,0.579114545758662,3.61948572188132,7.29834374107856,6.64915736452232
4,5,-0.589489096667692,4.34368233755384,1.19760358565358,2.99179187564763,7.35764804664061,6.36204185140857
5,5,-0.237971932740543,4.1621916844536,0.912156504301061,3.91591816035432,7.2092264623188,6.79941652311043
1,6,-0.101620308042072,4.63240624026915,0.744861320907473,3.88319328435784,7.37350415089945,6.00017744632359
2,6,0.123519612533532,4.39636740594419,1.05195819467298,4.11223317041423,7.50794464384457,6.26701516533222
3,6,0.114543426311021,4.41753586829804,0.817595115234651,4.3441202415227,7.52433031500872,6.53338685003253
4,6,-0.138906563754968,4.56770592480701,0.553421813418167,3.63838756120723,7.52922796477625,6.39287078679563
5,6,-0.315443426783838,4.27825816746864,1.17868951742483,4.40203510504413,7.30749166948521,5.98544697179637
1,7,0.112268649809426,3.93721947093536,0.850830238905973,3.75730943675215,7.18139150157046,6.56305281277633
2,7,0.0899807464993854,4.22123121941774,1.03082044835205,3.50257509346023,7.20461676116163,6.77128791927333
3,7,0.217542225383831,4.21485024455302,1.31663591358878,3.40012612233611,7.07353343087648,6.22693089754415
4,7,0.165387678159745,4.09453953476449,1.11316538962648,3.33256399355869,7.35516466794848,6.81296419714692
5,7,0.209724767550552,4.36052328282571,0.25184317439314,4.13770851146667,6.99714941535873,7.32072776073092
1,8,0.167982718192443,4.5127532845948,1.19841298371042,3.72085461341114,7.0749024078713,5.71421919100496
2,8,-0.00922204737887887,4.55374048403003,0.982232772387133,3.69262286488216,7.38339241691234,6.018696837222
3,8,0.168224529871372,4.62477022536986,0.836880700025365,3.92741645546054,7.40196580953143,6.15760401024403
4,8,0.191276751646982,4.55347358518464,0.655686113780838,3.84820983421698,7.23753817496223,5.92362766802506
5,8,0.345735463586555,4.35941657354188,1.0608878747912,3.8723432344234,7.04990178139323,5.6713054488631
1,9,0.0599020521994584,4.40011369531482,0.84574420371524,4.23223308418419,7.27727130041203,5.99303935576041
2,9,-0.00063220257865429,4.35089294154157,0.368932630882503,4.11433383722675,7.35298278149919,6.19708209933754
3,9,-0.369257998392619,4.45746951648316,0.441090734343773,4.10722908383298,7.34254336805883,6.31642244863056
4,9,0.145523322006204,4.64096291875692,0.735296809949384,3.63088347655328,7.3773997652207,6.08632020053373
5,9,0.242300668858934,4.63265994351562,0.447834797809275,3.79855120779985,7.40810111374852,6.30206749701922
1,10,0.516058018557026,4.09095383580486,0.995454573895907,3.24360088535405,7.26951486151625,5.62445542914478
2,10,0.30718664316327,3.91535530906468,1.24067554361336,3.72455363667965,7.24150170034082,5.53895762750167
3,10,0.461557109347261,3.98003103608501,1.44189957925164,3.57080912903181,7.33692382306068,5.64597894938807
4,10,0.184442743908982,3.96934250147358,0.845004253093561,3.40742706797729,7.2339295417971,5.5809708870706
5,10,0.210660126986444,3.95191047063075,0.933985419230553,3.49216246566623,7.06867124741064,5.3762090976962
1,11,0.171127285595959,4.27707941459042,0.722902949033561,4.03573052627598,6.87370317586515,6.23738150398198
2,11,0.0732144699735612,3.95611838936038,1.24174598743494,4.21128944819311,7.01699305010959,6.02299481852445
3,11,-0.473625733703568,4.01931959835155,0.620516439924206,4.02829985816233,7.16787438022414,6.4092434478953
