id,importanceSampling
1,599.114
2,650.168
3,513.057
4,383.458
5,695.486
6,410.096
7,538.089
8,293.066
9,444.483
10,348.923
11,478.473
12,552.472
13,576.505
14,657.947
15,328.654
16,654.042
17,627.072
18,561.180
19,399.373
20,429.926
21,327.828
22,691.109
23,645.012
24,353.324
25,706.237
26,655.030
27,423.016
28,461.124
29,475.409
30,605.178
31,340.887
32,550.677
33,682.011
34,605.889
35,447.344
36,649.360
37,398.579
38,358.226
39,588.564
40,359.517
41,356.156
42,475.483
43,561.105
44,618.509
45,406.631
46,670.072
47,586.655
48,487.356
49,688.857
50,376.750
51,590.261
52,610.029
53,463.522
54,561.453
55,375.394
56,505.065
57,686.298
58,406.685
59,427.891
60,455.090
61,464.172
62,676.271
63,567.166
64,566.388
65,381.821
66,614.301
67,491.341
68,378.888
69,657.807
70,664.141
71,562.764
72,510.914
73,593.222
74,357.703
75,353.426
76,481.904
77,473.976
78,573.021
79,639.636
80,772.243
81,379.339
82,423.016
83,507.105
84,596.818
85,568.821
86,663.951
87,588.986
88,539.810
89,477.739
90,377.920
91,630.259
92,446.075
93,612.329
94,658.578
95,385.267
96,534.003
97,542.242
98,539.137
99,681.135
100,420.170
101,676.309
102,409.399
103,344.191
104,576.407
105,600.672
106,385.399
107,552.012
108,330.597
109,644.482
110,547.241
111,493.287
112,688.823
113,567.339
114,374.866
115,444.976
116,641.477
117,422.856
118,454.607
119,704.587
120,566.322
