rep,id,logV,logVm,logKm
1,1,4.0025517765792,6.71611250175865,5.38442076812334
2,1,3.95346752475046,6.698018475234,5.36776769750676
3,1,3.88655327888807,6.77331972096647,5.48187275970934
4,1,3.9194948081045,6.76081383880148,5.42090963670204
5,1,3.95414001388371,6.67308804266441,5.0110866869114
1,2,4.17383060193767,6.99573877211646,5.9746849249638
2,2,4.21901827769994,6.81016584544362,6.01150524129159
3,2,4.19392098609948,6.79518526372573,5.45148257071115
4,2,4.26010865468847,6.6104319751361,5.16696621964096
5,2,4.17448895379702,6.9368532958598,6.02785870059151
1,3,4.21529890507875,6.68858615855459,5.38991463006063
2,3,4.28402634000031,6.63606233590429,5.4201434060365
3,3,4.19165833369879,6.74222947328632,5.43044820504139
4,3,4.20777300092585,6.73840035686882,5.57958838728984
5,3,4.18295815539509,6.73483973445904,5.47613358018582
1,4,4.54488710047253,7.33468782412893,6.10214647802914
2,4,4.65891857021602,7.3181816998186,6.06974860093643
3,4,4.5808138462535,7.05967364696359,5.75118705349437
4,4,4.63307027784708,6.97191889915994,5.60757148143642
5,4,4.56066688728755,7.06256466125868,5.76694303730556
1,5,3.83763484271263,6.820364817235,6.02049805798868
2,5,3.87007313692021,6.58398262611985,5.58903392297227
3,5,3.8776631956227,6.69673194119689,5.47263628537875
4,5,3.89805511172582,6.61158552229724,5.73028655465064
5,5,3.76859502024817,6.76662543614901,5.45028094153014
1,6,4.28453146826437,7.40065670594652,5.40636949161104
2,6,4.25226594758234,7.43918315931347,5.49402018368572
3,6,4.29378510083832,7.35763494418187,5.35658388239848
4,6,4.23204320001714,7.34366286812084,5.36745174823681
5,6,4.27961259777704,7.41112905995015,5.42549636825021
1,7,4.52463724354633,7.05305464330393,5.5830604336022
2,7,4.50034937835147,7.04249571230458,5.54207448556555
3,7,4.53415187137107,6.9943813013316,5.51765025624091
4,7,4.50260057966264,7.116270548024,5.79775540500564
5,7,4.57519904931009,7.03191901843848,5.57895800193
1,8,3.92450945089655,7.40365987445948,5.37512727480729
2,8,3.86412768324882,7.35082330523634,5.37480396411233
3,8,3.91201541919056,7.30490512865545,5.29797998211363
4,8,3.97843158233808,7.28678607348622,5.21231750179483
5,8,3.97931687292125,7.17317809583154,5.04838034768831
1,9,3.82642785187878,7.08790725464019,5.46495378695091
2,9,3.82150384133861,7.08765053358348,5.4759458054452
3,9,3.87061070015351,7.05923099428942,5.37212103097815
4,9,3.91357630108853,7.04828195976017,5.35047207740933
5,9,3.89003685209681,7.04629081203098,5.36142274798064
1,10,4.13846949283035,6.90167048526031,5.14864974921458
2,10,4.12532506006699,6.93652899424334,5.19433745119595
3,10,4.1371580477742,6.95207793754435,5.21763524618776
4,10,4.07893810942817,6.96603001841895,5.29471443093918
5,10,4.10678530307612,6.98176871355964,5.30088874188621
1,11,4.11631800530789,6.86687357822511,5.62230003124117
2,11,4.21164677746993,6.8921631868224,5.67303087088939
