rep,id,eta_logV,eta_logVm,eta_logKm
1,1,-0.177130794675957,-0.196516559114659,-0.17980048026391
2,1,-0.226215046504698,-0.214610585639309,-0.196453550880491
3,1,-0.293129292367088,-0.139309339906841,-0.0823484886779086
4,1,-0.260187763150658,-0.151815222071829,-0.14331161168521
5,1,-0.22554255737145,-0.239541018208901,-0.553134561475854
1,2,-0.00585196931748974,0.0831097112431473,0.410463676576555
2,2,0.039335706444784,-0.102463215429692,0.44728399290434
3,2,0.0142384148443227,-0.11744379714758,-0.112738677676101
4,2,0.0804260834333079,-0.302197085737209,-0.397255028746286
5,2,-0.00519361745814207,0.0242242349864898,0.463637452204258
1,3,0.0356163338235929,-0.224042902318717,-0.174306618326622
2,3,0.104343768745149,-0.276566724969019,-0.144077842350748
3,3,0.0119757624436349,-0.170399587586993,-0.133773043345855
4,3,0.0280904296706974,-0.174228704004491,0.0153671389025955
5,3,0.00327558413993492,-0.17778932641427,-0.0880876682014292
1,4,0.365204529217374,0.422058763255622,0.537925229641885
2,4,0.479235998960865,0.405552638945288,0.505527352549179
3,4,0.401131274998345,0.147044586090282,0.186965805107115
4,4,0.45338770659193,0.0592898382866343,0.0433502330491675
5,4,0.380984316032394,0.149935600385367,0.202721788918309
1,5,-0.342047728542529,-0.0922642436383064,0.456276809601421
2,5,-0.309609434334951,-0.328646434753456,0.0248126745850188
3,5,-0.302019375632456,-0.215897119676417,-0.0915849630085056
4,5,-0.281627459529335,-0.301043538576064,0.166065306263385
5,5,-0.411087551006991,-0.146003624724296,-0.113940306857107
1,6,0.104848897009212,0.488027645073218,-0.157851756776211
2,6,0.0725833763271856,0.52655409844016,-0.0702010647015289
3,6,0.114102529583169,0.445005883308566,-0.207637365988769
4,6,0.0523606287619853,0.431033807247539,-0.196769500150443
5,6,0.0999300265218799,0.49849999907684,-0.138724880137047
1,7,0.344954672291178,0.140425582430622,0.0188391852149645
2,7,0.320666807096313,0.129866651431275,-0.0221467628216953
3,7,0.354469300115916,0.0817522404582909,-0.046570992146339
4,7,0.322918008407483,0.203641487150696,0.233534156618392
5,7,0.39551647805493,0.119289957565171,0.0147367535427462
1,8,-0.255173120358612,0.491030813586174,-0.189093973579957
2,8,-0.315554888006339,0.438194244363031,-0.189417284274922
3,8,-0.267667152064599,0.392276067782141,-0.266241266273618
4,8,-0.201250988917073,0.374157012612905,-0.35190374659242
5,8,-0.200365698333909,0.260549034958232,-0.515840900698939
1,9,-0.353254719376378,0.175278193766884,-0.0992674614363327
2,9,-0.358178729916549,0.175021472710167,-0.0882754429420423
3,9,-0.309071871101649,0.14660193341611,-0.192100217409098
4,9,-0.266106270166625,0.135652898886853,-0.213749170977912
5,9,-0.28964571915835,0.133661751157671,-0.202798500406608
1,10,-0.0412130784248093,-0.0109585756129966,-0.415571499172667
2,10,-0.05435751118817,0.0238999333700264,-0.369883797191296
3,10,-0.0425245234809617,0.0394488766710452,-0.346586002199484
4,10,-0.100744461826987,0.0534009575456428,-0.269506817448063
5,10,-0.0728972681790352,0.0691396526863271,-0.263332506501041
1,11,-0.0633645659472655,-0.0457554826482097,0.0580787828539142
2,11,0.0319642062147736,-0.0204658740509222,0.10880962250214
