id,importanceSampling
1,231.455
2,193.377
3,150.922
4,252.096
5,209.462
6,156.698
7,249.552
8,194.545
9,207.385
10,247.056
11,209.645
12,182.133
13,174.526
14,243.808
15,145.103
16,139.269
17,234.368
18,144.368
19,200.797
20,185.743
21,230.325
22,192.744
23,202.436
24,152.716
25,224.922
26,153.554
27,237.998
28,175.443
29,234.846
30,189.183
31,146.052
32,203.926
33,198.254
34,159.671
35,234.234
36,221.740
37,220.382
38,250.353
39,181.646
40,148.284
41,136.695
42,244.866
43,200.761
44,141.559
45,203.984
46,199.710
47,214.073
48,250.232
49,197.051
50,205.678
51,242.231
52,140.932
53,139.038
54,214.328
55,218.995
56,189.855
57,223.584
58,184.760
59,141.893
60,214.140
61,210.860
62,240.088
63,139.692
64,187.636
65,131.906
66,159.258
67,219.033
68,226.682
69,208.845
70,185.555
71,232.839
72,196.240
73,179.313
74,258.945
75,136.467
76,183.913
77,227.319
78,234.267
79,159.634
80,208.135
81,215.859
82,235.541
83,242.874
84,138.751
85,206.433
86,158.038
87,197.319
88,156.388
89,214.159
90,260.603
91,253.686
92,206.277
93,160.862
94,130.261
95,174.548
96,187.094
97,194.785
98,164.563
99,187.047
100,142.129
101,229.132
102,213.135
103,226.393
104,231.450
105,239.359
106,218.234
107,201.695
108,185.564
109,159.642
110,243.495
111,144.846
112,224.964
113,150.506
114,155.259
115,222.379
116,181.598
117,206.202
118,234.935
119,198.409
120,246.863
