rep,id,eta_logCl,eta_logV1,eta_logQ,eta_logV2
1,1,-0.0374622322707809,0.0593684949495392,0.35778632151362,-0.414106558605512
2,1,-0.0586681502417729,-0.14960930280101,0.844387122878235,0.133024435705012
3,1,-0.0402053813697182,-0.0232602470784227,0.482305030206677,-0.38568626687207
4,1,-0.0335825310780698,0.100046674537246,-0.589262408873139,-0.416771903995661
5,1,0.011373728735836,-0.122492470889903,0.296559938807411,-0.168217671186028
1,2,0.0668313977126828,0.387652819774692,1.34883848600076,0.0909847648194118
2,2,0.00858778653028023,0.49439539762552,-0.647972348928128,-0.0889646577638242
3,2,0.156068476315386,0.153282572038687,0.855063204496363,0.209210224059902
4,2,-0.0235277275466405,0.473660896070175,0.816362784501666,-0.155628302385459
5,2,-0.029797195586241,0.469595316945301,-0.48003051776506,-0.37040515435065
1,3,0.110030535304734,0.193826214964906,0.0953024635705134,0.512888474057275
2,3,0.0822450316709977,0.294782606789938,0.658466380277537,0.422449681107122
3,3,0.0829689730175371,0.277199686809042,0.734338221395608,0.00640332731987507
4,3,0.0630264862488375,0.415824752450593,0.0210616467711953,0.108628437912829
5,3,0.0159363771341643,0.462401359997078,-0.715448239139608,0.247294942868631
1,4,0.176979902657077,0.0432758222264689,-0.0649356326131013,0.16099438722303
2,4,0.243661176207984,0.294033092894581,0.139426719923624,-0.217655828949751
3,4,0.203320571278784,0.101924823281539,0.822756271643736,0.163477916082272
4,4,0.224704840990271,0.380994738661446,-1.48838813456018,-0.0898067925546072
5,4,0.232659130850656,0.154203475120106,0.519760843868968,0.116765156901397
1,5,0.11443154484255,0.593939061155423,0.47651471467591,-0.138466240578094
2,5,0.118864576970253,0.442642272897675,-0.599263919343826,0.240456807191161
3,5,0.0284513885719652,0.490126829103094,-1.00563159626633,-0.0605951016713499
4,5,0.0576274196654427,0.407588518062303,-0.0797482920296145,0.496361616350921
5,5,0.0335004257240806,0.588916723031779,-0.56273512198959,0.0347401354417269
1,6,-0.173148166656034,0.201929714980699,-1.53334508763849,0.384346479309035
2,6,-0.0342640859736794,0.0736898921023666,-1.59657250337838,-0.0516407585938551
3,6,-0.020479340752141,0.219614617031261,-1.2624202894343,-0.209020752354154
4,6,0.00500086374947411,-0.0318467747985788,0.682752597906503,0.286832847846994
5,6,0.00640985043471845,-0.0363071272936053,0.469868372282718,0.241384940513281
1,7,-0.620496477846668,0.346430965110907,-0.810356452559919,-0.785960875007027
2,7,-0.628326530434374,0.432044275365601,0.0150920473015717,-0.295420361742333
3,7,-0.560840870815259,0.330622025666842,-0.687607665155285,-0.389521401776493
4,7,-0.603332835342092,0.204921229709827,-0.160260615482982,-0.169293135573697
5,7,-0.595982643427713,0.312161122418245,0.54051190742172,-0.467496812388018
1,8,-0.431287111436373,0.1891375804541,-2.5502181691581,0.0268571367093532
2,8,-0.359613853376123,0.046135535095503,0.0356990305260139,-0.367745335190173
3,8,-0.416459909380613,-0.158152289539506,-0.966292063232325,-0.174578486152395
4,8,-0.456281350725427,-0.0883028628980534,-1.41101883940749,0.101357110920541
5,8,-0.390902993251351,0.119712404143853,-1.35143388553862,0.284914618798798
1,9,0.0948682579166656,-0.0329638684276159,-0.302586125790379,0.774600322010718
2,9,0.133936404041115,0.0039579736367703,0.0532689868937433,0.84855590103199
3,9,0.17719531257398,-0.00706018216003326,-0.116641690456943,0.682178602186642
4,9,0.0398447650223631,0.0926269427574289,-0.692854415643105,0.517333874521981
5,9,0.0937810690293947,0.0394122277168411,-0.40205604176131,0.771799044552675
1,10,-0.166054910834812,-0.605546624478175,-0.316519353298946,0.295598505380565
2,10,-0.168691982404814,-0.566950951403654,-0.641901584978641,-0.0683570956612422
