rep,id,eta_logka,eta_logV,eta_logCl
1,1,0.442537593660606,0.37322902398708,0.185942389419958
2,1,0.362144408818828,0.350109396080678,0.202757804135643
3,1,0.361468202387947,0.275085089438355,0.161044799631524
4,1,0.689841628204174,0.30393876968765,0.206799727645455
5,1,0.176099920545386,0.23431654244387,0.178552489465852
1,2,0.082365428968677,-0.490145463405609,0.260342506216457
2,2,0.212678518580976,-0.464707680103047,0.270581043828236
3,2,0.00910854054531511,-0.507272672047813,0.275770993523415
4,2,0.204089292263047,-0.513536849044565,0.263075234978793
5,2,0.0598028848411986,-0.569675155264516,0.271025985390482
1,3,0.0450256727869316,0.142151655594326,-0.364157150107836
2,3,0.0229487817402421,0.00864037160204186,-0.395647208591658
3,3,-0.0526446326240848,0.163192508144923,-0.356443700167128
4,3,-0.253912588061458,0.0684267538294286,-0.390781077920884
5,3,-0.308255471278582,-0.0357368917477366,-0.401546419795681
1,4,-0.159175376302984,0.705918482837297,-0.224574775523933
2,4,-0.00454300425123369,0.721596329823276,-0.217071402536441
3,4,-0.156260611112218,0.648939609674474,-0.188879171557649
4,4,-0.0261294291071654,0.697434010481028,-0.212636231952854
5,4,-0.299905143341972,0.624891009640394,-0.286460349818488
1,5,-0.812399827603957,-0.112439644299602,0.438279931376955
2,5,-0.487163785129192,-0.0790563960533828,0.440491559966672
3,5,-0.673015964500875,-0.157632420781847,0.361422586791728
4,5,-0.587092106821008,-0.0897190277382665,0.41714974960545
5,5,-0.44987820429541,0.043314032030562,0.505696290217241
1,6,0.388750287283373,0.0406562923252465,-0.0549094529981143
2,6,0.251506481000129,0.229634213686201,0.0259738683579677
3,6,0.540461226836225,0.138023594574649,-0.0216507461504623
4,6,0.295782848166711,0.120970347857616,0.00977478163950749
5,6,0.347187772607924,0.167357111388507,0.0192858127757663
1,7,-0.572806378036937,0.344121336693779,0.261475654875321
2,7,-0.624322562818774,0.362408167890813,0.251626113446898
3,7,-0.527226025795065,0.490061951177202,0.30708761348525
4,7,-0.393054991038765,0.397221841890761,0.258980584815776
5,7,-0.494406006214894,0.351163038608407,0.241535895522684
1,8,-0.00996049470790228,-0.208956904628209,0.398865121591556
2,8,-0.0301589875528279,-0.18557966424571,0.395887829371409
3,8,0.00228312757959288,-0.241700538927894,0.370988893598495
4,8,-0.00713289486619961,-0.1677073474977,0.432057374723019
5,8,-0.0780070140435947,-0.197684556308244,0.424857520635598
1,9,-0.415735483767819,-0.289538477817416,-0.281307221601197
2,9,-0.264816948279057,-0.147906219403068,-0.121014023626815
3,9,-0.387704864344042,-0.145783299027316,-0.172748114317678
4,9,0.13699819585507,-0.0537472092736554,-0.176030100982988
5,9,-0.194063859122458,-0.0696523899879617,-0.155073213470787
1,10,0.551412733683272,0.132631764520714,-0.2805627663476
2,10,0.309286629711733,0.0519836470891383,-0.30255100896817
3,10,0.129046486684315,0.0113932738539257,-0.426861777934721
4,10,1.06267100503482,0.159451755117562,-0.310275567575208
5,10,0.627248259344948,0.14250577985924,-0.313722204851218
1,11,0.672601909159508,-0.35963490310955,0.456427093608646
2,11,0.602492600914672,-0.343791762635044,0.433649548191159
3,11,0.444806600330313,-0.374678338786839,0.448601818602176
4,11,0.712626199822774,-0.287660058980321,0.484710116951062
5,11,0.302849599922316,-0.382903087187056,0.43333456640952
1,12,-0.0236628719366304,-0.572135428406159,0.156739503619749
2,12,0.0585870914251358,-0.603290883225,0.146287157522449
3,12,-0.0886222291389715,-0.627318053315468,0.102303901799977
4,12,-0.068095408906382,-0.588018190903738,0.129294710319407
5,12,0.1456326044203,-0.58901504493537,0.140965829385445
1,13,-0.348798885850963,0.259861555268541,-0.0298581773203796
2,13,-0.473841300918509,0.188147394655431,0.0180249031985059
3,13,-0.187141701287904,0.168737728408754,0.0107804571180252
4,13,-0.590568920845051,0.136081402452893,-0.0231626488748277
5,13,-0.161543722059228,0.299015073676912,0.0308047372832767
1,14,-0.657856094783565,-0.0546132932904299,-0.181540461148966
2,14,-0.411156951722318,0.105226707505469,-0.0598423112944059
3,14,-0.485123175534131,0.0232176992842842,-0.110335325286949
4,14,-0.371806047732161,0.106024328948741,-0.110400292851193
5,14,-0.4818434222424,0.0808345014789533,-0.0912853577702151
1,15,-0.273089362541259,-0.0712713799106575,-0.0464022483123323
2,15,-0.37919141233944,-0.186906644485037,-0.0934835264545218
3,15,-0.424686742042122,-0.153609615817208,-0.10122151416531
4,15,0.133698481841165,-0.0155130462269062,-0.0475764678702873
5,15,0.047080809922869,-0.0268287516529437,-0.0410617955165211
1,16,-0.131908468659366,0.0980129891608098,-0.0659136460981322
2,16,-0.0969093602549091,0.076770102142218,-0.0886371058987484
3,16,-0.575536137664058,-0.132230065597271,-0.170857869360559
4,16,-0.616487822529845,-0.120321627953737,-0.118023752473786
5,16,-0.106789851497014,0.0533033182617138,-0.0887780771059892
1,17,-0.11774269877044,-0.138988246824967,-0.129466927984979
2,17,0.0370642996499398,-0.1837407878912,-0.170538291793986
3,17,0.173423877464265,-0.148156429228671,-0.148181206109418
4,17,0.0114351219092472,-0.145142509079087,-0.116214022833009
5,17,-0.140908742855315,-0.252350349672582,-0.185292613039544
1,18,-0.562555396760849,-0.13081540764199,-0.174959529057685
2,18,-0.55247177254635,-0.139670386171037,-0.137363620109466
3,18,-0.401334005776241,-0.159186634911081,-0.187070932027757
4,18,-0.392983848970485,-0.16199454306572,-0.165922408698612
5,18,-0.346365029672061,-0.15796583874208,-0.1972026187526
1,19,-0.201761103458335,-0.150699556152719,-0.0941652863731359
2,19,0.377753593468596,-0.0331019023266138,-0.0233484638204348
3,19,0.0450532898142025,-0.0281466927145181,-0.0183146342210052
4,19,0.141481428898555,-0.0204236076769069,0.0168275182883109
5,19,0.331385343454257,-0.037282286846209,0.019224934186243
1,20,0.0639221092111865,-0.117674256050404,-0.134736033401596
2,20,-0.123526734688281,-0.0877013993068675,-0.123539314498248
3,20,-0.101762632918209,-0.11076905124392,-0.1901081128147
4,20,0.2329110123748,-0.0491889721953735,-0.117731910556307
5,20,-0.0259205951222156,-0.0906179577408921,-0.149283905808608
1,21,-0.0991316692141268,0.386507750381646,0.257215813723534
2,21,-0.0834479089791436,0.298986091751215,0.24044813940178
3,21,-0.232817620973772,0.292643779085307,0.225778281238567
4,21,-0.1226043594136,0.377764609183365,0.28555459037179
5,21,-0.33641450192297,0.369469739293668,0.265907492302945
1,22,-0.341118634169152,0.427835888197431,0.0146545227409589
2,22,-0.355079657549828,0.264452959952401,-0.00816863863959644
3,22,-0.194375817557136,0.38602533525635,-0.0327541009703451
4,22,-0.429867203436922,0.238552907494227,-0.0681806691061061
5,22,-0.691388994614173,0.316592519127289,-0.0468657633106201
1,23,-0.0215005934743574,-0.127316675054515,-0.2098097461272
2,23,-0.384968998242307,-0.161738742721106,-0.228526609458056
3,23,-0.160027836972106,-0.167515488824169,-0.230453150846819
4,23,-0.3138078792521,-0.211053204805203,-0.276213733858566
5,23,-0.529760299060246,-0.19276829722473,-0.252173917945063
1,24,-0.486434251944717,0.0186002421703329,-0.575785440035053
2,24,-0.0452298499709754,0.0813643303982349,-0.56474730642461
3,24,-0.397741147399363,-0.105665863276513,-0.669074127243247
4,24,-0.122402221483281,0.187454068065799,-0.522938164097813
5,24,-0.307087726448259,0.120927804324468,-0.563567905691832
1,25,-0.358919375618279,0.393400153009647,0.0751612777835192
2,25,-0.226061154529059,0.402915919459296,0.0392512919081829
3,25,-0.08456127918884,0.47333484089403,0.0812031040135252
4,25,-0.445252911941113,0.410051715749318,0.0111797375841464
5,25,-0.570866362903007,0.332163499426097,0.0219674456738196
1,26,0.426905365520577,0.0651088263326768,0.367829622052256
2,26,0.27590201138842,0.14268031316344,0.412813377873526
3,26,0.405649325732618,0.159108347867166,0.413444865219747
4,26,0.834600808762378,0.126961341290747,0.374159815348523
5,26,0.521183013174874,0.247567633730876,0.470729398001596
1,27,-0.037593297517589,0.181448560950923,0.228040179787922
2,27,-0.200545410480569,0.156930624427895,0.232215682313834
3,27,-0.08899853023893,0.123097978111208,0.171692307219294
4,27,-0.191032087876117,0.183216175741441,0.227528691952642
5,27,-0.246103908943757,0.140124852333583,0.230093456976913
1,28,0.109639723323005,0.500321060038846,0.171538908071407
2,28,0.0799040097816414,0.658675409586815,0.279432305374359
3,28,0.237573913615507,0.591940147565865,0.276473687305743
4,28,0.269994024008002,0.691096712610172,0.273815871720698
5,28,0.447056239931506,0.586739147944428,0.287231425455497
1,29,0.189208218817607,-0.482862352698225,0.0117982845058389
2,29,0.211124749537666,-0.449494905214649,0.0259310242613674
3,29,0.241669207850798,-0.461603938515628,0.0411365458277946
4,29,0.369797532870474,-0.392578327814196,0.0765972115280702
5,29,0.55159508082139,-0.369168405936529,0.0999172888988377
1,30,-0.270283224611751,0.382130335182315,0.0614631169090219
2,30,-0.326476772185746,0.217196434270385,-0.0216874628137799
3,30,-0.217499899405439,0.308957701902143,0.0683879601538263
4,30,-0.365665547844566,0.265517738559738,0.0128858935410396
5,30,-0.373001489318555,0.291514182398763,-0.0057854239531636
1,31,0.0090601105554515,0.38776262828884,-0.256653457849648
2,31,-0.124464580920946,0.203833624155049,-0.344329220455499
3,31,-0.546794463960675,0.204142371961298,-0.300019603360284
4,31,0.215807569948927,0.332729727874116,-0.288746507761003
5,31,-0.000476571632568082,0.253524711655475,-0.322019493815008
1,32,-0.171908117218975,-0.533988982501909,-0.417767913024117
2,32,-0.132936531283967,-0.412468118882366,-0.363031080754128
3,32,-0.342876343055557,-0.48295147752571,-0.387834063132313
4,32,-0.311497317495842,-0.572742827196533,-0.449060828522666
5,32,-0.300438798940009,-0.449136980620876,-0.402546705545876
1,33,0.436986740137018,-0.397032016295883,0.15169754292036
2,33,0.405145408681703,-0.410624615607685,0.143660798761878
3,33,0.422594157370587,-0.370008791871742,0.161909343902983
4,33,0.20161069457557,-0.397878922218084,0.145880133339613
5,33,0.464273182929363,-0.41309429830865,0.124101287947821
1,34,0.250289008433945,0.071771566094877,-0.253650090809031
2,34,0.0910855610992698,0.0470991248991829,-0.269464764183107
3,34,0.402924956220251,0.0053840586097605,-0.313341900462958
4,34,0.326925516419745,0.0511552147955093,-0.273425330587831
5,34,-0.194590419003082,-0.0522671738600418,-0.333198482727979
1,35,0.771444816919714,-0.284027906512204,-0.273604278847147
2,35,0.607797591162435,-0.404147193159666,-0.383873277609397
3,35,0.668964380549963,-0.388171491341544,-0.385526426617641
4,35,0.421906268373406,-0.492889860826725,-0.421695701860622
5,35,0.518837051289578,-0.3533018026674,-0.312923501441609
1,36,1.29085106003772,0.161125926436845,0.200799525849036
2,36,1.18019387005291,0.108009296921013,0.186449349000055
3,36,0.559488698364883,-0.0531645278769804,0.0888981162859247
4,36,0.991302517794731,0.0218601512251283,0.112776849825713
5,36,0.84752796333998,-0.104492856564554,0.0409616111100107
1,37,-0.289720017130555,-0.477410729746721,0.239344064249204
2,37,-0.370018293804789,-0.395191137133735,0.276894872292142
3,37,-0.507142805164207,-0.459378496192277,0.234459747963925
4,37,-0.472765426449692,-0.39430212233618,0.291735556771162
5,37,-0.351211373023174,-0.392353152328007,0.295165944614867
1,38,0.137663930295599,0.253075042824213,-0.0303053379335544
2,38,-0.167847100675505,0.113081575825733,-0.11667727621508
3,38,0.0526078681421966,0.292208327804654,-0.0648197412361901
4,38,0.11633148320157,0.24614782948435,-0.076154263144542
5,38,-0.0476855436102571,0.08288387895803,-0.0811679853986002
1,39,0.208217804323446,0.410845413471074,-0.237494070783904
2,39,0.413585653177211,0.504423322578865,-0.223018280729371
3,39,-0.541118129209091,0.439653452429111,-0.252834070926536
