rep,id,logka,logV,logCl
1,1,0.586955249390534,4.37842608869892,1.07222465845692
1,2,-0.756628478524152,4.58374117775757,1.67965729833633
1,3,-0.246752466350576,4.03701334169453,1.6445986449105
1,4,-0.2374915503068,4.45130761600778,1.02367420108864
1,5,-0.0685966616265682,4.28974813721396,1.50758574731693
1,6,0.0506768312682336,4.00849943686991,1.7661133265525
1,7,0.460745182007762,4.20280902787306,1.47237112649586
1,8,-0.0570545120294541,3.97562529532363,1.15283716244978
1,9,-0.107005710020185,4.40103445534662,1.11633290643326
1,10,0.725449301250574,4.13875389664056,1.11367274686934
1,11,0.389727397988705,4.24798150244838,2.04147236997718
1,12,-0.534116794304842,4.65302631574048,1.80122512690085
1,13,-0.934124289576792,4.28529180106741,1.51241589732414
1,14,0.524878880593458,4.45971628405844,1.27163419236543
1,15,-0.277308042519288,4.40856722888526,1.40869110154644
1,16,0.108350731550525,4.09761320926782,1.29621829609315
1,17,-0.586597719003253,4.56160923420438,1.49955879943654
1,18,0.575984777440984,4.24778455841644,1.13293007426315
1,19,0.6814722268128,4.10203071505737,1.13588067842517
1,20,-0.377197639732231,4.51056700917337,1.08876878628945
1,21,0.242170470350861,4.9162274094094,0.766767163079388
1,22,0.676170494685878,4.28667000924991,1.41983806687749
1,23,-0.000144190308410577,4.31200629939031,1.77806306380044
1,24,-0.347208218567483,3.75594911719578,0.877164103944076
1,25,0.173559911837802,4.01972361047307,1.69735056394754
1,26,-0.340638222686285,4.08827123824126,1.44121092886573
1,27,-0.334953490755062,4.27854320349806,0.785876517250606
1,28,-0.193010313211134,3.69384644946111,1.49444715884546
1,29,0.0924503605831626,4.60710325453172,1.59936480302217
1,30,-0.030385950771429,4.45382451523409,2.0006211469233
1,31,0.0163956777919343,4.39257495278663,1.30988356910398
1,32,-0.170001866082998,4.2509912752498,1.30418278942029
1,33,-0.534371002470761,4.43078411511477,1.75317560803056
1,34,-0.483546077411669,4.03713267343966,1.56285355451167
1,35,0.268205967286432,3.81533091582777,1.69734764719104
1,36,0.600367455705297,3.85940660134993,1.55424967567814
1,37,-0.215786664272421,4.19480224524991,1.74740192276086
1,38,0.00757216703155555,4.33141843931511,1.26469339157528
1,39,0.723407256240018,4.22671753261273,1.37015211103439
1,40,0.644038208823545,4.55548253254034,1.13026036902181
1,41,0.451601924888436,4.14458554855039,1.48703644988019
1,42,-0.135068984166815,4.44466870177134,1.32200474557638
1,43,-0.208044572021876,3.52476501195065,1.12065543457428
1,44,0.0239974070486472,4.161683518017,1.20042345331938
1,45,-0.665375431015093,3.89606725520781,1.59537858397937
1,46,-0.368979486694437,4.21114291365184,1.20388227250987
1,47,0.0452030899192807,4.27903045815461,1.86934047697772
1,48,-0.646385948779365,4.55078207309872,1.39391170976034
1,49,0.457494194679192,4.11273958863782,1.03441610264344
1,50,-0.686075654318496,4.96850444417432,1.36656297178958
1,51,-0.187278666524254,4.32181546002994,0.930220054663643
1,52,-0.119867633076024,4.082451504904,1.47860909202284
1,53,-0.349265926624795,3.96917281152136,1.62799529899473
1,54,-0.0883819924739151,4.38409164665035,1.28175900544407
1,55,-0.608693823191766,4.1037087092264,1.36433069469499
1,56,0.574884026184893,4.25658168068123,1.0321666344599
1,57,-0.127559693357787,4.14445410230475,1.09067544666676
1,58,-0.0569963646696048,4.18663376292491,1.28447623905005
1,59,0.374392439008051,4.46923516859231,1.62149140662711
1,60,-0.1492805659157,3.85578769206143,1.0485167998863
1,61,0.0825716236411814,4.25088137764403,1.4869839485835
1,62,-0.524127316064621,3.78750061209861,1.71718892717587
1,63,0.00322896144950792,4.3098634125492,1.79352196300742
1,64,-0.0604594837682487,4.31856912144782,1.02529046083037
1,65,-0.126720310437725,4.25094253509911,1.08591190488767
1,66,0.424139126080509,4.58307196888603,0.92282132759984
1,67,0.155815772408295,4.05393485046528,1.61131683159297
1,68,-0.0256332611679244,3.81549362337831,1.56140205350699
1,69,0.341459756048411,4.1627243703101,1.52474824400753
1,70,0.232922971801081,3.96635178064884,1.52151928964409
1,71,0.344407034429422,4.50729493473823,1.94194276676922
1,72,-0.743137081787219,3.39576270704919,1.49522475875261
1,73,0.439543726531099,4.61753856340358,1.76235034686595
1,74,0.244433422298371,4.0813957258944,1.17545387822576
1,75,-0.017874952801652,4.03572865835642,1.45872691626094
1,76,-0.0933845757443867,4.14386858483011,1.0643289549052
1,77,-0.200132771302874,4.40912059809657,1.73173533779553
1,78,0.311079226137966,4.32845039619427,1.35894162529838
1,79,0.125151508235912,4.43791385435243,1.29463942178679
1,80,-0.439609051313146,4.28816733952413,1.61884841243076
1,81,0.778738771180094,4.80659647609412,1.17834643341014
1,82,0.262186857817654,3.83399165961936,1.23632871841886
1,83,0.205784541743671,4.28509340516356,1.22525431154405
1,84,-0.605397839360079,3.92026730289079,1.68691277746548
1,85,0.0272615468568198,4.11569108810403,1.44932907434789
1,86,-0.0308358785974111,4.34198127796569,1.06381917094895
1,87,0.238790712891959,4.38358476581284,1.14770368024477
1,88,0.313048251477756,4.01716352511098,1.39804629904604
1,89,-0.0946850140792397,4.52908430479791,1.18494356092719
1,90,-0.323376179584577,4.41725145070115,1.15504886556408
1,91,0.0425890072564691,3.87268651990551,0.853984604732414
1,92,-0.0146002252402435,4.08441024277418,1.40551825176384
1,93,0.174783438213943,4.70938149807415,1.17259568972531
1,94,-0.42800142612341,4.4927375066975,1.3846483162393
1,95,0.498310717136832,4.31344955742716,1.48077441302882
1,96,-0.755042591167255,3.83929133979385,1.13370696890382
1,97,-0.545679586969524,4.36475069556951,1.05747772235516
1,98,-0.683961030059529,4.34869093987823,1.6425713158047
1,99,-0.123956018639039,4.19173497283674,1.57348555742452
1,100,-0.355109353841477,4.4736095640538,0.618319061042762
1,101,0.730190784318009,4.31106502409798,1.55100678185685
1,102,-0.202028226526276,4.10637812610552,1.36695537694564
1,103,0.123257104041465,4.11356405899902,1.28580757486892
1,104,0.618231643200688,4.15929797672768,1.17687556398498
1,105,0.466361484431564,4.19055487066279,1.34050743729054
1,106,-0.159904015403997,4.19346881601887,0.87880619668484
1,107,0.206595756888356,4.88114795255052,1.56660726944316
1,108,0.931254186777956,3.94109610493184,1.40462556097994
1,109,0.060755280431597,4.36737944943096,1.30966823896489
1,110,0.749921183844633,4.68349310972134,1.90184974542156
1,111,0.463591965341678,4.02908624580606,1.49703056074204
1,112,-0.555320819154985,4.5673542299936,1.34779693234377
1,113,0.284516786510829,4.25639814890423,1.40218552873884
1,114,-0.0324430998008826,4.6176000799671,1.67465735059747
1,115,0.320291439757522,4.72698245510374,1.95686529247415
1,116,-0.284822422014681,3.77540702684221,1.707496346657
1,117,0.309459816785606,4.14614569113995,0.740014985825341
1,118,-0.0658377143782978,4.34219583958781,1.24592899777131
1,119,0.177080588117886,4.36300575713918,1.34988471024846
1,120,-0.206296939227798,4.42719958389627,1.27877309274599
