id,importanceSampling
1,222.393
2,228.915
3,211.753
4,182.917
5,188.695
6,245.108
7,156.988
8,166.319
9,154.200
10,238.703
11,239.699
12,190.795
13,219.176
14,207.477
15,123.168
16,226.350
17,221.670
18,198.217
19,229.417
20,239.215
21,156.679
22,134.794
23,183.175
24,200.939
25,237.483
26,139.432
27,191.414
28,201.831
29,249.217
30,226.785
31,171.780
32,194.893
33,270.593
34,221.699
35,177.211
36,248.745
37,134.712
38,202.532
39,224.512
40,143.092
41,211.071
42,237.445
43,141.242
44,139.267
45,189.431
46,218.554
47,177.651
48,240.824
49,218.698
50,144.252
51,230.083
52,189.223
53,202.558
54,155.625
55,226.898
56,242.005
57,241.682
58,193.423
59,228.860
60,172.910
61,140.150
62,143.125
63,212.874
64,224.744
65,190.711
66,241.946
67,145.015
68,199.704
69,154.716
70,215.443
71,239.736
72,183.122
73,224.087
74,141.747
75,188.871
76,217.862
77,195.856
78,225.767
79,248.867
80,149.160
81,145.002
82,199.974
83,239.013
84,181.698
85,143.882
86,229.147
87,212.411
88,254.970
89,169.541
90,173.328
91,142.192
92,184.030
93,212.956
94,247.193
95,216.122
96,228.821
97,252.829
98,251.280
99,185.306
100,174.409
101,228.654
102,164.387
103,223.318
104,139.175
105,247.250
106,214.181
107,230.518
108,153.865
109,166.304
110,211.665
111,172.963
112,196.761
113,211.736
114,236.524
115,193.909
116,146.769
117,152.899
118,231.332
119,238.069
120,187.534
