rep,id,eta_logV,eta_logCl
1,1,0.04962682314539,-0.211112933498185
2,1,0.0274580877231225,-0.192896154552155
3,1,0.0494507256259934,-0.206414929390754
4,1,0.0569513495460696,-0.232877821995292
5,1,0.087853904975578,-0.207672977106458
1,2,0.0555773407912484,-0.557198863206011
2,2,0.190050797034316,-0.636724736123388
3,2,0.180715100787471,-0.62558462691707
4,2,0.152175581506075,-0.602524505653111
5,2,0.132937983614177,-0.622445241674979
1,3,0.773839415386925,0.222583404727021
2,3,0.891481524277127,0.25605151039378
3,3,0.823778513932985,0.254923053900261
4,3,0.731438538801649,0.291168983531711
5,3,0.749526024697864,0.259277621855341
1,4,0.541786368398683,0.500113796756466
2,4,0.506988704995542,0.509789773761643
3,4,0.596874997031581,0.530580248583012
4,4,0.602943782128666,0.554711296028186
5,4,0.49482562834186,0.486495227857686
1,5,-0.253153901030943,0.0803461253081721
2,5,-0.231443277997274,0.113022631162863
3,5,-0.288542245706934,0.0370727491491069
4,5,-0.180293044105287,0.101802945202612
5,5,-0.326561692455051,0.0201865879375886
1,6,-0.422428115357694,-0.288374018873148
2,6,-0.503117008928184,-0.364860325581533
3,6,-0.380931119804523,-0.303501628532692
4,6,-0.39879877210616,-0.31626913900262
5,6,-0.507185257570593,-0.343660661812508
1,7,0.0531921303588463,0.198753602386359
2,7,-0.115896691378909,0.126541513591357
3,7,-0.0811258144309286,0.144113169782654
4,7,-0.0727890468449944,0.146993430679073
5,7,-0.0938558258039804,0.134171160424715
1,8,-0.289841024758328,0.295212014452849
2,8,-0.286981233739387,0.290855059583808
3,8,-0.257505756555818,0.31226412739391
4,8,-0.284716114561099,0.272122120353901
5,8,-0.256165405848795,0.330669447121967
1,9,0.661366930531119,-0.0574657857382387
2,9,0.591447705338607,-0.0499830994856559
3,9,0.73819988878479,0.00170955281485586
4,9,0.753004401556572,-0.0451952587781855
5,9,0.505422662133634,-0.0526472023682276
1,10,0.114066072412493,0.251801498426299
2,10,0.089250837650063,0.253043460944089
3,10,0.0794456516798313,0.247374079106149
4,10,0.135828758662401,0.270992806935078
5,10,0.077336590457155,0.237559906326594
1,11,-0.0535914190796822,-0.160946779919676
2,11,0.0277826944486331,-0.1396458132918
3,11,0.071515572847416,-0.135483869829648
4,11,0.0110479040844007,-0.107035558530593
5,11,0.0332757646538154,-0.125223781270385
1,12,-0.202186907032367,-0.52840960387709
2,12,-0.139881207010589,-0.510733722395039
3,12,-0.188042175312613,-0.543221684361925
4,12,-0.260994220898869,-0.574832098738738
5,12,-0.117184104126582,-0.514450348046214
1,13,-0.281783102759123,0.500631936303441
2,13,-0.364823769031939,0.426341878955709
3,13,-0.257693430340528,0.50106956479589
4,13,-0.245145288585773,0.496834527028815
5,13,-0.19497059016811,0.548734993555499
1,14,0.0542343535172738,-0.400699874823858
2,14,-0.063871860578255,-0.35419515053814
3,14,0.0757549105682319,-0.37649885513818
4,14,0.166414330629821,-0.282157076384622
5,14,0.163529017240991,-0.337481711965115
1,15,-0.191155845762243,0.566816561266086
2,15,-0.216493110161049,0.563425335035595
3,15,-0.215732123791549,0.569401317989776
4,15,-0.232241461963421,0.551205070695059
5,15,-0.242034362944232,0.537075548231583
1,16,-0.152173237425609,0.166875247579364
2,16,-0.156223109961101,0.195147763440414
3,16,-0.171298905239811,0.143400198010843
4,16,-0.216265517184574,0.119431864072917
5,16,-0.2451686298742,0.132134558259021
1,17,0.236027174030606,-0.128095107137702
2,17,0.219726414385473,-0.127181497699404
3,17,0.149219247278755,-0.195389838885207
4,17,0.101347952443627,-0.167067280679742
5,17,0.209352484168605,-0.154504985350468
1,18,-0.129163274119061,0.178633888571305
2,18,-0.0463883941841485,0.198753450692069
3,18,-0.0411165825664739,0.234505202584395
4,18,-0.018124119668296,0.212542198050338
5,18,-0.0746185513705659,0.208811442202895
1,19,0.116148979057853,-0.139853604326313
2,19,-0.0327812125981481,-0.202002513681678
3,19,0.031227183719352,-0.175140458982832
4,19,0.0374125562946934,-0.148865810832498
5,19,0.0767811560410066,-0.179223965456092
1,20,0.501525458208489,0.184504941513691
2,20,0.388085601932003,0.123634566815113
3,20,0.410333243340653,0.176922912580984
4,20,0.395614903830074,0.142932406858418
5,20,0.514049787292894,0.180779690702326
1,21,-0.141373610556189,-0.0962375929983332
2,21,-0.161242568366664,-0.0931701047200758
3,21,-0.115105655865036,-0.0870889712088539
4,21,-0.213961126296443,-0.161841154337457
5,21,-0.176046270469638,-0.111647090860694
1,22,0.213592032641766,-0.259166946266454
2,22,0.285683984401931,-0.229073754943301
3,22,0.296359773917369,-0.269513624719501
4,22,0.366055381407872,-0.263215048164121
5,22,0.263704249190166,-0.260055292754276
1,23,0.152170988830758,0.229092378987957
2,23,0.125184205249182,0.176454003274443
3,23,0.126317906925691,0.226439278089025
4,23,0.107189154099502,0.192972556536499
5,23,0.166494105704818,0.202867675021569
1,24,-0.146475773876112,-0.127086483556778
2,24,-0.186244534749849,-0.18151823295237
3,24,-0.194070621120787,-0.243174005395988
