id,importanceSampling
1,346.246
2,480.986
3,689.427
4,654.937
5,333.979
6,505.524
7,579.373
8,586.983
9,434.107
10,514.660
11,620.291
12,568.233
13,711.584
14,299.683
15,590.576
16,335.115
17,635.845
18,399.897
19,478.641
20,618.048
21,326.884
22,572.332
23,360.986
24,600.731
25,533.612
26,641.533
27,588.606
28,390.795
29,663.719
30,519.142
31,492.376
32,373.680
33,574.205
34,637.308
35,590.523
36,678.568
37,444.918
38,391.549
39,335.942
40,516.130
41,471.725
42,630.506
43,365.747
44,637.727
45,544.497
46,558.960
47,390.909
48,592.608
49,665.311
50,519.937
51,645.627
52,529.298
53,597.056
54,330.770
55,568.390
56,385.176
57,537.108
58,556.179
59,344.419
60,568.624
61,364.396
62,684.877
63,622.016
64,394.927
65,661.853
66,473.123
67,476.550
68,583.602
69,558.655
70,437.182
71,375.246
72,624.086
73,522.098
74,347.783
75,606.206
76,553.300
77,547.413
78,384.493
79,706.102
80,485.670
81,486.645
82,334.021
83,552.772
84,408.301
85,651.336
86,680.804
87,475.992
88,572.275
89,653.242
90,283.369
91,426.946
92,596.329
93,325.499
94,685.336
95,539.717
96,454.273
97,523.494
98,367.705
99,653.010
100,645.667
101,528.561
102,283.801
103,548.053
104,531.747
105,447.076
106,612.769
107,544.706
108,550.330
109,648.948
110,330.334
111,365.784
112,440.384
113,439.221
114,564.960
115,621.245
116,481.456
117,632.130
118,618.528
119,409.779
120,390.191
