rep,id,eta_logV,eta_logVm,eta_logKm
1,1,-0.0792985023362021,-0.266147118032564,0.450775295664033
2,1,-0.0843312043209419,-0.430250494978309,0.274310561862091
3,1,-0.213345749199036,-0.0772511436080545,0.658944223054159
4,1,-0.233399488596925,-0.220166057858629,0.277354975844781
5,1,-0.140002925100457,-0.237337445776035,-0.083927214436789
1,2,-0.212559112523639,0.344355784565182,0.435831176535825
2,2,-0.0488899824097742,0.0747479932646453,0.82172530123408
3,2,-0.124549287256583,-0.199248860284392,-0.854074135544092
4,2,-0.0680040592805512,-0.176658650431936,-0.639058938826431
5,2,-0.175774971527417,0.111211777709693,-0.0488224650086769
1,3,0.160497891280529,-0.136005143740842,0.0293687341246806
2,3,0.219333709396949,-0.206737032493917,-0.0170623486095031
3,3,-0.0486548297129105,-0.262090415670977,-0.357936835488777
4,3,0.117360197552092,0.0778654250761047,0.463661587591712
5,3,0.212672711276219,-0.0273943329352335,0.223346392591394
1,4,0.344075421114043,0.337888367579623,0.111921271845927
2,4,0.483703400742008,0.305664531166958,0.0771823146890559
3,4,0.484071892856521,0.137195390666529,-0.162930400149301
4,4,0.504057384095791,0.0832298743864286,-0.223637629935637
5,4,0.368079703740063,0.172111601641404,-0.0477341456213241
1,5,-0.535622084044879,0.204761382356645,1.06483074799242
2,5,-0.446682434787563,-0.223245229638731,0.0776577365501811
3,5,-0.511303802213464,0.052224223510153,0.158734179683601
4,5,-0.361627228089442,-0.210204582825904,1.01826560670415
5,5,-0.7016869654813,0.167772707275102,-0.050592096645862
1,6,0.182250847595105,0.282739971244717,-0.771053344943119
2,6,0.192240278081721,0.322774728050205,-0.693464714117211
3,6,0.238613859550544,0.222483995925846,-0.870347891142257
4,6,0.215542720104003,0.222483995925846,-0.876910978895569
5,6,0.0814775984883334,0.319425265647888,-0.603261685674336
1,7,0.362660154266278,0.110186678177539,0.215791415389493
2,7,0.216826620617869,0.221092278333169,0.100301134049631
3,7,0.444863489602768,0.137627025034229,0.502126942463208
4,7,0.303979933291437,0.157924962133307,0.130285734428866
5,7,0.409197910909061,0.0366998533001675,-0.0910048567660878
1,8,-0.224273967044029,0.456836102264969,-0.517262006368796
2,8,-0.146786986183744,0.0130775590164716,-1.14445141203558
3,8,-0.161903140789926,0.0172183934672477,-1.12865357229509
4,8,-0.164185336357176,0.142801681723355,-0.970941966214343
5,8,-0.118590285008849,0.0534520552433018,-1.11513676960134
1,9,-0.276077991133091,0.000191130390771939,-0.667813987141271
2,9,-0.31334968330435,-0.000600973143466269,-0.649550796070543
3,9,-0.333157109537282,-0.0173868332243298,-0.640114599436869
4,9,-0.241800942734129,-0.102736821917881,-0.915582870526499
5,9,-0.287980608867291,-0.102736821917881,-0.873497379251719
1,10,-0.00823101200879831,0.0243873809635968,-0.628789518022633
2,10,-0.012406849714684,-0.0170447382487708,-0.646774649605697
3,10,0.0278277898112526,0.0445038545596072,-0.601479733616804
4,10,-0.100259637997458,0.226511754258146,-0.274942456454124
5,10,-0.134522191763091,0.28122063949616,-0.188183821848597
1,11,-0.0958816747356005,-0.150140303166959,-0.378671524013569
2,11,0.0167562612443528,-0.108232986725616,-0.22276626544141
3,11,0.0614014764460005,-0.00388413082164225,-0.0285589176967364
4,11,-0.0893952735793372,-0.0509133593509818,-0.142757480306935
5,11,-0.0154047331854719,-0.0680350871267497,-0.1516795142747
1,12,0.28401120523381,-0.0429484818945996,-0.84799535904141
2,12,0.406574542288873,-0.175534916577722,-0.558279372558327
3,12,0.418238172152787,-0.154853012796458,-0.651582772341986
4,12,0.46425314643556,-0.0593372289617128,-0.449370783572928
5,12,0.46729831259174,-0.0143888706141454,-0.141400501198739
1,13,0.0841869350818226,0.00129623976924893,0.113098465248463
