rep,id,logV,logVm,logKm
1,1,4.05680716957269,6.8247356673665,6.54308529973817
2,1,4.05177446758795,6.66063229042076,6.36662056593622
3,1,3.92275992270986,7.01363164179101,6.75125422712829
4,1,3.90270618331197,6.87071672754044,6.36966497991892
5,1,3.99610274680844,6.85354533962303,6.00838278963735
1,2,3.92354655938525,7.43523856996425,6.52814118060996
2,2,4.08721568949912,7.16563077866371,6.91403530530822
3,2,4.01155638465231,6.89163392511468,5.23823586853004
4,2,4.06810161262834,6.91422413496713,5.4532510652477
5,2,3.96033070038148,7.20209456310876,6.04348753906546
1,3,4.29660356318942,6.95487764165823,6.12167873819881
2,3,4.35543938130584,6.88414575290515,6.07524765546463
3,3,4.08745084219599,6.82879236972809,5.73437316858536
4,3,4.25346586946099,7.16874821047517,6.55597159166585
5,3,4.34877838318511,7.06348845246383,6.31565639666553
1,4,4.48018109302294,7.42877115297869,6.20423127592006
2,4,4.6198090726509,7.39654731656602,6.16949231876319
3,4,4.62017756476542,7.22807817606559,5.92937960392483
4,4,4.64016305600468,7.1741126597855,5.86867237413849
5,4,4.50418537564896,7.26299438704047,6.04457585845281
1,5,3.60048358786401,7.29564416775571,7.15714075206656
2,5,3.68942323712133,6.86763755576034,6.16996774062431
3,5,3.62480186969543,7.14310700890922,6.25104418375773
4,5,3.77447844381945,6.88067820257317,7.11057561077828
5,5,3.43441870642759,7.25865549267417,6.04171790742827
1,6,4.318356519504,7.37362275664379,5.32125665913101
2,6,4.32834594999061,7.41365751344927,5.39884528995692
3,6,4.37471953145944,7.31336678132492,5.22196211293188
4,6,4.3516483920129,7.31336678132492,5.21539902517856
5,6,4.21758327039722,7.41030805104696,5.4890483183998
1,7,4.49876582617517,7.20106946357661,6.30810141946363
2,7,4.35293229252676,7.31197506373224,6.19261113812377
3,7,4.58096916151166,7.2285098104333,6.59443694653735
4,7,4.44008560520033,7.24880774753237,6.222595738503
5,7,4.54530358281795,7.12758263869924,6.00130514730805
1,8,3.91183170486486,7.54771888766404,5.57504799770534
2,8,3.98931868572515,7.10396034441554,4.94785859203855
3,8,3.97420253111897,7.10810117886632,4.96365643177905
4,8,3.97192033555172,7.23368446712242,5.12136803785979
5,8,4.01751538690004,7.14433484064237,4.97717323447279
1,9,3.8600276807758,7.09107391578984,5.42449601693286
2,9,3.82275598860454,7.0902818122556,5.44275920800359
3,9,3.80294856237161,7.07349595217474,5.45219540463726
4,9,3.89430472917477,6.98814596348119,5.17672713354764
5,9,3.8481250630416,6.98814596348119,5.21881262482242
1,10,4.12787465990009,7.11527016636266,5.4635204860515
2,10,4.12369882219421,7.0738380471503,5.44553535446844
3,10,4.16393346172015,7.13538663995868,5.49083027045733
4,10,4.03584603391144,7.31739453965722,5.81736754762001
5,10,4.0015834801458,7.37210342489523,5.90412618222554
1,11,4.0402239971733,6.94074248223211,5.71363848006057
2,11,4.15286193315325,6.98264979867345,5.86954373863272
3,11,4.19750714835489,7.08699865457743,6.0637510863774
4,11,4.04671039832956,7.03996942604809,5.9495525237672
5,11,4.12070093872342,7.02284769827232,5.94063048979944
1,12,4.4201168771427,7.04793430350447,5.24431464503272
2,12,4.54268021419777,6.91534786882135,5.53403063151581
3,12,4.55434384406168,6.93602977260261,5.44072723173215
4,12,4.60035881834445,7.03154555643735,5.64293922050121
5,12,4.60340398450063,7.07649391478492,5.9509095028754
1,13,4.22029260699072,7.09217902516832,6.2054084693226
2,13,4.11976391364486,7.04612866632009,6.02027323567127
3,13,4.04370415375768,7.33563968904112,6.46939804371006
4,13,4.07123177118073,7.27525708017503,6.19452132962219
5,13,4.07384415430095,7.300019634438,6.43035020931718
1,14,3.83268250782617,7.55543689697454,5.77856109135708
2,14,4.14058593928446,6.99505099114325,6.26824346201602
3,14,3.99217883942887,7.41523955155787,6.41517306985828
4,14,3.85503493739232,7.51930668712973,6.14038778705565
5,14,3.94248841621758,7.4015045280392,5.95631428512274
1,15,4.44499113496518,7.26796412057588,5.26930979097677
2,15,4.34022653812207,7.25877746677651,5.34351822606944
3,15,4.36304083383522,7.31462109828304,5.38184776784492
4,15,4.43949078253162,7.24174167925939,5.24036980844236
5,15,4.46883213599465,7.05976115903826,4.99772248999208
1,16,4.08872581963915,7.09977152390775,6.04366548695538
2,16,4.15295980433558,7.1443199314954,7.0803609696875
3,16,4.1733999373686,6.76895365133527,6.10804856039701
4,16,4.09871182823809,7.03525444550216,6.45998085532711
5,16,4.15800459138154,7.15124966783256,6.97243497851841
1,17,3.85136917736989,6.83783155240789,6.40366312262414
2,17,3.81234439516425,7.01219397887061,7.05064963558505
3,17,3.92110267832071,6.75681058705574,6.66422285055524
4,17,3.89915044371581,6.90269390090554,6.97798530462122
5,17,3.95270348838823,6.67406829419338,7.12593747076702
1,18,4.54375634221777,7.00193202814252,6.93778204850757
2,18,4.32614396324848,7.04060205247227,6.202217317744
3,18,4.45401985773854,6.98337506147022,6.78128395458269
4,18,4.20918775081935,7.22044181161036,6.24211165047134
5,18,4.2527945016295,6.96719738777366,5.96491537409914
1,19,4.42516347784831,7.30755231715635,5.2386577655049
2,19,4.44887985757924,7.25091320035171,5.08065470072741
3,19,4.39131393142977,7.25522353869374,5.13738906301043
4,19,4.50611671268749,7.28420812379063,5.09156699160911
5,19,4.42028513113831,7.28142806363672,5.15994047507325
1,20,4.00623500648904,7.2674750592212,5.56586055642805
2,20,4.00006031263209,7.27203290028646,5.55311149868553
3,20,3.92448280087695,7.34047678100766,5.75419070464499
4,20,3.96957611469192,7.2603879081748,5.55034716383754
5,20,3.98698740731764,7.18136492515047,5.41718265950024
1,21,3.80133456109274,7.35454195053316,5.70758042360462
2,21,3.87314279622955,7.33220323873616,5.68061560413428
3,21,3.88758918714438,7.35255311172002,5.67329322126434
4,21,3.91690846630002,7.35255311172002,5.65718716870498
5,21,3.9597762266557,7.22221469327923,5.43784314045261
1,22,3.67138418702221,7.02552837783857,6.34438738826855
2,22,3.71004940663679,7.26556677282971,7.02491900833881
3,22,3.57827425492144,7.18189893862822,5.23702596466674
4,22,3.58168915056639,7.32007417821502,6.2077392557749
5,22,3.63827718636812,7.32184108908977,6.44711139175186
1,23,4.37801631316801,6.89643829832179,6.43942455400696
2,23,4.4208594036307,6.75161213643888,6.6790917958085
3,23,4.25700619541887,7.39910057335648,7.07353504000143
4,23,4.45898948949023,6.95306450015592,6.48065958348545
5,23,4.38163391809686,6.47909979341429,5.56638774494632
1,24,3.95899825923355,7.42723652197946,5.85610957014139
2,24,3.89768689024633,7.51908520105018,6.04420888923773
3,24,3.92228987048384,7.54046557470583,6.04588255032715
4,24,3.84621548739125,7.42247337886114,5.92780519104862
5,24,3.89843757903599,7.44370770892627,5.92353334096362
1,25,3.73571918637798,6.92700738459944,6.7708652322812
2,25,3.66312388163939,6.82834225067117,5.87860761784924
3,25,3.6468302765718,7.20475008692523,7.11363137858584
4,25,3.72933712864698,6.57764691399112,5.84075303502037
5,25,3.6115192992623,7.33334790607309,7.46743639655466
1,26,4.37489336414295,6.93619767130185,6.85478400481666
2,26,4.32938665945702,6.86555856530433,6.25283536999243
3,26,4.28959128440405,6.97457529354285,6.39179977920447
4,26,4.35699525617014,6.82181620642625,6.29100932620113
5,26,4.21790344509253,7.17382263140687,5.94917217500475
1,27,3.98088067555951,7.15313738187728,5.25352398090451
