rep,id,eta_logV,eta_logCl
1,1,0.0746661283791241,-0.208171808795072
2,1,0.16839584389696,-0.148921417529494
3,1,0.0811789053772316,-0.177387753155583
4,1,0.090401679087702,-0.180989578374357
5,1,0.0342645065300052,-0.216395843917211
1,2,0.066567571551757,-0.61932826956164
2,2,0.0626825478006926,-0.616455438154848
3,2,0.0403369250199842,-0.623324872666465
4,2,0.11294088674569,-0.649474281527283
5,2,0.0745213842546832,-0.65271853773949
1,3,0.706891617014459,0.264351682218358
2,3,0.78014419232492,0.280356363295306
3,3,0.726634680428222,0.254092974837532
4,3,0.669931193834608,0.232926556168653
5,3,0.762359805158947,0.251633971543444
1,4,0.491666309809411,0.468796699082442
2,4,0.482113495261987,0.473308920570832
3,4,0.532568358091333,0.472325344534516
4,4,0.580329972287106,0.506610715040193
5,4,0.541839010925902,0.490798809525042
1,5,-0.341908371168274,-0.00567392251895363
2,5,-0.17301586809216,0.124933197586313
3,5,-0.203012433338109,0.103404639725327
4,5,-0.253375344175602,0.0877237255881133
5,5,-0.209633686225699,0.123010448533878
1,6,-0.505471573834436,-0.360848276902515
2,6,-0.463270076041497,-0.355882205294797
3,6,-0.45460717275,-0.339221822817897
4,6,-0.443107297319453,-0.373936572675823
5,6,-0.469271367962801,-0.339062300517981
1,7,-0.148844913641872,0.0904905048196758
2,7,-0.0159001667075491,0.153548588354954
3,7,-0.0396718689263967,0.146300602055531
4,7,-0.0462837073578896,0.164072086701104
5,7,-0.0905442720020214,0.103213863160667
1,8,-0.268779991918168,0.320265353086657
2,8,-0.273308009953382,0.293784966366785
3,8,-0.342122948474791,0.258030925076778
4,8,-0.278953777372954,0.319394053579509
5,8,-0.26584058514105,0.297982961690984
1,9,0.657969827968898,-0.00289970481526211
2,9,0.627153653406427,-0.044207385147725
3,9,0.645510772370411,-0.0300794097341172
4,9,0.5563595437798,-0.0430465834964942
5,9,0.602091296810758,-0.0499504542064625
1,10,0.0486666094773921,0.232624525494558
2,10,0.118594698259373,0.294595234890675
3,10,0.102563727303577,0.279860366390967
4,10,0.114631522461854,0.259642001247768
5,10,0.0933528621658057,0.265660377467158
1,11,0.0277308598426999,-0.140012122528777
2,11,-0.0103650579739048,-0.143843663762822
3,11,-0.0357976215838807,-0.193428740011951
4,11,0.070028823289339,-0.105964739000482
5,11,-0.00561175061238135,-0.153836696831956
1,12,-0.157514508427202,-0.504933968721092
2,12,-0.19590927718601,-0.518009544790684
3,12,-0.190112189291946,-0.548659568895265
4,12,-0.158744141540124,-0.500374239236938
5,12,-0.224116816713383,-0.530373505985161
1,13,-0.223774789372037,0.521391775741647
2,13,-0.241608665372783,0.509521503070007
3,13,-0.276444672144983,0.474865272687771
4,13,-0.204003498911689,0.54379044146459
5,13,-0.23295006275329,0.522788550382021
1,14,0.175616707424173,-0.314962077765974
2,14,0.120156473756458,-0.337154585540135
3,14,0.16671786893025,-0.339626317041483
4,14,0.13070712593994,-0.296558841032201
5,14,0.239108963679518,-0.291245682689672
1,15,-0.296371943896046,0.493371580644647
2,15,-0.281769840243056,0.497121902873956
3,15,-0.257884158698162,0.526826157274339
4,15,-0.284253830668117,0.492057876550933
5,15,-0.282664587730195,0.504108538368109
1,16,-0.188581460036298,0.144225010806066
2,16,-0.149481086684148,0.178562235876033
3,16,-0.242562696120708,0.103743025383846
4,16,-0.208577843065631,0.104723721235873
5,16,-0.131829698739747,0.17824246019717
1,17,0.13663238940627,-0.154428204721804
2,17,0.135285963932545,-0.19194017720131
3,17,0.0385896782375573,-0.180675869236334
4,17,0.0819977222795105,-0.217137334411734
5,17,0.103456350077137,-0.171995012405736
1,18,-0.0760626590588035,0.221255263809486
2,18,-0.0291403156658919,0.266223630029696
3,18,-0.032688682246273,0.229928454803778
4,18,-0.0373002702446998,0.252662771261544
5,18,0.0134286138885203,0.296691916741101
1,19,0.175964721789546,-0.078343634775327
2,19,0.0792545364790191,-0.16459748669755
3,19,0.101681661302582,-0.14290703083352
4,19,0.0725500517471372,-0.158719061707055
5,19,0.176954554282542,-0.0855410131837507
1,20,0.564163251087322,0.228853149869051
2,20,0.475726024121672,0.192540861030627
3,20,0.431721342341997,0.179151902763521
4,20,0.480041023241303,0.176567284001376
5,20,0.439402662166187,0.188234960781606
1,21,-0.170093098680376,-0.0951382365485377
2,21,-0.118282277116927,-0.0610764805862482
3,21,-0.189631687645123,-0.12699941914541
4,21,-0.101682063143716,-0.0616524484861273
5,21,-0.1473071689285,-0.0725911978975056
1,22,0.255027258266429,-0.248384632922385
2,22,0.29057391465105,-0.242190083164888
3,22,0.31951917653384,-0.22995988321329
4,22,0.347552869195117,-0.248990493801914
5,22,0.264943813971623,-0.246847935781158
1,23,0.097093103848765,0.176797710535833
2,23,0.112294799343091,0.200802256328962
3,23,0.078173134608303,0.170091962315902
4,23,0.0946068774620695,0.211818749289769
5,23,0.118845804345151,0.207821168454501
1,24,-0.277889773922622,-0.233220136540266
2,24,-0.218518302259029,-0.167283116863048
3,24,-0.242517366724526,-0.195848799120453
4,24,-0.311104872001764,-0.257979855208687
5,24,-0.223854720540668,-0.204594133532511
1,25,-0.307066968077028,-0.226268987473947
2,25,-0.331976271826507,-0.223861882522611
3,25,-0.360246546651628,-0.277325787331216
4,25,-0.296647494460445,-0.205816836137871
5,25,-0.324029769663192,-0.198433677597789
1,26,0.353716167847727,-0.0562034626443118
2,26,0.344439127392963,-0.0938608907729024
3,26,0.389635875257759,-0.0723819341477655
4,26,0.367441554511924,-0.0601668059474277
5,26,0.314128908376541,-0.0841024022435161
1,27,-0.377563964156623,-0.384743645719468
2,27,-0.397115760027374,-0.405151159586489
3,27,-0.342316581448244,-0.372023996331635
4,27,-0.420135732221209,-0.411359173651804
5,27,-0.351917117156344,-0.363020536298214
1,28,0.413739727084625,0.157417349663885
2,28,0.437999473555991,0.136288224425146
3,28,0.379700851021526,0.123848354601225
4,28,0.38433452918985,0.146305066800096
5,28,0.446697875979775,0.132955415732733
1,29,-0.525244234235582,0.353104117806118
2,29,-0.582578715984699,0.313646790289477
3,29,-0.505723279667457,0.389705972330978
4,29,-0.531152036902547,0.353001237520481
5,29,-0.603951493416006,0.296365184214842
1,30,-0.256148243986154,-0.0345721895045495
2,30,-0.256833567670354,-0.00261554313174771
3,30,-0.190148081566791,0.0148620402239991
4,30,-0.231592883642869,0.051907017614746
5,30,-0.244977121662451,0.0267900110542607
1,31,-0.122294837708124,0.0199187787601221
2,31,-0.0757959331494178,0.0585265093734072
3,31,-0.126209826868027,0.0338253890760588
4,31,-0.152213989168638,0.0379621147301033
5,31,-0.0644089576738783,0.0654998209965614
1,32,0.28367370345677,0.0992218616707067
2,32,0.261821116029389,0.113024799650979
3,32,0.276355965410375,0.117788246701314
4,32,0.313500230112113,0.170358508314988
5,32,0.331085365372972,0.150803383351283
1,33,0.125729884566211,0.368458098811341
2,33,0.222229214862677,0.411897017047147
3,33,0.204057646079471,0.404143945035672
4,33,0.198805251616383,0.393617022871684
5,33,0.228497296638345,0.435324154062806
1,34,0.114480045379994,0.287327802318046
2,34,0.0627972607848631,0.218850630541404
3,34,0.0158380633198135,0.201754768346823
4,34,0.0334065628534083,0.208581465259994
5,34,0.0360220131790949,0.232400868516169
1,35,0.360887377117299,-0.168156322336727
2,35,0.370202106546923,-0.131700909355887
3,35,0.408106839547012,-0.161120108347639
4,35,0.399602879617815,-0.193230190036838
5,35,0.379896759711097,-0.173176233120878
1,36,0.0673117399943084,0.106844182143176
2,36,0.0589514780198309,0.16135102864696
3,36,0.0392366547773883,0.117919883208184
4,36,0.0154715244374238,0.0943832691737111
5,36,0.0348574694616571,0.112458294566463
1,37,-0.185313264103623,0.275556202412514
2,37,-0.23417656825525,0.222531662541949
3,37,-0.26325141063351,0.194097967197203
4,37,-0.240206773755143,0.240299496842605
5,37,-0.261920811491417,0.219672345062007
1,38,0.0131229101368638,0.383180821728318
2,38,-0.00688039038580551,0.36049581924701
3,38,0.05214980526006,0.387595310750614
4,38,0.0622375946056226,0.401510501177993
5,38,0.00299036271859284,0.355003621886134
1,39,0.631633977524071,-0.355601068700259
2,39,0.729820509538495,-0.350614206967944
3,39,0.737016117031987,-0.352189985874346
4,39,0.66213147527909,-0.373461137974197
5,39,0.713712255558532,-0.347574941182705
1,40,0.210679123634133,0.386583634164381
2,40,0.131590115931684,0.319032828163325
3,40,0.120857974631207,0.353558620275487
4,40,0.0937733564047951,0.312515234098621
5,40,0.133838716432672,0.333836691297984
1,41,-0.70163829527068,-0.139155743163394
2,41,-0.718944644736902,-0.163954374626492
3,41,-0.68329550823725,-0.113509073827922
4,41,-0.762000878507559,-0.189129219088465
5,41,-0.714712153796787,-0.150917754444693
1,42,0.0981114487595248,-0.350868590021242
2,42,0.0833078992343412,-0.316593442054103
3,42,0.00128952056835877,-0.35470758049911
4,42,0.0364706801166113,-0.28933721139647
5,42,0.033581984419439,-0.358825897038445
1,43,-0.0988413668365748,0.226453286603435
2,43,-0.0592159939951771,0.265840893631609
3,43,-0.0525798995198946,0.274354815595486
4,43,-0.103229444388909,0.263663912874503
5,43,-0.12477014046575,0.236386326952287
1,44,0.158416841921699,0.0234384537770031
2,44,0.0753715019522879,-0.0582495924128027
3,44,-0.00666584903372881,-0.0484388866254164
4,44,0.122920292108365,0.0201290370933727
5,44,0.067052940574857,-0.0638471707468079
1,45,0.126674328518941,0.133169872048495
2,45,0.082371540968841,0.141845432663619
3,45,0.0883845560100114,0.126981385083808
4,45,0.132988658315506,0.138299928196556
5,45,0.0618210326999209,0.14007638028265
1,46,-0.432523087218289,-0.81178203084278
2,46,-0.448577244271692,-0.788028323758077
3,46,-0.437413184877688,-0.785750689188619
4,46,-0.45532873879553,-0.820194267484953
5,46,-0.408046028277662,-0.793820732373463
1,47,-0.148059943376323,-0.0896345268754935
2,47,-0.113323724565319,-0.0780228103515758
3,47,-0.110578136987727,-0.0687363305906741
4,47,-0.100108691316201,-0.0735121301920033
5,47,-0.033814352382004,-0.0276801187873595
1,48,0.111439806353684,0.134512962716617
2,48,0.119510319960705,0.162389466598406
3,48,0.190031594859719,0.186693265137382
4,48,0.178162897456565,0.158926691055419
5,48,0.135948561357548,0.144266622143894
1,49,-0.346606841061569,-0.286024562005056
2,49,-0.311325366346176,-0.280454895804529
3,49,-0.335514132623213,-0.30265452552048
4,49,-0.324071065953721,-0.274470528623556
5,49,-0.316237836425959,-0.305796799911316
1,50,-0.310988925321348,-0.0750606859879622
2,50,-0.229981804983507,-0.0147529671621123
3,50,-0.250311880944106,-0.0111799218982394
4,50,-0.23403043768388,-0.00650789121525737
5,50,-0.244128760484138,-0.0122965207241701
1,51,-0.399636742554212,0.332468541084078
2,51,-0.354018113261634,0.36482456811948
3,51,-0.349524661178008,0.398313114111729
4,51,-0.362179585007309,0.372541519771193
5,51,-0.3677973164213,0.357341274991642
1,52,0.108079435368018,0.281376997658788
2,52,0.125554153065932,0.284492271679262
3,52,0.128491425825225,0.283092008936606
4,52,0.0512296691280007,0.230895266843045
5,52,0.0511115401839215,0.251805094902201
1,53,-0.0491415111997503,-0.255851993277085
2,53,-0.0968899462760066,-0.27218176599051
3,53,-0.103999355178946,-0.312559459373991
4,53,-0.0840403059926183,-0.319892484287771
5,53,-0.0873490147881229,-0.292610321865891
1,54,-0.244844711111912,0.315112310201588
2,54,-0.238629751321005,0.320535309604201
3,54,-0.170183659180412,0.34995882740146
4,54,-0.259249360228803,0.285744587889432
5,54,-0.317036824250742,0.239454752897396
1,55,0.196973367420532,0.365908731035954
2,55,0.15853294864714,0.333705042925965
3,55,0.169953207901174,0.344414011766895
4,55,0.0789155135140518,0.268835841766101
5,55,0.155896497537587,0.303280002270394
1,56,0.285517566057603,0.0840090988363721
2,56,0.245714637211691,0.102282514344728
3,56,0.341516108847894,0.106156151285735
4,56,0.276528725359198,0.0931771834211785
5,56,0.289983759180738,0.0903344059579748
1,57,0.296631086374654,-0.426481469152262
2,57,0.282048932907644,-0.387398229080486
3,57,0.332792455752919,-0.434040917251965
4,57,0.336797762318799,-0.39780119422586
5,57,0.323228236035316,-0.390662188537272
1,58,0.540245738130976,0.662668559908641
2,58,0.530872333769666,0.638035660546062
3,58,0.552868924020512,0.643637970317147
4,58,0.545937936158843,0.639646285637956
5,58,0.546848854583369,0.641740913244758
1,59,-0.127139079022482,-0.324550024025911
2,59,-0.213751853105485,-0.342265372355533
3,59,-0.246313124294968,-0.387608134346283
4,59,-0.135964543440623,-0.33384899617933
5,59,-0.125003685024875,-0.306808120332116
1,60,0.715711488904333,0.0938353551678066
2,60,0.679596802113177,0.104488934163126
3,60,0.655076060695957,0.0450596063719139
4,60,0.777531427327824,0.0965657411444572
5,60,0.754537325200432,0.0949696537074283
1,61,-0.0422000901287052,0.066485760138623
2,61,-0.088435444470074,0.0486791573476782
3,61,-0.0793663776801473,0.0302112237270599
4,61,-0.0973168298753601,0.0589961273823697
5,61,-0.130605915149276,0.021368567697423
1,62,-0.0618745082654803,0.216161364273668
2,62,0.0192221931416812,0.285642155804021
3,62,-0.00146563644294384,0.25792486552604
4,62,0.0699407979671065,0.305627285950072
5,62,-0.0124130165246096,0.24890732004004
1,63,0.265983390652364,0.034332701807011
2,63,0.232720079697103,0.0812134384257005
3,63,0.255999996943618,0.0942268304088811
4,63,0.22224695383515,0.0251231393692781
5,63,0.249653237859022,0.0387866231473597
1,64,-0.316102760845485,0.213772424726193
2,64,-0.336079721485611,0.178298751863606
3,64,-0.39598326060961,0.15280096355137
4,64,-0.329173639228332,0.185633175358727
5,64,-0.327713689312835,0.188816683747695
1,65,0.154477791416116,-0.178762955658876
2,65,0.0155292084351692,-0.251390218400491
3,65,0.171269980198293,-0.20191272117697
4,65,0.103553609885619,-0.221843139951205
5,65,0.0972525185126498,-0.267694790752757
1,66,-0.236387570295598,0.161538142532933
2,66,-0.295081654881129,0.137912292540738
3,66,-0.163698549362535,0.224103972724281
4,66,-0.196845892255656,0.175008104596469
5,66,-0.228484210511762,0.159878503371208
