logka_pop,0.0031328,0.00045524,-0.00087732,-0.00044377,-0.000206,-0.00042808,-0.00059544,1.4742e-5,9.9907e-5,-0.00015659,0.0001101,-0.00015101,3.7234e-6
logV1_pop,0.00045524,0.0011288,-0.00075824,-0.00064494,-8.6134e-5,-0.00026515,-0.00010853,-1.6424e-5,8.4365e-5,1.7064e-6,2.1014e-5,-0.00014694,3.0152e-6
logQ_pop,-0.00087732,-0.00075824,0.0089053,0.0001208,0.00066355,0.00080142,-0.00011145,-9.5099e-6,0.0022116,-0.00043271,0.00026002,0.00032368,-7.1118e-6
logV2_pop,-0.00044377,-0.00064494,0.0001208,0.0043953,-8.8054e-5,0.0018154,0.00013131,-2.2671e-6,-0.00053741,-7.8108e-6,9.1951e-5,0.0011393,-5.4088e-7
logVm_pop,-0.000206,-8.6134e-5,0.00066355,-8.8054e-5,0.0014204,0.0017889,4.0759e-5,2.0084e-5,-0.00016002,-0.00010816,-9.1366e-5,0.00056092,-3.5802e-7
logKm_pop,-0.00042808,-0.00026515,0.00080142,0.0018154,0.0017889,0.0082534,4.9098e-5,6.4329e-5,-0.00099204,-0.00026575,-3.4508e-5,0.0024212,-3.4571e-6
omega_logka,-0.00059544,-0.00010853,-0.00011145,0.00013131,4.0759e-5,4.9098e-5,0.0028058,-1.883e-5,2.3646e-5,7.8879e-5,-0.0001548,-2.5906e-5,-6.612e-6
omega_logV1,1.4742e-5,-1.6424e-5,-9.5099e-6,-2.2671e-6,2.0084e-5,6.4329e-5,-1.883e-5,0.00058829,-2.9723e-5,-0.00024245,1.5863e-5,3.218e-5,-1.071e-7
omega_logQ,9.9907e-5,8.4365e-5,0.0022116,-0.00053741,-0.00016002,-0.00099204,2.3646e-5,-2.9723e-5,0.0053075,-0.0004132,7.5627e-5,-0.00064224,-1.0632e-5
omega_logV2,-0.00015659,1.7064e-6,-0.00043271,-7.8108e-6,-0.00010816,-0.00026575,7.8879e-5,-0.00024245,-0.0004132,0.0037788,-0.00017985,-0.00025556,-6.9242e-6
omega_logVm,0.0001101,2.1014e-5,0.00026002,9.1951e-5,-9.1366e-5,-3.4508e-5,-0.0001548,1.5863e-5,7.5627e-5,-0.00017985,0.00077936,4.064e-5,-4.2308e-7
omega_logKm,-0.00015101,-0.00014694,0.00032368,0.0011393,0.00056092,0.0024212,-2.5906e-5,3.218e-5,-0.00064224,-0.00025556,4.064e-5,0.0035059,-2.2079e-6
b,3.7234e-6,3.0152e-6,-7.1118e-6,-5.4088e-7,-3.5802e-7,-3.4571e-6,-6.612e-6,-1.071e-7,-1.0632e-5,-6.9242e-6,-4.2308e-7,-2.2079e-6,5.0773e-6
