rep,id,eta_logV1,eta_logQ,eta_logV2,eta_logVm,eta_logKm
1,1,0.242934074501708,-0.243970379096645,-0.0761392597437356,0.134682365000149,0.637100351758413
2,1,0.145715990875866,-0.175680233146957,0.1065858100159,0.130758006339441,0.511173111283028
3,1,0.127335953452407,-0.252213536254958,0.0190237344570174,0.162575034805633,0.541805554971957
4,1,0.0789838012905821,-0.0179824485875535,0.27731711650225,0.0989080161624396,1.12043708540396
5,1,0.321303981159735,-0.577053107921551,0.17169501339222,-0.342909237654745,-0.231495951359727
1,2,0.170823831829807,0.222971537564634,0.0989356754142172,-0.00474836245966807,0.389316719679696
2,2,0.210929625198469,0.162343517153319,-0.0415656534483892,-0.0116247168907344,-0.22697600098474
3,2,0.21825594269919,-0.254665254194363,-0.720971549707732,0.297307501596437,-0.351724661364036
4,2,0.273291712821144,0.367512447120727,-0.363538823722019,-0.358930103781384,-0.728499342080952
5,2,0.0990260089232304,-0.286320986998903,0.224473847820451,0.139365984334651,0.309997773447356
1,3,0.212329198593087,-0.203849860013218,-0.647569461958655,0.216085359947223,0.509636382390087
2,3,0.198097853086038,0.275748810759477,-0.362386194521241,0.102867028013616,-1.07159923752956
3,3,0.261521933399466,-0.31430507339601,-0.120186286894731,-0.0343156737650987,1.41190806134668
4,3,0.0513383841638253,0.623981682392654,0.205628093272714,-0.152565911758344,1.24742486681117
5,3,0.131415129648902,0.0180422526452496,-0.286918687335978,-0.000283311979870207,-1.40881138235127
1,4,0.0712980746707186,-0.223896852811239,-0.158380789592291,0.241168395469679,0.500231951675833
2,4,0.104975164958785,-0.299669426051206,0.449113033712314,0.125066446888426,0.421540483569469
3,4,0.236676946379079,-0.109914958710766,0.444089993595752,0.414725836017263,1.14797038617873
4,4,0.0682331519409838,0.0305262344897214,-0.0180722325471406,0.143774052893961,0.233964518523105
5,4,0.146307496879498,-0.387482742473543,-0.2053083542018,0.196543004149771,0.412495651167935
1,5,0.0171043526284318,-0.570699718082693,0.00618136532311375,0.167210606695819,-0.813131680326547
2,5,-0.0564633576697821,-0.0612004321128679,0.33910627399543,0.386257761480884,0.254878219422998
3,5,-0.367145108925566,0.0601760268007035,0.647212692352717,0.258547924498588,0.164176064044847
4,5,-0.129590664223055,0.186222160956728,0.372188072431983,0.104751291264346,-0.634511924218503
5,5,-0.255835509605106,0.284385097971458,0.878389269813416,-0.199936659053541,0.114256622935948
1,6,-0.365557461818885,0.317093412877297,0.301036671181537,0.183286957139844,-0.143120107464649
2,6,-0.181161932109307,-0.0539929080227327,-0.434310513105463,-0.0694226837277503,-1.23484288004113
3,6,-0.254422128964415,0.460218748618635,0.10162646034414,0.0836543473625414,-0.337082440327657
4,6,-0.310836018040346,0.182748846696334,0.49183216866664,0.197196222354499,0.0407128573689536
5,6,-0.0819667438484637,-0.204106676052431,-0.356956628660067,-0.00206979188574767,-0.783839712700516
1,7,-0.0170117790736097,-0.183024306653543,-0.141827495015196,0.244802203204636,-0.505116709243997
2,7,0.0334077317781894,-0.156354648665058,-0.696785237221337,0.306806349686718,-0.477075860931085
3,7,-0.0206074598301705,-0.495047687738351,-0.149589828862357,-0.107200873389955,-1.02075028907461
4,7,0.033607921859105,-0.156721501397569,-0.364077058983595,0.0195241197741818,-0.848927633716711
5,7,-0.0977538435296201,-0.195749250066182,0.170859075697363,-0.127707559162672,-0.978102014383794
1,8,0.124055778830308,-0.21288189690534,0.567418091658129,-0.00335019118440832,-0.784451252798323
2,8,0.114056806954994,-0.0831524199172654,-0.0265636484796159,0.0854362617169597,-0.78057348997699
3,8,0.191091242017312,-0.452476318069405,0.732193192203755,0.0875289806386482,-0.688461434741304
4,8,0.0517485824391748,-0.0961652872611758,-0.249062732625031,0.0480072009355014,-0.833238490022827
5,8,0.134551672182256,-0.271650448835839,0.434094722139965,0.147464245526826,-0.6703219847498
1,9,-0.00771641995671205,0.144068496381761,-0.575010330665164,0.629266564751101,0.725656869184565
2,9,0.0290652208022134,-0.286969635066738,0.50882555261994,0.0118801916440907,0.0947400155522801
3,9,-0.178205640274411,-0.158259388566901,0.186098950055645,0.201451927153557,0.144667564632234
4,9,-0.0763641777014926,-0.408181490431029,0.823846289649085,0.100001533241015,0.439506888995958
5,9,-0.0763322185011294,-0.233010254112628,1.23616313300555,-0.284008969024966,0.0771572495207326
1,10,0.350410237579234,0.118640002590635,0.0278286252563365,0.00166610844314495,0.130765045280282
2,10,0.575068452726798,-0.610902370172912,-0.33005368564865,0.104338721520736,0.850288615185782
3,10,0.417967650036736,0.0154898626555402,-0.200351632123234,0.26914969178459,0.840095935738034
4,10,0.602591773888611,-0.121163108033419,-0.0100240030869491,-0.153945358488247,0.68923621111166
5,10,0.308588946361715,0.696680991724997,-0.488639153916913,0.226092634379651,-0.0523616320711617
1,11,0.555885933365842,0.287826096161194,-0.661977509810309,0.0654179776759634,-0.68237718030976
2,11,0.480623839669532,0.222242099076839,-0.127375212127626,0.0946817513766932,-0.610923133955834
3,11,0.506845548728776,-0.255801607266999,0.144850099851054,0.152279483617848,-0.42249493331477
4,11,0.411208032469015,0.124918473184502,-0.437187782823227,0.578265519535791,-0.0380295807036258
5,11,0.328309837007735,-0.183316336237191,-0.227410268633733,0.463948662365641,-0.128582448606087
1,12,0.176122042314854,0.21723673368591,-0.344367107898249,0.295230659127541,-0.204464973113151
2,12,0.165098596608304,-0.289790041796788,-0.161255869084733,-0.0220850294602053,-0.977573826654196
3,12,0.156080367276694,-0.0158166866099225,-0.645137086612065,0.0482829814167156,-0.983916764634803
4,12,0.206557077146321,-0.198989917155905,-0.123505906244238,0.101253736168531,-0.387537190953132
5,12,0.037129186162709,-0.14047260808047,0.210042694367883,0.292882324469313,-0.0335263086252002
1,13,-0.377141170572549,0.316924019257546,0.181050923666944,-0.194749975755356,-0.325194595400011
2,13,-0.114108188179302,0.180239817530617,-0.225513370725045,-0.00797862915632787,-0.919777012216002
3,13,0.040152405079892,0.145971763530304,-0.50674278460173,-0.129082153588516,-0.0136627064601885
4,13,-0.381033592851772,0.490144357557992,0.111133449813514,-0.177327244979175,-0.585649148312765
5,13,-0.190518309203094,0.239976782353806,-0.111918951804014,0.0331092301437587,0.609850314529503
1,14,0.268994053628948,-0.540389775345686,-0.406857593550728,0.125073624728388,0.28574566650022
2,14,0.212949675103076,0.00426627486305723,0.819120142033102,-0.0755264345730292,1.27129679518943
3,14,0.222179289665273,-0.346343251707874,0.592950132582966,-0.0219952970460112,0.719901096468335
4,14,0.251933704517079,-0.232609809247333,0.299088283073047,-0.00409715414488318,0.388487203244697
5,14,0.09547499934751,0.348164485356173,-0.0896095973885808,0.122595443291368,-0.0770145862905435
1,15,0.368465017315409,-0.0230929834385792,0.368734118630715,-0.0410779637470011,-0.358908011806797
2,15,0.248975401633688,-0.0734496317501857,0.15333798759311,-0.421462634406846,-0.879154541453199
3,15,0.100853310659857,0.0521384530809807,0.143640110990648,-0.0454766541300369,-0.470010786606376
4,15,0.00142014522423566,0.552022685832127,-0.0913826497432891,-0.00792198202005499,-0.413831073903127
5,15,0.110098792655139,0.249545187611183,0.380298211671986,-0.0439102527401923,-0.337232302749062
1,16,0.037663134619113,-0.606909200379311,-0.881277052160274,-0.238646837402066,-0.459692156869871
2,16,-0.171145244585569,0.270543600244576,-0.399635506514613,0.00166572654432994,1.91737923737968
3,16,-0.2518925871392,-0.322809207057117,-0.424834478855273,-0.196161156669867,0.0378653063365764
4,16,-0.209600931127724,0.448421412634118,-0.491004567841805,0.0291446148005484,0.790303685518095
5,16,-0.123529767981274,0.184370101008579,-0.742770698729,-0.11642457138721,-0.492573603431975
1,17,0.0553174445537936,0.0932699313896043,0.143666066613807,0.236663003667999,0.512048791909906
2,17,0.0408112795081404,0.0109017444342798,0.0988318514445769,0.432316057638657,1.15110232028941
3,17,-0.0437586599225595,0.171377821482842,0.829751539841892,-0.409330055712583,1.65900062041172
4,17,-0.0966769598852537,0.0238917796225849,0.358519998103318,0.0925666297034336,0.0746246869141137
5,17,-0.146594680472614,0.134525941052205,0.188496144255126,0.123087826298353,-0.323510902436785
1,18,0.0735685579061177,-0.257512960702144,-0.175168010388618,0.229046954627426,-0.767089423234464
2,18,0.114419293923798,-0.482385382932526,0.293008105764864,0.166743591718849,-0.799490738098747
3,18,0.0745766349882255,-0.357988322658778,-0.213002149161741,0.191410765754521,-0.791029349685433
4,18,0.0752065845386593,0.114672685201651,-0.300195338255318,-0.0238750891558044,-1.10975262767736
5,18,0.25172880525909,-0.391117328850738,-0.0513978470226122,0.331282219463331,-0.631734635410794
1,19,0.860467374492317,0.140250474464862,0.445589848978067,0.334376919347228,0.585362774710168
2,19,0.733990477260819,0.0753251522314087,0.680536683940504,0.0349466577177799,0.295747762160808
3,19,0.774758231177607,0.120918042033022,0.314606438908923,0.11117125765387,-0.0233918603132475
4,19,0.776060692924235,-0.0633843146097989,-0.423409655683347,0.190759458346194,-0.0757241432926568
5,19,0.686900708437615,0.254858997576565,0.314601726954068,0.138432713373157,-0.0734612471175651
1,20,-0.0504348996487507,-0.1209376742167,-0.149984249540333,-0.675437590026943,-0.458445755447276
2,20,-0.21605242152733,0.743117523788832,-0.338634970873018,-0.283550194323107,-0.152529691450218
3,20,-0.161990571091292,-0.324911357023202,-0.0154544569063835,-0.298714779436687,0.256915513835926
4,20,-0.377081458325405,-0.283493699141005,-0.259482296501738,-0.0365003977017432,-0.297216663318815
5,20,-0.206639265910571,0.242065220081862,0.0965056251448126,0.186348629872394,2.64671016906969
1,21,0.2183949520392,-0.315752649557794,0.261293424189548,-0.0399534854428699,-0.591515321198047
2,21,-0.0912774943159075,0.379907259180577,-0.0662021859360007,0.00629093632063107,-0.822951951963865
3,21,0.0692692346736662,0.118055923079111,0.0986241545353991,-0.019382860803281,-0.741595850110482
4,21,-0.162034149624702,0.0984626942743905,0.325273666828127,0.113688358475973,-0.559411317178583
5,21,0.205978280328336,-0.235994091435901,-0.334006048199252,0.077788025350591,-0.699547564593556
1,22,0.17361842598569,0.0217405892387093,-0.0429949565466345,-0.151174713020511,0.191845737235817
2,22,0.169453997173161,-0.0129632740037366,0.257172323656882,-0.281217930745214,1.40279292448631
3,22,0.139039290996128,-0.0700198843260037,-0.222713653402769,-0.0468013710487051,-0.0572507971822957
4,22,-0.00773829954888928,0.0171656253660869,0.0582771005200435,-0.136138258019282,-0.295312665580832
5,22,0.0709246165938271,0.0761558188603949,0.346955469880082,-0.236645307214968,0.776026279042143
1,23,-0.0972769999292765,0.188225632399294,-0.0600814987658484,-0.351905794909573,-0.699318932548966
2,23,-0.175821246725002,-0.31284792103249,-0.173683583342242,-0.0453145007157419,-0.238612953153109
3,23,-0.120871213718353,-0.449747021673926,-0.00952841386433438,-0.0772006833103576,-0.233952940922441
4,23,-0.0635562838177662,0.0927674776810445,0.474568910794936,-0.11843491603077,-0.0558649073112661
