id,importanceSampling
1,240.680
2,150.712
3,182.275
4,268.810
5,152.086
6,191.228
7,219.369
8,244.847
9,209.114
10,227.703
11,255.184
12,150.713
13,247.040
14,165.957
15,168.211
16,189.048
17,152.687
18,153.820
19,181.482
20,175.977
21,255.023
22,218.325
23,233.166
24,223.727
25,140.779
26,204.003
27,210.138
28,166.192
29,202.496
30,185.715
31,255.554
32,257.822
33,275.223
34,216.895
35,230.007
36,143.204
37,245.041
38,165.411
39,190.093
40,189.448
41,171.405
42,197.613
43,141.212
44,209.962
45,239.289
46,234.331
47,179.213
48,172.535
49,177.605
50,165.019
51,144.880
52,258.565
53,225.316
54,212.474
55,229.240
56,190.961
57,149.406
58,180.976
59,208.506
60,201.953
61,246.316
62,156.654
63,247.602
64,175.881
65,209.855
66,150.371
67,186.952
68,234.423
69,264.684
70,168.334
71,170.486
72,201.367
73,265.211
74,249.398
75,191.969
76,179.692
77,144.136
78,165.246
79,229.607
80,206.188
81,210.194
82,173.445
83,151.032
84,247.465
85,163.550
86,214.400
87,193.570
88,244.207
89,136.331
90,205.164
91,177.504
92,186.274
93,156.937
94,258.643
95,243.400
96,196.409
97,209.721
98,134.667
99,244.871
100,180.678
101,219.287
102,189.945
103,158.831
104,254.787
105,229.886
106,180.661
107,175.235
108,230.644
109,224.055
110,155.308
111,223.881
112,168.473
113,146.914
114,271.363
115,250.783
116,200.891
117,204.620
118,164.030
119,178.049
120,146.600
