id,importanceSampling
1,480.835
2,358.774
3,519.511
4,451.015
5,543.484
6,407.357
7,360.228
8,582.661
9,475.586
10,285.740
11,519.095
12,416.279
13,410.750
14,381.484
15,483.850
16,314.260
17,354.436
18,405.018
19,546.029
20,498.639
21,336.533
22,501.877
23,586.354
24,445.421
25,420.864
26,532.979
27,372.769
28,345.357
29,530.498
30,476.631
31,423.622
32,501.752
33,463.147
34,495.945
35,593.878
36,484.286
37,403.988
38,292.918
39,505.012
40,367.504
41,358.387
42,413.475
43,466.721
44,507.297
45,454.086
46,511.657
47,366.462
48,505.909
49,535.932
50,296.645
51,436.836
52,507.774
53,508.363
54,324.536
55,537.734
56,470.521
57,319.772
58,439.429
59,543.127
60,537.554
61,272.477
62,475.281
63,459.316
64,474.959
65,513.138
66,445.813
67,381.636
68,502.873
69,365.551
70,521.962
71,457.316
72,528.181
73,410.704
74,341.331
75,524.894
76,425.335
77,437.308
78,490.991
79,482.784
80,459.680
81,507.842
82,475.840
83,336.453
84,440.213
85,324.008
86,561.179
87,471.471
88,541.651
89,328.172
90,568.936
91,475.505
92,530.148
93,330.262
94,504.264
95,469.675
96,427.664
97,400.993
98,508.080
99,331.221
100,498.316
101,413.359
102,340.238
103,460.608
104,557.884
105,332.533
106,418.388
107,452.938
108,480.289
109,288.140
110,524.955
111,412.196
112,480.996
113,440.784
114,489.953
115,335.619
116,446.150
117,552.610
118,511.761
119,392.906
120,365.275
