logka_pop,1,0.41925,-0.018328,-0.24393,-0.38713,-0.0052933,-0.042501,0.026272,0.093033,0.031192,0.010579
logV1_pop,0.41925,1,-0.018257,-0.24185,-0.41174,0.021889,-0.098922,0.026147,0.089158,-0.0037103,0.044265
logCl_pop,-0.018328,-0.018257,1,-0.028811,0.061327,0.0098427,-0.0042873,-0.026495,-0.026607,-0.047082,0.030769
logV2_pop,-0.24393,-0.24185,-0.028811,1,0.23707,-0.090484,0.023106,0.046958,-0.066605,0.23022,0.026814
logQ_pop,-0.38713,-0.41174,0.061327,0.23707,1,-0.043155,0.0054689,-0.032478,-0.081771,0.080077,-0.0082524
omega_logka,-0.0052933,0.021889,0.0098427,-0.090484,-0.043155,1,-0.07672,-0.0073271,-0.07819,-0.14615,-0.031972
omega_logV1,-0.042501,-0.098922,-0.0042873,0.023106,0.0054689,-0.07672,1,0.0098932,-0.012135,-0.0051154,-0.020068
omega_logCl,0.026272,0.026147,-0.026495,0.046958,-0.032478,-0.0073271,0.0098932,1,0.0066455,0.0086731,-0.014475
omega_logV2,0.093033,0.089158,-0.026607,-0.066605,-0.081771,-0.07819,-0.012135,0.0066455,1,0.0078896,-0.090134
omega_logQ,0.031192,-0.0037103,-0.047082,0.23022,0.080077,-0.14615,-0.0051154,0.0086731,0.0078896,1,-0.044105
b,0.010579,0.044265,0.030769,0.026814,-0.0082524,-0.031972,-0.020068,-0.014475,-0.090134,-0.044105,1
