rep,id,eta_logV,eta_logCl
1,1,-0.196997280056424,-0.023561350972397
2,1,-0.169150621649491,-0.0129119445729119
3,1,-0.201956251753755,0.00176572728373689
4,1,-0.153056682747963,0.00674436982699344
5,1,-0.186849731129535,-0.00611550194789584
1,2,-0.19799057148394,-0.364008977951121
2,2,-0.187350003644101,-0.33136529198863
3,2,-0.195550968291351,-0.273962237432782
4,2,-0.150159844636262,-0.257501800975572
5,2,-0.105564298530895,-0.299110410891749
1,3,0.081971864273009,-0.0338249138248708
2,3,-0.0226600609006348,-0.0600567306312135
3,3,0.0508820052882911,-0.0578037469708924
4,3,0.0578542971421065,-0.0358006333394852
5,3,0.0373895457484653,-0.0498044074263405
1,4,0.16816777842302,-0.172989044689726
2,4,0.0712760284817667,-0.256341220138821
3,4,0.197146043823194,-0.12887355810468
4,4,0.135555866374542,-0.213239877950364
5,4,0.183165665835216,-0.190173153390901
1,5,-0.173260246346779,-0.100551501230124
2,5,-0.344847224145254,-0.249743163891994
3,5,-0.159100911857383,-0.0707169793070527
4,5,-0.108429904383302,-0.0952786242798894
5,5,-0.235310237679714,-0.105633617833015
1,6,-0.0700383331388246,0.186141374866925
2,6,-0.196344702020611,0.144565541232548
3,6,-0.192127601276927,0.124912375289772
4,6,-0.237286567451961,0.0947247327048183
5,6,-0.133813877862567,0.182996872538296
1,7,-0.137279764428145,-0.119231121676558
2,7,-0.126094428202272,-0.0823773380579973
3,7,-0.049436154552083,-0.0214929477389616
4,7,-0.0677655206849588,-0.0714176042437282
5,7,0.0356575056011236,0.0478393753695709
1,8,0.251134879430492,-0.372389887216819
2,8,0.193555912132031,-0.375868998135128
3,8,0.275788754835557,-0.413393754815831
4,8,0.219975786128669,-0.4414501085251
5,8,0.234516820198396,-0.342166100579644
1,9,-0.275010468308671,0.358658709779102
2,9,-0.180405909640057,0.48657174599634
3,9,-0.266217569421293,0.414322081525181
4,9,-0.0932694405583947,0.543161354394434
5,9,-0.149794863524298,0.493694410132628
1,10,0.121799443765014,0.536478810853857
2,10,0.0801238944527092,0.528804239717978
3,10,0.178347686629512,0.651839412348415
4,10,0.218130199364624,0.650105478165193
5,10,0.16043933730616,0.600962761008109
1,11,-0.157131109044121,0.0400270164429403
2,11,-0.0726366062277737,0.0675133533622885
3,11,-0.197764168417729,-0.0228298124378275
4,11,-0.208060076181467,-0.0758289094768586
5,11,-0.0260134440522034,0.0904841592704175
1,12,-0.20570798335896,0.491139198793354
2,12,-0.222704914398454,0.473726560345883
3,12,-0.186541302209632,0.516747547018687
4,12,-0.25497467880478,0.433547891242207
5,12,-0.27187657679299,0.449471232322034
1,13,0.0356013266601886,0.0734863998655198
2,13,0.0651307477637742,0.121838228672967
3,13,0.101855173086294,0.0876174436110841
4,13,0.0634591067326187,0.0998663465891009
5,13,0.0302308706003377,0.151799843101056
1,14,0.151100611670033,0.523951966167486
2,14,0.137563605841402,0.491511239657356
3,14,0.0294969426682255,0.376929873307814
4,14,0.16122590543797,0.421649862883951
5,14,0.0579345270977454,0.434540662011756
1,15,0.363389603907048,-0.0499941547918628
2,15,0.307955965591017,-0.178720889613872
3,15,0.300189010236761,-0.102355984043813
4,15,0.384207636696063,-0.0122303730178306
5,15,0.334408953823132,-0.0562315446579466
1,16,-0.447308068292466,0.189089557512629
2,16,-0.361040817459852,0.268752711197465
3,16,-0.45792092995814,0.199487659436032
4,16,-0.477972186433396,0.162255551187502
5,16,-0.347004336609349,0.239731893263797
1,17,0.171136814873667,-0.0748558393594208
2,17,0.248887389588421,-0.0508573616730853
3,17,0.153274311737739,-0.0499260882465263
4,17,0.0859852307020843,-0.100864197168496
5,17,0.0623131658180781,-0.142227404071634
1,18,-0.0636948578658316,0.0925761596868575
2,18,-0.0134502901822748,0.186427344777974
3,18,0.03680066319182,0.206016118954764
4,18,-0.00720568100068589,0.149374393485439
5,18,-0.0541259109699841,0.142184218293201
1,19,-0.0536227345000353,-0.0151510444941982
2,19,-0.0276904128552959,-0.0290491400399601
3,19,0.0224595392766879,-0.00178522587011931
4,19,0.120944848171512,0.111067160286679
5,19,-0.00848436636214446,-0.0232241888777131
1,20,0.237527231265097,-0.227979416763274
2,20,0.306502846185109,-0.193852049242938
3,20,0.265892922341722,-0.206711705431168
4,20,0.170139162568226,-0.250125117485527
5,20,0.193954520461901,-0.29028554011801
1,21,0.57887466990944,0.240014979349032
2,21,0.579011241216322,0.315334382649033
3,21,0.678090832179815,0.335658952189241
4,21,0.545185351899219,0.245135134695214
5,21,0.724758875355787,0.377875238205881
1,22,0.174111995796757,-0.122839486591447
2,22,0.0609946296957599,-0.0946726969721996
3,22,0.0773638012073075,-0.172037529441625
4,22,0.111745516324745,-0.0577106827814964
5,22,0.091549954504756,-0.143416878615656
1,23,-0.269112857339117,-0.513327501565516
2,23,-0.195949688743157,-0.53310321741583
3,23,-0.169089971372246,-0.461142786479668
4,23,-0.23527848387199,-0.475427147675241
5,23,-0.177794689020166,-0.37989667557127
1,24,-0.456438414688378,-0.154189537715544
2,24,-0.406142309891849,-0.108184901990519
3,24,-0.543177944363924,-0.232906511919443
4,24,-0.473972396566227,-0.131192043191141
5,24,-0.551078064797578,-0.233592381498904
1,25,0.199843587740955,0.129363503802175
2,25,0.21224173058556,0.221161125279181
3,25,0.234562917220089,0.188364192431513
4,25,0.29634548167717,0.159855458201306
5,25,0.22964905933812,0.182133304647225
1,26,0.0346232097359272,-0.0757552894935938
2,26,0.0185001222788376,-0.0988627644404862
3,26,0.0466528039083459,-0.117417297094541
4,26,0.0052704024617041,-0.123372686131224
5,26,0.0514496699297065,-0.0772998431201225
1,27,0.122146711894431,-0.121243193944373
2,27,-0.00282835217590295,-0.241043340221825
3,27,0.170362833373027,-0.113658743466202
4,27,0.18130552440767,-0.163582037243378
5,27,0.158960277434371,-0.16906955470193
1,28,-0.169388785221826,-0.244060062858032
2,28,-0.155718021002663,-0.182968824193105
3,28,-0.137182534915809,-0.152767139319535
4,28,-0.227002359780829,-0.233676711001995
5,28,-0.179579451270574,-0.200455135618735
1,29,-0.169654869156791,0.0488470843371298
2,29,-0.135806401168943,0.0578926273583342
3,29,-0.179864316230834,0.0324698198553522
4,29,-0.184744661317577,0.0634667759062652
5,29,-0.145241642268764,0.0625901621085432
1,30,0.120341659156245,0.0523780460868683
2,30,0.0965032712866182,-0.0241814785286959
3,30,0.053144494871429,0.040164298906644
4,30,0.164453208869694,0.0203520010990878
5,30,0.0927541705999058,0.11508549210922
1,31,-0.170069765425683,0.18029472922145
2,31,-0.0669955995161135,0.277721709630291
3,31,-0.0888445523986879,0.207481984792657
4,31,-0.144838816349555,0.192456760728348
5,31,-0.175672302911574,0.193859871414673
1,32,0.096734084727994,-0.0607523938289833
2,32,-0.0949979157767982,-0.188649624206454
3,32,-0.0596498810753293,-0.144831581635265
4,32,0.0376723058722572,-0.119172115647698
5,32,0.100665484653322,-0.0651946165103267
1,33,-0.312024826640881,-0.342847757384672
2,33,-0.440597666062004,-0.381726772475861
3,33,-0.362590566296408,-0.326820895455919
4,33,-0.299875296395569,-0.322886122513233
5,33,-0.281584978183613,-0.367302558122838
1,34,0.352116295299112,-0.265201940348874
2,34,0.381637093014657,-0.179115799144486
3,34,0.262391035310869,-0.272349382118723
4,34,0.257602290236864,-0.306845274538839
5,34,0.373123071635792,-0.398314556400101
1,35,0.5780479738816,-0.351015594782763
2,35,0.487626383004444,-0.367913089390999
3,35,0.601486738077182,-0.378174706283892
4,35,0.562267381277262,-0.445320124355917
5,35,0.575253733788382,-0.475705203052147
1,36,-0.228514418823856,-0.0633860941479179
2,36,-0.342008992404193,-0.184044698260405
3,36,-0.317751192900007,-0.085990181868084
4,36,-0.306991344474848,-0.11117790104236
5,36,-0.390212082320584,-0.192672577815795
1,37,-0.181201866000389,0.282788096256941
2,37,-0.129357357136841,0.342099499279754
3,37,-0.196253513609542,0.259400681723925
4,37,-0.209533344467212,0.239471255166855
5,37,-0.150196462581587,0.337289343594521
1,38,-0.192362245236922,0.424974448279681
2,38,-0.163039268396877,0.49331601981398
3,38,-0.164990548136996,0.469703201571652
4,38,-0.152779314781261,0.462830310682522
5,38,-0.143636097349889,0.451042039571574
1,39,0.023610967136577,0.184727632798613
2,39,-0.0273260375192421,0.177394546932757
3,39,0.0969477606515006,0.214752727955568
4,39,0.0292477568089264,0.213103064245418
5,39,0.0206810894480808,0.184333233373387
1,40,0.499099217905037,-0.0973055121339071
2,40,0.629933482292396,-0.0533486211598335
3,40,0.547828478105462,-0.0935452830964298
4,40,0.542008641473505,-0.0572019960478641
5,40,0.492299701457811,-0.0927763002719347
1,41,0.102565525696277,-0.101692094574773
2,41,0.0530113279689295,-0.188561622361528
3,41,0.133164455945909,-0.106827197292904
4,41,0.181676164103335,-0.111382379078316
5,41,-0.0206632679832778,-0.175989302269591
1,42,0.146418033178817,0.21660588676717
2,42,0.15788553276547,0.230486540305818
3,42,0.255454382021826,0.271703738988467
4,42,0.0973238904881235,0.240189766589338
5,42,0.255257695421236,0.334006574585218
1,43,-0.152111588508322,-0.26207464676982
2,43,-0.0905804289134677,-0.295979293913761
3,43,-0.0752700510828579,-0.257649432489283
4,43,-0.126335416432414,-0.281522897712011
5,43,-0.0969341997216683,-0.268112739820596
1,44,0.522113464107995,-0.23827461505598
2,44,0.531147723330342,-0.190808940080663
3,44,0.551615484964151,-0.292059055935241
4,44,0.541329770414823,-0.327381843925701
5,44,0.56427856493336,-0.17174568203282
1,45,-0.573013323422906,-0.0853743235355999
2,45,-0.5465811588253,-0.078488267976972
3,45,-0.604203006798502,-0.103987794032226
4,45,-0.569259653229894,-0.0791678379563847
5,45,-0.464435376052746,-0.00299907688331745
1,46,0.62159962434816,0.312033429775335
2,46,0.511784378536131,0.289958161196531
3,46,0.527388927802997,0.317360108200163
4,46,0.59329845255322,0.373247736869506
5,46,0.503197228971558,0.244357953185408
1,47,0.0357605725528366,-0.367416965013359
2,47,-0.000131764899199183,-0.269767321009533
3,47,0.0490356600037626,-0.266114211871393
4,47,0.00679776651856032,-0.385128212773371
5,47,0.0863714370706472,-0.254019049435763
1,48,0.344012964603687,0.267541879127504
2,48,0.293465686908571,0.304361852031014
3,48,0.23167932690282,0.314550709260796
4,48,0.362283807052532,0.385922180823135
5,48,0.340229958307065,0.35730941818808
1,49,-0.0821010018007989,-0.117702970545021
2,49,-0.189589788488189,-0.190054585695367
3,49,-0.109505351540154,-0.154924850271921
4,49,-0.125318861741128,-0.167344581134287
5,49,-0.139911465132447,-0.18193923230311
1,50,-0.0794495177288873,0.376444661364268
2,50,-0.0982576362691046,0.368663778460883
3,50,-0.0199025251483461,0.444893836439297
4,50,-0.0693883749611128,0.400303711006684
5,50,-0.105277810145672,0.395673156070238
1,51,-0.0500442785421141,-0.163602231637407
2,51,0.00998753586727317,-0.0463460153588351
3,51,0.0280727765943044,-0.0573021063352248
4,51,0.0286220042323613,-0.0586520450022757
5,51,0.0246434197896582,-0.0427696900664239
1,52,0.565075495944086,-0.206328532031979
2,52,0.524719258584372,-0.262625947458485
3,52,0.492030829597162,-0.170035648866993
4,52,0.571630622053624,-0.176196849114656
5,52,0.533323343844501,-0.237029025897568
1,53,-0.304989237821635,-0.263743215163795
2,53,-0.261484629383299,-0.254374815957608
3,53,-0.308621529119874,-0.264789285306147
4,53,-0.258773352023542,-0.247550740909328
