id,importanceSampling
1,716.542
2,762.808
3,689.399
4,587.461
5,610.194
6,799.795
7,532.485
8,533.336
9,471.820
10,746.005
11,793.734
12,592.041
13,736.409
14,664.536
15,427.548
16,765.587
17,716.001
18,637.371
19,689.431
20,733.413
21,530.606
22,491.220
23,623.679
24,667.857
25,768.992
26,493.917
27,613.644
28,679.853
29,803.839
30,701.569
31,551.332
32,617.968
33,830.054
34,700.186
35,600.290
36,791.914
37,442.865
38,666.808
39,733.969
40,496.706
41,705.486
42,796.916
43,444.521
44,436.592
45,572.787
46,705.686
47,593.615
48,755.260
49,724.694
50,476.320
51,760.391
52,547.202
53,686.324
54,504.594
55,727.043
56,773.615
57,768.184
58,636.283
59,742.885
60,571.827
61,472.510
62,509.493
63,716.060
64,733.463
65,634.669
66,762.893
67,505.306
68,654.476
69,508.028
70,740.240
71,799.473
72,570.708
73,720.023
74,493.999
75,639.375
76,703.820
77,659.697
78,737.384
79,778.906
80,510.419
81,464.195
82,663.597
83,769.820
84,583.654
85,491.085
86,721.869
87,686.455
88,841.497
89,567.905
90,535.539
91,452.822
92,631.343
93,692.159
94,788.037
95,717.714
96,750.681
97,782.816
98,810.592
99,641.608
100,552.286
101,701.164
102,541.148
103,688.367
104,440.990
105,783.612
106,685.906
107,731.483
108,497.599
109,519.616
110,706.530
111,591.085
112,633.690
113,694.289
114,779.802
115,641.940
116,512.013
117,527.203
118,722.131
119,780.822
120,632.739
