"model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","CL","V","Ka","RSV","OMEGA(1,1)","OMEGA(2,2)","OMEGA(3,3)","SIGMA(1,1)","seCL","seV","seKa","seRSV","seOMEGA(1,1)","seOMEGA(2,2)","seOMEGA(3,3)","seSIGMA(1,1)","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8"
75,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,30.8,9.92,4661.3805325421,1.36571,4.20974,-0.174061,0.190542,0.0886365,0.0968852,0.130541,1,0.0347984,0.0362006,0.103177,0.00748671,0.0134321,0.0189265,0.0745107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,32.17,9.88,4662.40590470427,1.38709,4.24507,-0.190425,0.198711,0.0927393,0.101106,0.0635371,1,0.0350102,0.0377188,0.0865766,0.0090587,0.0165896,0.0264514,0.0412993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,1,1,1,1,1,0,0,0,0,0,1,0,2.8,NA,FOCE_I,0:02:00,71.4,14.34,4684.22872413506,1.41807,4.2314,-0.128996,0.200871,0.0939981,0.0991763,6.95624e-012,1,0.0337614,0.037761,0.0628685,0.00813376,0.015697,0.0183637,7.4864e-012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,32.09,12.48,4609.91348290602,1.37758,4.26586,0.052347,0.192,0.0911009,0.124845,0.0783168,1,0.0359257,0.0447991,0.142786,0.00881034,0.0152739,0.0262299,0.0694569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:02:00,48.38,15.38,4646.81198753955,1.40926,4.28143,-0.0948323,0.190916,0.113172,0.0854693,3.44135e-007,1,0.0358088,0.0339611,0.0776752,0.00680071,0.0187041,0.0164218,1.21965e-006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,34.12,14.79,4651.05476341399,1.45817,4.19036,-0.0415897,0.195325,0.0841522,0.0688433,0.116216,1,0.0319842,0.0352736,0.11079,0.00831372,0.0133669,0.0203626,0.0735928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,1,1,1,1,1,0,0,0,0,0,0,0,2.5,NA,FOCE_I,0:01:00,22.3,13.24,4592.5758828324,1.37821,4.29313,-0.163489,0.184451,0.108239,0.0725419,0.134385,1,0.0361784,0.0327859,0.0823281,0.00661997,0.0201141,0.0136815,0.0510137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,28.43,13.32,4639.23625012182,1.41778,4.2141,-0.094465,0.189703,0.0790031,0.0781871,0.176587,1,0.0327788,0.0354942,0.103443,0.00915329,0.0126293,0.0172599,0.0716162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,28.91,14.84,4634.25746299972,1.41452,4.25075,-0.0340793,0.185365,0.112967,0.0957072,0.0345988,1,0.0354523,0.036668,0.0781285,0.00846791,0.0167893,0.01813,0.0430894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,28.23,14.14,4685.57167778236,1.40712,4.21114,-0.0372484,0.199437,0.0840498,0.0851786,0.090171,1,0.0316633,0.035973,0.093854,0.00947684,0.0139497,0.0169645,0.0552485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:02:00,41,17.36,4640.07136821629,1.3942,4.25269,-0.0213009,0.192422,0.0803775,0.0921519,0.00937394,1,0.0332587,0.03526,0.0858175,0.0096892,0.0119792,0.0194874,0.0660786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:02:00,28.87,15,4652.95303352461,1.36945,4.20584,0.0226848,0.188895,0.101416,0.0806975,0.045385,1,0.0328403,0.0377223,0.0841736,0.00763141,0.0155654,0.0157307,0.0467362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,34.34,15.98,4646.35186080592,1.39491,4.23777,-0.153857,0.193854,0.0921879,0.0889056,0.176029,1,0.031898,0.0366277,0.113583,0.00845257,0.014076,0.0177672,0.0655848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,41.79,13.02,4665.5515865856,1.422,4.28317,-0.0917561,0.210183,0.076031,0.0852417,0.000413729,1,0.0321576,0.0392047,0.0905969,0.00849789,0.0131398,0.0158208,0.0227681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1,1,1,1,1,0,0,0,0,0,0,0,3.4,NA,FOCE_I,0:01:00,32.71,13.88,4606.9527883474,1.43498,4.2637,-0.0933111,0.181046,0.0803776,0.066886,0.199947,1,0.0311515,0.0325475,0.104895,0.007727,0.0168237,0.0172824,0.0677548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,35.05,12.3,4635.27707152549,1.41143,4.22591,-0.0669305,0.185472,0.110271,0.0714676,0.0765468,1,0.0354485,0.0346456,0.0911898,0.00788971,0.0196922,0.0137417,0.0398027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,37.22,17.37,4635.69286041769,1.39019,4.31737,0.0597494,0.205725,0.0638099,0.100337,0.195731,1,0.0305865,0.0379867,0.131721,0.00899649,0.0116494,0.0187861,0.0746535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,40.68,12.25,4638.6293053452,1.46612,4.20572,-0.124964,0.190722,0.100548,0.0730673,0.0303948,1,0.035719,0.0344182,0.136309,0.0106045,0.0171981,0.0156417,0.135488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,37.73,16.12,4699.2934234048,1.44312,4.23446,0.105832,0.213226,0.0786824,0.0880479,0.142916,1,0.0305657,0.0384793,0.0959211,0.00904908,0.017807,0.0200375,0.0990181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,34.66,10.84,4649.21546413944,1.42954,4.25973,-0.0973301,0.197508,0.0842463,0.0980473,0.151842,1,0.0317377,0.0354801,0.100889,0.0118195,0.0145393,0.0193338,0.0820952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:02:00,35.77,12.85,4717.80096151206,1.3728,4.17664,-0.11422,0.194763,0.0865482,0.110863,0.0867739,1,0.0338717,0.0435265,0.0939749,0.00850359,0.0138503,0.0217435,0.0586895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,31.88,10.74,4634.67627138293,1.41044,4.29533,-0.0733512,0.189429,0.102419,0.119262,0.0461151,1,0.0375094,0.0396462,0.0786669,0.00754,0.0165711,0.0202405,0.0472638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:02:00,40.67,19.25,4656.59155075302,1.42334,4.23553,0.252533,0.189728,0.0852111,0.0934908,0.253539,1,0.0307292,0.0351385,0.156237,0.00783834,0.0146941,0.0178435,0.141752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,32.91,18.48,4694.05917709275,1.39264,4.3098,0.0689867,0.208128,0.109696,0.0843653,0.0704588,1,0.0360773,0.035841,0.0937029,0.00796343,0.016345,0.0181926,0.0692079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,48.72,13.69,4625.8083516122,1.45415,4.27867,-0.0346825,0.189464,0.111523,0.0738298,0.107066,1,0.0347091,0.0327719,0.0905058,0.00740524,0.0165965,0.0156049,0.0426728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,33.15,13.24,4582.05639470561,1.39679,4.27277,-0.0336047,0.186252,0.0737715,0.0811736,0.128325,1,0.0317985,0.0344715,0.0966098,0.00756741,0.0115849,0.0136401,0.0700493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,59.27,11.51,4671.24986287228,1.41543,4.16375,-0.153665,0.191446,0.114191,0.0914918,0.133699,1,0.0348469,0.0372749,0.0952362,0.00812377,0.0184211,0.0221538,0.0741262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,37.16,15.95,4618.57408705682,1.3871,4.28136,0.0330422,0.197202,0.0759476,0.112097,0.0781341,1,0.031856,0.0367837,0.0915672,0.00895441,0.0129846,0.0213236,0.0933237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,38.74,13.85,4561.58877562952,1.42461,4.25006,-0.111862,0.185519,0.0826246,0.0632347,0.100651,1,0.0314965,0.0326478,0.0907343,0.00787405,0.0126482,0.0147804,0.0429386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,1,1,1,1,1,0,0,0,0,0,2,0,3.3,NA,FOCE_I,0:02:00,76.89,15.17,4670.11099210582,1.43672,4.28726,0.0603155,0.213969,0.115874,0.0770744,3.13904e-011,1,0.037142,0.0363115,0.0808321,0.0089846,0.016503,0.0168458,3.02341e-011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:01:00,44.48,12,4662.9272156821,1.39133,4.2169,-0.106979,0.191419,0.0913943,0.0802904,0.10006,1,0.0326208,0.0352179,0.0913677,0.00792868,0.0152792,0.0166838,0.0561293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:02:00,41.42,11.12,4704.43834075548,1.41895,4.21813,-0.111676,0.206556,0.101624,0.0944871,0.175788,1,0.0355014,0.037187,0.115058,0.00926802,0.0231878,0.0205561,0.104438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:02:00,51.88,13.55,4650.39424726037,1.44899,4.25233,-0.0682672,0.193307,0.0973571,0.0764846,0.153284,1,0.0317944,0.0323499,0.0888192,0.00860507,0.0172209,0.0157188,0.0742401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,1,1,1,1,1,0,0,0,0,0,1,0,2.1,NA,FOCE_I,0:02:00,33.29,11.37,4567.58376714634,1.42176,4.25697,-0.161935,0.193805,0.075129,0.0553866,0.0403822,1,0.0295119,0.0316374,0.0756902,0.00818768,0.0137825,0.0119952,0.0509998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,1,1,1,1,1,0,0,0,0,0,0,0,3.1,NA,FOCE_I,0:02:00,35.7,14.01,4628.35099312999,1.43048,4.24458,-0.162992,0.200012,0.0949087,0.0609614,0.134018,1,0.0349684,0.0393091,0.110055,0.00794833,0.0191064,0.0175624,0.0527896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,37.34,13.17,4634.5717636869,1.41553,4.27086,-0.0656524,0.192877,0.0973445,0.120182,0.0583059,1,0.0345035,0.0415891,0.0770907,0.00774116,0.0154375,0.020745,0.0639439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:01:00,43.86,14.8,4646.03336753422,1.40499,4.2164,-0.0482915,0.188353,0.104421,0.0918274,0.032672,1,0.0339574,0.0366946,0.0854764,0.0076049,0.0162205,0.019604,0.0739793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,1,1,1,1,1,0,0,0,0,0,2,0,2.1,NA,FOCE_I,0:01:00,69.62,15.1,4594.56311839914,1.37701,4.31217,0.0616994,0.177993,0.0765482,0.123825,0.23779,1,0.0338975,0.0397902,0.125769,0.00731236,0.0121631,0.0252921,0.138275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,48.11,15.45,4655.63122727414,1.41545,4.21258,-0.0819795,0.193001,0.0887717,0.0956112,0.166753,1,0.0338304,0.0376663,0.110234,0.00965833,0.0173053,0.0162336,0.0929794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1,1,1,1,1,0,0,0,0,0,0,0,2.5,NA,FOCE_I,0:01:00,27.03,14.07,4659.91281231458,1.4225,4.28899,-0.0349207,0.207215,0.097783,0.0760014,0.0312802,1,0.0362181,0.0365517,0.100582,0.00933571,0.0195379,0.016198,0.0720337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,34.65,17.94,4608.26509695361,1.43397,4.25719,0.0293463,0.18871,0.0680081,0.0985508,0.318057,1,0.0299379,0.035312,0.13323,0.00840564,0.0113401,0.0184704,0.137776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,29.62,12.15,4564.85005558142,1.45174,4.27507,0.0629545,0.193314,0.0971036,0.0731634,0.0382161,1,0.0329259,0.0348407,0.0928822,0.0069936,0.0184969,0.0152783,0.045796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:02:00,49.77,12.64,4668.65799476156,1.43158,4.23385,-0.083496,0.202439,0.0946245,0.106893,0.0431378,1,0.032596,0.0388765,0.0850997,0.00924511,0.0163031,0.0169403,0.0524743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:02:00,40.35,16.01,4681.8217456602,1.38777,4.23607,0.0723585,0.20325,0.0921168,0.103991,0.102116,1,0.0359486,0.0362843,0.11877,0.00875849,0.0141262,0.0230135,0.0957002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,1,1,1,1,1,0,0,0,0,0,1,0,2.2,NA,FOCE_I,0:02:00,76.14,13.58,4677.4484558746,1.42375,4.26361,0.00555403,0.201307,0.132282,0.106163,1.25808e-007,1,0.0381966,0.0386615,0.0887411,0.0112932,0.0236287,0.0183232,1.15187e-007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:02:00,88.05,13.1,4650.57212583606,1.39389,4.21387,-0.0634395,0.196458,0.0979319,0.0838622,1.38742e-008,1,0.0326582,0.0370089,0.0806092,0.00807649,0.0188667,0.0129824,4.37292e-008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,1,1,1,1,1,0,0,0,0,0,0,0,2.7,NA,FOCE_I,0:01:00,35.6,14.83,4610.00023866168,1.41712,4.27319,0.00713884,0.190193,0.0742263,0.0811798,0.180795,1,0.0299807,0.0349207,0.0939519,0.00854503,0.0133539,0.0235613,0.0751419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,23.11,10.46,4731.88194304921,1.38307,4.18213,-0.130602,0.213252,0.0857724,0.0914771,0.0211579,1,0.0330606,0.0397063,0.0835682,0.0109822,0.0153081,0.0164553,0.0329507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,1,1,1,1,1,0,0,0,0,0,0,0,2.8,NA,FOCE_I,0:01:00,37.24,13.34,4630.24434894105,1.41558,4.2909,-0.0304925,0.192866,0.0909866,0.113765,0.0166209,1,0.0335795,0.040982,0.130987,0.0103292,0.0151506,0.0185695,0.113795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,26.62,13.96,4651.59688581526,1.40574,4.29962,-0.0667432,0.198948,0.0843178,0.109691,0.0837761,1,0.033654,0.0404693,0.0966807,0.00877464,0.0145229,0.0215427,0.0420406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,1,1,1,1,1,0,0,0,0,0,0,0,3.4,NA,FOCE_I,0:01:00,31.69,11.2,4690.58994736713,1.42429,4.21774,-0.127948,0.189905,0.0898653,0.110721,0.0513693,1,0.0353154,0.0399977,0.0874967,0.00852412,0.0157517,0.0173149,0.0489168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,38.66,16.62,4619.6588260438,1.4384,4.23059,0.157851,0.202239,0.088983,0.0700634,0.000206398,1,0.0324514,0.0346714,0.106374,0.0100026,0.0149873,0.0174941,0.000156479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:01:00,35.37,13.55,4583.4763046669,1.37649,4.28974,-0.00350536,0.175849,0.0828565,0.101437,0.108877,1,0.0314534,0.0360495,0.0988379,0.00711518,0.0129257,0.0182628,0.0670078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,1,1,1,1,1,0,0,0,0,0,0,0,2.6,NA,FOCE_I,0:01:00,25.67,12.55,4630.49804065258,1.43411,4.15751,0.000968768,0.175815,0.0740482,0.0862332,0.12689,1,0.0294488,0.0330299,0.100679,0.00725972,0.0135459,0.0163986,0.0732476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,25.38,13.37,4623.22439161163,1.44014,4.28203,0.00748187,0.196095,0.118462,0.069229,0.0724639,1,0.0386257,0.0322112,0.0928375,0.0090805,0.0212605,0.0143239,0.0423131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,1,1,1,1,1,0,0,0,0,0,0,0,2.7,NA,FOCE_I,0:01:00,32.29,17.27,4641.92538853551,1.40022,4.2495,0.0187622,0.18688,0.10159,0.0886805,0.105451,1,0.0345615,0.0324291,0.0853876,0.00786401,0.0169716,0.0159773,0.0928132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,1,1,1,1,1,0,0,0,0,0,1,0,2,NA,FOCE_I,0:01:00,37.9,11.72,4670.9252847335,1.40935,4.23547,-0.139004,0.196408,0.0634315,0.0895396,0.179732,1,0.0293878,0.0373504,0.09181,0.0106627,0.012176,0.0224781,0.0880179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,36.95,11.46,4617.45244738544,1.42282,4.17641,-0.0584796,0.192325,0.0736747,0.0891521,0.0261975,1,0.0290724,0.0361686,0.0724103,0.00879798,0.0135809,0.0191355,0.0508221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,1,1,1,1,1,0,0,0,0,0,0,0,2.3,NA,FOCE_I,0:01:00,50.17,12.59,4596.79918516653,1.44199,4.23546,-0.173302,0.185296,0.0776666,0.0850294,0.13967,1,0.0312093,0.0344845,0.0925251,0.00776458,0.0142278,0.0161189,0.0538463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,67.58,13.18,4668.5366696804,1.41906,4.18406,-0.150384,0.204272,0.0602568,0.11558,4.20845e-007,1,0.0286294,0.0392327,0.081306,0.0111038,0.0103991,0.0192176,8.39052e-006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,1,1,1,1,1,0,0,0,0,0,0,0,2.5,NA,FOCE_I,0:01:00,61.07,16.09,4715.70504446402,1.44035,4.22107,-0.074324,0.214613,0.10157,0.111739,0.117817,1,0.0362325,0.039027,0.101467,0.00971627,0.0166862,0.0234116,0.103209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:01:00,29.03,13.55,4545.80686510511,1.40496,4.2623,-0.115081,0.18101,0.0877731,0.0667518,0.0793363,1,0.0336201,0.0311324,0.0771807,0.00791186,0.0151486,0.0193905,0.0573314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:01:00,38.77,12.21,4599.51272583187,1.40399,4.26709,-0.093603,0.195377,0.0812428,0.109829,0.11057,1,0.0316242,0.0405504,0.0884289,0.00804339,0.0116476,0.0192768,0.0622822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,1,1,1,1,1,0,0,0,0,0,0,0,2.5,NA,FOCE_I,0:01:00,34.54,12.65,4625.97446944344,1.40147,4.2144,-0.0257777,0.188038,0.0717986,0.107991,0.218077,1,0.029103,0.0393479,0.117522,0.00879934,0.0129034,0.0214963,0.0777463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,1,1,1,1,1,0,0,0,0,0,0,0,2,NA,FOCE_I,0:01:00,28.87,9.16,4681.16028127579,1.36544,4.22593,-0.198186,0.193233,0.134379,0.0855342,0.0607683,1,0.0395664,0.0358269,0.0768223,0.00858801,0.0260397,0.0194532,0.0302796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,38.38,16.17,4615.87298276878,1.49202,4.28712,0.0526441,0.191448,0.0975423,0.0883703,0.2771,1,0.0337103,0.035182,0.124358,0.00765309,0.0149064,0.0207526,0.0988438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,29.01,16.85,4651.38690698735,1.37612,4.26153,-0.10017,0.19339,0.106482,0.0959482,0.0255107,1,0.0376475,0.0367151,0.0896191,0.0078919,0.0190295,0.0223216,0.0869725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,1,1,1,1,1,0,0,0,0,0,1,0,2,NA,FOCE_I,0:02:00,61.95,12.74,4641.95548710121,1.40853,4.27442,0.059332,0.19483,0.0899994,0.0977037,5.33998e-007,1,0.031954,0.0357312,0.0758064,0.00818442,0.0151031,0.0158202,1.68727e-006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,1,1,1,1,1,0,0,0,0,0,0,0,2.1,NA,FOCE_I,0:01:00,21.51,10.8,4642.04233311048,1.36494,4.25857,-0.154378,0.202865,0.0968843,0.0560023,0.0457939,1,0.0353263,0.0356478,0.0830089,0.0102735,0.0190017,0.0242963,0.0418813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,1,1,1,1,1,0,0,0,0,0,0,0,2.4,NA,FOCE_I,0:02:00,38.62,13.26,4668.32149195537,1.46,4.21635,-0.0292015,0.199418,0.0875945,0.0951319,0.120635,1,0.0339316,0.036471,0.113377,0.00908968,0.0121223,0.0192156,0.0652819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,32.14,11.37,4633.88058656184,1.38363,4.21087,0.020369,0.169162,0.084773,0.0955554,0.104961,1,0.0304699,0.032117,0.0748221,0.00813611,0.0117153,0.0221843,0.0434347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,1,1,1,1,1,0,0,0,0,0,0,0,2.7,NA,FOCE_I,0:01:00,26.5,12.01,4648.47143347818,1.38284,4.25253,-0.23248,0.183899,0.0827117,0.117558,0.139221,1,0.0333447,0.0417509,0.103099,0.0086487,0.0155574,0.023509,0.0478861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,1,1,1,1,1,0,0,0,0,0,0,0,2.2,NA,FOCE_I,0:01:00,41.75,15.66,4590.49779758155,1.40922,4.17777,0.0718478,0.191793,0.07096,0.0534463,0.0932852,1,0.0268795,0.0330464,0.0984915,0.00897813,0.00998341,0.0127519,0.0531848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1,1,1,1,1,0,0,0,0,0,3,0,2.2,NA,FOCE_I,0:02:00,74,12.64,4674.53792008272,1.37594,4.17265,-0.122345,0.196185,0.104092,0.0964369,3.27744e-007,1,0.0329008,0.0386706,0.0713778,0.0087005,0.0167868,0.0186928,1.54823e-006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
