rep,id,eta_logV1,eta_logQ,eta_logV2,eta_logVm,eta_logKm
1,1,-0.63271448869971,0.481432422201731,0.0182818210307033,-0.464935822538321,0.122996955377277
2,1,-0.639275374107552,0.318790553598364,-0.156518553721926,-0.0529000481817817,0.782499271457064
3,1,-0.45389595657907,-0.111200874298584,-0.0541747058788328,-0.566915178823965,-0.0230416675759245
4,1,-0.680773781301994,0.164742425559004,-0.00317661821294858,-0.357151604889321,0.331683793037544
5,1,-0.574980959439788,-0.192029632252172,-0.33122054609044,-0.161042278526354,0.399170000797727
1,2,0.206684229689051,-0.418316508309799,-0.542558360554122,0.287189578169972,0.0196027422147177
2,2,0.208295597897637,-0.546524127361473,-0.184125605785422,0.341039719353497,0.0837990774327442
3,2,0.20495613749655,-0.606700177869699,-0.170858457464898,0.167073004191739,-0.198958528840929
4,2,0.191261891354075,-0.417730897387372,-0.150055204405432,-0.127161079962583,-0.614415642763136
5,2,0.269189597227079,-0.681935811980893,-0.234470751504792,0.19410761990897,-0.13223736057996
1,3,-0.232887330154514,-0.196050596500646,0.143363326385054,-0.113262876336046,-0.0801505339075204
2,3,-0.204057064885489,0.376697661238101,0.111447761611494,0.00502793047385587,0.0927711626780444
3,3,-0.0230467194705341,-0.376737403548731,-0.0213981516262576,-0.15829747565129,-0.12347389913412
4,3,-0.080965520857599,0.0699501216994698,0.193539661871014,-0.134154068322502,-0.170493570103561
5,3,-0.200268333489495,-0.233603835881219,0.130577841287885,0.016285882889415,0.15120087558904
1,4,-0.462080900452481,-0.589641290531688,0.175834982293637,-0.298033260578629,0.282892832450774
2,4,-0.513980106786321,-0.29715113557712,-0.00397282787988856,-0.28240069875448,-0.928949870786049
3,4,-0.721112687748959,0.113829990287525,-0.0376389296040885,0.0467100515565718,0.472032197516812
4,4,-0.364662840246611,-0.489807835497348,-0.303785750547563,-0.0504543677699892,0.176348885875686
5,4,-0.481672571309357,-0.0346011386036127,-0.00979848257354311,-0.0477319040266383,-0.00578931834576254
1,5,0.0816826958773131,-0.863118830305927,0.319527508652013,-0.0435482545613537,-0.381405908364692
2,5,0.0168880043318742,-0.650611146909068,0.460965292960884,-0.122228266990512,-0.517658402700003
3,5,-0.0380127876062785,-0.509721252688845,0.207327870963995,0.0659204867669296,-0.256480316419176
4,5,0.0591195748911372,-0.61183574479684,0.43755918136592,-0.13039251731912,-0.537486463140724
5,5,0.0768356880501345,-0.819407549784103,0.353760529155271,-0.0807380884512249,-0.508880369109542
1,6,0.234117481322611,0.331032494693835,-0.353391028921626,-0.0506261070921341,0.199144236321795
2,6,0.213636460115352,-0.158461633674599,0.0272565240471018,0.123301200404123,0.556120370456544
3,6,0.299827069421459,-0.520361877686568,-0.448555324705205,-0.0730291016523551,0.17105526511479
4,6,0.23165143783206,-0.863055082510147,-0.0983382039740392,-0.195946814851373,-0.0221892307006931
5,6,0.256263631014928,-0.651814684640153,0.218199758999926,-0.0938351267345186,0.372050823610392
1,7,-0.386457320131492,0.433027915614478,-0.406684076926632,0.267142250324431,-0.0671202269433059
2,7,-0.477290393961961,0.717165427359085,-0.184841273295015,0.258668164347726,-0.0468399876047378
3,7,-0.290494780030725,-0.015062083971032,-0.208586953701268,0.352685812289248,0.370804373396573
4,7,-0.32859629225874,0.348412679121954,-0.424747556803978,0.366439125547832,0.149187643652017
5,7,-0.429374947256199,0.42044214987224,-0.35900411318367,0.452147789339061,0.347053068000474
1,8,0.116479211499075,-1.01283465639017,-0.00495393412130006,-0.468952785315396,-0.0412624585519187
2,8,0.0221828353489731,0.347585895587321,-0.156024508212861,-0.265170234730691,-0.196964917962028
3,8,-0.0121063571310941,0.344621638098094,-0.219989766154969,-0.0939443849404899,0.337430573767907
4,8,-0.0163662122415185,-0.497590518828248,0.196463172422049,-0.120481974584225,0.856717867056471
5,8,-0.00584917286438628,-0.238996412660663,0.107093477046855,-0.418397808828383,0.194765679717389
1,9,0.0146306946254628,0.415875224578838,0.162067066362434,0.059763017296456,-0.161869133758716
2,9,-0.0612413493902991,-0.314368253603405,0.168749516312175,0.279902820459359,0.509229176681167
3,9,-0.0856289558522458,0.389974330699872,0.101896522359604,0.242457592742978,0.130612325675582
4,9,-0.134294969878674,0.669009219005986,0.0672009391474411,0.093707321722517,-0.230505495101924
5,9,-0.108702469280389,-0.10955168100258,0.660569872134905,-0.223655420466052,-0.294242231440339
1,10,-0.566743313210772,-0.167873404623578,-0.48901302116658,0.154190744051518,-0.408550126663831
2,10,-0.568145667226437,-0.259979248452068,-0.36549166691383,0.193858230497442,-0.258664038825434
3,10,-0.524258150114698,-0.489199947183326,-0.473077144942535,0.204160675192854,-0.253919817949415
4,10,-0.575246119717308,-0.355772860686618,-0.439245070285048,0.212979600405641,-0.258521336496416
5,10,-0.583590035420589,-0.466090486652741,-0.472824139505645,0.153865779651753,-0.361237529102346
1,11,-0.0845683989830183,-0.323845411793,-0.298975576910235,-0.515203512678771,-0.0754354736891539
2,11,-0.182852652031487,0.00663556392828965,-0.302383033827515,-0.456553419872052,0.351589356797036
3,11,-0.172180575236528,-0.306208791844866,-0.231289604615845,-0.686936577810664,-0.208787650153804
4,11,-0.138604876604128,0.133390499869914,-0.0841209661524354,-0.749984519267885,0.804250820354767
5,11,-0.207578970732303,0.103434801320901,-0.233926843673669,-0.504654665861309,-0.215998176215357
1,12,0.0742767559932583,-0.567536733588723,-0.324965267424467,0.298914897352258,0.494360296993316
2,12,0.068249587349887,-0.182725970489297,-0.134859517932997,0.194182636881076,0.357374869593836
