id,importanceSampling
1,227.953
2,260.025
3,249.175
4,196.874
5,231.793
6,212.685
7,146.738
8,138.020
9,205.781
10,225.622
11,140.017
12,196.033
13,271.449
14,227.378
15,145.006
16,262.107
17,253.586
18,137.703
19,179.419
20,243.125
21,201.962
22,224.290
23,159.029
24,263.273
25,154.587
26,229.878
27,252.721
28,194.080
29,226.348
30,200.864
31,150.639
32,285.322
33,268.532
34,223.270
35,205.241
36,194.409
37,246.247
38,163.648
39,158.068
40,255.053
41,158.727
42,157.242
43,221.483
44,206.920
45,200.946
46,211.790
47,274.125
48,244.985
49,163.277
50,228.795
51,179.426
52,253.299
53,149.936
54,217.450
55,240.722
56,229.821
57,244.538
58,252.983
59,232.010
60,144.617
61,209.061
62,145.933
63,204.046
64,207.531
65,238.075
66,179.470
67,250.378
68,210.160
69,260.973
70,291.717
71,197.502
72,139.817
73,138.821
74,232.651
75,267.893
76,200.830
77,191.282
78,241.014
79,264.876
80,152.921
81,227.095
82,206.325
83,123.565
84,256.313
85,260.395
86,145.163
87,189.819
88,243.487
89,156.824
90,232.412
91,222.890
92,223.495
93,263.946
94,165.775
95,204.360
96,250.233
97,169.606
98,226.496
99,180.538
100,138.881
101,239.730
102,254.411
103,190.147
104,234.853
105,219.990
106,258.385
107,156.672
108,214.381
109,236.822
110,223.418
111,218.611
112,169.508
113,193.238
114,203.381
115,129.593
116,237.615
117,261.324
118,236.705
119,272.191
120,140.369
