rep,id,eta_logka,eta_logV1,eta_logQ,eta_logV2,eta_logVm,eta_logKm
1,1,-0.236003539293785,0.372980379524675,0.386417367227237,-0.0552307474459034,0.219927373541657,0.638569918788276
2,1,0.150481604510267,0.470933029850901,-0.0699825251327097,-0.638818889002528,-0.20496640989073,0.00699874349434779
3,1,-0.00167218955280055,0.451102875642752,0.0516837709986787,0.185365188800709,-0.490452688849467,0.143957811374114
4,1,-0.382315411370707,0.349962836535639,0.184488858276111,0.473762616492147,-0.402581772588025,0.270581088056185
5,1,-0.145383551511223,0.395793563381471,0.213342193101947,0.198458896564606,-0.175939901102691,0.317388947753738
1,2,-0.0735197627517678,-0.188976013573015,0.464568042235288,0.18071380595705,-0.162083385172706,-0.221442824767497
2,2,0.233331687197243,-0.459878919457202,0.250489397528417,0.432356293451948,-0.132291516617581,-0.143865403119774
3,2,0.113330930720595,-0.0279909531145486,-0.00257408297249984,0.125445551300166,0.126870343366491,0.134659864457409
4,2,0.213568201879094,-0.0561037244844144,0.0856265934577132,0.308308084824548,-0.154959950965769,-0.0597858160188343
5,2,0.39983030328786,0.0396591859451293,-0.104215567342571,0.118405077892947,0.245575833419754,0.292342150170976
1,3,-0.17575399551329,-0.168048574377323,-0.142649924266302,0.499307355102583,-0.26461290336338,-0.000585807108886838
2,3,-0.047339826612153,-0.0978510079426314,-0.0438774061300168,-0.109733809340302,-0.00120756113337933,0.0405674099099236
3,3,0.502585883154493,0.0193796666084999,-0.180649937444901,0.0494850858159996,-0.0985300166203521,-0.107005819730486
4,3,-0.0542383495759744,-0.0564357839522197,0.00382465306465044,0.165378345001832,-0.0161975150345798,-0.0793097520887276
5,3,0.30441026020434,0.0099935011867592,-0.182417103837086,-0.0225405667043504,0.0325155423976826,-0.0829159346234362
1,4,0.194924537053392,0.502096788732799,-0.202959725309815,-0.240681397491192,-0.308968157331358,-0.0350177522161498
2,4,-0.146984978348667,0.208152610250002,0.448924983056542,-0.324320980524884,-0.0651958861181116,-0.0403346330403549
3,4,-0.467602764695435,0.128788747174819,-0.370649376646662,0.137874420611903,-0.036851087160249,0.144943675847812
4,4,-0.0766161661619112,0.421562905135658,-0.269393616989519,0.279207657531444,-0.052248660199885,0.217724851755254
5,4,-0.0215196647143409,0.389262592544335,-0.0737296289469172,-0.0286853181843068,-0.367457488099374,-0.419831379566809
1,5,-0.125938550686747,-0.0964221891983699,0.0800089767885079,0.365861362071141,0.00503623794170985,0.146540838372694
2,5,-0.202202026734133,-0.151281870268982,-0.60131129474067,0.371485622636789,-0.105526940298871,0.00641612933196051
3,5,0.127566035732348,-0.0112198418086736,-0.221532177435715,-0.305857358517918,0.112768846840149,-0.311950243130469
4,5,-0.10328455813488,-0.124556098483682,0.0881872515753764,0.0109558490958928,0.104377639375837,-0.101364232578343
5,5,0.25382163239957,0.0675204354229268,-0.300005819780533,0.0560261312262641,0.117876327998614,-0.311356838814787
1,6,-0.208770071806851,0.159430688250484,0.092516744947574,-0.116669912473094,0.193167990753133,-0.516283900339482
2,6,0.13271112205506,0.480584853224039,-0.961620465538233,0.523803383192948,0.189338849489205,-0.235694395813095
3,6,-0.0966472422578517,0.243253124763947,0.0796859412523865,0.077601353239159,0.0991274229989386,-0.805927940984865
4,6,0.168084068983783,0.342578994018594,0.428515336601196,-0.490066945299947,0.0868018266093987,-0.583023470398432
5,6,0.0841688225709565,0.289033587491142,-0.48016156834511,0.169033466404398,-0.0726981100432532,-0.829916831531831
1,7,-0.0203680330813147,-0.350370703291688,0.757302630166351,-0.149207126883695,0.072529791925351,0.331848065801596
2,7,-0.330969324458566,-0.43832107668865,0.850284909252815,-0.126900899574585,-0.00898958319630193,-0.154849671565142
3,7,0.0986945032846594,-0.251793788124409,0.10264793205274,-0.411627092239156,0.0807696463066766,0.116215061254786
4,7,0.280395335078812,-0.115696257505807,0.374316936978308,-0.472132088538103,-0.0635540651201281,-0.286296815537221
5,7,0.0501815924917522,-0.181991744169956,-0.221447949107637,0.0315075830128264,-0.422414920194322,-0.729626660654342
1,8,0.0445652809332231,0.171282909391958,0.254239383245454,0.0731184223692611,0.295348743982408,0.14420564051909
2,8,0.195117698767285,0.182312757777114,0.109756819715814,0.198295762807087,0.226786422843673,0.127322185544781
3,8,-0.181227576508874,0.0248782811673744,0.366208352562616,0.479876783126569,0.376919202852253,0.291986327047699
4,8,-0.270013769554955,-0.0434012090963715,0.534558448670443,0.424291134454783,0.205785919645762,0.0680621244380239
5,8,-0.000705740872346983,0.214047583359153,-0.227448717950224,0.462092318542537,0.0483875574183984,-0.116500871333761
1,9,0.172264547441363,0.246895105076913,0.722842331611417,-0.088228862832616,0.217985032098553,0.170748817631348
2,9,0.503546200878297,0.381477304446365,0.00462039939219284,-0.246421110667341,0.194504752367053,-0.0641172210579058
3,9,0.277288636445458,0.208311966802942,0.621676091048723,-0.212918508575671,0.174513469155512,-0.059053861328512
4,9,0.338757874919058,0.233392846420731,0.967321151182243,-0.0622780718410882,-0.0166805973244863,-0.373382679362218
5,9,0.131416940569984,0.109920952973181,0.27944006536624,0.374669505764773,0.138628787864457,-0.0549780491685985
1,10,-0.249937365514496,-0.430208318989952,-0.22065451166172,-0.254698466555471,0.0957596317291498,-0.358003810032013
2,10,0.120029534636457,-0.234429939585507,-0.237967655806266,-0.372327165357422,0.0246225523801808,-0.430189707815019
3,10,0.0832943616777636,-0.36006084032079,0.0363907900903713,-0.439437320786266,-0.018271389664457,-0.353813159448315
4,10,0.15433289442999,-0.203866744140572,-0.651851022991702,-0.413637900938935,0.0789459814478899,-0.330378666060771
5,10,-0.00688600930129696,-0.335927155683459,-0.0188230177148987,-0.22353306260825,0.120415950777517,-0.276121861984639
1,11,0.0631217545710082,0.258388733280211,-0.038782351008389,-0.246240351134669,-0.0389185693656877,0.131119510505114
2,11,0.480388205478833,0.347766896481082,0.0786552613213155,-0.336577834881998,-0.386517452465777,-0.335980026278031
3,11,0.0488596525817315,0.302627320398021,-0.999934879734659,-0.517387176879877,-0.228799947525229,0.323808700398924
4,11,0.197506156672573,0.247402612664355,-0.649317754871055,0.0394630308223524,-0.237908349701301,-0.0624741680529331
5,11,0.0298832781618468,0.218965853507282,0.340642044276402,0.120511372326539,-0.111531314922885,0.096400926087307
1,12,0.0763692750308712,0.0690234027613794,0.548515194569048,-0.131565578529529,0.0783201284778421,-0.00215193192624757
2,12,0.38162939249575,0.257961936038747,-0.357324825356588,0.225493864963796,0.16252995525942,0.275281410470883
3,12,0.41185589168989,0.197877490338458,0.535033856174223,0.246100911833724,-0.156692853573595,-0.398074444597257
4,12,0.283440114956624,0.126753608590448,0.470361824621075,0.695936562150592,0.218130664678677,0.555960382642131
5,12,0.218669529798478,0.125887311687142,0.402128471409888,0.730942567055984,-0.24606730326863,0.168601562040331
1,13,0.150286976279088,0.569318930339741,0.0132149938953826,-0.123720260083008,0.220556234963149,0.235335327984596
2,13,0.0428974032732665,0.373799082723004,0.343973732425978,0.114021168364838,0.148841085471592,0.0340482131533968
3,13,0.0620339079527306,0.584229895429183,-0.274878123153072,-0.425765851306814,-0.180206607510393,-0.253925393705658
4,13,0.00593615446614537,0.351491485090273,0.564380295500931,0.270435854142949,0.326417899085804,0.236877594538479
5,13,-0.0306411938612,0.499669001968468,-0.10194123414283,0.162882824745612,-0.0478745738752821,-0.0944638915153368
1,14,0.25673676478525,-0.495324612872302,-0.39333697161038,0.331895211566334,0.0735983433467877,0.126527570093133
2,14,0.242252099483403,-0.500791370116944,0.00968521523003527,0.172386182339652,-0.0213305337398316,-0.436090363367794
3,14,0.150153351575606,-0.511146560518032,-0.135552769881381,0.283628042606876,-0.123572653685483,-0.472588243250284
4,14,0.28047558336443,-0.518135428848504,-0.0687900449683068,0.104251722746078,0.108590494282073,0.204510971555171
