rep,id,logka,logV1,logQ,logV2,logVm,logKm
1,1,-0.247702176034252,4.61216943381561,1.78180812319841,3.92012546217184,7.20274589444332,6.34189810498209
2,1,0.1387829677698,4.71012208414184,1.32540823083846,3.33653732061521,6.77785211101094,5.71032692968816
3,1,-0.0133708262932676,4.69029192993369,1.44707452696985,4.16072139841845,6.4923658320522,5.84728599756793
4,1,-0.394014048111174,4.58915189082657,1.57987961424728,4.44911882610989,6.58023674831364,5.97390927425
5,1,-0.15708218825169,4.63498261767241,1.60873294907312,4.17381510618234,6.80687861979898,6.02071713394756
1,2,-0.0852183994922348,4.05021304071792,1.85995879820646,4.15607001557479,6.82073513572896,5.48188536142632
2,2,0.221633050456776,3.77931013483374,1.64588015349959,4.40771250306969,6.85052700428409,5.55946278307405
3,2,0.101632293980128,4.21119810117639,1.39281667299867,4.1008017609179,7.10968886426816,5.83798805065123
4,2,0.201869565138627,4.18308532980653,1.48101734942888,4.28366429444229,6.8278585699359,5.64354237017498
5,2,0.388131666547392,4.27884824023607,1.2911751886286,4.09376128751068,7.22839435432142,5.99567033636479
1,3,-0.187452632253757,4.07114047991362,1.25274083170487,4.47466356472032,6.71820561753829,5.70274237908493
2,3,-0.05903846335262,4.14133804634831,1.35151334984115,3.86562240027744,6.98161095976829,5.74389559610374
3,3,0.490887246414026,4.25856872089944,1.21474081852627,4.02484129543374,6.88428850428132,5.59632236646333
4,3,-0.0659369863164414,4.18275327033872,1.39921540903582,4.14073455461957,6.96662100586709,5.62401843410509
5,3,0.292711623463873,4.2491825554777,1.21297365213408,3.95281564291339,7.01533406329935,5.62041225157038
1,4,0.183225900312925,4.74128584302374,1.19243103066135,3.73467481212655,6.67385036357031,5.66831043397767
2,4,-0.158683615089134,4.44734166454095,1.84431573902771,3.65103522909285,6.91762263478356,5.66299355315346
3,4,-0.479301401435902,4.36797780146576,1.02474137932451,4.11323063022964,6.94596743374142,5.84827186204163
4,4,-0.0883148029023782,4.6607519594266,1.12599713898165,4.25456386714918,6.93056986070178,5.92105303794907
5,4,-0.0332183014548079,4.62845164683528,1.32166112702425,3.94667089143343,6.6153610328023,5.28349680662701
1,5,-0.137637187427214,4.14276686509257,1.47539973275968,4.34121757168888,6.98785475884338,5.84986902456652
2,5,-0.2139006634746,4.08790718402196,0.794079461230499,4.34684183225453,6.8772915806028,5.70974431552578
3,5,0.115867398991881,4.22796921248227,1.17385857853545,3.66949885109982,7.09558736774182,5.39137794306335
4,5,-0.114983194875347,4.11463295580726,1.48357800754655,3.98631205871363,7.08719616027751,5.60196395361548
5,5,0.242122995659103,4.30670948971387,1.09538493619064,4.031382340844,7.10069484890028,5.39197134737903
1,6,-0.220468708547318,4.39861974254143,1.48790750091874,3.85868629714464,7.17598651165481,5.18704428585434
2,6,0.121012485314593,4.71977390751499,0.433770290432936,4.49915959281068,7.17215737039088,5.46763379038072
3,6,-0.108345878998319,4.48244217905489,1.47507669722356,4.05295756285689,7.08194594390061,4.89740024520895
4,6,0.156385432243316,4.58176804830954,1.82390609257236,3.48528926431778,7.06962034751107,5.12030471579538
5,6,0.0724701858304895,4.52822264178209,0.915229187626059,4.14438967602213,6.91012041085842,4.87341135466198
1,7,-0.0320666698217817,3.88881835099925,2.15269338613752,3.82614908273404,7.05534831282702,6.03517625199542
2,7,-0.342667961199033,3.80086797760229,2.24567566522398,3.84845531004315,6.97382893770537,5.54847851462868
3,7,0.0869958665441924,3.98739526616653,1.49803868802391,3.56372911737858,7.06358816720835,5.81954324744861
4,7,0.268696698338345,4.12349279678513,1.76970769294948,3.50322412107964,6.91926445578154,5.4170313706566
5,7,0.0384829557512852,4.05719731012098,1.17394280686353,4.00686379263056,6.56040360070735,4.97370152553948
1,8,0.0328666441927561,4.4104719636829,1.64963013921662,4.048474631987,7.27816726488408,5.84753382671291
2,8,0.183419062026818,4.42150181206806,1.50514757568698,4.17365197242483,7.20960494374534,5.8306503717386
