rep,id,eta_logV,eta_logVm,eta_logKm
1,1,-0.252311640669847,-0.136242226377509,-0.168751383340522
2,1,-0.287928435257591,-0.00165793204413261,0.187461226700522
3,1,-0.237785365362584,-0.172171420307189,-0.248569207178934
4,1,-0.160243651191035,-0.0943806735310019,-0.0872829279856203
5,1,-0.218890724485798,-0.123197020209508,-0.0949288565985241
1,2,0.00725014123110815,-0.373558411397844,-0.534325766881549
2,2,-0.000853324146149526,-0.204450463911269,-0.540084214243473
3,2,-0.0232009185421331,-0.179686206354452,0.0705011678910595
4,2,-0.0412784755316036,-0.197157747082677,0.709013478314564
5,2,0.0150178275491811,-0.230599860528594,0.0628383677905619
1,3,0.0587002007094287,-0.219881687383982,0.00114197052723422
2,3,-0.0280339121908831,0.0467209801753153,0.310419414525151
3,3,0.0482700577675855,-0.235002812453478,-0.260322870940595
4,3,-0.02914739940909,-0.0440939968269724,0.125624481528218
5,3,0.024619447756546,-0.23422645091061,-0.186733193515489
1,4,0.448561708760278,-0.399278524140052,-0.316793719694568
2,4,0.434008360046638,-0.2118383347891,-0.182789272255097
3,4,0.400815679717927,-0.0471547035502347,0.0513194867368811
4,4,0.528849564130689,0.0498571476996944,0.0634474134978576
5,4,0.431312146742497,0.0370551212858264,0.0793557276231738
1,5,-0.270925778239825,-0.107233006316149,0.196503253922113
2,5,-0.2844999379017,-0.327648600876571,0.581413996961584
3,5,-0.431332442483323,-0.182394286342392,0.093844119677147
4,5,-0.256793028221649,-0.318559673811192,-0.664278744879588
5,5,-0.293955304201867,-0.444790788369503,-0.638915839112395
1,6,0.0179149693112917,0.356132356042932,-0.213666222461494
2,6,-0.00706910697606812,0.314301230498485,-0.290679073272526
3,6,-0.00710384865859415,0.409833869385391,-0.175668301251503
4,6,0.0520140248162634,0.243743115082188,-0.449358317278199
5,6,0.000892190407623355,0.151828816240452,-0.521473738216905
1,7,0.389237703976359,0.259430758376398,0.447341920108246
2,7,0.426215584356586,-0.0157134156373177,-0.263424267870842
3,7,0.366318527414592,0.221552493704893,0.175047116148659
4,7,0.47294366751657,0.0925304177184673,0.15327321740665
5,7,0.328709925138287,-0.0474257233445521,-0.344679772704405
1,8,-0.0945146320703525,-0.0108003377274486,-0.892195670069209
2,8,-0.0861599345405964,0.0135638050689261,-0.929718088251536
3,8,-0.177721614254013,-0.120005067897556,-1.03062214674267
4,8,-0.0191142995171007,0.0558350254282153,-0.885445933739734
5,8,-0.14736831209351,0.067866280944994,-0.763169843837793
1,9,-0.214908111032503,0.348836642899176,0.0205932046073645
2,9,-0.184304218995033,0.0869831064544695,-0.305480040071241
3,9,-0.234579922635603,0.101073747777456,-0.260490212495652
4,9,-0.11052510976869,0.140751621385678,-0.357334786723604
5,9,-0.105996492239969,0.0665585612391898,-0.40506513129306
1,10,0.00639515924279782,0.0409716292097208,-0.377632493164964
2,10,-0.0894268119342045,0.12333117496579,-0.183943158033756
3,10,-0.107823278258805,0.187077662620049,-0.107791442357403
4,10,-0.0779534091709314,0.237372135927469,-0.0694944021154897
5,10,-0.1142809271259,0.170998056333023,-0.134784839489953
1,11,0.114564589164221,-0.360382681574843,-0.365914023218546
2,11,0.0476062234246766,0.027958711992328,0.16668461105923
3,11,0.0152750221808143,0.0801532197790172,0.288723690602241
4,11,-0.0926834354491687,-0.0510369401074615,0.193192106180922
5,11,-0.00220008388022512,-0.0894929622173766,0.0410551892823544
1,12,0.379102468381828,-0.0974526006151189,-0.676408348958973
2,12,0.283727586783591,-0.00469073470816308,-0.624725170303521
3,12,0.404793680162153,0.177279247204398,-0.0950635851905681
4,12,0.483038240070419,0.055502109581154,-0.0944488055328545
5,12,0.375391573889325,-0.0161706093534999,-0.294220554994508
1,13,-0.0444960372720054,0.0528586121542773,-0.0402107032014122
2,13,-0.0734693847583084,0.0291037936099632,-0.109647513266872
3,13,-0.0732944553102388,0.156701674334991,0.19376229582483
4,13,0.0457744244906332,0.149683917133926,0.131652039326533
5,13,0.00434248678342502,-0.0561634406423861,-0.251283403160228
1,14,-0.136794417448866,0.400254667357879,0.0925002416760347
2,14,-0.219798152324856,0.387104041306521,0.0533301595375004
3,14,-0.134981744980367,0.257397889854586,-0.594906729168234
4,14,-0.217650724539961,0.276691150562478,-0.423590278925605
5,14,-0.165031859966399,0.429344670645554,-0.0329000127219417
1,15,0.224441885925983,0.46580689894955,-0.164014120269023
2,15,0.304073822926126,0.40293592334847,-0.270299896985563
3,15,0.287523956159416,0.382296260332172,-0.315698552443128
4,15,0.144310522520487,0.520717806027529,-0.053609430966971
5,15,0.253790211355541,0.49749305054519,-0.161638099272257
1,16,0.0454233262619363,-0.495514502213556,-0.208339385224814
2,16,0.00445984177756378,-0.00860876757253079,0.273739473744411
3,16,0.0350281320215225,0.00779128665160013,0.496471192272885
4,16,0.0482344398237442,-0.245828329382407,0.00316358999548571
5,16,0.0569782356703945,-0.0616843290599939,0.619574958202476
1,17,-0.0888775893584038,-0.411935727745453,0.00448348721305445
2,17,-0.103626742508695,-0.182692703466077,0.523515184930093
3,17,-0.192164001307981,-0.190712501467391,0.513133355281361
4,17,-0.219432647299673,-0.41262529795461,-0.274963235507479
5,17,-0.184464301707467,-0.349613991523914,-0.22392618435137
1,18,0.19622784563089,-0.0446285576408898,-0.0182975634408503
2,18,0.10008499122576,0.077424818498059,0.03402036489927
3,18,0.168495797478359,-0.0863955049826256,0.0580877497667722
4,18,0.191673652033761,-0.00500453021668459,0.274115340996617
5,18,0.130137089469322,-0.226349437044039,-0.510042268082341
1,19,0.284106949187006,0.194896815283928,-0.630657217976811
2,19,0.248661109022567,0.337645524100554,-0.408710357513021
3,19,0.23683261782718,0.308102188372307,-0.43996229572907
4,19,0.252928220229754,0.327387596723098,-0.366212340289924
5,19,0.208252691671354,0.454530249575776,-0.251810243475967
1,20,0.0200293515926418,0.263671126268737,-0.432660920038359
2,20,0.0764143123743919,0.131887747282832,-0.601491061788528
3,20,0.0916759024790406,0.0308573520009688,-0.786245347761478
4,20,0.108940510816206,0.200054706108589,-0.540448455650755
5,20,0.0156583160633384,0.122857929449979,-0.600809871485513
1,21,-0.379424902750811,0.264468880919937,-0.0745323993694175
2,21,-0.326363747625382,0.286581983942385,-0.0792064208627688
3,21,-0.337948535484702,0.207412559933992,-0.177577616472689
4,21,-0.349094036026243,0.0974594339931019,-0.285366853882448
5,21,-0.295758809076629,0.21663821963205,-0.175421939395769
1,22,-0.454301618327704,0.11751275464937,-0.581002700366627
2,22,-0.464046767413607,0.190734076046629,-0.187766688246299
3,22,-0.378268734004572,0.149580402539078,-0.360366396454972
4,22,-0.341309583720403,0.0737870223493491,-0.752853612045269
5,22,-0.389849100903487,0.307118996983331,0.541369614967031
1,23,0.470035775418774,-0.101232461094731,0.653842556737797
2,23,0.578267650329533,-0.429098163410447,-0.530635670459487
3,23,0.386262371766068,-0.553496186167783,-0.273237998563651
4,23,0.508634560440517,-0.511690402498352,0.151878415701757
5,23,0.391110749295614,-0.366027300524527,-0.313106913082167
1,24,-0.165706029415333,0.0797997789011606,-0.240822995188773
2,24,-0.170992742829282,0.0299164979733238,-0.332775388534613
3,24,-0.136394596117677,-0.00254973240110687,-0.401970561518104
4,24,-0.187311750371396,0.175444217535989,-0.129058782704298
5,24,-0.20212513436347,0.271328577173841,-0.026724747781095
1,25,-0.390537472653164,-0.261175351977432,0.651101301337987
2,25,-0.248644639685751,-0.518007918448149,-0.157881002007092
3,25,-0.41292217848198,-0.000754340758443411,0.68820964060344
4,25,-0.330003795409642,-0.372506390237321,-0.159770911608664
5,25,-0.37771058117617,-0.377089080320383,0.264852577295372
1,26,0.330448982222629,-0.0998603721664672,0.0426172806055995
2,26,0.345890647484418,-0.359250821356505,-0.603293029288149
3,26,0.327099259287339,-0.130312782445258,-0.14343133584943
