logka_pop,1,0.21772,-0.28827,-0.17701,-0.033187,-0.001202,0.005084,-0.055917,-0.12125,0.11651,0.019509,0.02452,0.0098613
logV1_pop,0.21772,1,-0.24551,-0.13879,-0.02552,0.0039616,-0.0042803,-0.060023,-0.10559,0.087361,0.010659,0.030967,0.027474
logQ_pop,-0.28827,-0.24551,1,0.10793,0.061329,-0.054426,-0.016132,0.050376,0.19195,-0.14041,-0.010006,-0.053609,-0.010402
logV2_pop,-0.17701,-0.13879,0.10793,1,-0.15987,-0.03196,-0.010978,0.031752,0.20372,-0.077084,0.066561,0.038667,0.025869
logVm_pop,-0.033187,-0.02552,0.061329,-0.15987,1,0.1992,0.010466,0.0024063,-0.0029198,0.026055,-0.15938,0.015678,-0.00056844
logKm_pop,-0.001202,0.0039616,-0.054426,-0.03196,0.1992,1,-0.0038639,0.0095998,0.0072492,0.058105,-0.05888,-0.070379,-0.00010429
omega_logka,0.005084,-0.0042803,-0.016132,-0.010978,0.010466,-0.0038639,1,-0.029354,-0.11089,0.084621,-0.036798,-0.034267,-0.034467
omega_logV1,-0.055917,-0.060023,0.050376,0.031752,0.0024063,0.0095998,-0.029354,1,0.014674,-0.058732,0.0021158,-0.011544,-0.0044179
omega_logQ,-0.12125,-0.10559,0.19195,0.20372,-0.0029198,0.0072492,-0.11089,0.014674,1,-0.11401,-0.00053252,-0.011576,-0.011239
omega_logV2,0.11651,0.087361,-0.14041,-0.077084,0.026055,0.058105,0.084621,-0.058732,-0.11401,1,-0.071163,0.098577,-0.033109
omega_logVm,0.019509,0.010659,-0.010006,0.066561,-0.15938,-0.05888,-0.036798,0.0021158,-0.00053252,-0.071163,1,-0.096937,-0.0017115
omega_logKm,0.02452,0.030967,-0.053609,0.038667,0.015678,-0.070379,-0.034267,-0.011544,-0.011576,0.098577,-0.096937,1,-0.011522
b,0.0098613,0.027474,-0.010402,0.025869,-0.00056844,-0.00010429,-0.034467,-0.0044179,-0.011239,-0.033109,-0.0017115,-0.011522,1
