logka_pop,0.0011272,0.00024043,-0.00065328,-0.00020503,-3.2711e-5,-1.4924e-6,4.6326e-6,-4.3692e-5,-0.00025413,0.0001169,1.6254e-5,2.8234e-5,6.0295e-7
logV1_pop,0.00024043,0.0010819,-0.00054508,-0.0001575,-2.4644e-5,4.8189e-6,-3.8212e-6,-4.5948e-5,-0.00021681,8.5874e-5,8.6999e-6,3.4932e-5,1.6457e-6
logQ_pop,-0.00065328,-0.00054508,0.0045563,0.00025134,0.00012154,-0.00013586,-2.9555e-5,7.914e-5,0.00080881,-0.00028325,-1.6761e-5,-0.0001241,-1.2787e-6
logV2_pop,-0.00020503,-0.0001575,0.00025134,0.0011903,-0.00016192,-4.0778e-5,-1.028e-5,2.5495e-5,0.00043874,-7.9477e-5,5.6985e-5,4.5752e-5,1.6254e-6
logVm_pop,-3.2711e-5,-2.4644e-5,0.00012154,-0.00016192,0.00086191,0.00021628,8.3398e-6,1.6441e-6,-5.351e-6,2.286e-5,-0.00011611,1.5786e-5,-3.0393e-8
logKm_pop,-1.4924e-6,4.8189e-6,-0.00013586,-4.0778e-5,0.00021628,0.0013677,-3.8783e-6,8.2626e-6,1.6735e-5,6.4218e-5,-5.4035e-5,-8.9265e-5,-7.0237e-9
omega_logka,4.6326e-6,-3.8212e-6,-2.9555e-5,-1.028e-5,8.3398e-6,-3.8783e-6,0.00073664,-1.8542e-5,-0.00018788,6.8637e-5,-2.4784e-5,-3.1897e-5,-1.7036e-6
omega_logV1,-4.3692e-5,-4.5948e-5,7.914e-5,2.5495e-5,1.6441e-6,8.2626e-6,-1.8542e-5,0.00054166,2.1319e-5,-4.085e-5,1.2219e-6,-9.2141e-6,-1.8725e-7
omega_logQ,-0.00025413,-0.00021681,0.00080881,0.00043874,-5.351e-6,1.6735e-5,-0.00018788,2.1319e-5,0.0038968,-0.00021269,-8.2492e-7,-2.4783e-5,-1.2777e-6
omega_logV2,0.0001169,8.5874e-5,-0.00028325,-7.9477e-5,2.286e-5,6.4218e-5,6.8637e-5,-4.085e-5,-0.00021269,0.00089311,-5.2775e-5,0.00010104,-1.802e-6
omega_logVm,1.6254e-5,8.6999e-6,-1.6761e-5,5.6985e-5,-0.00011611,-5.4035e-5,-2.4784e-5,1.2219e-6,-8.2492e-7,-5.2775e-5,0.0006158,-8.2501e-5,-7.7348e-8
omega_logKm,2.8234e-5,3.4932e-5,-0.0001241,4.5752e-5,1.5786e-5,-8.9265e-5,-3.1897e-5,-9.2141e-6,-2.4783e-5,0.00010104,-8.2501e-5,0.0011762,-7.1966e-7
b,6.0295e-7,1.6457e-6,-1.2787e-6,1.6254e-6,-3.0393e-8,-7.0237e-9,-1.7036e-6,-1.8725e-7,-1.2777e-6,-1.802e-6,-7.7348e-8,-7.1966e-7,3.3167e-6
