rep,id,eta_logka,eta_logV,eta_logVm,eta_logKm
1,1,-0.334253287483798,0.144274342349178,0.126682606722949,-0.552855243648863
2,1,-0.37834679795472,0.0264982195163934,0.141226965001146,-0.473724987978045
3,1,-0.483792223618189,0.0690675482195691,0.125952156011425,-0.510867522634705
4,1,-0.173015529762463,0.103026351546612,0.188572278570572,-0.456050414919523
5,1,-0.0507156991850958,0.0949252593296506,0.175988266438335,-0.434836524491908
1,2,-0.079089286281704,0.10450331593173,-0.265739095019661,-1.02987356560033
2,2,0.0456600153339363,0.0365544074815118,-0.353089767674199,-1.38381829487999
3,2,-0.0995971583364007,0.0832366069931364,-0.105765680280215,-0.614747221572597
4,2,0.393335244657036,0.17380788246074,0.0637965129079794,-0.266961676311173
5,2,0.409057020289175,0.0616324074304996,-0.0265568990994762,-0.450684783424209
1,3,-0.244197214469715,-0.421762688397083,-0.721954070292633,0.21979988880421
2,3,-0.606244946907768,-0.445384782144112,-0.243708737932881,0.864390778181498
3,3,-0.763007079356348,-0.742069810961422,0.140843240249205,-0.0569318059128716
4,3,-0.116398691545291,-0.558677374460014,0.0500820487348593,0.814803168958624
5,3,0.244254411821378,-0.68255365461477,0.153997590833101,-0.226167155307189
1,4,0.621089049260846,-0.211794738366309,0.0414618084500055,0.310815424892092
2,4,0.548547557216738,-0.179716173448641,-0.0224065619188678,0.60806263685464
3,4,0.216575677680274,-0.206931248112437,-0.0692493974017341,0.395044834243358
4,4,-0.226774872592144,-0.218590785497693,-0.250870506068374,-0.403053461161409
5,4,-0.023473265062648,-0.154034974976469,-0.324002713662185,-0.300337508363226
1,5,0.26218362040447,0.717847651179064,0.382516633868277,-0.459472034163534
2,5,0.00299709356078426,0.649941069745447,0.477604773205345,-0.255185262104182
3,5,-0.181286585024143,0.59841521902858,0.349182671142396,-0.43888747789552
4,5,0.040047601238788,0.653034944300555,0.234915351314949,-0.573895089358646
5,5,-0.106798519754698,0.59193361338862,-0.00185760699959652,-0.879703961800765
1,6,0.134456310887295,0.0378072813640628,-0.414217184431995,-0.395627307370173
2,6,-0.369156992390571,-0.0543085966511181,-0.116647620451533,0.221709302736358
3,6,0.687079418100077,-0.064447062474865,0.105521008295514,0.591758804492264
4,6,0.887114864954107,-0.0817998336186172,0.0405426827419091,0.584031246747161
5,6,-0.126471857667301,-0.00871529256288234,-0.068965488273849,0.581192164441758
1,7,-0.026550236706062,-0.313323154850448,0.0996944503647924,0.326696359998773
2,7,0.506872793489205,-0.284119837997911,0.0447012410799146,0.257896344050564
3,7,0.448598369895972,-0.287422930671354,-0.103969759046351,-0.427683507333622
4,7,0.451783465216776,-0.290209310456065,0.0596923871485299,0.185500524213387
5,7,1.06494998105826,-0.287520321751257,-0.0145493316312612,0.0229039627753509
1,8,0.492854150133568,0.0380610115065666,-0.212937967893868,0.126023585949723
2,8,0.129747373971445,0.0195268177074845,-0.267443707061299,0.0795144040904189
3,8,0.413483404952856,0.00596968772023634,-0.177963513614104,0.184106114260792
4,8,0.326704004457269,-0.0336600146931525,-0.395686277596548,-0.918623275658898
5,8,0.402284353655658,0.149710110971652,-0.0238848543351576,1.27652182228525
1,9,-0.216148343117053,0.142469354236606,0.0838871966602389,-0.541436394711577
2,9,-0.24799974668566,0.161200591593582,-0.106884143947047,-0.884134979260195
3,9,0.0223523595652983,0.246467349445854,-0.137201555168579,-1.04070566693493
4,9,-0.036646454377996,0.262156182037943,-0.0853296332460497,-0.94273141911788
5,9,-0.0975626595590175,0.160746985314938,-0.0748694265065756,-0.851434087879846
1,10,0.137367907508433,-0.333019903297613,-0.345788800438724,-0.782702897462518
2,10,0.364796933315019,-0.273104837870864,-0.414175561581989,-1.01126242653345
3,10,0.0884413733637825,-0.32923214472405,-0.41930019021507,-0.843760259835461
4,10,0.389303366851756,-0.394600207036981,-0.384110264949193,-0.871866860160171
5,10,0.262456859154254,-0.295470432146626,-0.268199189327282,-0.429432440960467
1,11,-0.29865533447203,0.249855075289222,-0.226346278850778,-0.00770745510346485
2,11,0.478898514875637,0.29855593404842,0.12701103673911,1.21598596834747
3,11,0.254134010270582,0.274064675230832,-0.250593802285796,-0.449884606962934
4,11,0.842687585112278,0.325717659754799,0.049804345371373,1.13931194931722
5,11,0.58275031451856,0.326292124243135,-0.38004424212987,0.540370886645661
1,12,0.269334580780805,-0.167113418575941,0.0301080917213988,-0.135299787123576
2,12,0.446607204211518,-0.163866689059729,0.161584314022061,0.378751334391118
3,12,-0.0756921984817974,-0.116824551831933,0.0826030585296552,0.262965861061895
4,12,0.398516034285059,-0.346185029659401,0.185886612017112,0.149176732344022
5,12,0.209484279680942,-0.258773119032211,0.272269663364775,0.374746902091751
1,13,-0.474121596993502,-0.835731811707805,0.137337047761854,0.973890308520002
2,13,-0.193211568234916,-0.636674801471066,-0.188495046002344,1.16269024319367
3,13,-0.587739564808947,-0.685772735581976,-0.325014299690787,0.934239193021881
4,13,-0.294432236043739,-0.654614005421272,-0.390304615176233,-1.17447690557758
5,13,-0.355077321914026,-0.643239470849996,0.00797131355087621,1.71342748352505
1,14,-0.811181424350755,0.137215857724222,0.219848975650223,-0.869878379340586
2,14,-0.52539627237251,0.166833351385869,0.264772376541557,-0.842502275416998
3,14,-0.422806591611847,0.252631409506697,0.519997971845617,-0.576959785599564
4,14,-0.517874625480977,0.119289219192441,0.48275944100821,-0.550026815440999
5,14,-0.772938678736382,0.117694477323199,0.522855709619255,-0.488555253433505
1,15,-0.238900267713426,-0.232043795599349,-0.259591539782051,0.114942847292662
2,15,-0.229357501186402,-0.345364010387061,0.158914256143243,0.925601286606667
3,15,0.141913826552547,-0.391630304187072,-0.0688395727689415,-0.115574869652825
4,15,0.162944332544009,-0.265901072406801,-0.146688176767843,0.120601171774288
5,15,0.0161664721125556,-0.202825874119392,-0.305208777036255,0.323676029568044
1,16,-0.0167891503296762,0.423556660636605,0.202895690358418,-0.507925749057932
2,16,-0.609047952321902,0.487847887928412,0.0636085379451152,-0.683786747440085
3,16,-0.363198305540362,0.43764758146325,-0.0977573702827176,-0.863250848861336
4,16,0.159615535930419,0.473991764148833,0.0817796565682851,-0.667773256494461
5,16,-0.273710610710537,0.492219168570474,0.211728915085883,-0.53032236880487
1,17,-0.548523724483481,0.225347463834947,-0.36499041588713,0.074478663411126
2,17,0.0387144819974168,0.071220918219495,-0.0564549004062039,-1.29662559230819
3,17,-0.140231814158297,0.192465663590061,-0.134188744348544,0.737393024924883
4,17,-0.676448785069811,0.0806967336021122,0.126859425654606,0.504482502463839
5,17,-0.735474061714838,0.106513699086264,-0.12713007528496,-0.149223553024148
1,18,-0.0523572292731234,-0.226809729122379,0.141013843575842,-0.918715419593255
2,18,0.131961252681975,-0.204904472951594,0.169867190493098,-0.890705416432359
3,18,0.246493708008975,-0.208170013062816,0.188067486269614,-0.853694399484517
4,18,0.0456249985197153,-0.160527457675045,0.179626742004918,-0.90059864647185
5,18,0.120810216923601,-0.123770378067134,0.168382718038575,-0.939162582715828
1,19,0.0263609425643448,-0.0489843928563251,0.27620566803343,0.221309103317771
2,19,-0.196095412205835,-0.0707467029401662,-0.00762525543726675,-0.317388348650438
3,19,0.220481262280568,-0.00200833879812974,-0.00244528411257177,-0.242016936535235
4,19,0.529338881494983,0.0350540352361471,-0.141245411568561,-0.55268146199501
5,19,0.600727755168357,0.00540796905383081,0.13765182088398,-0.00993282752985257
1,20,0.111693268702889,0.213668791037921,0.366181664335075,0.456306971649732
2,20,-0.302841701511622,0.165556986233008,0.417381127911704,0.483140674098548
3,20,-0.217476427235963,0.159395454946439,0.320734083396205,0.386408464608358
4,20,0.586516484921078,0.219505418737616,0.274503216235481,0.220703597541978
5,20,0.167355873544566,0.221062933986336,0.232125303568031,-0.000740515209782799
1,21,-0.284946158729195,0.385174393283586,0.0558932749953838,-0.805422348023247
2,21,-0.240508911166053,0.405272400075883,0.0397063594609164,-0.855477490830352
3,21,-0.135725574358628,0.452650786127088,-0.0564063015767772,-0.99255047597166
4,21,-0.146306258317914,0.476678143033306,-0.048470794054547,-0.950797490718871
5,21,-0.629801819204126,0.513893675941847,-0.0369361002381119,-0.975321932481269
1,22,0.341840219255211,0.169874613771635,-0.37980673085687,0.33130428512399
2,22,0.0441728647531965,0.318648968691072,0.0103657436233902,1.3196179019006
3,22,0.632554791981337,0.189817575909845,-0.102840211491904,0.723033491299197
4,22,-0.0603896016220054,0.0880680641381401,-0.206540407426768,-0.0503913831628298
5,22,-0.515682405652729,0.0894704412878824,-0.186593512461814,0.228914155737856
1,23,-0.574350929509734,-0.396253014934903,0.10943831275846,-0.414167300659761
2,23,-0.618678051748365,-0.364461080604183,0.148242960470304,-0.367716330358596
3,23,-0.478811820603105,-0.30329763627879,0.172919605995925,-0.377223564763291
4,23,-0.730112300039086,-0.4389035362061,0.0725354141767819,-0.43630421130755
5,23,-0.077245867524161,-0.287971663747617,0.0780061120706411,-0.493230486676553
1,24,0.0881299516560881,-0.331992187997262,-0.334310424601415,0.602924006437832
