rep,id,logka,logV,logVm,logKm
1,1,-0.501416507016617,4.31398127695304,7.26893173054547,5.68634784362978
2,1,-0.545510017487539,4.19620515412026,7.28347608882367,5.7654780993006
3,1,-0.650955443151008,4.23877448282343,7.26820127983395,5.72833556464394
4,1,-0.340178749295282,4.27273328615048,7.33082140239309,5.78315267235912
5,1,-0.217878918717915,4.26463219393351,7.31823739026086,5.80436656278673
1,2,-0.246252505814523,4.27421025053559,6.87651002880286,5.20932952167831
2,2,-0.121503204198883,4.20626134208538,6.78915935614832,4.85538479239866
3,2,-0.26676037786922,4.252943541597,7.03648344354231,5.62445586570605
4,2,0.226172025124216,4.34351481706461,7.2060456367305,5.97224141096747
5,2,0.241893800756356,4.23133934203437,7.11569222472304,5.78851830385443
1,3,-0.411360434002535,3.74794424620678,6.42029505352989,6.45900297608285
2,3,-0.773408166440587,3.72432215245975,6.89854038588964,7.10359386546014
3,3,-0.930170298889167,3.42763712364244,7.28309236407172,6.18227128136577
4,3,-0.28356191107811,3.61102956014385,7.19233117255738,7.05400625623727
5,3,0.0770911922885589,3.48715327998909,7.29624671465562,6.01303593197146
1,4,0.453925829728027,3.95791219623756,7.18371093227253,6.55001851217073
2,4,0.381384337683918,3.98999076115523,7.11984256190365,6.84726572413328
3,4,0.049412458147455,3.96277568649143,7.07299972642079,6.634247921522
4,4,-0.393938092124964,3.95111614910617,6.89137861775415,5.83614962611723
5,4,-0.190636484595467,4.0156719596274,6.81824641016034,5.93886557891541
1,5,0.0950204008716506,4.88755458578293,7.5247657576908,5.77973105311511
2,5,-0.164166125972035,4.81964800434931,7.61985389702787,5.98401782517447
3,5,-0.348449804556963,4.76812215363244,7.49143179496492,5.80031560938313
4,5,-0.127115618294031,4.82274187890442,7.37716447513748,5.66530799792
5,5,-0.273961739287518,4.76164054799248,7.14039151682293,5.35949912547788
1,6,-0.0327069086455245,4.20751421596793,6.72803193939053,5.84357577990847
2,6,-0.536320211923391,4.11539833795275,7.02560150337099,6.460912390015
3,6,0.519916198567258,4.105259872129,7.24777013211803,6.83096189177091
4,6,0.719951645421288,4.08790710098525,7.18279180656443,6.8232343340258
5,6,-0.29363507720012,4.16099164204098,7.07328363554867,6.8203952517204
1,7,-0.193713456238881,3.85638377975342,7.24194357418731,6.56589944727741
2,7,0.339709573956386,3.88558709660595,7.18695036490243,6.49709943132921
3,7,0.281435150363153,3.88228400393251,7.03827936477617,5.81151957994502
4,7,0.284620245683956,3.8794976241478,7.20194151097105,6.42470361149203
5,7,0.897786761525438,3.88218661285261,7.12769979219126,6.26210705005399
1,8,0.325690930600749,4.20776794611043,6.92931115592866,6.36522667322837
2,8,-0.037415845561374,4.18923375231135,6.87480541676122,6.31871749136906
3,8,0.246320185420037,4.1756766223241,6.96428561020842,6.42330920153944
4,8,0.159540784924449,4.13604691991071,6.74656284622597,5.32057981161975
5,8,0.235121134122839,4.31941704557551,7.11836426948736,7.51572490956389
1,9,-0.383311562649872,4.31217628884047,7.22613632048276,5.69776669256707
2,9,-0.41516296621848,4.33090752619745,7.03536497987548,5.35506810801845
3,9,-0.144810859967521,4.41617428404972,7.00504756865394,5.19849742034372
4,9,-0.203809673910815,4.43186311664181,7.05691949057647,5.29647166816076
5,9,-0.264725879091837,4.3304539199188,7.06737969731595,5.3877689993988
1,10,-0.0297953120243861,3.83668703130625,6.7964603233838,5.45650018981612
2,10,0.1976337137822,3.896602096733,6.72807356224053,5.22794066074519
3,10,-0.0787218461690368,3.84047478987981,6.72294893360745,5.39544282744318
4,10,0.222140147318937,3.77510672756689,6.75813885887333,5.36733622711847
5,10,0.0952936396214351,3.87423650245724,6.87404993449524,5.80977064631818
1,11,-0.465818554004849,4.41956200989309,6.91590284497174,6.23149563217518
2,11,0.311735295342817,4.46826286865229,7.26926016056163,7.45518905562611
