rep,id,eta_logV,eta_logCl
1,1,0.0775990917776851,-0.193679245671062
2,1,0.078395000427738,-0.194342732008078
3,1,0.111912025727979,-0.223780677398562
4,1,0.0815152365339297,-0.226070857252849
5,1,0.214810045239977,-0.0851527056948648
1,2,0.117499219727442,-0.758761535585496
2,2,0.0860387175501622,-0.694523849760605
3,2,0.0215704202834802,-0.716142208705504
4,2,0.00364442000244236,-0.716841739790064
5,2,-0.0297110167567604,-0.697694132836341
1,3,0.736861893211328,0.0577417028020681
2,3,0.728967216042771,0.180902244164964
3,3,0.742804635604577,0.210958443266647
4,3,0.772855418028382,0.118107861160683
5,3,0.715610743682233,0.24765189583266
1,4,0.480386732830323,0.455616444460023
2,4,0.578483983927535,0.457529386659431
3,4,0.579237322669526,0.499043879216152
4,4,0.520494952526008,0.392090334148145
5,4,0.461783660388945,0.424992702573009
1,5,-0.195868436365006,0.119486733025773
2,5,-0.129105503871549,0.128064892090503
3,5,-0.0882376545035915,0.172162355018757
4,5,-0.282081288802298,0.0159379181120672
5,5,-0.131708026872698,0.182549284953721
1,6,-0.527741276399627,-0.421986017143853
2,6,-0.436032036129364,-0.388368064072534
3,6,-0.438129519263975,-0.410684282441608
4,6,-0.491406594702291,-0.379783718305071
5,6,-0.525053236266899,-0.428759188360319
1,7,-0.0404735951823365,0.145621316278851
2,7,-0.205846845666902,0.0247137061651316
3,7,-0.195643805285737,0.00546712167493301
4,7,-0.187012167581887,0.0454505416864555
5,7,-0.00937136459895749,0.203619594308229
1,8,-0.348040107636113,0.277265481721044
2,8,-0.302964512951509,0.330839358412205
3,8,-0.311340556825542,0.278540621638871
4,8,-0.271583448969668,0.352161463057366
5,8,-0.302193295813605,0.335060888006672
1,9,0.629195137916002,0.0144181167679041
2,9,0.720053622264032,0.0465671405974297
3,9,0.603804256786867,-0.0127990505245296
4,9,0.46246871122468,0.0185661509976862
5,9,0.562299273812878,0.0135554656140729
1,10,0.0179106713610108,0.229053255722414
2,10,0.0801779043174179,0.276511510766745
3,10,0.114263984175899,0.29977038799858
4,10,0.0606472576657172,0.23323944491125
5,10,0.0276999019331449,0.246524291110839
1,11,0.0439604433625943,-0.158902295033564
2,11,0.0813744366201094,-0.124178390419803
3,11,0.00396924187378524,-0.0921786046616396
4,11,0.0183743415712717,-0.154154607207071
5,11,0.0316630993025083,-0.170950236661427
1,12,-0.198067841260845,-0.443298966133262
2,12,-0.206724262517212,-0.502883411617437
3,12,-0.155680787568371,-0.5218774601629
4,12,-0.201703776684786,-0.489991937551856
5,12,-0.18119563979824,-0.544368976531129
1,13,-0.30800336489681,0.504564070529074
2,13,-0.167567799368417,0.566534545840335
3,13,-0.270300166905236,0.475634506429158
4,13,-0.278224143452074,0.486384272506984
5,13,-0.28715632337706,0.490545021868059
1,14,0.0394056720917724,-0.273162380668346
2,14,0.216730433129346,-0.307409766126517
3,14,0.224693026725447,-0.204508712289705
4,14,0.283343101302794,-0.236446952096839
5,14,0.11362852952981,-0.304777444584685
1,15,-0.336778656103778,0.45915603879992
2,15,-0.244972963463073,0.529815212507667
3,15,-0.303381741891519,0.487192901811593
4,15,-0.381009684834512,0.411322637992698
5,15,-0.375257670882962,0.398666372668189
1,16,-0.139212210769956,0.185740901365119
2,16,-0.0463899725427409,0.166678693064426
3,16,-0.0940251122005299,0.0924490930884216
4,16,-0.160172928608841,0.126480258418901
5,16,-0.0431630378677903,0.189986730992825
1,17,0.056284194827618,-0.154863896925694
