id,importanceSampling
1,500.856
2,540.699
3,480.299
4,411.153
5,427.680
6,564.626
7,384.204
8,370.119
9,328.086
10,517.680
11,569.114
12,412.292
13,519.347
14,470.787
15,306.290
16,548.907
17,496.630
18,439.664
19,469.252
20,504.996
21,382.190
22,364.862
23,448.087
24,471.790
25,538.214
26,352.260
27,421.312
28,481.894
29,557.971
30,482.304
31,390.683
32,421.912
33,569.169
34,488.758
35,427.792
36,550.334
37,314.531
38,475.691
39,515.263
40,356.644
41,499.868
42,560.950
43,312.520
44,307.360
45,394.956
46,489.224
47,418.510
48,523.251
49,510.047
50,330.163
51,537.041
52,371.600
53,490.817
54,354.278
55,501.950
56,534.169
57,539.427
58,447.326
59,512.450
60,407.511
61,336.118
62,371.437
63,500.933
64,518.059
65,445.892
66,530.065
67,361.490
68,461.329
69,359.703
70,523.561
71,575.667
72,397.517
73,499.738
74,353.865
75,456.279
76,493.062
77,470.895
78,515.393
79,537.026
80,362.720
81,322.091
82,470.700
83,539.385
84,404.904
85,353.672
86,500.306
87,477.842
88,588.393
89,403.362
90,373.466
91,317.545
92,453.550
93,484.425
94,544.762
95,508.220
96,528.291
97,539.145
98,559.153
99,456.697
100,387.317
101,480.287
102,386.197
103,472.951
104,309.358
105,541.160
106,479.846
107,507.448
108,350.967
109,358.694
110,502.378
111,417.210
112,441.861
113,487.884
114,544.261
115,452.409
116,370.403
117,379.805
118,492.508
119,545.175
120,451.925
