rep,id,logV1,logQ,logV2,logVm,logKm
1,1,3.72922249462993,1.21585094509828,3.51249766239095,6.63380911229217,5.61114856636953
2,1,3.65664447124033,1.53497578324405,3.86920878239707,6.32010717973393,5.58878706022657
3,1,3.65143593004841,1.49474397373461,3.69722722386712,6.74593379284784,5.72910142308594
4,1,3.77946209512782,1.44379701714628,3.66327514826522,6.37870160720593,5.35917288624596
5,1,3.73502051503961,1.3796645011118,3.71842755252573,6.6367672349061,5.70806268488779
1,2,4.44638425308836,1.28187604382511,4.24555829048173,6.53107981673363,4.67488831669283
2,2,4.40567785972145,0.543474999099551,4.15942077404774,6.82602583382902,5.19220629557029
3,2,4.39842480614819,1.34232184155174,3.96860015281787,6.94519509322374,5.11060326696689
4,2,4.34841825793628,0.657230481226686,4.04983567129676,7.18485859712179,5.5381713265188
5,2,4.35885900382092,0.970552545671918,4.04703425186894,6.64600746116753,4.91638992200215
1,3,4.19364475739412,1.27988660432325,4.00154482221805,6.91674727287005,5.62022921251835
2,3,4.04023698524036,1.47486950180113,4.25630988576756,6.97224212142187,5.64922089659385
3,3,3.98446639869485,1.5375170445648,4.26725011037127,6.84744731241264,5.64728244879781
4,3,4.18970240613236,1.20754735609558,3.96062709882982,6.84780855328436,5.49814533818051
5,3,4.08641445141109,1.85584490404318,4.20049905842035,6.67245530773214,5.31817713721888
1,4,3.69059610078739,1.1619476910185,3.75862780498639,6.99544313453112,5.52826227794692
2,4,3.7993178708089,0.740272662341346,4.33192209545472,6.584190791504,5.5219877400104
3,4,3.68761749130723,1.19138778288472,3.88433238855424,6.77788467774173,4.6963053378701
4,4,3.59062614742506,1.40995971913112,4.01988599792729,6.67619223473653,5.4482575402395
5,4,3.81396933405346,0.924745086034874,3.71136266241092,6.84331944927191,5.55715822859018
1,5,4.20124813115732,0.686100235366942,3.82978373160482,7.22990197981036,5.49142031022819
2,5,4.06971873991698,0.634750029027208,3.81127452312331,7.08890261305833,5.39043464327957
3,5,4.23918618102851,0.793829774608934,4.24204822512333,7.03676248791143,5.28556034911956
4,5,4.12086722246633,0.892091449711618,3.48461717614504,7.0184331459498,5.23569373034422
5,5,4.17878350677932,1.18738831212498,4.06131503900326,7.33900824172398,5.56592798526617
1,6,4.48188455577352,0.823013655428243,3.70046739327479,6.70544126752688,5.29220948578955
2,6,4.38356970946128,2.00568659378635,3.31045391248043,6.860047932013,5.57139078041552
3,6,4.36453359010918,1.17942827292866,3.9566019561855,6.86701002319797,5.72272754157394
4,6,4.47622102101929,1.26110855542168,3.3742971556049,6.6614913995836,5.35203023628318
5,6,4.29647983336625,1.44883932193023,3.86139232255801,6.62287343684614,5.31851855514814
1,7,3.95186821493433,1.52255162628442,3.27799564158784,6.76770343885627,4.76106402867282
2,7,3.95965088931962,1.15472277421002,3.57916806680079,6.74451166542262,4.80324376025065
3,7,3.94046273976209,1.78254141119349,3.68905381134945,6.92804468485114,4.99314912444045
4,7,3.72160904738324,1.84908102178999,3.75088903693493,7.13981898874103,5.54890617551956
5,7,3.85796160209582,1.5085588774347,3.46425605504946,7.08121406065406,5.31667163060814
1,8,4.29711779533365,1.93704784498475,3.56150411759545,6.82740617978333,5.38736195979271
2,8,4.41842755143986,0.224343778690187,3.87071109801894,6.48304962772474,5.24617180024068
3,8,4.32728429088586,1.3425389101444,3.42366391276068,6.74139419901933,5.31204365628348
4,8,4.30456812220973,0.971533561868879,4.03445551624409,6.39577586303604,5.27182539239179
5,8,4.33589851641119,1.38756518326535,3.45952295146261,6.92704821332199,5.45374193796784
1,9,4.19602781140368,1.71592153090407,4.26036705679018,6.80365055312057,5.17629398138111
2,9,4.28653393249289,1.89176100884934,4.15827407182736,6.92504857231811,5.34789944914415
3,9,4.17186940177031,1.29775384946325,4.42457846433889,7.0981785127473,5.88687788944559
4,9,4.21684709660639,1.51022218965307,4.40026336092086,6.86862909850711,5.24974954498543
5,9,4.22555143461411,1.57270781596108,4.13893483923943,6.69738064050857,4.91303934736018
1,10,3.70750204274143,0.823501173188664,3.50935720545103,7.1323448931142,5.2122934151618
2,10,3.71515585717056,1.20133531985128,3.36237987479824,7.15118681969231,5.27975296237051
3,10,3.79321862803774,1.12695822077923,3.52296980539346,7.23488370937772,5.3921403325629
4,10,3.66625293835633,0.992269437262712,3.66387671130554,7.07300044760713,5.12130552186884
5,10,3.77009179059854,0.795257557217869,3.41253004196277,7.11904078561469,5.22010578253522
1,11,4.18266222914405,1.51689069655414,3.21591247273258,6.14306578932306,4.85097212288262
2,11,4.26120715938173,0.998120816135705,3.55373709866207,6.34205904340656,5.05514561611531
3,11,4.08959808065697,1.25591639846076,3.72256582969171,6.53171971613696,5.66942594397925
4,11,4.08462149182614,0.959060094466597,3.71751828943273,6.43022243180869,5.18453892126262
5,11,3.97706486810115,1.73146793136507,4.11492371093538,6.21640307859901,6.26901225655967
1,12,4.30033895423323,1.44756620590723,4.0553806857713,6.72068556817051,5.46116788695434
2,12,4.32078357654047,0.912207730397976,3.66186551648232,6.27443754854892,4.91740309172351
3,12,4.23787305101014,1.30148650037216,4.04402002699742,6.74993183434611,5.47247371197138
4,12,4.21212482866686,1.05788546468762,4.03175142772456,6.6141349456151,5.42630083273977
5,12,4.28095380464427,1.23044056080558,4.07699754512681,6.89324634439413,5.79584115834792
1,13,4.232179079112,1.40440337063001,3.60139090362373,6.62597828838219,4.90001422551022
2,13,4.2193780940134,1.39707780649498,3.61674206931818,6.66981664810518,5.41479908845841
3,13,4.12958871848843,1.57209039623451,3.91763037453032,6.68982798729832,5.14699302208721
4,13,4.12956301116389,1.50361763957649,4.31689367175698,6.14535658406366,5.2475594730517
5,13,4.18077793483959,1.55483149052117,4.22114075639111,6.33261809648215,5.34073422996543
1,14,3.80237487182692,1.76853483640148,4.22640251925581,6.4977852359845,5.03650902057712
2,14,3.86183754771821,1.19433239173993,4.49241509597152,6.74769839942697,5.42285747799224
3,14,3.84447280512482,1.17390561600442,3.97467317400671,6.74078802559079,5.34215066989591
4,14,3.77118280124893,1.69501212189888,4.18154407177753,6.90470363938079,5.53515509570963
5,14,3.9554548554275,1.3627247187715,4.01467533556057,6.70705781325539,5.30658130488839
1,15,4.51673721070292,1.1069361261919,4.42233463765521,7.29817467456234,5.39223262984183
2,15,4.57998367115762,1.11265708244723,3.86002345473121,7.40258007341668,5.39783639476674
3,15,4.45996391523642,1.75477090478053,4.43663043280232,7.20504037884085,5.13328261661711
4,15,4.53693808398179,1.29687841303949,4.71920833305514,7.13312814776929,5.13744198042011
5,15,4.54725959998208,1.20440350084444,4.46685158360643,7.24404286054882,5.3227317445737
1,16,4.26229713554753,1.68461121310063,3.8588017895146,6.76878206347312,5.66357083651193
2,16,4.26615122698058,1.06203865982507,4.16474116559105,6.65751672141633,5.65559271272153
3,16,4.28401566739843,1.85578837240593,3.99985954610597,6.72168746410801,5.41522928763604
4,16,4.34806307136456,1.10535176184028,4.12129431488345,6.75533153002756,5.64069618454486
5,16,4.2558812173386,1.02107498826696,4.4484516200691,6.51104270119599,5.4833616272952
1,17,4.28857754646356,1.15502136733988,3.79721021619984,6.90689771386092,5.22973425355946
2,17,4.16575471743382,1.3548732464601,3.94904009414013,6.91472805703443,5.25577072796678
3,17,4.17660230975885,1.42007202067936,3.52567608202409,6.737459317799,5.06482547047509
4,17,4.14735086540398,1.99807584104895,3.44391992758599,6.93936770497243,5.32717442501156
5,17,4.03982155029218,1.68871362064289,3.69509103096857,7.01158176606376,5.36103308571293
1,18,4.69727241360225,1.10482715679674,4.29038157060805,6.85851702363699,5.65313631817921
2,18,4.57765273494886,1.29565924214583,4.17529017902246,6.86217593466445,5.55321724556389
3,18,4.66396723870862,1.29322611917238,3.97045434568718,6.8423789593583,5.32707662461456
4,18,4.68067762456952,1.13797690116646,4.35138717738186,6.9137845078956,5.56188774170429
5,18,4.59374255387784,1.40695439459171,4.2735369720917,7.30809191685638,5.90183000125014
1,19,4.28919370483457,0.65540337865604,4.1522088806599,7.22670270201371,5.6516994945989
2,19,4.28318981078833,1.307701910757,3.81903271175177,6.88947517019375,5.02346036045452
3,19,4.22572614129102,0.988690765295316,3.74605395507588,7.14009330526475,5.32602097778324
4,19,4.30810022134333,1.2806275878315,3.90386731037975,7.04472540864821,5.25323174626288
5,19,4.35306613427237,0.73381154367964,4.26803895140481,7.06379287110511,5.38794233443339
1,20,4.43946994585929,1.60829633144279,3.96700118055953,6.52428498577696,5.00757752590492
2,20,4.5491300857075,0.685786012535334,4.17591245668227,6.54195267646798,5.12493012942091
3,20,4.33205433162128,1.43582137475439,3.79288540267368,6.77806127075061,5.28618956619772
4,20,4.49793010636126,0.971704388209945,4.36744460764287,6.73715709301406,5.69882957136647
5,20,4.40039260397209,1.91076871943783,4.26391721434694,6.57341872049817,5.16774809856945
1,21,3.96960647735946,1.41472513072755,3.59550159883642,6.79796194830265,5.83939683149778
2,21,4.00071841765653,1.45722023100494,3.39732772228667,6.66931201739931,5.16265986179459
3,21,3.95331178776028,0.879613378902295,3.36604985200261,6.80307529200426,5.17079632434056
4,21,4.1671035803056,1.0880812348976,3.46172374735427,6.43008394146928,5.4549947966189
5,21,3.91574789662487,1.37952501893252,3.84694986507937,6.70118789899424,5.12409243101278
1,22,4.16997413668553,1.87009437382561,4.34405500974621,6.54455526751425,5.70825017020133
2,22,4.15602860802104,1.66354549618339,3.93372772362534,6.91152884138761,5.70447606250983
3,22,4.22795577643066,1.75989070310639,3.99975874004935,6.8908165325146,5.60345499652289
4,22,4.22563893590285,1.617494298036,3.95795786307078,6.55168809501514,5.35276835897256
5,22,4.11108063151459,1.93103320075373,4.15764632702515,6.57482821635803,5.30235651170625
1,23,4.74826890539314,1.30738934515652,3.6859713845018,7.55562624408376,5.40932750628105
2,23,4.7234169906905,0.9807730212213,4.11950498543594,7.24282502230847,4.9714010546871
3,23,4.66274003176564,0.625241389378991,4.46461257722645,7.36093050678177,5.39806091476457
4,23,4.76608701519938,1.5767870689197,3.57174242919296,7.25403496563053,4.83770635570611
5,23,4.75516882392112,0.991652162562601,4.45347284773034,7.36689185681585,5.362672730931
1,24,4.1158897595514,0.925780813551551,3.01180802374258,6.82210420082222,5.5062697466015
2,24,4.05440766842616,1.33621584901462,3.66056874151865,6.61516459089264,5.41106516973355
