rep,id,eta_logV1,eta_logQ,eta_logV2,eta_logVm,eta_logKm
1,1,-0.525266873638122,-0.143944178298762,-0.431402916023791,-0.177041866363071,0.261490694078245
2,1,-0.597844897027717,0.175180659847005,-0.074691796017666,-0.490743798921321,0.239129187935292
3,1,-0.603053438219642,0.134948850337567,-0.246673354547623,-0.0649171858074037,0.379443550794661
4,1,-0.475027273140229,0.0840018937492403,-0.280625430149516,-0.432149371449311,0.00951501395467926
5,1,-0.519468853228441,0.0198693777147601,-0.22547302588901,-0.174083743749143,0.358404812596516
1,2,0.191894884820317,-0.0779190795719357,0.301657712066992,-0.279771161921611,-0.67476955559845
2,2,0.151188491453407,-0.816320124297494,0.215520195633001,0.0151748551737814,-0.157451576720993
3,2,0.143935437880149,-0.0174732818453023,0.0246995744031359,0.134344114568499,-0.23905460532439
4,2,0.0939288896682313,-0.702564642170359,0.105935092882025,0.374007618466548,0.188513454227514
5,2,0.104369635552872,-0.389242577725128,0.103133673454202,-0.164843517487718,-0.433267950289128
1,3,-0.0608446108739199,-0.0799085190737993,0.057644243803318,0.105896294214807,0.270571340227066
2,3,-0.214252383027685,0.115074378404085,0.312409307352829,0.161391142766631,0.299563024302565
3,3,-0.270022969573192,0.177721921167757,0.323349531956531,0.0365963337573965,0.297624576506526
4,3,-0.0647869621356826,-0.152247767301468,0.0167265204150862,0.0369575746291148,0.148487465889225
5,3,-0.168074916856954,0.496049780646139,0.256598480005617,-0.138395670923103,-0.0314807350723981
1,4,-0.563893267480654,-0.197847432378545,-0.185272773428347,0.184592155875879,0.178604405655635
2,4,-0.45517149745914,-0.619522461055699,0.388021517039985,-0.226660187151248,0.172329867719115
3,4,-0.566871876960817,-0.168407340512326,-0.0595681898604922,-0.0329663009135198,-0.653352534421185
4,4,-0.663863220842985,0.0501645957340742,0.0759854195125494,-0.134658743918716,0.0985996679482183
5,4,-0.440520034214586,-0.435050037362172,-0.232537916003821,0.0324684706166682,0.207500356298898
1,5,-0.0532412371107259,-0.673694888030104,-0.114116846809918,0.419051001155117,0.14176243793691
2,5,-0.184770628351067,-0.725045094369838,-0.132626055291423,0.278051634403087,0.0407767709882888
3,5,-0.0153031872395389,-0.565965348788112,0.298147646708597,0.225911509256189,-0.0640975231717231
4,5,-0.13362214580171,-0.467703673685427,-0.459283402269693,0.207582167294558,-0.113964141947061
5,5,-0.0757058614887209,-0.172406811272069,0.117414460588519,0.528157263068735,0.216270112974886
1,6,0.227395187505479,-0.536781467968803,-0.243433185139951,-0.105409711128361,-0.0574483865017285
2,6,0.129080341193231,0.645891470389304,-0.63344666593431,0.0491969533577542,0.221732908124243
3,6,0.110044221841132,-0.180366850468381,0.0127013777707632,0.0561590445427274,0.373069669282656
4,6,0.221731652751244,-0.0986865679753678,-0.569603422809841,-0.149359579071637,0.00237236399189928
5,6,0.0419904650982039,0.0890441985331845,-0.0825082558567294,-0.187977541809108,-0.0311393171431392
1,7,-0.302621153333711,0.162756502887378,-0.665904936826893,-0.0431475397989758,-0.588593843618459
2,7,-0.294838478948426,-0.205072349187022,-0.364732511613951,-0.0663393132326233,-0.546414112040632
3,7,-0.314026628505951,0.422746287796445,-0.254846767065287,0.1171937061959,-0.356508747850835
4,7,-0.5328803208848,0.489285898392941,-0.193011541479806,0.328968010085784,0.199248303228277
5,7,-0.396527766172219,0.148763754037655,-0.479644523365274,0.270363081998821,-0.0329862416831427
1,8,0.0426284270656035,0.577252721587702,-0.382396460819284,0.0165552011280847,0.0377040875014307
2,8,0.163938183171821,-1.13545134470686,-0.0731894803957911,-0.327801350930503,-0.103486072050601
3,8,0.0727949226178143,-0.0172562132526467,-0.520236665654052,-0.0694567796359131,-0.0376142160077987
4,8,0.0500787539416893,-0.388261561528166,0.0905549378293562,-0.415075115619204,-0.077832479899496
5,8,0.0814091481431515,0.0277700598683056,-0.484377626952127,0.11619723466675,0.104084065676562
1,9,-0.058461556864366,0.356126407507025,0.316466478375442,-0.00720042553467649,-0.173363890910167
2,9,0.0320445642248479,0.531965885452296,0.214373493412626,0.114197593662871,-0.00175842314712815
3,9,-0.0826199664977384,-0.0620412739337944,0.480677885924155,0.287327534092061,0.537220017154311
4,9,-0.037642271661651,0.15042706625603,0.456362782506129,0.0577781198518646,-0.0999083273058489
5,9,-0.0289379336539332,0.21291269256404,0.19503426082469,-0.113470338146674,-0.436618524931103
1,10,-0.546987325526614,-0.536293950208381,-0.434543372963705,0.321493914458961,-0.137364457129482
2,10,-0.539333511097485,-0.15845980354576,-0.581520703616492,0.340335841037072,-0.0699049099207689
3,10,-0.461270740230311,-0.232836902617819,-0.420930773021276,0.42403273072248,0.0424824602716254
4,10,-0.588236429911714,-0.367525686134333,-0.280023867109195,0.262149468951895,-0.228352350422437
5,10,-0.484397577669511,-0.564537566179176,-0.531370536451962,0.308189806959457,-0.129552089756059
1,11,-0.0718271391239899,0.157095573157093,-0.727988105682151,-0.667785189332181,-0.498685749408666
2,11,0.00671779111368932,-0.361674307261341,-0.390163479752666,-0.468791935248685,-0.294512256175974
3,11,-0.164891287611068,-0.103878724936281,-0.221334748723028,-0.279131262518288,0.319768071687972
4,11,-0.169867876441904,-0.400735028930448,-0.22638228898201,-0.380628546846554,-0.165118951028659
5,11,-0.277424500166889,0.371672807968026,0.171023132520641,-0.594447900056232,0.919354384268387
1,12,0.0458495859651824,0.087771082510187,0.111480107356559,-0.0901654104847282,0.111510014663061
2,12,0.0662942082724271,-0.44758739299907,-0.282035061932416,-0.536413430106326,-0.432254780567768
3,12,-0.0166163172579022,-0.0583086230248879,0.100119448582685,-0.0609191443091387,0.122815839680098
