id,importanceSampling
1,782.263
2,546.752
3,675.007
4,621.235
5,603.061
6,653.617
7,759.154
8,411.002
9,603.119
10,583.823
11,478.314
12,759.061
13,403.118
14,817.416
15,581.316
16,737.321
17,623.783
18,653.305
19,796.295
20,670.890
21,770.036
22,628.039
23,457.297
24,505.955
25,797.838
26,682.071
27,725.277
28,771.648
29,542.053
30,472.474
31,607.122
32,472.568
33,542.278
34,727.656
35,788.023
36,480.304
37,558.375
38,626.794
39,502.309
40,650.760
41,485.746
42,656.987
43,639.477
44,486.411
45,596.062
46,870.688
47,762.259
48,665.991
49,512.827
50,763.349
51,599.115
52,729.806
53,651.561
54,617.078
55,441.575
56,592.882
57,723.599
58,692.965
59,647.276
60,594.843
61,758.746
62,649.716
63,476.552
64,428.864
65,624.001
66,652.437
67,593.739
68,398.286
69,491.655
70,771.163
71,663.219
72,764.218
73,418.467
74,751.581
75,589.027
76,732.870
77,774.851
78,738.821
79,658.037
80,441.717
81,705.345
82,468.602
83,572.796
84,728.884
85,725.945
86,619.829
87,673.399
88,440.929
89,618.209
90,702.762
91,604.116
92,477.554
93,637.788
94,774.391
95,806.462
96,528.024
97,651.375
98,639.358
99,457.423
100,615.979
101,811.429
102,705.478
103,545.892
104,729.980
105,709.195
106,484.380
107,693.719
108,836.232
109,572.020
110,652.246
111,807.497
112,477.222
113,489.647
114,648.697
115,699.925
116,797.086
117,616.299
118,788.127
119,580.421
120,449.959
