id,importanceSampling
1,819.929
2,883.336
3,881.006
4,689.045
5,807.393
6,697.921
7,503.960
8,488.043
9,732.368
10,778.039
11,489.084
12,677.727
13,925.445
14,796.145
15,518.631
16,921.293
17,896.653
18,466.882
19,652.744
20,831.126
21,697.872
22,799.786
23,553.796
24,920.045
25,510.611
26,824.789
27,915.262
28,664.776
29,836.513
30,691.955
31,525.509
32,941.865
33,860.750
34,767.165
35,694.508
36,681.121
37,850.452
38,551.165
39,582.988
40,871.131
41,549.590
42,495.353
43,772.506
44,754.953
45,722.147
46,756.457
47,947.457
48,891.765
49,520.359
50,800.282
51,556.506
52,881.820
53,519.638
54,760.354
55,854.636
56,802.620
57,884.222
58,870.706
59,787.603
60,501.836
61,751.560
62,530.261
63,717.011
64,690.601
65,854.193
66,609.617
67,859.383
68,726.370
69,867.140
70,959.343
71,739.177
72,448.220
73,466.747
74,825.348
75,930.103
76,684.450
77,701.919
78,837.182
79,888.066
80,557.446
81,810.289
82,693.446
83,406.502
84,909.218
85,901.541
86,473.927
87,670.749
88,842.898
89,558.004
90,831.038
91,797.094
92,752.479
93,916.801
94,582.229
95,736.712
96,871.840
97,572.865
98,806.339
99,668.819
100,445.854
101,859.662
102,911.333
103,691.634
104,836.503
105,758.021
106,884.707
107,547.881
108,738.430
109,882.052
110,793.059
111,770.363
112,602.690
113,682.500
114,721.911
115,460.914
116,830.495
117,909.699
118,842.160
119,938.370
120,468.297
