parameter,value,se_sa,rse_sa
logCl_pop,1.34173340466654,0.0280756497745477,2.09249092829475
logV1_pop,4.2142830006148,0.0291712855266681,0.692200441271088
logQ_pop,1.39891073803587,0.0991665147002984,7.08883790823796
logV2_pop,3.8830846478083,0.0406702160546378,1.04736877362673
omega_logCl,0.303725960655058,0.0201935411129013,6.64860556185222
omega_logV1,0.300634880133088,0.0214650080962701,7.13989277849856
omega_logQ,0.725646446400322,0.109429458215735,15.0802720468868
omega_logV2,0.33733632378032,0.0345095093578969,10.230001018322
b,0.204782772283395,0.0022967789744056,1.12156845460961
