logka_pop,1,0.2247,-0.00075316,-0.17679,-0.23278,0.0079105,-0.013068,0.0050614,0.076158,-0.045547,0.0039547
logV1_pop,0.2247,1,-0.0024612,-0.18542,-0.24451,-0.021636,-0.012285,0.0055739,0.081466,-0.06804,0.02787
logCl_pop,-0.00075316,-0.0024612,1,0.010194,0.027751,-0.0012686,-0.0024079,-0.0037582,-0.012976,-0.00039344,0.021399
logV2_pop,-0.17679,-0.18542,0.010194,1,0.24455,0.011576,0.0046259,0.012875,-0.17096,0.11914,0.019647
logQ_pop,-0.23278,-0.24451,0.027751,0.24455,1,-0.0030059,-0.017381,-0.0049986,-0.11784,0.081854,0.0055208
omega_logka,0.0079105,-0.021636,-0.0012686,0.011576,-0.0030059,1,-0.070977,0.0023413,0.0050436,-0.041749,-0.020389
omega_logV1,-0.013068,-0.012285,-0.0024079,0.0046259,-0.017381,-0.070977,1,0.004128,-0.05061,0.047057,-0.01433
omega_logCl,0.0050614,0.0055739,-0.0037582,0.012875,-0.0049986,0.0023413,0.004128,1,0.00088846,0.0010671,-0.00067093
omega_logV2,0.076158,0.081466,-0.012976,-0.17096,-0.11784,0.0050436,-0.05061,0.00088846,1,-0.027485,-0.027658
omega_logQ,-0.045547,-0.06804,-0.00039344,0.11914,0.081854,-0.041749,0.047057,0.0010671,-0.027485,1,-0.006271
b,0.0039547,0.02787,0.021399,0.019647,0.0055208,-0.020389,-0.01433,-0.00067093,-0.027658,-0.006271,1
