id,importanceSampling
1,498.648
2,662.183
3,951.332
4,900.216
5,464.162
6,697.849
7,822.530
8,804.443
9,601.763
10,701.648
11,862.224
12,780.974
13,973.758
14,404.182
15,811.159
16,477.882
17,866.693
18,555.322
19,655.268
20,868.005
21,452.776
22,792.676
23,494.003
24,824.860
25,722.437
26,891.510
27,806.169
28,532.294
29,917.622
30,699.653
31,682.823
32,514.799
33,797.821
34,877.445
35,811.229
36,923.728
37,604.139
38,543.335
39,474.850
40,699.527
41,633.580
42,832.840
43,501.356
44,880.950
45,753.537
46,769.665
47,537.347
48,827.620
49,928.854
50,708.905
51,883.788
52,725.433
53,810.420
54,452.731
55,787.709
56,525.626
57,741.718
58,769.897
59,485.062
60,782.090
61,491.573
62,920.367
63,853.921
64,540.236
65,904.188
66,652.321
67,657.354
68,820.413
69,764.320
70,599.448
71,525.212
72,869.114
73,719.031
74,493.614
75,869.531
76,764.155
77,741.754
78,543.930
79,954.040
80,666.111
81,655.733
82,454.259
83,785.660
84,561.018
85,914.166
86,933.997
87,646.053
88,778.719
89,893.702
90,391.567
91,600.187
92,825.669
93,453.163
94,942.808
95,740.279
96,630.477
97,710.085
98,498.176
99,886.637
100,885.992
101,719.439
102,405.170
103,750.831
104,729.984
105,632.945
106,854.264
107,756.754
108,747.142
109,895.648
110,462.028
111,505.912
112,606.265
113,603.675
114,778.424
115,847.613
116,661.175
117,882.224
118,855.827
119,581.279
120,564.192
