logV1_pop,1,-0.17038,-0.13066,-0.043526,-0.015685,-0.019541,0.027682,0.096322,0.075055,-0.0034521,0.025878
logQ_pop,-0.17038,1,-0.18142,0.26652,0.17709,-0.018452,-0.1195,0.27773,-0.1819,-0.042755,-0.014742
logV2_pop,-0.13066,-0.18142,1,-0.32477,0.16643,0.0075299,0.089828,-0.59509,0.13607,0.36814,0.01308
logVm_pop,-0.043526,0.26652,-0.32477,1,0.35113,0.0028784,-0.08434,0.24739,-0.32639,-0.034358,-0.025624
logKm_pop,-0.015685,0.17709,0.16643,0.35113,1,0.025969,-0.055234,-0.064218,-0.099266,0.29908,-0.048785
omega_logV1,-0.019541,-0.018452,0.0075299,0.0028784,0.025969,1,-0.00026269,-0.040756,-0.0076462,-0.0058555,-0.014445
omega_logQ,0.027682,-0.1195,0.089828,-0.08434,-0.055234,-0.00026269,1,-0.054384,-0.0079434,0.041757,-0.057473
omega_logV2,0.096322,0.27773,-0.59509,0.24739,-0.064218,-0.040756,-0.054384,1,-0.15731,-0.31008,-0.052732
omega_logVm,0.075055,-0.1819,0.13607,-0.32639,-0.099266,-0.0076462,-0.0079434,-0.15731,1,0.040986,0.013138
omega_logKm,-0.0034521,-0.042755,0.36814,-0.034358,0.29908,-0.0058555,0.041757,-0.31008,0.040986,1,-0.021027
b,0.025878,-0.014742,0.01308,-0.025624,-0.048785,-0.014445,-0.057473,-0.052732,0.013138,-0.021027,1
