id,importanceSampling
1,469.490
2,295.383
3,369.420
4,552.873
5,411.255
6,422.600
7,508.695
8,360.464
9,556.075
10,453.746
11,291.025
12,446.180
13,517.534
14,477.983
15,433.792
16,341.199
17,348.138
18,473.650
19,541.487
20,483.090
21,393.815
22,332.594
23,438.401
24,577.744
25,429.744
26,492.800
27,444.746
28,314.713
29,398.723
30,467.702
31,550.975
32,357.115
33,394.091
34,353.241
35,376.873
36,474.364
37,481.273
38,432.359
39,562.510
40,474.194
41,498.730
42,468.075
43,310.760
44,555.623
45,394.475
46,471.984
47,288.182
48,354.465
49,391.985
50,400.812
51,563.658
52,438.652
53,481.163
54,367.575
55,354.371
56,499.481
57,509.772
58,442.497
59,451.647
60,448.356
61,488.181
62,393.612
63,365.554
64,327.107
65,521.873
66,490.558
67,514.249
68,450.168
69,340.836
70,433.624
71,271.776
72,437.295
73,446.419
74,558.798
75,446.735
76,417.967
77,559.660
78,357.697
79,430.949
80,370.595
81,501.247
82,555.717
83,417.852
84,564.956
85,434.034
86,331.438
87,330.377
88,440.100
89,541.033
90,375.235
91,464.102
92,301.625
93,508.642
94,463.128
95,378.628
96,430.379
97,470.920
98,485.768
99,381.237
100,501.550
101,414.627
102,481.949
103,342.102
104,372.530
105,441.649
106,536.286
107,462.475
108,399.194
109,300.626
110,336.103
111,540.554
112,498.639
113,503.933
114,490.890
115,401.616
116,452.038
117,356.283
118,537.633
119,303.685
120,423.137
