rep,id,logka,logV1,logQ,logV2,logVm,logKm,eta_logka,eta_logV1,eta_logQ,eta_logV2,eta_logVm,eta_logKm
1,1,-0.0968622004569142,4.53100072320154,1.72620131654427,4.43015722554111,6.58960245356938,5.57842157155641,-0.0851635637164472,0.291811668910599,0.330810560573105,0.454801015923372,-0.393216067332293,-0.124906614637406
1,2,0.11574296023222,4.25225585331568,1.79783504397205,4.15236079152743,6.93986714997725,5.53847349382009,0.127441596972687,0.0130667990247355,0.402444288000879,0.177004581909687,-0.0429513709244169,-0.164854692373734
1,3,0.1316139126156,4.22148716643107,1.08071521569085,3.97002808019257,7.01594605818167,6.05992778385061,0.143312549356067,-0.0177018878598734,-0.314675540280317,-0.0053281294251688,0.0331275372799977,0.356599597656793
1,4,0.347977480920437,4.71044837446055,0.7596009083849,3.75461974203923,6.8141553180695,5.90545720809885,0.359676117660904,0.471259320169613,-0.63578984758627,-0.220736467578507,-0.16866320283217,0.202129021905026
1,5,-0.161432716151362,4.08370428878378,1.24964806248973,3.9740337270554,7.18348607871437,5.87180896359434,-0.149734079410895,-0.155484765507164,-0.145742693481439,-0.00132248256233858,0.200667557812701,0.16848077740052
1,6,-0.092474484049363,4.43089592442325,1.53814831259215,4.07928499142042,6.9408106299897,4.80494591292144,-0.080775847308896,0.191706870132312,0.142757556620977,0.103928781802677,-0.042007890911969,-0.89838227327238
1,7,-0.234433195494581,3.84461763182175,1.33089407750297,4.05541216598575,6.86857280456312,5.59615903605853,-0.222734558754114,-0.394571422469187,-0.0644966784681948,0.0800559563680103,-0.114245716338553,-0.107169150135286
1,8,0.0263085606307073,4.37702269396599,1.62979283753181,4.0525984947126,6.95514442120552,5.58932891046122,0.0380071973711743,0.137833639675049,0.234402081560637,0.0772422850948589,-0.0276740996961502,-0.113999275732598
1,9,0.381879805519473,4.59717449001389,1.60869613369105,3.68993667573178,6.74395063486202,5.12727313291343,0.39357844225994,0.357985435722945,0.213305377719876,-0.285419533885956,-0.238867886039647,-0.576055053280392
1,10,-0.00606645997749183,3.94661170050002,1.79398835262989,3.9640962556109,7.20930727367362,5.49572623616064,0.00563217676297518,-0.292577353790921,0.398597596658724,-0.0112599540068361,0.226488752771948,-0.20760195003318
1,11,-0.14812648680549,4.45720248596759,0.980379083639098,3.72656087255222,6.91222018894979,5.70487553757919,-0.136427850065023,0.21801343167665,-0.415011672332072,-0.248795337065523,-0.0705983319518753,0.00154735138537454
1,12,0.613806663351419,4.56981339684686,0.955668882877654,3.91517936780145,6.99096969009226,5.8304193935603,0.625505300091886,0.330624342555915,-0.439721873093516,-0.0601768418162871,0.00815116919059111,0.127091207366485
1,13,-0.11464157752876,4.59984943021058,2.1428348986748,4.04228039726197,6.77730385119403,5.38147496766351,-0.102942940788293,0.360660375919638,0.747444142703625,0.0669241876442266,-0.20551466970764,-0.321853218530308
1,14,-0.00487436898967128,3.68779829108957,0.768784206234894,4.53675866420454,6.99320440533226,6.05648410308375,0.00682426775079574,-0.551390763201374,-0.626606549736276,0.561402454586802,0.0103858844305948,0.353155916889933
1,15,-0.187288265859438,4.0276905957445,1.66400880836627,4.63323793442082,7.12842115755104,6.16141779586557,-0.175589629118971,-0.21149845854644,0.268618052395099,0.657881724803083,0.145602636649373,0.458089609671747
1,16,-0.110055098971288,4.52370677520201,0.966264570539269,3.96391665817691,6.70510852341352,5.46592458400543,-0.0983564622308213,0.284517720911072,-0.429126185431901,-0.0114395514408274,-0.277709997488154,-0.237403602188393
1,17,-0.262013268452391,4.02260244568222,1.97742017117792,3.60208304825125,6.60171914114918,4.94061021073079,-0.250314631711924,-0.216586608608723,0.582029415206753,-0.373273161366485,-0.381099379752492,-0.762717975463029
1,18,-0.0823166169582531,4.40716225454382,1.41666097587577,4.26979526800216,6.77656001585021,5.20394046287463,-0.0706179802177861,0.167973200252883,0.0212702199046031,0.294439058384417,-0.206258505051459,-0.499387723319192
1,19,-0.133397413841813,3.5875806410083,1.23792416500068,3.5622411692375,6.70354503594688,6.10948005046213,-0.121698777101346,-0.651608413282646,-0.157466590970491,-0.413115040380238,-0.279273484954788,0.406151864268313
1,20,-0.0158471120842684,4.05697153591315,1.57186272253602,3.73582693913808,6.92005481293743,5.7946592933496,-0.00414847534380141,-0.182217518377791,0.176471966564846,-0.239529270479658,-0.0627637079642351,0.0913311071557814
1,21,0.038335284467117,4.30458240513474,1.35174174776378,4.60861909576519,6.98133409643267,4.09737137707322,0.050033921207584,0.0653933508437978,-0.0436490082073924,0.633262886147446,-0.00148442446899555,-1.6059568091206
1,22,0.106938121814245,4.69654384383022,1.15027887072504,4.08311932712614,6.80887913735903,5.72051582559015,0.118636758554712,0.457354789539275,-0.245111885246128,0.1077631175084,-0.173939383542636,0.0171876393963286
1,23,0.337744253690609,4.02844457373287,1.05063811253921,4.14818418500411,7.13259709057404,5.1183154499312,0.349442890431076,-0.210744480558076,-0.344752643431958,0.172827975386372,0.149778569672375,-0.585012736262616
1,24,0.182443322515548,4.48350489612985,1.10784471214896,4.10140984199384,7.26066262657853,5.65292639064003,0.194141959256015,0.244315841838914,-0.28754604382221,0.126053632376101,0.277844105676862,-0.0504017955537943
1,25,0.242367898723356,4.14219771236536,2.10146484844333,3.89818858829727,6.85783303685096,5.85607369256622,0.254066535463823,-0.0969913419255857,0.706074092472165,-0.0771676213204735,-0.124985484050709,0.152745506372405
1,26,0.185534576276973,3.82307648891258,0.95668540017987,3.84528812408418,7.20674297289124,6.2767797733366,0.19723321301744,-0.416112565378364,-0.4387053557913,-0.130068085533558,0.223924451989568,0.573451587142777
1,27,0.21025023102999,4.59735384172539,1.74922432262969,3.93727428273371,6.85530231039231,6.41328117564004,0.221948867770457,0.358164787434449,0.353833566658516,-0.0380819268840327,-0.127516210509355,0.70995298944622
1,28,-0.138451819406259,4.1885094173035,0.877350261140738,4.0442609728172,6.86707657915469,5.62881163947335,-0.126753182665792,-0.0506796369874367,-0.518040494830432,0.0689047631994573,-0.115741941746978,-0.0745165467204663
1,29,-0.55885635161902,4.16938041499771,1.89535388157208,4.20590851990811,7.04193933859128,5.52634392909903,-0.547157714878553,-0.0698086392932327,0.499963125600915,0.230552310290371,0.0591208176896094,-0.176984257094785
1,30,-0.0866232604628643,4.47768561063387,1.50683158627721,4.3306116894816,6.76551107893939,5.52435185126483,-0.0749246237223972,0.238496556342924,0.111440830306045,0.355255479863862,-0.217307441962279,-0.178976334928989
1,31,-0.264277504917583,4.46411148305629,1.30378183510464,4.24286919747886,6.77405484090325,6.12845764260665,-0.252578868177116,0.224922428765344,-0.0916089208665281,0.267512987861125,-0.208763679998415,0.425129456412828
1,32,-0.608237378434984,3.88951236943307,1.64772501560191,3.98335050508576,7.07951180239349,5.11502492826392,-0.596538741694517,-0.349676684857867,0.252334259630736,0.00799429546802388,0.0966932814918176,-0.588303257929904
1,33,-0.110427523604379,4.22941669941933,1.74467656730838,3.96410607008228,7.09640921460687,6.18130853022647,-0.0987288868639124,-0.00977235487160755,0.349285811337209,-0.0112501395354592,0.113590693705199,0.477980344032646
1,34,0.10406918151363,4.50605231152924,1.06039734654529,4.06776515642341,6.77114557128557,5.84699223578206,0.115767818254097,0.266863257238295,-0.334993409425883,0.0924089468056728,-0.211672949616098,0.143664049588243
1,35,0.133830568297302,4.0735275527063,1.71639045269426,4.19771998691983,7.21172307377191,5.98738597107362,0.145529205037769,-0.16566150158464,0.320999696723092,0.222363777302093,0.228904552870242,0.284057784879796
1,36,0.0133821054501623,4.24486335538133,1.62986240663973,3.73080498611525,6.86974214011244,5.06682316968357,0.0250807421906293,0.0056743010903908,0.234471650668565,-0.244551223502485,-0.113076380789229,-0.636505016510246
1,37,0.0773462487184476,4.00387350099279,0.752822275087537,3.85971466008298,6.87985642558999,5.74875162597529,0.0890448854589146,-0.235315553298148,-0.642568480883633,-0.115641549534762,-0.102962095311675,0.0454234397814721
1,38,-0.405540089703016,4.65391691251866,0.662277180229046,4.52536917205942,7.04375739384921,5.48416406834172,-0.393841452962549,0.414727858227723,-0.733113575742124,0.550012962441676,0.0609388729475446,-0.219164117852096
1,39,0.0691602400624367,4.27989307835081,1.31398950676213,4.48269812983312,7.28583522784525,6.39900334372582,0.0808588768029038,0.0407040240598668,-0.0814012492090423,0.507341920215382,0.303016706943585,0.695675157531999
1,40,-0.186710151165298,3.61904604426742,2.45522029512903,3.69494302820245,7.36160379630429,5.96828529245795,-0.175011514424831,-0.620143010023525,1.05982953915786,-0.280413181415285,0.378785275402618,0.264957106264128
1,41,-0.0076550378699175,4.23968641647033,1.3901268707438,4.20550759097888,6.95586985090436,6.28621515523991,0.00404359887054951,0.000497362179386229,-0.0052638852273692,0.230151381361139,-0.0269486699973109,0.582886969046094
1,42,0.0820434558862953,4.12429033227278,1.70011741153057,3.89062496264625,6.88604307165481,5.57131502991361,0.0937420926267623,-0.114898722018157,0.304726655559403,-0.0847312469714874,-0.0967754492468629,-0.132013156280207
1,43,0.00753699012769165,4.40584014332032,1.75136422535508,3.9835551997473,7.18615016029208,5.86252621271757,0.0192356268681587,0.166651089029375,0.355973469383905,0.00819899012956027,0.203331639390406,0.159198026523748
1,44,-0.171556602172153,3.44351668134524,1.10219076470602,3.80296680935449,6.83082224995037,5.58462158601435,-0.159857965431686,-0.7956723729457,-0.293199991265147,-0.172389400263251,-0.151996270951297,-0.118706600179472
1,45,-0.226597168995436,4.17411496942636,2.4216484254248,3.61201577579198,7.07542637064772,5.7354022877518,-0.214898532254969,-0.0650740848645786,1.02625766945363,-0.363340433825758,0.0926078497460496,0.0320741015579777
1,46,-0.771553969890164,4.28484678262314,1.08654330437574,3.89945421467944,6.93718692587146,6.02904127000099,-0.759855333149697,0.0456577283321948,-0.308847451595434,-0.0759019949382966,-0.0456315950302102,0.325713083807166
1,47,0.180059510147657,4.20895015075444,0.790615952163066,3.62810065183895,6.52907892462389,6.17380546511345,0.191758146888124,-0.0302389035365032,-0.604774803808103,-0.34725555777879,-0.453739596277775,0.470477278919632
1,48,-0.117275538271135,4.01540382090251,1.59103865928371,4.07463124934893,6.81407831259309,5.72326810481006,-0.105576901530668,-0.22378523338843,0.195647903312539,0.0992750397311939,-0.168740208308575,0.0199399186162363
1,49,0.151275939025597,4.35841459387854,1.8745866346293,4.13132816202796,7.26034549339484,6.0709076951196,0.162974575766064,0.119225539587596,0.479195878658135,0.155971952410219,0.277526972493172,0.367579508925778
1,50,-0.0981868114876182,3.84168944269886,1.18286758651979,3.46152206222167,7.27626004521823,6.02065942332269,-0.0864881747471512,-0.397499611592081,-0.212523169451383,-0.513834147396069,0.293441524316561,0.317331237128874
1,51,-0.0258530866727009,4.38972553170545,0.972494203804717,3.95004175428334,6.96256786867177,4.68796976313681,-0.0141544499322339,0.150536477414511,-0.422896552166453,-0.0253144553343949,-0.0202506522298957,-1.01535842305701
1,52,-0.128455679556459,4.16583872975699,1.05052547098852,3.82574995132823,6.70472992454377,5.18354506754513,-0.116757042815992,-0.0733503245339531,-0.344865284982646,-0.149606258289504,-0.278088596357903,-0.519783118648693
1,53,0.268450514771344,4.50017602541951,1.73558926533673,3.15939276872735,6.99796120648342,5.62360652700275,0.280149151511811,0.26098697112857,0.340198509365561,-0.81596344089039,0.0151426855817522,-0.0797216591910743
1,54,-0.204230441261342,3.62826974460721,0.645599953052977,4.04674925597932,6.78717420843601,5.83250109159732,-0.192531804520875,-0.610919309683732,-0.749790802918193,0.0713930463615782,-0.195644312465657,0.129172905403505
1,55,0.122974938969806,4.53969899118836,0.659192042132147,4.02130240667367,6.84760146116767,5.64683510545555,0.134673575710273,0.300509936897419,-0.736198713839023,0.0459461970559296,-0.135217059733995,-0.0564930807382655
1,56,0.195222960623501,4.15459244923109,1.9147549891736,4.1065115568796,7.01540561132866,5.56956486215955,0.206921597363968,-0.0845966050598541,0.519364233202434,0.131155347261865,0.0325870904269889,-0.133763324034268
1,57,0.0443126873269854,4.3716446080815,0.919134087295405,4.14310181960863,7.05873031714423,5.69156352653503,0.0560113240674524,0.132455553790555,-0.476256668675765,0.167745609990892,0.0759117962425639,-0.0117646596587893
1,58,-0.00961478103771862,5.04594249640581,1.99535897982477,4.15480915707186,7.08402211160995,5.10684176644655,0.00208385570274839,0.806753442114867,0.599968223853599,0.179452947454125,0.101203590708284,-0.596486419747272
1,59,-0.0799122272710492,4.07640213984859,1.33717430219106,3.91174323276831,6.89060121088551,4.52491391053953,-0.0682135905305822,-0.162786914442351,-0.0582164537801122,-0.0636129768494258,-0.0922173100161547,-1.17841427565429
1,60,-0.447347741997256,3.97663986472884,1.10465771495043,3.80591333946942,7.01176974283623,5.74712362856796,-0.435649105256789,-0.262549189562101,-0.290733041020738,-0.169442870148319,0.0289512219345625,0.043795442374142
1,61,-0.228135489511196,4.4092541453066,0.971687324881101,4.28297420293048,7.02275629166438,6.12163501884817,-0.216436852770729,0.170065091015655,-0.423703431090068,0.30761799331274,0.0399377707627151,0.418306832654356
1,62,-0.106373042177524,4.97685125402647,2.00087419238037,3.50716716983268,7.00262420129885,5.3894200187225,-0.0946744054370568,0.73766219973553,0.605483436409199,-0.468189039785058,0.0198056803971784,-0.313908167471315
1,63,-0.340969667869572,3.91878686826274,1.24390866262896,3.91620400696341,7.21574235100631,5.2674122191826,-0.329271031129105,-0.320402186028201,-0.151482093342205,-0.0591522026543316,0.232923830104644,-0.435915967011224
1,64,0.10554482243316,4.37233646841029,1.23758988209643,3.85418563603031,7.03650117739145,5.85382806399779,0.117243459173627,0.133147414119351,-0.157800873874736,-0.121170573587426,0.0536826564897765,0.150499877803973
1,65,0.133000382865113,4.22415599579399,1.72438635617835,4.2366759295436,6.98477707862875,5.95351067251329,0.14469901960558,-0.0150330584969547,0.328995600207181,0.261319719925863,0.0019585577270762,0.250182486319475
1,66,0.135882202267869,4.4708159231027,0.854374160580941,3.85400210896248,6.81250452935718,5.35077433565757,0.147580839008336,0.231626868811758,-0.541016595390228,-0.121354100655255,-0.170313991544488,-0.352553850536244
