id,importanceSampling
1,834.045
2,497.669
3,650.339
4,903.205
5,503.375
6,648.695
7,746.933
8,860.666
9,732.289
10,771.935
11,918.765
12,520.506
13,865.628
14,553.157
15,583.530
16,636.951
17,508.964
18,549.486
19,598.279
20,615.283
21,896.509
22,777.466
23,803.207
24,800.644
25,464.995
26,678.140
27,760.404
28,566.718
29,744.635
30,652.144
31,873.999
32,889.707
33,915.556
34,795.917
35,755.182
36,505.922
37,841.428
38,523.201
39,680.640
40,655.597
41,546.656
42,709.172
43,491.430
44,772.909
45,844.552
46,857.027
47,638.203
48,625.692
49,624.435
50,557.019
51,507.060
52,891.692
53,771.538
54,736.024
55,808.232
56,670.996
57,505.933
58,655.318
59,744.884
60,689.442
61,863.603
62,541.567
63,875.576
64,631.193
65,738.084
66,528.378
67,671.040
68,828.796
69,888.813
70,563.916
71,549.033
72,714.009
73,885.186
74,866.205
75,675.297
76,625.888
77,502.845
78,544.064
79,831.720
80,748.077
81,706.341
82,584.747
83,536.957
84,859.120
85,581.671
86,775.284
87,654.797
88,829.840
89,438.055
90,726.600
91,619.662
92,581.916
93,507.540
94,873.354
95,865.294
96,714.141
97,747.893
98,481.078
99,849.836
100,633.132
101,750.717
102,649.459
103,511.549
104,868.138
105,815.946
106,571.658
107,608.482
108,837.904
109,811.988
110,535.086
111,760.320
112,604.211
113,527.846
114,892.737
115,877.051
116,712.477
117,738.429
118,517.062
119,638.699
120,496.418
