rep,id,logka,logV1,logCl,logV2,logQ
1,1,-0.0939383626543144,4.0727098263661,1.01509775094397,4.34465054750088,2.08894661176822
2,1,-0.0186673412617833,4.13172706818305,0.950398660182265,4.29114635643017,1.69753805118581
3,1,0.00656377167377728,4.1848604158211,0.931477475883874,4.39829802546482,1.50037893188199
4,1,0.128553642109916,4.12421756539712,0.954541452309283,4.31350287595752,1.94569428344816
5,1,0.121808655988678,4.20281472343967,0.924222048013028,4.45938571960199,1.7391873401434
1,2,0.644365796675412,4.42498070260133,1.30881561957214,3.94053448458629,1.74361715415585
2,2,0.757839595249227,4.51615405437269,1.33334509470689,4.14818075036542,1.78251729024158
3,2,0.21902000665591,4.08483905663454,1.29386357162867,4.25520208313509,2.13253394861649
4,2,0.140943602449,3.98152691316963,1.26220893241038,4.49084933065707,2.45933971832452
5,2,0.36761442774644,4.19475027548968,1.32016629538012,4.25862068850908,2.09053599395174
1,3,-0.459917394239624,4.20448227513417,1.14809534388152,4.03724790822729,1.00857011666451
2,3,-0.461373912290821,4.29352573975016,1.16373804383708,4.03009014670195,0.836627036611951
3,3,-0.472479014880958,4.34285653931376,1.0668185560615,4.67141169639482,0.753915867398607
4,3,-0.556238879846688,4.26292231160022,1.19787912663704,4.29411165196942,1.37486671718615
5,3,-0.777851796608481,4.17128561252987,1.13519588087708,4.12660954867181,1.00054168449017
1,4,0.251281971945762,4.20372157695959,1.1696037131483,3.60472986923247,2.3046034083937
2,4,0.0316777346983429,4.19635042827162,1.12477239382623,3.24244362790693,1.80948767342536
3,4,-0.297245163885285,3.88519679755573,1.14140016228865,3.89201962728872,2.49383030356437
4,4,0.124390847287704,4.07947744549551,1.16762896117123,3.64002336197641,2.128360662539
5,4,-0.0056609664018584,4.1419689467251,1.11341648421328,3.55270937495017,1.74378534839186
1,5,-0.156237173169254,4.60297285504197,1.0090247792519,3.83540841329865,1.0020902591211
2,5,-0.346454105118211,4.49567427449539,0.968555711205354,3.7584368159358,1.29186044276067
3,5,-0.324595591820978,4.51877970931605,1.04004094446999,4.18766851899807,1.55323620291182
4,5,-0.351123394202025,4.4997040062372,1.03539450229746,3.90574943039417,1.46435420192059
5,5,-0.31540206647179,4.51772075306048,1.03603812903656,3.75964020600811,0.776599044485023
1,6,-0.147598839556128,3.64120995280263,1.02288959375665,4.05440768694485,1.46672516866555
2,6,-0.358806660039573,3.5126295026254,1.0424265181961,3.91549427753227,1.6604761233882
3,6,-0.00859894120465013,3.78321229780102,1.0283928108748,3.64805229297614,1.15858130138692
4,6,0.0750445083674825,3.90182425468135,1.01859999918711,3.85573150121965,1.34869300390086
5,6,-0.112175442802672,3.73804337836596,1.04035819760367,3.9611479019171,1.52820970707974
1,7,-0.62838148518849,3.83279769225336,1.19886659532822,4.29827960737218,1.42599511673559
2,7,-0.571134495684869,3.95978640559279,1.23806915549201,4.04879583809118,1.51629332597555
3,7,-0.5686286745323,3.92161632387578,1.24053589299124,4.0106197606035,1.25436428970917
4,7,-0.598073838584947,3.88662337580172,1.23203913660106,3.96121624199371,1.33687907576818
5,7,-0.518601535702722,3.97476594335196,1.25999507269492,4.11205457955614,1.52783954870768
1,8,0.0517836697246812,3.81482503209949,0.822647020222562,3.94712280976951,1.70695000942133
2,8,0.320412260076811,3.94330398907498,0.856799519544216,3.94570979488198,1.51090299841501
3,8,0.0855093290826915,3.93785424610626,0.78492175292669,4.2103564179724,1.54249365362178
4,8,0.427952442965603,3.88172386087256,0.814054838130491,4.01858694822597,1.31555392788127
5,8,0.342281865923127,3.94058894874367,0.804210741982696,4.1306162069967,1.5280168170534
1,9,-0.193221003959552,4.5631066574085,1.44501290814766,3.54620062741371,2.69064538740793
2,9,-0.23416276808189,4.70151552265036,1.39347217578873,3.42619137542562,1.45096357582477
3,9,-0.27709017714563,4.49124856608659,1.3885382499127,3.64435915437134,1.45037491163512
4,9,-0.249289773379154,4.57068664344359,1.4557348901522,3.63649656563259,2.18157229674123
5,9,-0.319641199031577,4.54363220610985,1.45363542043745,3.69736753109484,1.41872339083952
1,10,0.570544411735676,4.87859141693027,1.18478580515948,3.67373885755097,1.56819840329883
2,10,0.189000964260097,4.88290992742627,1.22986803532517,3.86714409299672,1.85637644580729
3,10,0.431841511521225,4.76865273709463,1.16027721962143,4.26943210530009,1.17011332995373
4,10,0.346075371088305,4.84725880813553,1.0681351938781,4.75218140721777,1.64487079856615
5,10,0.188413275555223,4.7960414284292,1.18111585075424,4.44190953014834,1.35048401206226
1,11,-0.232460415033774,4.02287679903365,1.57154636499319,3.48440060000411,0.731383983469631
2,11,-0.459421776658811,3.85687086253441,1.49110376593729,3.7083344413642,0.872642446573546
3,11,0.106426939336818,4.2170667823076,1.59585791978241,3.66812510231855,0.384554776483126
4,11,0.0395463748835761,4.1262671891865,1.55284887707801,3.43454362221043,0.53502895494219
5,11,-0.334598423920715,3.90985335775006,1.55329185317695,3.62446153538892,0.907263445918394
1,12,-0.325582410686391,3.96409775568258,1.44747577703717,3.89736116745382,1.38535918401944
2,12,-0.164487114266683,4.01201923121795,1.40583730798022,3.82275035724998,1.44898249727783
3,12,-0.110833036560164,4.11904532790715,1.48407452229985,3.91258115415224,1.20005530106001
4,12,-0.208730293082419,3.99374135863805,1.34963098234045,3.76810595147637,0.673023292892598
5,12,-0.0851574465534297,4.05619874217413,1.43543163211672,3.80045242148496,1.04344732203181
1,13,-0.136223193559173,4.2148691703622,1.62373302028692,3.98206354568191,1.94743301852273
2,13,-0.136992757619484,4.27187853240802,1.64128358665114,3.84370966784584,1.18187465755729
3,13,-0.158880864691943,4.35337678036614,1.60822106353767,3.80354613384293,1.32463450425426
4,13,-0.0311255117337214,4.31872902403948,1.66581089903355,3.73992052483948,1.24541961757433
5,13,-0.120961378797457,4.35804030808572,1.63923258570562,3.83225716374358,1.31307665787978
1,14,0.129848488448746,3.95474889375202,1.32440040109257,3.99987936872421,1.04538114817187
2,14,-0.0226202379877056,3.76581048361006,1.23742133090258,3.6860067535572,1.06962422866035
3,14,-0.0771152499471399,3.78292442281815,1.33279731192801,3.87234838792646,1.38283454444277
4,14,0.130998658980069,3.93179151169072,1.26151494529065,3.79943435365782,1.02386792805703
5,14,0.51596353858437,3.94720316391502,1.24289828992704,3.76713922125179,0.697992656416435
1,15,-0.291999063192548,4.18917285093937,1.08107253384944,3.88357853577699,1.84368932905327
2,15,0.261287556108908,4.39666664976137,1.14402423887979,3.6794169650045,1.58969524995813
3,15,-0.0895413612112702,4.25201012394106,1.08023310911257,3.68615936547224,1.44168756288863
4,15,-0.0362541558030832,4.23830075777857,1.05612351901836,3.75384062507636,1.7394216856593
5,15,0.000211157048147059,4.37221464693882,1.0890526505522,3.53914390387536,1.31413383967282
1,16,0.215635692564929,4.55966590174233,1.72110451028433,4.22387949679003,1.01008086436529
2,16,0.0405170227540346,4.46537704903009,1.74971784312329,4.34388955622191,1.53451518434638
3,16,0.231046875358782,4.5262933999042,1.78711713647303,4.2469435399582,1.6241719563934
4,16,0.0334476921725465,4.48704685891649,1.81017634470667,4.19984971926258,1.62091055885365
5,16,0.1697456284354,4.62761457127522,1.74714519332898,4.41817197781006,1.0865760850905
1,17,-0.64329866126319,4.22285245026729,1.39581919138393,3.49657439469436,1.29115132323212
2,17,-0.602478616578731,4.18220398331248,1.40921941909829,3.64310385916575,1.53997233553574
3,17,-0.789871112844766,4.14126384883296,1.36992417642037,3.73312241366492,1.43712913352868
4,17,-0.727628170277465,4.20523243076929,1.45071715163288,3.57630526107861,1.99359199730287
5,17,-0.64509359592709,4.24346092583577,1.410166723404,3.53432790676994,1.48990434720765
