id,importanceSampling
1,220.382
2,163.970
3,224.748
4,210.141
5,260.910
6,185.128
7,154.692
8,254.391
9,220.109
10,125.911
11,246.458
12,197.252
13,198.566
14,175.867
15,213.996
16,133.751
17,157.465
18,182.539
19,241.957
20,234.849
21,136.892
22,215.890
23,274.126
24,197.839
25,187.354
26,246.595
27,160.202
28,159.136
29,249.851
30,211.082
31,177.937
32,219.183
33,213.879
34,223.972
35,250.128
36,224.401
37,178.108
38,138.676
39,239.729
40,144.923
41,171.518
42,184.029
43,209.298
44,225.670
45,220.973
46,255.143
47,155.781
48,226.340
49,248.617
50,138.257
51,191.862
52,214.525
53,222.927
54,139.397
55,247.495
56,210.577
57,158.940
58,199.497
59,249.593
60,249.165
61,134.222
62,211.793
63,209.009
64,223.699
65,229.508
66,193.468
67,188.936
68,228.975
69,171.015
70,234.294
71,200.785
72,252.734
73,180.559
74,153.340
75,249.299
76,195.187
77,200.993
78,224.560
79,216.608
80,210.928
81,220.681
82,217.147
83,138.315
84,183.707
85,145.511
86,259.053
87,228.042
88,236.824
89,143.425
90,244.597
91,212.027
92,248.116
93,150.399
94,220.228
95,202.000
96,187.109
97,170.619
98,237.712
99,140.099
100,222.427
101,188.014
102,148.774
103,214.135
104,251.619
105,144.997
106,178.675
107,217.373
108,216.565
109,144.007
110,232.680
111,193.158
112,226.118
113,204.462
114,216.937
115,136.023
116,203.432
117,251.875
118,235.098
119,182.865
120,161.927
