logV1_pop,1,-0.14603,-0.013614,-0.031378,-0.014548,0.0089904,-0.027173,0.062362,0.017916,-0.016272,0.042639
logQ_pop,-0.14603,1,-0.057661,0.073733,-0.025047,-0.0063378,0.0085561,-0.14129,-0.072948,0.091371,-0.0011047
logV2_pop,-0.013614,-0.057661,1,-0.31269,-0.22164,0.0011963,0.17809,0.071834,0.11191,0.11941,-0.021632
logVm_pop,-0.031378,0.073733,-0.31269,1,0.63904,-0.019104,-0.10736,-0.12324,-0.23353,-0.00056347,0.038375
logKm_pop,-0.014548,-0.025047,-0.22164,0.63904,1,-0.018958,-0.080225,-0.09045,-0.15627,-0.023451,0.027496
omega_logV1,0.0089904,-0.0063378,0.0011963,-0.019104,-0.018958,1,-0.005498,0.011101,0.0095819,0.0060124,-0.0076587
omega_logQ,-0.027173,0.0085561,0.17809,-0.10736,-0.080225,-0.005498,1,0.039527,0.029694,0.079765,-0.099888
omega_logV2,0.062362,-0.14129,0.071834,-0.12324,-0.09045,0.011101,0.039527,1,-0.05135,0.053134,-0.059157
omega_logVm,0.017916,-0.072948,0.11191,-0.23353,-0.15627,0.0095819,0.029694,-0.05135,1,-0.20829,-0.0069724
omega_logKm,-0.016272,0.091371,0.11941,-0.00056347,-0.023451,0.0060124,0.079765,0.053134,-0.20829,1,-0.030507
b,0.042639,-0.0011047,-0.021632,0.038375,0.027496,-0.0076587,-0.099888,-0.059157,-0.0069724,-0.030507,1
