rep,id,logV,logVm,logKm,eta_logV,eta_logVm,eta_logKm
1,1,3.96305902497587,7.20512042411993,6.32659708736567,-0.222702075572066,0.0446698302399033,0.0537511315964387
1,2,3.80411977141196,6.83545325038546,6.5854247986817,-0.381641329135971,-0.324997343494564,0.312578842912472
1,3,4.16447588385682,6.72009322385527,4.89648895819095,-0.0212852166911182,-0.440357370024753,-1.37635699757828
1,4,4.65715065245895,7.12558417731871,6.20861905765397,0.471389551911016,-0.0348664165613153,-0.0642268981152556
1,5,4.45805803733186,7.17737551197346,5.38138580885703,0.27229693678393,0.016924918093439,-0.891460146912204
1,6,3.51849640934794,7.26378596280535,8.10458949284337,-0.667264691199993,0.103335368925327,1.83174353707414
1,7,4.24485111234156,6.90986875102361,7.02050732765364,0.0590900117936251,-0.250581842856415,0.747661371884409
1,8,4.35497681166895,7.20378839009254,6.23902550485978,0.16921571112102,0.0433377962125183,-0.0338204509094542
1,9,4.01666680440433,7.19898414429181,6.145828389545,-0.169094296143601,0.0385335504117874,-0.127017566224227
1,10,4.69883450967263,7.22324786305684,6.2248370098409,0.513073409124693,0.0627972691768122,-0.0480089459283342
1,11,4.36950304585564,7.40061853737953,6.26447607081563,0.183741945307706,0.240167943499501,-0.00836988495359936
1,12,4.28092727446126,7.50547728343568,6.42121146439561,0.0951661739133236,0.345026689555653,0.148365508626378
1,13,4.0005324061256,7.24171341388546,7.42771697656775,-0.185228694422338,0.0812628200054339,1.15487102079852
1,14,3.87849154179627,7.27540481015019,7.11824100149206,-0.30726955875166,0.114954216270171,0.845395045722833
1,15,4.4421409200153,6.4481705290789,7.07698453126199,0.256379819467369,-0.712280064801124,0.804138575492763
1,16,3.85726323023641,6.99343707159567,5.20713492702535,-0.328497870311528,-0.167013522284355,-1.06571102874388
1,17,3.99821263434889,7.23839193138307,6.06539679127246,-0.187548466199044,0.0779413375030442,-0.207449164496773
1,18,4.08313715708488,7.36567564437794,7.09370755114755,-0.10262394346305,0.205225050497915,0.82086159537832
