rep,id,eta_logV,eta_logCl
1,1,-0.0556192674023976,0.0660227992638786
2,1,-0.0824538996635481,0.035438448621876
3,1,-0.0434380931795598,0.0361875541142632
4,1,-0.0557658932744292,0.0379885042750752
5,1,-0.0565178805235658,0.0617419731592803
1,2,-0.240533440958817,-0.334402854800974
2,2,-0.218699841636083,-0.304322485498842
3,2,-0.192300049082098,-0.298611482260401
4,2,-0.244332770328959,-0.312491204567511
5,2,-0.188179572760926,-0.243504080835266
1,3,-0.0386944049657378,-0.110409008400284
2,3,-0.0613031954687574,-0.0604096496588871
3,3,-0.0820721515668404,-0.0733342232278156
4,3,-0.157780012497234,-0.165374038225363
5,3,-0.073110033643881,-0.0571164398834386
1,4,0.110606481716472,-0.147730976270283
2,4,0.214265725404292,-0.142124864640773
3,4,0.256669295726608,-0.100686085023113
4,4,0.0967903235140014,-0.174889627758804
5,4,0.22137300391271,-0.105222173789385
1,5,-0.215429555730076,-0.150872032860542
2,5,-0.121093443133182,-0.0926254094000769
3,5,-0.0874399395155264,-0.104512998119455
4,5,-0.305891231358153,-0.202667112955176
5,5,-0.119319030243201,-0.0868428851397386
1,6,-0.24248543331743,0.0910404005787434
2,6,-0.201339843354897,0.0968558511621102
3,6,-0.201613385839191,0.0901554310409469
4,6,-0.310371839507568,0.0726119570247805
5,6,-0.224594818577148,0.0846814160238615
1,7,-0.157969435691582,-0.013237319378743
2,7,-0.158922987594414,-0.0167214952330294
3,7,-0.218613726471958,-0.0727636006978876
4,7,-0.227850310529892,-0.0631995449679676
5,7,-0.0869184843539447,-0.0235254072279582
1,8,0.450531856594585,-0.385512029825574
2,8,0.277210792784225,-0.349953574267154
3,8,0.132774047576715,-0.410987263061979
4,8,0.200607687416672,-0.341780232844594
5,8,0.261579309981423,-0.355904331978105
1,9,-0.258461714919071,0.418770989706706
2,9,-0.241839814321685,0.434432081245652
3,9,-0.258129865375116,0.416038779224357
4,9,-0.136850140607028,0.516673997099199
5,9,-0.147227381053901,0.498026774629001
1,10,0.127984701605426,0.580552143511427
2,10,0.125888761044598,0.615687103887338
3,10,0.168550805221495,0.604205314373979
4,10,0.111492624566021,0.582949619472572
5,10,0.203783632879546,0.666833867333046
1,11,-0.0640485931179386,0.0598390446424121
2,11,-0.0928612350637698,0.0462455725902278
3,11,-0.0515724389257884,0.135884667341027
4,11,-0.00862275948854846,0.12280232235324
5,11,-0.036348709639952,0.0948835348618565
1,12,-0.200249724740376,0.524314882783159
2,12,-0.213920646843061,0.522131170375424
3,12,-0.148820179034069,0.563157467385633
4,12,-0.237057186953159,0.508926378310462
5,12,-0.158462873878072,0.569908331746535
1,13,0.0221943268068952,0.136322860510547
2,13,0.153163550998338,0.19979474375426
3,13,0.0539942722683471,0.131396053997654
4,13,0.0491545895612852,0.118902796706594
5,13,0.118731225402996,0.181282032907715
1,14,0.137873576517378,0.486810107776561
2,14,0.112410792464198,0.446310346627128
3,14,0.160054138211234,0.493046416734157
4,14,0.152722204977008,0.494783442940702
5,14,0.00969906516231681,0.382212251743554
1,15,0.367406874435839,-0.157330069906794
2,15,0.270213707019005,-0.122421002599185
3,15,0.343793175549365,-0.122767456043161
4,15,0.308930785740613,-0.141404937329052
5,15,0.37559863964422,-0.164549958420397
1,16,-0.367917334308454,0.23493839140349
2,16,-0.306215529617587,0.263943973915732
3,16,-0.397555625251084,0.176946572356334
4,16,-0.402662776148444,0.183470958894636
5,16,-0.378122307814992,0.201122172722902
1,17,0.263879812610006,0.0251125779423504
2,17,0.25203380756236,-0.00445482319498116
3,17,0.207522776137677,0.00178311668208512
4,17,0.291050181059104,0.0402087238008182
5,17,0.277296395058792,0.0138001031396155
1,18,-0.00956319328180393,0.151892540391525
2,18,-0.0879778390531509,0.126941151430486
3,18,-0.00213394387141912,0.139682004336974
4,18,-0.0555997489673741,0.12337725129324
5,18,-0.0015770958478466,0.167549174746636
1,19,0.10780656924839,-0.00355017658674108
2,19,0.0744298798490903,-0.0536299541425166
3,19,0.0942693431596637,0.0122474536334916
4,19,0.158253598528584,-0.0224228727120661
