rep,id,logV,logVm,logKm
1,1,3.97803849072136,6.88961391453936,5.04303716037434
2,1,4.110394127846,7.57902556152772,7.20400714401016
3,1,4.03306802697138,7.19578007213684,6.28729074205279
4,1,4.11969167842904,7.29459605689474,6.75606032827064
5,1,4.08356210237641,7.11295602709906,6.31115549760894
1,2,3.77677629492349,7.1342374031518,6.2462628906096
2,2,3.85808712470323,7.06467265266599,7.38009562971911
3,2,3.7482155837557,7.2569864350011,5.75623349627755
4,2,3.77624054271462,7.18564030063664,5.86092548105808
5,2,3.82664419146818,7.12976504022441,7.78817545175113
1,3,4.36183613450403,6.48416696670066,4.359417857332
2,3,4.29575871716489,6.44936183357319,4.33245507491666
3,3,4.23132982011934,6.55344266014745,4.55851328080028
4,3,4.19394117844657,6.70152897378989,4.81667237772429
5,3,4.21042648559591,6.86660035828297,5.12035024583879
1,4,4.6857732248363,6.78538512850288,5.37345423524952
2,4,4.72220971652131,7.0426120083647,6.11998447627573
3,4,4.76074498917579,7.05881357852965,6.43316666981989
4,4,4.88214289947512,6.66983220476749,6.56451324845849
5,4,4.2937297397872,7.40079231987721,5.78186776591753
1,5,4.46010883762313,7.49230666168979,6.1820117517717
2,5,4.59400394310154,7.46252251436756,6.0991541602386
3,5,4.53238483818363,7.40500691282089,6.027791368783
4,5,4.57017133850149,7.42726406288607,6.17365578501987
5,5,4.51685144765756,7.37270769519143,5.92555579654566
1,6,3.46714793938415,6.98686555114191,7.47867030871456
2,6,3.55549289943233,7.0248055813057,5.84542393336438
3,6,3.48190443343389,7.05069495556461,5.90445255318936
4,6,3.46239804603455,7.06838299127438,4.75231155931758
5,6,3.42679909946477,7.33695277147248,7.10379235336726
1,7,4.21472001376422,7.15807750749243,6.6371248623576
2,7,4.21421313934442,6.98531102307287,6.74525994351292
3,7,4.2194134149949,6.95771035999056,6.620933697936
4,7,4.33245879942013,6.85497124909616,6.5535494819878
5,7,4.33088267898699,7.12161282342146,7.73631147444602
1,8,4.3232757381229,7.09852435120315,6.08369734925271
2,8,4.318413163122,7.13025323969627,6.21449175306289
3,8,4.38758940400605,7.18121641793888,6.25812537317723
4,8,4.35938194355335,7.18200401406984,6.29212251521721
5,8,4.31709348008773,7.01418971659994,6.03852720369491
1,9,4.09114532934113,7.19176090053758,6.1808606753217
2,9,4.16921406667888,6.88377937027125,5.70836347687856
3,9,4.14196273488727,6.76091676121407,5.50061418706566
4,9,4.12014026865364,6.86735035724676,5.6780747892306
5,9,4.1541518467918,6.85039688620936,5.63684327035718
1,10,4.72612794260261,7.05362750895904,6.00195839888904
2,10,4.76674889922151,7.05842311710177,5.97281188964782
3,10,4.61016791049339,7.04673252810369,5.94856694778946
4,10,4.84174281246192,7.21816304583347,6.26346785996763
5,10,4.65623442462297,7.15769786180665,6.16003636226508
1,11,4.4880475479448,7.29210874456792,6.31530493891049
2,11,4.54827128847634,7.20161495568715,6.59312852073593
3,11,4.46834598242706,7.50400205372629,6.8099242068073
4,11,4.40703447195162,7.41171085228917,5.9527271365713
5,11,4.51137770733693,7.3399919226506,6.51248443261295
1,12,4.45459575971095,7.14077451928354,7.26094456310243
2,12,4.48288010353808,7.051294329239,7.32125203388862
3,12,4.38001422642058,7.03573629465996,5.22343082214416
4,12,4.3773723307491,7.34055200613189,6.5408100803149
5,12,4.45116009331421,7.18031299922365,6.96986069745847
1,13,4.0389434827683,7.15064310530338,7.33045128578742
2,13,4.06066200466616,6.75669770064239,6.07619507495536
3,13,4.17661076641915,7.04207774220407,7.14928033352098
4,13,3.92409225490615,7.12950442552771,6.68729655509101
5,13,3.92183554976911,7.15420617404285,6.34288311515592
1,14,3.90766028433542,6.84321376338519,5.53462318415264
2,14,3.89023486858528,7.19726862382816,6.05678982273552
3,14,3.87520219629092,7.21827181122815,7.19904188704914
4,14,3.85683324887385,7.43967437099165,7.50812465465929
5,14,3.85280657141013,7.24739795817923,7.64963580859207
1,15,4.24915418764678,6.88023389573077,6.74490658955276
2,15,4.28182225382546,6.6264325485491,6.61672815746255
3,15,4.15954677441612,6.83257479325452,6.29201395715792
4,15,4.39990032044553,6.94398846313215,7.39502366238297
5,15,4.22222126307677,6.73574421688095,6.23481349113271
1,16,4.15630870779305,7.15180009772247,6.44646860218329
2,16,4.19709876400404,7.09619860085728,6.14050245056389
3,16,4.13051355046671,7.11700711007833,6.0627316610323
4,16,4.13396409451555,7.30476701488366,6.66016292033545
5,16,4.07715719401284,7.58627287592426,7.12848122079376
1,17,4.4117463821015,6.99001328714019,8.4303470156361
2,17,4.15445833470776,7.46338339539113,7.40907336063764
3,17,4.16033412859735,7.33224920670451,7.02691376086493
4,17,4.08631005599053,7.04300027827737,6.05285408526882
5,17,4.17293487532584,6.99167525068639,6.81233350384864
1,18,3.94289607353503,7.20407134385437,6.59482394696565
2,18,4.10412405664268,7.199516168233,6.82684529136612
3,18,4.01732445182476,7.15364560199435,6.18604245272339
4,18,4.00768571165086,7.33526594023813,6.92136687567068
5,18,3.95682341223887,7.36734869744232,6.71127556500729
1,19,3.99440350481525,7.37748560878587,6.7982574856817
2,19,4.00727617542353,7.35263891286824,6.7649219221598
3,19,4.01999664028907,7.36927584063058,6.76229377634355
4,19,3.97996740360671,7.35482176445012,6.86414325300905
5,19,3.91481442598939,7.52010119212044,6.99622470614322
1,20,3.91945061233573,6.91637706619286,6.50958864640126
2,20,4.0701366206856,7.02967409890107,7.17239148191381
3,20,4.06059925698092,7.24841381933529,7.63969955744313
4,20,4.10614509147225,6.9018931091419,7.05684752817464
5,20,4.11599579437822,6.80777296911175,6.86622185687103
1,21,3.68504755763484,7.32345624069962,6.80652613825201
2,21,3.62265684741859,7.16231910230296,5.04792635591828
3,21,3.68976491005835,7.31085644141707,7.27049929945922
4,21,3.72864622421858,6.72262412112779,6.74979848867564
5,21,3.63726800999224,7.16330821206369,6.2267098903605
1,22,4.12398616906356,7.00744072619521,5.73012891398996
2,22,4.193726127586,6.94248659639926,5.64498917591466
3,22,4.119833517608,7.07834619452881,5.83012775054004
4,22,4.12095412653964,7.28681906711455,6.13164693768822
5,22,4.01886312938152,7.21783688862855,6.09270839088217
1,23,3.96249124884208,6.75186734751681,4.27489638641546
2,23,3.95734592877006,7.02659235893041,6.75393443077941
3,23,3.9497077982804,6.77715010158347,6.0387478615829
4,23,4.03670076108296,6.65782883585788,6.27223145333476
5,23,3.92400409056746,7.21546838813157,7.18617966777105
1,24,4.41517398487542,7.27380745289342,6.8886212344594
2,24,4.30921910140566,7.40315845565331,6.93996297496167
3,24,4.15016476388001,6.9163576539987,5.53925027501448
4,24,4.47556677194238,7.20809967758455,6.90798341552137
5,24,4.45831062126396,7.14890083734319,6.66474602991414
