rep,id,eta_logV,eta_logVm,eta_logKm
1,1,-0.207722609826575,-0.270836679340661,-1.22980879539489
2,1,-0.0753669727019317,0.418574967647697,0.931161188240934
3,1,-0.15269307357655,0.0353294782568203,0.0144447862835574
4,1,-0.066069422118897,0.134145463014722,0.48321437250141
5,1,-0.102198998171519,-0.0474945667809681,0.0383095418397088
1,2,-0.408984805624441,-0.026213190728222,-0.0265830651596326
2,2,-0.327673975844707,-0.0957779412140335,1.10724967394988
3,2,-0.43754551679223,0.0965358411210727,-0.516612459491679
4,2,-0.409520557833311,0.0251897067566124,-0.411920474711149
5,2,-0.359116909079758,-0.0306855536556088,1.5153294959819
1,3,0.176075033956091,-0.676283627179363,-1.91342809843723
2,3,0.109997616616954,-0.711088760306832,-1.94039088085257
3,3,0.045568719571408,-0.60700793373258,-1.71433267496894
4,3,0.00818007789863179,-0.458921620090135,-1.45617357804494
5,3,0.0246653850479716,-0.293850235597054,-1.15249570993044
1,4,0.500012124288363,-0.375065465377142,-0.899391720519713
2,4,0.536448615973371,-0.117838585515323,-0.152861479493502
3,4,0.574983888627854,-0.10163701535037,0.160320714050667
4,4,0.696381798927188,-0.490618389112536,0.291667292689261
5,4,0.107968639239267,0.240341725997186,-0.490978189851702
1,5,0.274347737075194,0.331856067809764,-0.0908342039975242
2,5,0.408242842553604,0.302071920487532,-0.173691795530633
3,5,0.346623737635701,0.244556318940858,-0.245054586986231
4,5,0.38441023795355,0.266813469006044,-0.0991901707493609
5,5,0.331090347109626,0.2122571013114,-0.347290159223566
1,6,-0.718613161163787,-0.173585042738114,1.20582435294533
2,6,-0.630268201115598,-0.135645012574323,-0.427422022404844
3,6,-0.703856667114043,-0.109755638315413,-0.368393402579866
4,6,-0.723363054513385,-0.092067602605644,-1.52053439645165
5,6,-0.758962001083168,0.176502177592454,0.830946397598027
1,7,0.0289589132162814,-0.00237308638758843,0.364278906588372
2,7,0.0284520387964875,-0.175139570807152,0.472413987743693
3,7,0.0336523144469698,-0.202740233889463,0.348087742166766
4,7,0.146697698872202,-0.305479344783869,0.280703526218572
5,7,0.145121578439054,-0.0388377704585688,1.46346551867679
1,8,0.137514637574965,-0.0619262426768709,-0.189148606516519
2,8,0.132652062574071,-0.0301973541837591,-0.0583542027063411
3,8,0.201828303458117,0.020765824058859,-0.014720582591997
4,8,0.173620843005417,0.0215534201898105,0.0192765594479826
5,8,0.131332379539801,-0.146260877280084,-0.234318752074322
1,9,-0.0946157712068023,0.0313103066575602,-0.0919852804475342
2,9,-0.0165470338690513,-0.27667122360877,-0.564482478890668
3,9,-0.0437983656606682,-0.399533832665956,-0.772231768703572
4,9,-0.0656208318942905,-0.29310023663326,-0.594771166538636
5,9,-0.0316092537561367,-0.310053707670663,-0.636002685412055
1,10,0.540366842054676,-0.106823084920975,-0.270887556880191
2,10,0.580987798673581,-0.102027476778244,-0.300034066121413
3,10,0.424406809945461,-0.113718065776326,-0.32427900797977
4,10,0.655981711913985,0.0577124519534516,-0.0093780958016005
5,10,0.47047332407504,-0.00275273207337084,-0.112809593504148
1,11,0.302286447396863,0.131658150687901,0.0424589831412633
2,11,0.362510187928408,0.0411643618071296,0.320282564966704
3,11,0.282584881879124,0.343551459846268,0.537078251038069
4,11,0.22127337140369,0.251260258409145,-0.320118819197929
5,11,0.325616606788992,0.179541328770572,0.239638476843721
1,12,0.268834659163011,-0.0196760745964835,0.988098607333199
2,12,0.29711900299015,-0.109156264641022,1.04840607811939
3,12,0.194253125872649,-0.124714299220064,-1.04941513362507
4,12,0.191611230201171,0.180101412251862,0.267964124545675
5,12,0.26539899276628,0.0198624053436293,0.697014741689236
1,13,-0.146817617779639,-0.00980748857664267,1.05760533001818
2,13,-0.125099095881777,-0.40375289323763,-0.196650880813874
3,13,-0.00915033412877637,-0.118372851675954,0.876434377751747
4,13,-0.26166884564178,-0.0309461683523123,0.414450599321784
5,13,-0.263925550778825,-0.00624441983717965,0.070037159386695
1,14,-0.278100816212512,-0.317236830494832,-0.738222771616591
2,14,-0.29552623196265,0.0368180299481351,-0.216056133033707
3,14,-0.310558904257015,0.0578212173481235,0.926195931279907
4,14,-0.328927851674081,0.279223777111628,1.23527869889006
5,14,-0.332954529137803,0.0869473642992089,1.37678985282284
1,15,0.0633930870988481,-0.280216698149249,0.472060633783524
2,15,0.0960611532775274,-0.53401804533092,0.343882201693315
3,15,-0.0262143261318098,-0.327875800625508,0.0191680013886878
4,15,0.214139219897595,-0.216462130747876,1.12217770661374
5,15,0.0364601625288382,-0.424706376999077,-0.0380324646365235
1,16,-0.0294523927548816,-0.00865049615755562,0.173622646414056
2,16,0.0113376634561045,-0.0642519930227473,-0.132343505205339
3,16,-0.0552475500812226,-0.0434434838016989,-0.210114294736926
4,16,-0.0517970060323849,0.144316421003634,0.387316964566218
5,16,-0.10860390653509,0.425822282044238,0.855635265024529
1,17,0.225985281553569,-0.170437306739837,2.15750105986687
2,17,-0.0313027658401705,0.302932801511108,1.13622740486841
3,17,-0.025426971950588,0.171798612824485,0.7540678050957
4,17,-0.0994510445574005,-0.117450315602653,-0.219991870500413
5,17,-0.0128262252220965,-0.168775343193633,0.539487548079407
1,18,-0.242865027012906,0.0436207499743471,0.32197799119642
2,18,-0.0816370439052575,0.0390655743529805,0.553999335596888
3,18,-0.168436648723178,-0.00680499188566992,-0.0868035030458377
4,18,-0.178075388897078,0.174815346358102,0.648520919901447
5,18,-0.228937688309064,0.2068981035623,0.438429609238061
1,19,-0.191357595732687,0.217035014905846,0.525411529912468
2,19,-0.178484925124401,0.192188318988216,0.492075966390572
3,19,-0.16576446025887,0.208825246750563,0.489447820574325
4,19,-0.205793696941223,0.194371170570096,0.591297297239816
5,19,-0.270946674558546,0.359650598240415,0.723378750373988
1,20,-0.266310488212199,-0.24407352768716,0.236742690632034
2,20,-0.115624479862334,-0.13077649497895,0.899545526144577
3,20,-0.125161843567012,0.0879632254552679,1.3668536016739
4,20,-0.0796160090756787,-0.258557484738123,0.784001572405405
5,20,-0.0697653061697061,-0.352677624768278,0.593375901101798
1,21,-0.500713542913095,0.163005646819596,0.533680182482784
2,21,-0.563104253129343,0.00186850842293333,-1.22491959985095
3,21,-0.495996190489581,0.150405847537049,0.997653343689992
4,21,-0.457114876329355,-0.437826472752235,0.476952532906408
5,21,-0.548493090555692,0.00285761818366872,-0.0461360654087295
1,22,-0.0617749314843761,-0.15300986768481,-0.54271704177927
2,22,0.00796502703806551,-0.217963997480766,-0.627856779854566
3,22,-0.0659275829399312,-0.0821043993512128,-0.442718205229192
4,22,-0.0648069740082955,0.126368473234528,-0.141199018081013
5,22,-0.166897971166407,0.057386294748524,-0.180137564887059
1,23,-0.223269851705853,-0.408583246363218,-1.99794956935377
2,23,-0.228415171777879,-0.133858234949615,0.481088475010182
3,23,-0.236053302267531,-0.383300492296554,-0.234098094186333
4,23,-0.149060339464969,-0.502621758022142,-0.000614502434465813
5,23,-0.261757009980471,0.0550177942515462,0.913333712001817
1,24,0.229412884327487,0.113356859013392,0.615775278690167
2,24,0.123458000857724,0.242707861773291,0.667117019192441
3,24,-0.0355963366679278,-0.244092939881321,-0.73359568075475
4,24,0.289805671394445,0.0476490837045239,0.635137459752135
5,24,0.272549520716028,-0.0115497565368378,0.391900074144905
1,25,-0.0604110915883516,0.0820542114231565,1.36732204758359
2,25,-0.0681644221896395,0.0539159522352505,0.390168932863999
3,25,-0.152266886077844,0.0909468027626409,0.674545214454485
4,25,-0.0439514672948985,0.0276131988718806,1.3841779061515
5,25,0.00602368198489632,-0.227002034384229,1.39868742428376
1,26,0.190009031559712,-0.00634870216120587,-0.967061639318404
2,26,0.289718753006406,0.0431070507789112,-0.960996663851451
3,26,0.1597269137796,0.0417048777065431,-0.893528152756969
4,26,0.15569213150031,0.0605198187952864,-0.867057731832866
5,26,0.261891999013534,0.095298505829094,-0.888947240585673
1,27,-0.121409083323529,-0.108300345983717,-1.19807602100942
2,27,-0.120418434128478,-0.106049862491126,-1.15276352266068
3,27,-0.103957653269377,-0.0133594306376433,-0.736604774276905
4,27,-0.112424305877953,-0.125953764014105,-1.24205365318803
5,27,-0.099200595761675,-0.088425632875485,-0.998033712781097
1,28,0.171459628359744,0.27452867316991,0.665035013344817
2,28,0.205246658040264,0.00654303151974803,-0.988833194791157
3,28,0.306870688330978,-0.293848073930429,0.41917409627152
4,28,0.242043417727423,-0.0497631211184443,0.753942699814552
5,28,0.296306314427628,-0.115818037022294,-0.695443109042981
1,29,-0.0222106623142602,-0.184401088441287,-0.896304584439491
2,29,-0.106862377246286,-0.0437439228805196,-0.647837701246007
3,29,-0.122449312247133,-0.0330622544011024,-0.647837701246007
4,29,-0.108410408989306,-0.0379575914262292,-0.672091496631429
5,29,-0.0395746990024162,-0.0379575914262292,-0.69680350116427
1,30,0.0169203870203544,-0.300517126473129,0.852825908262251
2,30,0.0178363865707157,-0.0535085469419473,1.40726454052327
3,30,0.0516897921093008,-0.116731050660307,1.50775487703343
4,30,0.0510506171286331,-0.0999064033052369,1.43087814550828
5,30,0.0377215066128747,-0.244040998386105,1.29661650268464
1,31,-0.260099549684819,0.217353117996293,1.1375638770092
2,31,-0.239877052307684,-0.0825938823472964,-0.854411050785119
3,31,-0.285803946264319,-0.0430888236018572,-0.42277778243605
4,31,-0.263253792708232,-0.00851195840707257,-0.0334679685021605
5,31,-0.475511749913696,0.141983301529413,-0.734699633382584
1,32,-0.0377462933855679,0.201426926672964,-1.56250054730426
2,32,0.0117898167538491,0.435297917087018,0.0367454190006719
3,32,0.0179945929917924,0.479111349544756,0.190679407945977
4,32,0.125634133717102,0.249347055994666,-0.427415572412093
5,32,0.0702732532518258,0.164881803071479,-1.12602572400575
1,33,0.233955719663426,-0.0759020263683385,0.958068989341274
2,33,0.20633131013212,0.0832860770980386,0.914836962267677
3,33,0.227847306819466,-0.119066411162781,1.22349246132273
4,33,0.0692580738790757,-0.173211507074764,-0.0134983375734425
5,33,0.26764261768,-0.0206117486342823,0.803748291241656
1,34,0.712712435811601,-0.204175960096062,-0.802814918850536
2,34,0.649524519991234,-0.0200883481065985,-0.886599227412274
3,34,0.609402106451319,0.0827220201684975,0.22476373886363
4,34,0.637618239697967,0.340617308538652,0.80447147187903
5,34,0.627353467668973,0.39306889197458,0.607256685845392
1,35,0.0646306138244425,-0.363474952339538,-1.26654495348294
2,35,0.153836773346766,-0.351529705906036,-1.26654495348294
3,35,0.0911874876690238,-0.362615967209866,-1.27317235107162
4,35,0.238186951933562,-0.409860592083013,-1.40606016727294
5,35,0.187003030008362,-0.36403299650433,-1.34316312809794
1,36,-0.00876144741597454,0.246297951058255,0.890009002468826
2,36,-0.0726034422108518,0.143580911309272,-0.149977940600617
3,36,-0.0780332141322737,0.373643982810616,0.0854636710569204
4,36,0.0621997951052296,-0.164461812371408,0.757802387331055
