rep,id,logV1,logQ,logV2,logVm,logKm
1,1,4.39849882694896,1.60394427523928,4.3166807599295,6.7014406701307,6.37995895213525
2,1,4.48666691125846,1.25143252873089,4.11512833575251,6.99939033789977,6.28650111821876
3,1,4.5471214156111,1.34705333634577,3.81971278539491,6.89316686580264,6.02631707154332
4,1,4.52093163391089,1.48216311145695,3.6410664915479,6.70453533923243,5.25535176233112
5,1,4.58058149228036,1.40758663044312,4.04759653712137,6.79541637051639,5.98712850204136
1,2,4.44657899352767,1.72414839076955,3.79067739216575,7.37039618843125,5.7904480992454
2,2,4.53736519254072,1.53244786066299,3.78706835818744,6.92328718495602,5.25784149837781
3,2,4.45231730397147,1.78009958650565,3.88258562389129,7.06437793182248,5.26438656598969
4,2,4.49700118812072,1.5495315645427,4.43926605052538,6.61930796281234,5.11397264394156
5,2,4.49829057274081,1.34377066745929,3.19820505383524,7.32729393607301,5.81401887310151
1,3,4.43276491183456,1.21083927737804,4.11122426061807,6.94683457838151,5.08159588383449
2,3,4.32794125531525,1.13027353317816,4.32364093404278,6.57135935585572,4.72757241872991
3,3,4.32775502063018,1.22399774004158,3.79611436920894,7.0498808988509,5.69412971717126
4,3,4.34752931388533,1.57995261042142,3.79541187787139,7.15894860517371,5.53027507260891
5,3,4.30176566916649,1.43056025580744,4.11380456267088,7.05318180918673,5.78025396754175
1,4,4.39253518479608,1.02089024823317,4.37646887898822,6.69000807156577,5.44212615237824
2,4,4.38388476331035,1.71050942059405,3.84992062176715,6.67656577168681,5.19123501692128
3,4,4.26414262509262,1.60214671767072,4.15832505939548,6.62726437932882,5.43255323342878
4,4,4.28608967720364,1.39423704234228,3.85088459870161,7.0357747011639,5.91656351167733
5,4,4.50369563604735,0.843908774122121,4.06889902986187,7.13868951047336,6.05510888244982
1,5,4.01312140469236,1.47972848946476,4.12785096354125,6.92500987268307,5.74996294273832
2,5,4.09193881045703,1.09971700588811,4.12106082537842,7.0298519484128,5.97964175949985
3,5,4.08858124836225,1.40458282221058,3.96167914328085,7.19623856513687,5.86014815788663
4,5,4.02482386534627,1.21653762893525,4.43110390273806,7.24804969042681,6.29354717176297
5,5,4.07994068848823,1.1259584032705,4.17363427405821,6.80806163673428,5.47313303920889
1,6,3.93690498429142,0.877455889751819,3.90465262745788,7.5517536980764,6.40185595072961
2,6,3.8451699342502,1.18011222963623,4.0634221923235,7.19416168641706,5.8260104812917
3,6,3.81639206774106,1.22740591481327,4.21186043626893,6.82101444355334,5.38366515491846
4,6,3.82880692364942,0.980899566897607,4.01522181610675,7.09572096807025,5.74093885281325
5,6,3.81018778582843,1.21753177806973,4.09309726032384,7.16251703957586,5.94189153946764
1,7,4.29885835629329,0.75996173906624,4.29113006787443,7.2650241618618,5.88345861839562
2,7,4.2426666598224,1.03238470152927,4.39188993773634,7.24738609365125,5.75053198336117
3,7,4.10032506889664,1.27124159753268,4.11987523819185,6.97660781349148,5.5443884470437
