rep,id,logV,logVm,logKm
1,23,4.28371786897105,6.59268036755284,5.95334506403294
2,23,4.32078976347733,6.8136579367646,5.70960088341662
3,23,4.27514105416037,6.79742342460243,5.65699303367611
4,23,4.27928436439631,6.68715442106451,5.78208060842598
5,23,4.33813252969818,6.69249413462015,5.7507329033266
1,24,4.33069459860111,6.60508188113915,5.26058554061305
2,24,4.31129088233869,7.00132796847653,6.01326310115792
3,24,4.34085994921345,6.74314321026516,5.73887650146712
4,24,4.36912220932601,6.95286783302872,5.90292484493693
5,24,4.32749705755514,6.92337180943832,5.93470595286418
1,25,4.32485920873264,6.89570160172643,6.17889032780964
2,25,4.26709098183636,6.90618847203574,5.79699324648574
3,25,4.385330241928,6.75311185869718,5.71143419145553
4,25,4.37926192423398,6.30315171040842,5.31297195003144
5,25,4.27331608677625,6.73185190300253,5.71426357749081
1,26,4.33050761718118,7.25977389307545,5.46581553661125
2,26,4.32851453445343,7.30200708478543,5.52288449161323
3,26,4.32922650596988,7.66732822820917,5.92464357266303
4,26,4.39491953143684,7.15806625799007,5.30589662221197
5,26,4.28954828937754,7.34036195316713,5.60697030872988
1,27,4.24590717310759,7.25241190288149,5.42413841898588
2,27,4.19883954993267,7.27535916337149,5.41809029287409
3,27,4.21304320055632,7.16943571169023,5.24418987015281
4,27,4.29924433607153,7.22957888033248,5.28411866808765
5,27,4.29459990482083,7.1951201988383,5.27825861815921
1,28,4.40046153029374,7.23000366235246,5.41555130580415
2,28,4.47977501561299,7.21496273045198,5.7928231168258
3,28,4.49521557961358,7.31918864223849,5.6754520617883
4,28,4.30129072201579,7.38832796583569,5.8750240935937
5,28,4.50415472740788,7.25934886762909,6.1024315635168
1,29,4.01890556464019,7.09097792527963,5.5455971085533
2,29,4.0325911720194,7.0839056619357,5.54486477424471
3,29,3.95363759631097,6.98373300779749,5.54415098103985
4,29,3.98960648573961,7.26874941932648,5.79969810592043
5,29,3.89383939925052,7.10955974575735,5.6987272963171
1,30,4.01552904192841,6.7433112936244,6.16051005621095
2,30,3.91643490452373,7.07927466578993,6.39172300097198
3,30,3.94879679536114,6.47705083749848,5.30125694702135
4,30,4.03340172183928,6.6945758492028,5.71810922523126
5,30,4.01151320126522,6.55245653777632,5.58497213820606
1,31,4.04199756085012,7.1734648202572,5.85530801085295
2,31,4.05462985707513,7.04617567262978,5.49950547055312
3,31,3.96220360419931,6.98924257217788,5.44671731876711
4,31,4.03512787052401,6.98295594612355,5.30040825394339
5,31,4.10179751923512,7.14052898864908,5.79937626374306
1,32,4.15141457675475,7.45507914356036,5.33698803041977
2,32,4.17548701775111,7.33914372777601,5.06559300183288
3,32,4.17031765181511,7.37037092696762,5.14128623733084
4,32,4.10294002326006,7.51568597596362,5.46900256942931
5,32,4.17526946722242,7.53533546132379,5.47515514310405
1,33,4.67609895849597,6.37624321833311,5.29149365312827
2,33,4.61343407828119,6.65392733883616,5.38838099138592
3,33,4.59692738419762,6.7511149562766,5.31749103294428
4,33,4.58945777825104,6.92720521075115,5.89902011054032
5,33,4.60174168952312,6.88307315339975,5.7990951327231
1,34,5.00414776463582,7.20109693890873,5.40886123260377
2,34,4.92886124031266,7.18391199222032,5.37316577502844
3,34,4.93538319426427,7.29953921865862,5.40870999755564
4,34,4.98727089523133,7.04013696597061,5.42146972454191
5,34,4.96968392244113,7.3590919542163,5.79384872175641
1,35,4.25826384681069,7.35660368775213,5.76223840047856
2,35,4.23896585135113,7.30070064594708,5.74424023291018
3,35,4.37602409858065,7.46826101540206,5.81702170359254
4,35,4.30941123248274,7.15916626161714,5.52921974525372
5,35,4.28226781200109,7.23750154282775,5.64364447702169
1,36,4.38219492847316,6.74670104815501,6.43006148127792
2,36,4.33885905326193,6.10371929846103,5.60030091371329
3,36,4.30576736563917,6.45549760543547,5.84552091614829
4,36,4.28393473982332,6.80454082267432,6.05635134393219
5,36,4.30344187926491,6.67287401681088,6.01484754228876
1,37,4.4192286629567,7.32838518406569,5.70123468553646
2,37,4.33750347353563,7.18172556614005,5.6337023839459
3,37,4.34971007036996,7.1550907127899,5.64371932487554
4,37,4.27625166129157,7.24746455918673,5.66255923536596
5,37,4.43266962630858,7.0799289137477,5.42627430936877
1,38,4.12705764743583,7.18881403676456,5.440387434303
2,38,4.287209949627,7.12783173484256,5.28900098735649
3,38,4.21468148876633,7.19555927288116,5.38489379738405
4,38,4.091113354925,7.10917754850545,5.30350394803341
5,38,4.23497341723055,7.12761099319711,5.27603515034402
1,39,3.76516176044781,7.26463613801338,5.17820035162633
2,39,3.88905398626532,7.24226365382882,5.04400717130283
3,39,3.79644336813383,7.22586055391867,5.06374514364733
4,39,3.84550271533003,7.25226177031616,5.08396615626837
5,39,3.75335360568412,7.26648813148686,5.17072301796749
1,40,4.23680272383731,7.35091469630269,5.71823007351389
2,40,4.25632502929164,7.47148073229784,5.84797997127971
3,40,4.23870540657919,7.40395804160242,5.78872692428173
4,40,4.1882225058403,7.36300967755104,5.74834605631488
5,40,4.27135572844737,7.44378259970966,5.86792168033007
1,41,4.32224280758886,7.13622250916484,5.88282416627276
2,41,4.26727297524259,6.94987169164465,5.71754427086659
3,41,4.33090632226552,6.83924333382039,5.64569296773821
4,41,4.19796386206754,6.78275838429095,5.66016027871308
5,41,4.39809092434298,7.10890731204926,5.85661124718544
1,42,4.41432791071901,7.05582840454731,5.58995148722514
2,42,4.46218915412244,6.94910904015771,5.80573722063116
3,42,4.39597089200346,7.30425781746466,5.46659220695169
4,42,4.4663504585153,7.01793039892588,5.53536985062006
5,42,4.34860783997118,7.13568495937935,5.19338440306534
1,43,4.17071634944801,7.17391514268156,6.00533921014449
2,43,4.10423865774073,6.88728514997281,5.69504027549318
3,43,4.17247685279106,6.9322800636178,5.73282207916567
4,43,4.14298724254645,6.76781670760001,5.58619740158647
5,43,4.21066213120415,6.98735658528547,5.8216841739737
1,44,3.96748758535305,7.24104065196573,5.2041898548261
2,44,4.02148288595369,7.36291463586223,5.34399205942059
3,44,3.97260344118988,7.38290717208441,5.40777506343708
4,44,4.00474306783945,7.27046939057507,5.19636289585291
5,44,3.91408276279711,7.21733885936593,5.18021519025673
1,45,4.88820058734247,7.16493291386106,6.03292745941284
2,45,4.87896651537725,6.89622943035142,5.74561265942579
3,45,4.90152499342806,6.83200974306613,5.71292688569454
4,45,4.91654906094196,6.91324314750045,5.940207952658
5,45,4.70810868022638,7.40302169138686,5.96130343942585
1,46,4.41417786750083,7.1793215713177,4.88717909222114
2,46,4.34189675958209,7.34726932707648,5.27431530210876
3,46,4.40964299168682,7.21367023453396,4.942720311428
4,46,4.49144865309162,7.22986493310467,4.94575765302922
5,46,4.3152303857125,7.34412400215225,5.23165212771111
1,47,4.00660355157909,6.83465519587895,5.84297747797341
2,47,4.05039610323338,6.71390079209735,5.76339161262693
3,47,4.21221711391081,6.78345692217409,5.79963541625033
4,47,3.97986883462807,6.86292721065644,5.89534945751942
5,47,4.11800906075075,6.69086473710266,5.53322326049457
1,48,4.7113614758781,7.12564091689066,5.27508622233508
2,48,4.67515699147343,7.4229999916489,5.71042217107711
3,48,4.68892755155475,7.05827280473428,4.86004218166573
4,48,4.70155897986677,7.24885018198533,5.53767864308237
5,48,4.7001902463435,7.24085534039505,5.54167757844114
1,49,4.16018997229003,6.95345200199461,5.5349133620858
2,49,4.08705997092976,7.09569861301812,5.87674457746765
3,49,4.09547053160344,7.06040793135703,5.68936965289295
4,49,4.13665244073548,7.115130936337,5.78785155164405
5,49,4.12824158433994,6.9672626274266,5.44123854331686
1,50,4.10070574997539,6.45668232878736,5.42190626915937
2,50,4.09987704939153,6.55851995574979,5.48344592504987
3,50,3.97943021882976,6.8290282241948,5.88311761232608
4,50,4.01252093159217,6.68888730271358,5.73612206791109
5,50,4.05132253763691,6.81004674535793,5.87263895924625
1,51,3.9301098737555,6.94757393173497,5.15171776607488
2,51,3.84695671056165,6.9775310112265,5.22467723912012
3,51,3.81041678856201,6.97717953993468,5.19849642931083
4,51,3.87534971101366,6.98426973222524,5.21103912741799
5,51,3.86289784193229,6.93209783095424,5.07488092198241
1,52,3.62169913842732,7.01208849697948,6.1835353710197
2,52,3.6361720932172,6.65677551720958,5.672632344876
3,52,3.74104969208244,6.83929911085656,5.97017311729968
4,52,3.60361485774437,6.75296054894465,5.40385471595167
5,52,3.79510417094263,6.5992932422285,5.64900705070008
1,53,3.86473878253929,7.33016087077375,5.52352232637022
2,53,3.92903147895472,7.32486717617566,5.46860198754107
3,53,3.86386391768797,7.31530023528471,5.50182334517891
4,53,3.91343820104886,6.99296325275727,5.06106996231802
5,53,3.94166400697617,7.05051886493893,5.13082620735103
1,54,3.99875514056655,6.62542696063042,5.53053660695253
2,54,3.93871398772917,6.81781534420464,5.74137304649824
3,54,3.92737450716805,6.33372552857892,5.69714548739358
4,54,3.89760199135862,6.39434928559684,5.33755724761553
5,54,3.90761351659479,6.71201428556556,5.10651568873644
1,55,4.40666000068092,6.95183629710339,5.64504481439031
2,55,4.44748962641803,6.9969455229021,5.699592992028
3,55,4.37317383718476,7.15316064775813,5.88133622964921
4,55,4.46994685458685,6.81399134938837,5.38949649680657
5,55,4.36834840600295,7.0597822378954,5.77435118590643
1,56,4.43575826639201,6.94144242384012,6.05905368916065
2,56,4.40675197358565,6.95521237127551,5.66331263094396
3,56,4.3668026241774,6.71580301791608,5.33953346506127
4,56,4.48023173272972,6.61871673485197,5.51944320215132
5,56,4.40494507491793,6.58192851195078,5.69606768636264
1,57,4.34728751850367,6.95086049164424,5.708210635046
2,57,4.30676055156684,7.06372654494634,5.86527790037059
3,57,4.34781297013241,6.98949319351548,5.72157976870208
4,57,4.39352715466273,6.52004338579557,6.11436456768383
5,57,4.32737880596546,7.12275488301069,5.99675318649765
1,58,4.51801675260884,7.15129271199082,5.52339425194691
2,58,4.5783154129671,6.99237569386543,5.39953932841458
3,58,4.56243981261101,7.02442223747237,5.22284731670332
4,58,4.61563132677901,7.00043341830276,5.56402858962575
5,58,4.5832555966586,7.36740043171153,5.88772806100407
1,59,4.39529470382494,7.15566212465524,5.73527966704077
2,59,4.53535159383304,7.13988900197005,5.5915498742308
3,59,4.59297429217855,7.41746983029082,5.90842950241884
4,59,4.55667175387016,7.32439144828973,5.83426862386363
5,59,4.41019548978937,6.99114253487424,5.50851835950357
1,60,4.48334151845622,6.98132547771568,5.35957603992018
2,60,4.32882686655249,7.0646815046632,5.55108830894953
3,60,4.40459297143497,6.91770489753053,5.31519465635675
4,60,4.39489701017703,6.91889111881932,5.31850441464895
5,60,4.43899699683831,7.12698077348718,5.6155514851723
1,61,4.27405418981618,6.72484478006484,5.53352400327978
2,61,4.25379130749612,6.6856884577317,5.8169547136706
3,61,4.28771356683542,6.86516023065208,5.92580010816467
4,61,4.3024719467942,6.67131596318842,5.81452286138614
5,61,4.30247776563688,6.91379955917556,5.9119327464103
1,62,4.32133875355083,6.88913307354915,5.59079996273638
2,62,4.23746979438164,7.08757657064711,5.78185313399142
3,62,4.2947620912414,6.76900431970874,5.35805915262841
4,62,4.26852560890724,6.94003926890511,5.54853934780464
5,62,4.38707078801729,6.88374829131795,5.83689970367994
1,63,3.99890088745348,6.71685532828083,5.36111930894037
2,63,4.00095199411924,6.82343460859898,5.41732694308391
3,63,3.9513054265301,7.03819575650148,5.84942271899871
4,63,3.91371606624771,7.07340526416725,5.96180266572963
5,63,3.83793775387122,6.8520004894,5.6371868423121
1,64,3.68059759322966,6.79208065030699,5.79741006182674
2,64,3.69923583591462,6.74036569683997,5.68478341977615
3,64,3.72358087813786,6.66457185898577,5.53420776695994
4,64,3.68997764469608,6.53101142525288,5.44558999209931
5,64,3.78719217391953,6.53661693018182,5.37321671369406
1,65,3.8923080150845,7.26025976625463,5.62859008717146
2,65,3.89743332633272,7.16725690671084,5.45300464535086
3,65,3.90612285777038,7.31460563654573,5.89050414481429
4,65,3.99676840884785,6.99173203792161,5.43014667888339
5,65,4.01047241035552,7.17742465556039,5.90762755294671
1,66,4.44436189334496,7.38536594457942,5.67471518941097
2,66,4.51006763321715,7.23778062240097,5.5421202845399
3,66,4.48779228797954,7.13570016156054,6.01743386543635
4,66,4.48491319215522,7.04812371319796,5.3900875631173
5,66,4.54922835286471,6.83104294064836,5.1635333247966
1,67,3.86551315946692,7.26916275668597,5.83168540405996
2,67,3.8420436600236,7.18061009325653,5.69192946624472
3,67,3.87216219456038,7.03189679186407,5.58548645270696
4,67,3.91188145217742,7.05202441730241,5.57815470057368
5,67,3.93147091434172,7.26897922369151,5.72774697874405
1,68,3.99081453005521,7.03863214035669,5.66172282638401
2,68,3.86243490902193,7.04800616657272,5.7819337125815
3,68,3.97689428895542,6.95257826935193,6.08424614722838
4,68,3.91904680460987,6.88968798981614,5.2495352971071
5,68,3.95922741728812,6.85002693879819,5.03115598228876
1,69,4.71848125854664,6.70600198768748,5.21520892746036
2,69,4.68862919094834,6.83815403522947,5.3723874821337
3,69,4.64851479786909,6.72381465091023,5.19941688455391
4,69,4.60846893292533,6.86545507191194,5.38471963261597
5,69,4.5412509051956,6.91530206405403,5.45700820079473
1,70,4.23409136529764,6.52860517507989,5.69696193319156
2,70,4.15299646845073,6.51674582074085,5.40302717446226
3,70,4.2442656133202,6.96897706299437,6.13246549887916
4,70,4.17695488388204,6.72015389295808,5.85258632016918
5,70,4.21828627921655,6.71417578447834,5.84243314611434
1,71,3.97090246336388,7.01527737021572,5.47264649391834
2,71,3.85896012483593,6.84086748001852,5.3246978225306
3,71,3.87967631335311,6.90513896317659,5.29076596750596
4,71,4.01074575197603,7.07561987636809,5.55226594732066
5,71,3.89801749536781,6.96709896343759,5.42179175741099
1,72,4.24064160523085,6.99247112859261,5.29985881511336
2,72,4.15272332951777,7.03343419846677,5.23746033231924
3,72,4.13070890464696,7.11286262059406,5.56599606078822
4,72,4.1820673584837,7.04165043389775,5.41463356598442
5,72,4.23425082300786,7.10624909377341,5.76955908936958
1,73,3.89814860630439,6.83677231466409,5.89426996454539
2,73,3.85313925550423,6.78893038461735,5.80758498149299
3,73,3.89253374286343,6.85143203959939,5.7190401877985
4,73,3.84184491141289,6.68372802992777,5.5710558308213
5,73,3.83840061084907,6.82846987512611,5.84174282724472
1,74,4.77949434544812,6.45821488639262,5.94702508966992
2,74,4.75472351256397,6.57591788663244,5.68022077904312
3,74,4.74530862658557,6.62581945807165,5.98294617283949
4,74,4.76843395298762,6.16552388771519,5.53603981901604
5,74,4.75134297203923,6.42713842475488,5.06432460920243
1,75,4.41350118741942,7.21010763506361,5.70985982295124
2,75,4.50241433288394,7.02880846536791,5.44722390927436
3,75,4.387905782425,6.81803841199595,5.32331089381588
4,75,4.42192346794186,6.95793099884698,5.43802108914699
5,75,4.41517609411348,6.99637480668629,5.50228848082005
1,76,4.31802910840366,6.54187867747741,5.84359337070587
2,76,4.25819841712752,6.49578151596557,5.76243049461975
3,76,4.15335150651014,6.6713621185639,5.93132836719767
4,76,4.1542909252878,6.92874354327608,5.83434744780216
5,76,4.28380703776427,6.66491920732204,5.75642958577978
1,77,4.22919164453662,7.21873365389279,5.28900080124857
2,77,4.24752074040168,7.02546010157439,5.00907905332426
3,77,4.35740248851987,7.02579352199218,4.95811804749621
4,77,4.26455811265374,7.00134651726971,4.97035462891006
5,77,4.24132756272188,7.33869727397586,5.52207977691952
1,78,4.46136690702226,6.39859251378508,5.49674453444032
2,78,4.50653623674474,6.18552278977045,5.63316764798319
3,78,4.4416650013384,6.66626628146944,5.6735234939857
4,78,4.53485411505025,6.25062299150267,5.60782299917684
5,78,4.47597616670707,6.41628957912567,6.29685555933299
1,79,4.70426608151744,6.84419360050671,5.62032978081574
2,79,4.64698085639516,6.46064450372911,5.32462634916208
3,79,4.67998286054338,6.85617990794412,5.72213615722333
4,79,4.72721631714822,6.92745257313261,5.78513397342357
5,79,4.7741538565494,6.81476894579136,5.88213779731047
1,80,4.31715729049084,7.36964566315134,5.612267978732
2,80,4.46009538991704,7.25619575864166,5.34321921089896
3,80,4.40743513905538,7.29715512591563,5.39001836934223
4,80,4.48084527404196,7.37348517492598,5.61368349777149
5,80,4.43110606489533,7.42527494992468,5.58740608023303
1,81,3.95044926745834,6.88295851117291,5.33298869236381
2,81,4.00552334421184,7.13769870899191,5.67894902384324
3,81,3.98487424838993,7.23370167389072,5.96462582154645
4,81,3.98768236400941,7.15609416481435,5.79928373224195
5,81,3.96312606007112,6.98946599632299,5.54934648753336
1,82,4.55519275356574,7.17903850513871,5.68150940906637
2,82,4.53401138008597,6.94271781277787,5.35622157471662
3,82,4.56260891201996,6.91474795271601,5.28483260539325
4,82,4.5914443548771,6.8275504126943,5.18448966107126
5,82,4.60634268303401,7.05283208763601,5.45461280207723
1,83,4.34039629185838,7.50954435603562,5.58858726560712
2,83,4.40031713843086,7.49005993981008,5.47410896258489
3,83,4.3259671560306,7.18683676148972,5.23178008840258
4,83,4.40343998233749,7.19748604701952,5.20713522998831
5,83,4.48268515451622,7.20853388120238,5.15042292863165
1,84,4.09420719550415,7.54962782276511,5.52266613346574
2,84,4.13794817797552,7.59193480126801,5.5477045553785
3,84,4.18297572867978,7.61589920284778,5.5132556666484
4,84,4.17021067019788,7.61889947536135,5.53132915246156
5,84,4.19786827446265,7.51750693883001,5.42012709024163
1,85,4.25087341016789,7.09370576349492,5.5612280687868
2,85,4.35314652788658,7.2434548516449,5.69723151586532
3,85,4.28849434768873,7.3206221038623,5.60067197028584
4,85,4.25771138461665,7.36989490453027,6.09593540399734
5,85,4.2906362959805,7.27098623358776,5.6257654304377
1,86,4.98130301872946,6.95986031396616,5.12544508531974
2,86,5.08363152504829,7.14207690942283,5.77665314716579
3,86,5.1473674034818,6.87492336145045,5.76701592074656
4,86,5.13779769522117,7.34751149476549,6.01942253777422
5,86,5.0770305891636,6.98080613918167,5.65373240634098
1,87,3.73657319211386,6.52555400059967,5.58434703424297
2,87,3.77185155184918,6.58753922586514,5.37405319511199
3,87,3.72299923197073,6.56217801603517,5.62435530624024
4,87,3.82261224270629,6.6593037433859,5.40472444472229
5,87,3.80414359963156,6.40030318652125,5.81142140564179
1,88,4.21657315752982,6.73780131054928,5.49095699325952
2,88,4.33859704336602,6.49370397404761,6.01917809669149
3,88,4.31494594638522,6.46126773198152,5.79531599854868
4,88,4.26735018082553,6.72612705339511,5.44851598868897
5,88,4.30030871001506,6.73536060405047,5.96653008114482
1,89,4.62828502795587,6.74003590793688,5.6690311565713
2,89,4.56944528336468,6.68128081096634,5.607167934023
3,89,4.60409127376894,6.79419003303308,5.46537908472709
4,89,4.56576651823563,6.89108703458693,6.18532752043653
5,89,4.50149482185166,6.78950417922216,5.64177952119337
1,90,4.36490935830577,6.87022238159483,5.28112565682643
2,90,4.31557446286695,6.8190844755754,5.69133408956904
3,90,4.33273276972157,7.11851873703835,6.33247670699796
4,90,4.3171940117834,6.86557143952805,5.51450556390346
5,90,4.19490158494738,6.87822461982999,5.25440181705027
1,91,4.44643846512106,7.30590752305527,5.06609404535337
2,91,4.35295058869601,7.20273916401071,4.97700287247998
3,91,4.39227551722694,7.10416814501909,4.8144280445926
4,91,4.43228588668129,7.12550794688238,4.82923518308272
5,91,4.4254624152774,7.19684227355472,4.94817346414384
1,92,4.14977822036643,7.06854776176019,5.28599233239359
2,92,4.09985872371366,7.35214508416794,5.7438131245978
3,92,4.09732984923771,7.36851173225993,5.72097391156516
4,92,4.16236182950954,7.29311166105432,5.70514637788662
5,92,4.15820404101551,7.34273811364724,5.63700009372455
1,93,3.78009820742354,7.42224230569234,6.48551449382153
2,93,3.93809594857348,6.96036252230766,5.13744386063308
3,93,3.87495380759668,7.11876269385985,5.62281408194959
4,93,3.84066121702035,7.18919520681214,5.97880158585819
5,93,3.98939642799354,7.1419577745425,5.68407108642635
1,94,3.91952382105527,6.92464601673725,5.18254907192551
2,94,3.91952382105527,6.91246558853061,5.18254907192551
3,94,3.87653175162247,7.03160764538396,5.37817399652319
4,94,3.96056983193497,7.15369329683315,5.39310423247481
5,94,3.84873887508531,7.08205660963439,5.44530933949255
1,95,4.03158541762122,6.71152903018126,5.92274541776714
2,95,4.09995712131164,6.54205412069285,5.87172142144887
3,95,4.05646617486379,6.7416579034081,6.21843447059292
4,95,3.88399567711242,6.39785155895042,5.21034542058357
5,95,4.06277762102795,6.90528339786343,6.39470010597266
1,96,4.22469272728654,7.06898734453548,6.10586187830679
2,96,4.21733012971433,6.97415828291891,5.7103230696717
3,96,4.22985777266809,7.08674741633895,5.92917982874916
4,96,4.21424028443117,6.81577283754609,5.43008812825142
5,96,4.19612469521218,6.66889623077173,4.74374581643377
1,97,4.17646939444515,6.97214285973673,5.80978842511443
2,97,4.0924535274744,7.12936716210287,5.48731677619872
3,97,4.134079983137,7.01556432810892,5.71788505917166
4,97,4.26610225052041,6.80814479804622,5.501440748951
5,97,4.20412146749815,6.95147340889618,5.9671800695331
1,98,4.58198286668571,6.23246998156291,5.25065160235272
2,98,4.67429814863959,6.45908107486427,5.71722040615202
3,98,4.53556509253168,6.51249442494388,5.77131784916163
4,98,4.48254150048254,6.79712841447994,6.09878920893097
5,98,4.58164553141178,6.73783818641623,6.01746749941196
1,99,4.36438959509695,7.87391889562885,5.46279579615408
2,99,4.27603257981904,7.85516919261139,5.4618723822754
3,99,4.30515151450926,7.83673813190388,5.4618723822754
4,99,4.23919503381525,7.84172913940615,5.53249843363917
5,99,4.27808464619333,7.74517386093977,5.35222423471039
1,100,4.99454140494417,6.81484287567079,5.68663100686077
2,100,5.0923645877639,6.65901522132319,5.79038113970488
3,100,4.86131520657531,7.04963891487888,5.89051780405634
