id,importanceSampling
1,696.094
2,516.316
3,741.899
4,654.750
5,796.710
6,586.141
7,514.426
8,826.947
9,684.673
10,399.913
11,758.604
12,606.151
13,603.197
14,547.038
15,692.517
16,439.392
17,507.142
18,580.339
19,784.898
20,728.110
21,462.535
22,713.943
23,850.866
24,634.223
25,606.613
26,773.012
27,526.738
28,498.103
29,772.496
30,682.950
31,594.599
32,720.356
33,666.744
34,715.097
35,831.005
36,700.153
37,578.416
38,421.705
39,736.848
40,504.384
41,520.646
42,590.382
43,672.801
44,727.536
45,668.115
46,755.382
47,515.153
48,724.190
49,778.653
50,426.705
51,623.595
52,715.159
53,724.078
54,457.548
55,777.357
56,671.879
57,479.399
58,632.845
59,785.001
60,777.051
61,397.263
62,679.945
63,658.340
64,692.870
65,735.760
66,635.044
67,563.253
68,722.588
69,526.045
70,748.018
71,654.129
72,777.567
73,579.916
74,490.879
75,767.848
76,614.566
77,630.996
78,709.278
79,691.221
80,662.843
81,715.510
82,685.376
83,466.474
84,617.136
85,462.548
86,813.453
87,694.711
88,775.925
89,465.129
90,805.086
91,675.806
92,771.362
93,469.050
94,718.403
95,663.036
96,608.398
97,566.999
98,741.623
99,463.367
100,716.331
101,600.267
102,482.270
103,669.176
104,803.084
105,470.317
106,591.540
107,674.811
108,691.147
109,423.489
110,754.303
111,599.523
112,700.325
113,634.600
114,699.769
115,472.941
116,641.314
117,797.761
118,743.062
119,568.022
120,520.635
