id,importanceSampling
1,242.717
2,141.970
3,242.512
4,157.987
5,190.001
6,179.486
7,198.034
8,220.906
9,141.722
10,156.417
11,201.631
12,213.859
13,182.958
14,218.949
15,228.091
16,237.694
17,200.463
18,213.193
19,198.242
20,255.652
21,151.625
22,154.310
23,212.120
24,257.063
25,232.776
26,202.862
27,207.662
28,142.312
29,246.138
30,153.989
31,219.403
32,219.661
33,204.788
34,236.444
35,245.282
36,223.826
37,198.772
38,157.260
39,164.310
40,214.286
41,218.645
42,230.564
43,163.139
44,196.989
45,233.331
46,167.982
47,189.575
48,171.984
49,195.123
50,206.666
51,248.155
52,222.745
53,151.612
54,143.986
55,226.086
56,246.674
57,252.573
58,144.990
59,224.387
60,243.753
61,138.400
62,195.546
63,205.173
64,214.973
65,243.651
66,130.525
67,219.533
68,266.894
69,194.733
70,184.917
71,220.202
72,190.381
73,209.730
74,144.500
75,232.022
76,242.335
77,154.579
78,192.772
79,206.203
80,210.594
81,226.417
82,232.250
83,234.327
84,224.787
85,139.563
86,197.598
87,136.031
88,187.388
89,190.031
90,145.724
91,243.894
92,247.722
93,226.478
94,152.750
95,266.751
96,195.068
97,256.060
98,208.122
99,158.124
100,221.615
101,152.355
102,201.134
103,202.474
104,252.264
105,196.560
106,219.560
107,166.426
108,216.572
109,234.253
110,162.896
111,246.661
112,215.715
113,263.587
114,238.657
115,195.575
116,228.912
117,231.966
118,150.735
119,205.678
120,138.946
