rep,id,eta_logCl,eta_logV1,eta_logQ,eta_logV2
1,1,-0.104098917100953,-0.0721821862081107,0.224434331553321,-0.0122577313789148
2,1,-0.020774211963365,0.0264323696463291,-0.00214455140542735,-0.316628559449925
3,1,-0.0648892690157987,0.0573480427313992,-0.310293657382161,-0.177330943430092
4,1,-0.000950447085230649,-0.0380781922163195,0.269957293362846,-0.158916143378308
5,1,-0.0383979492423013,-0.124946292514172,0.33133849043405,-0.135764037912745
1,2,0.0395492999685605,0.430399255609509,0.0765544871671564,0.0429904352993661
2,2,0.101187723441208,0.160266542944409,0.248611929181696,-0.0394074333999108
3,2,-0.0114969774004343,0.469183662651544,0.459095009606455,0.134837537515771
4,2,0.0301935996115058,0.386947464442643,-0.027679947892179,-0.0729788289285251
5,2,0.00329702752443625,0.390678349678273,-0.26127964711941,-0.253667679522133
1,3,0.0557282733910056,0.277816116418099,-0.0107795457981769,0.0467025083590965
2,3,0.0417706570257692,0.149692299580791,0.109531212518071,0.00209335205817641
3,3,0.0287660261238522,0.266995041178684,-0.276493125997731,0.0710584422635855
4,3,-0.0208383499338862,0.204023843739732,-0.688932731293355,0.369556134143024
5,3,0.0583192443827874,0.240268806073778,-0.0651598226632964,0.0871098342027812
1,4,0.203404551248838,0.236569197350008,0.0673958741281374,-0.413018892058684
2,4,0.198999376492959,0.224860845509224,0.305799909591409,0.0331804272698167
3,4,0.151093623463407,0.338583326227825,-0.441409260684112,-0.143233426288453
4,4,0.216698155921554,0.30831504580191,-0.069141800040266,-0.229402501151746
5,4,0.176689848881599,0.340753001155885,-0.132025952949587,-0.508755154909878
1,5,0.113929400294642,0.537314100072914,0.162418625053074,0.355194658855267
2,5,0.050469357642776,0.465267933002846,0.0537200129190307,0.068204127658189
3,5,0.14529018937446,0.430848151730268,0.271585490974087,0.145629137293501
4,5,0.0931790519194357,0.495687919093331,0.0681319405807299,0.0761704481314915
5,5,0.0571329872682264,0.534646577130071,-0.149817242586468,0.624818274400338
1,6,0.0110544728874923,-0.0317290183484029,-0.833308162510925,0.0282941931979875
2,6,-0.0320275589976857,0.0541909002726986,-0.681917172879018,0.254252246969045
3,6,-0.052670903369723,0.0101342324850155,-0.614556003140991,0.157896358556971
4,6,-0.0153510395542585,0.0394856253190867,-0.612072193881777,0.0611187972142608
5,6,-0.00683794619716415,-0.0946694098025754,-0.641929246279622,0.150847223427386
1,7,-0.614229919792245,0.31789641320638,0.0310324136716255,-0.0963288801007369
2,7,-0.587666256541831,0.36306263376725,-0.684025855417242,-0.451018571166393
3,7,-0.637747602100826,0.245564585619417,-0.63753418345392,-0.461953161292749
4,7,-0.578493922413649,0.317462775102554,-0.118128983475503,-0.631186540963266
5,7,-0.763251096120878,0.401177972244029,-0.286832648609845,-0.0859403256621943
1,8,-0.349633578139136,0.0233195121360045,0.272062139173083,-0.0834798683810098
2,8,-0.38004323865096,-0.172300006117097,0.431418693941529,0.076731537169299
3,8,-0.410767640536513,-0.132277243486483,0.126747985365556,0.127327527291566
4,8,-0.403563322242292,-0.105724542152076,0.485649201239221,0.187199221932918
5,8,-0.412554090030202,-0.0501335481189359,0.122334885083711,0.0317297481921755
1,9,0.127628118941756,-0.0284559618812395,0.0134554377095127,0.897813336993355
2,9,0.0974365603135413,0.0374215910492223,0.1665235439853,0.955576545178739
3,9,0.107834560271309,-0.0760482289274263,0.208981813317255,0.609851775309204
4,9,0.185313473192471,0.0132846980662995,0.0695944270150125,0.787816572091273
5,9,0.128057464607329,-0.0296308721361036,0.00383170090642171,0.556158945602409
1,10,-0.195535970851276,-0.625332620841474,-0.426157052964149,0.0918619392479636
2,10,-0.247089831336233,-0.748435970383212,-0.442677860030048,-0.0856185560192259
3,10,-0.250747696491826,-0.531131916597228,-0.520895591572575,0.337394243956588
4,10,-0.188097375345839,-0.600156829140892,-0.535650696112669,0.124473362459937
5,10,-0.186109826557179,-0.592245369876574,-0.4413284391871,0.243395190024965
1,11,-0.187114712093967,0.280301767365,-0.121033620156214,0.975709020809339
2,11,-0.259016331389401,0.322577757833973,-0.615075876446665,0.591401679065166
3,11,-0.234792276055688,0.296353306943205,-0.333493284953012,0.803139397734594
4,11,-0.21807148886769,0.3826336263593,-0.363517393725737,0.957316946929777
5,11,-0.214738026506538,0.340512564060817,-0.364162643800263,0.735804999654555
1,12,0.239444253356423,0.209813090292123,-0.114876474825753,0.322793861651104
2,12,0.260172508977819,0.237275360573147,0.0701990157320052,0.373649639647605
3,12,0.288657528369415,0.21316202396922,-0.00832628207993832,0.58714995583057
4,12,0.277551117622587,0.155695553582922,-0.111490733072655,0.439077291925205
5,12,0.221255816115541,0.151593265983023,-0.174336288296147,0.452334202125797
1,13,-0.334064255494047,0.0453201831985438,0.204708786208675,-0.448511303615282
2,13,-0.331383206977242,0.0598150940233035,0.0285588795804362,-0.514344489438798
3,13,-0.33966235697832,0.0508844774427987,-0.0829234184793732,-0.438902570868697
4,13,-0.358047601557972,-0.0907460959571974,0.523980704084832,-0.253373335324653
5,13,-0.286268520017239,-0.00808237479953594,-0.115002015528586,-0.144785382822735
1,14,-0.556932582400984,-0.425212266104566,-0.42316901788671,-0.229249229190767
2,14,-0.549528366466325,-0.481036995357392,-0.47703959918994,-0.318194196784423
3,14,-0.535995253740001,-0.443684431821059,-0.263706395913017,-0.096742606221986
4,14,-0.505136251705807,-0.441526288167244,-0.323788474509625,-0.200215906447598
5,14,-0.501185192955794,-0.406985350634161,-0.179645153795228,-0.426656519558563
1,15,0.561709610155311,-0.120144766145944,-0.590651185747857,0.00262906819818176
2,15,0.588110222186453,-0.105864921237119,-0.347581454913633,0.269114535897658
3,15,0.593512710128008,-0.0558518972183362,-0.0427018333435566,0.0782067519152081
4,15,0.64938427967115,-0.088416156088977,0.28405290989506,0.467320783307747
5,15,0.611946957437564,-0.0645709503617359,0.0581177955503535,0.231413990213985
1,16,-0.0263103386364987,0.844731601141684,-0.693774582334047,0.0401670622530502
2,16,0.00558253899446279,0.718695783540324,0.341701296280829,-0.545830416007617
3,16,0.0153749226960177,0.92587084976775,0.286201020645459,-0.133379858292995
4,16,-0.0899148116273235,0.920881882220718,-0.294877409237957,0.00780086280748585
5,16,-0.033424707439667,0.798290119246563,0.16909434521031,-0.187717800248842
1,17,-0.289225057858448,0.0200504719255789,-0.0910119621457296,-0.0551384570036576
2,17,-0.265188460896144,0.0470739135125599,-0.25242788534213,0.182362447057405
3,17,-0.264944253838273,0.000175728612736431,-0.365879490540178,-0.124683272087427
4,17,-0.275140170420402,-0.0547035368124705,0.300806515079723,-0.0429671037660528
5,17,-0.258048050251509,0.132787519586879,-0.64752017610833,0.0625840035373535
1,18,-0.130382701276487,0.082250511939202,-0.435735684659559,0.0325531331609561
2,18,-0.144987207273965,-0.0474143778762321,-0.273791298232502,0.0146383378832385
3,18,-0.162033070476334,0.00191399706866096,-0.227956329535726,0.143604601976496
4,18,-0.169861382891855,0.0230164127645631,-0.346061787413676,-0.126710594931092
5,18,-0.136349157520203,0.025053218525368,-0.585343732011089,0.0175185088339712
1,19,0.802032800652974,-0.201821949080772,0.738718500488207,0.0947482505982631
2,19,0.731293883016395,-0.212103549097608,0.296504838968136,-0.0566197465866603
3,19,0.788605008662513,-0.20195563260409,0.220496594570003,-0.0478493313006866
4,19,0.756257496577777,-0.26573703704288,0.454837544540086,-0.0113296278005979
5,19,0.807264983767441,-0.214682361346468,0.373132455232776,0.0427902916181365
1,20,0.422549929147939,-0.283675204004046,0.200868493296986,0.0814732794996193
2,20,0.470647394666458,-0.243884222993474,0.269781448418973,0.11974938564734
