id,eta_logka_SAEM,eta_logV_SAEM,eta_logVm_SAEM,eta_logKm_SAEM,eta_logka_mean,eta_logV_mean,eta_logVm_mean,eta_logKm_mean,eta_logka_mode,eta_logV_mode,eta_logVm_mode,eta_logKm_mode,eta_logka_sd,eta_logV_sd,eta_logVm_sd,eta_logKm_sd
1,0.263381,0.229147,0.30515,-0.0343756,0.251131,0.228544,0.33342,-0.00204257,0.249674,0.239263,0.160472,-0.213568,0.156296,0.0679152,0.158519,0.188053
2,-0.136194,0.00874687,-0.122565,-0.45615,-0.137556,0.00586339,-0.0126654,-0.297856,-0.150159,0.0112538,-0.0526757,-0.362018,0.139821,0.0678197,0.175351,0.280118
3,0.0959923,-0.341862,-0.084454,0.0963818,0.120649,-0.3335,-0.106154,0.0401422,0.0831481,-0.34354,-0.0732318,0.0509196,0.145321,0.0562283,0.127518,0.373178
4,0.0812235,-0.218405,0.0444308,-0.00913328,0.0541887,-0.229017,0.0575783,0.0269436,0.034267,-0.233851,0.0648758,-0.0255137,0.140346,0.0593798,0.105745,0.331984
5,-0.334007,0.409368,0.287366,-0.0480186,-0.318918,0.417852,0.12674,-0.233436,-0.338979,0.413485,0.138545,-0.223199,0.138553,0.0667175,0.218841,0.256993
6,0.150344,-0.134011,-0.24892,0.0538551,0.137722,-0.145353,-0.149809,0.198143,0.11039,-0.149627,-0.134938,0.214467,0.154601,0.0618124,0.205854,0.294624
7,0.31955,-0.335348,-0.0701823,-0.199448,0.336642,-0.341303,-0.00663409,-0.0639218,0.299032,-0.342778,-0.00776188,-0.065201,0.152827,0.0586954,0.133482,0.295883
8,0.0821069,-0.0472476,-0.0301312,0.156817,0.0783278,-0.0414805,-0.0707538,0.0740681,0.0507277,-0.0440909,-0.0687422,0.0627915,0.145999,0.0585564,0.131605,0.274657
9,-0.226919,0.225477,0.0882353,-0.292019,-0.253507,0.217175,0.139843,-0.216991,-0.265488,0.219752,0.160081,-0.1943,0.135877,0.0636779,0.160305,0.223867
10,0.0293969,-0.341212,-0.0492506,0.143148,0.0511676,-0.330787,-0.0773883,0.103946,0.041681,-0.324225,-0.0898882,0.0777129,0.148143,0.0626166,0.148864,0.227868
11,0.416152,0.436987,-0.0378775,0.0758405,0.403933,0.430376,-0.0720418,0.00846488,0.377835,0.424992,-0.0294751,0.00465461,0.155209,0.0643447,0.158143,0.353663
12,0.0985032,-0.356474,0.434921,0.194209,0.114743,-0.349266,0.4065,0.149156,0.102931,-0.340281,0.395994,0.124277,0.129436,0.0543339,0.11859,0.202908
13,-0.0338458,-0.57813,-0.62004,0.119696,-0.00544306,-0.569111,-0.61738,0.116047,-0.00542228,-0.563771,-0.591256,0.15806,0.138027,0.059117,0.157432,0.375826
14,-0.401458,0.306187,0.487421,-0.31326,-0.361774,0.32227,0.392398,-0.430153,-0.374785,0.329581,0.37135,-0.462733,0.152802,0.0767358,0.189531,0.23361
15,0.115625,-0.108678,-0.179431,0.16687,0.11291,-0.11017,-0.194032,0.12213,0.085793,-0.113678,-0.182663,0.134442,0.142033,0.0618874,0.147376,0.317275
16,-0.14442,0.273253,0.0682235,-0.167293,-0.131617,0.280634,0.092345,-0.141887,-0.15082,0.279263,0.0878807,-0.152589,0.158603,0.0773523,0.216379,0.265451
17,-0.0591613,0.284048,-0.155492,0.0666354,-0.0274138,0.300363,-0.185622,0.0616327,-0.0471058,0.297074,-0.144567,0.062722,0.143521,0.0687678,0.170399,0.357162
18,0.0275545,-0.0285328,0.24457,-0.549369,0.0453654,-0.0164954,0.189036,-0.634192,0.00643689,-0.0304527,0.209917,-0.596955,0.132607,0.067965,0.0794098,0.139465
19,0.0222226,0.0125585,-0.0875027,-0.168699,-0.0113883,-0.00675131,0.0157775,-0.0128799,-0.0118443,0.00199474,0.00186388,-0.0401064,0.145895,0.06365,0.154638,0.225198
20,0.524374,0.112118,0.333021,-0.0233564,0.532999,0.112628,0.315682,-0.0720819,0.513698,0.111989,0.325569,-0.0641358,0.151375,0.0562065,0.111984,0.313143
21,-0.504375,0.54691,0.199177,-0.389409,-0.530542,0.527019,0.253507,-0.318881,-0.539218,0.533343,0.235437,-0.34727,0.135373,0.0717196,0.209958,0.239937
22,0.332714,0.134121,-0.290472,0.264318,0.318525,0.132599,-0.291499,0.278103,0.293817,0.129058,-0.252725,0.300303,0.143913,0.0586031,0.168523,0.285972
23,-0.41976,-0.282367,0.225385,0.0498544,-0.392403,-0.256172,0.112468,-0.10179,-0.403641,-0.250468,0.0864293,-0.136831,0.133573,0.07201,0.207306,0.264711
24,0.0373197,-0.318483,-0.386348,0.246924,0.0574708,-0.31332,-0.397516,0.23347,0.0364847,-0.316338,-0.372204,0.247797,0.14924,0.0625056,0.135171,0.300074
25,-0.219152,0.583306,0.158577,-0.103147,-0.238266,0.573754,0.144875,-0.137305,-0.25283,0.571947,0.141857,-0.157789,0.135187,0.067695,0.15556,0.263661
26,0.28648,0.252089,-0.00530131,-0.054524,0.300946,0.256214,0.0439652,0.102842,0.263987,0.248337,0.0402142,0.0273935,0.144886,0.0589685,0.137752,0.321734
27,0.28331,0.106286,-0.0978155,0.384653,0.274976,0.102636,-0.195466,0.222643,0.247456,0.101171,-0.191693,0.192622,0.147896,0.0606365,0.169778,0.305982
28,0.537385,-0.620499,-0.228469,-0.396523,0.459736,-0.677787,0.0645395,0.00721491,0.418152,-0.689639,0.0610516,0.0107756,0.149781,0.0586591,0.144109,0.198046
29,0.0444408,-0.223053,-0.371229,0.105218,0.0536961,-0.223854,-0.350661,0.0831313,0.0319206,-0.223651,-0.318035,0.0999477,0.139319,0.0649713,0.16025,0.35896
30,-0.204485,-0.0971127,-0.275716,0.0821073,-0.189958,-0.0927007,-0.161309,0.248683,-0.216212,-0.0946744,-0.24308,0.116922,0.146027,0.0703496,0.198647,0.29859
31,0.00266671,-0.271728,-0.149092,-0.103006,-0.0208246,-0.275182,-0.186622,-0.164121,-0.0195114,-0.266651,-0.180706,-0.15893,0.161124,0.0690435,0.158969,0.265526
32,0.445886,0.0646582,0.231574,0.0336481,0.429135,0.0681166,0.0929447,-0.130032,0.423136,0.0732668,0.102169,-0.125974,0.157566,0.0649214,0.180465,0.221801
33,0.552536,-0.425475,0.0863318,-0.317433,0.544899,-0.426329,0.128452,-0.226168,0.523845,-0.421538,0.101972,-0.289259,0.147974,0.0582377,0.0883289,0.204184
34,-0.155327,0.516733,0.0879535,-0.0505605,-0.125738,0.531284,0.0607373,-0.0742413,-0.178735,0.506704,0.107852,-0.12579,0.151803,0.074542,0.174092,0.347067
35,0.105274,0.00316193,-0.154783,0.0336613,0.0931516,-0.00813093,-0.150761,0.0271592,0.0612395,-0.013884,-0.140104,0.0265512,0.143733,0.0620001,0.166141,0.331036
36,-0.246912,-0.165076,-0.060755,-0.0014939,-0.252426,-0.168224,-0.0583659,-0.0138267,-0.272493,-0.169619,-0.0325749,0.00155514,0.131627,0.0612999,0.123802,0.351243
37,-0.116059,0.230284,0.281064,-0.0574216,-0.156779,0.217832,0.252105,-0.088009,-0.176092,0.219989,0.183598,-0.186853,0.134662,0.0639424,0.140753,0.193285
38,-0.550334,0.155786,-0.195236,0.0347337,-0.547485,0.155788,-0.110525,0.131612,-0.564776,0.154536,-0.128992,0.0959848,0.152765,0.0759557,0.180036,0.218123
39,0.0510233,-0.4161,0.101914,-0.175256,0.000107454,-0.452273,0.199698,-0.0296007,0.0227043,-0.429597,0.135723,-0.123489,0.143427,0.0624499,0.161211,0.203877
40,0.138263,-0.36701,-0.299357,-0.74946,0.105712,-0.401553,-0.210297,-0.575456,0.101132,-0.388552,-0.272973,-0.695836,0.134128,0.058783,0.100915,0.198676
41,-0.286725,0.0593636,-0.332443,0.523455,-0.32163,0.0461874,-0.353754,0.511936,-0.336623,0.0475685,-0.339932,0.505003,0.147795,0.0655613,0.208547,0.251015
42,-0.156229,0.514722,-0.0277567,-0.0239599,-0.137076,0.518231,0.00483291,0.0957234,-0.162928,0.514017,0.00484146,-0.0066501,0.142374,0.0658859,0.16414,0.333639
43,0.0550824,0.00838455,0.071433,-0.11655,0.0633799,0.0134365,0.0616057,-0.127312,0.0365776,0.00805146,0.0354627,-0.157621,0.127759,0.0588839,0.175754,0.215337
44,-0.0582478,-0.00124384,0.258841,-0.38532,-0.08338,-0.0074902,0.295228,-0.271982,-0.0958084,-0.0101143,0.305761,-0.264089,0.135285,0.0608449,0.091513,0.317928
45,0.189285,-0.660066,-0.0662441,0.458003,0.224761,-0.649105,-0.186576,0.265543,0.208468,-0.65086,-0.169245,0.291701,0.149623,0.0632378,0.167839,0.268852
46,-0.274446,0.23018,-0.248391,0.106305,-0.2679,0.229337,-0.181876,0.217044,-0.318154,0.211723,-0.182243,0.18298,0.135003,0.066512,0.184675,0.329885
47,-0.0513594,0.0276838,0.264367,-0.484412,-0.0395378,0.0183437,0.304266,-0.421705,-0.0481966,0.0211651,0.301692,-0.429204,0.146503,0.071434,0.104451,0.164393
48,0.143084,-0.455502,0.189881,0.166259,0.168112,-0.440157,0.144889,0.0678386,0.139322,-0.448708,0.164127,0.108607,0.138619,0.0552049,0.116937,0.231455
49,0.293383,-0.291093,0.0105622,-0.0318441,0.271861,-0.307397,0.0321232,0.0123707,0.249197,-0.30673,0.0457133,-0.00202469,0.141827,0.0562795,0.102424,0.349103
50,-0.415146,-0.241528,-0.137932,0.285196,-0.394296,-0.238672,-0.205774,0.195053,-0.423311,-0.244533,-0.209721,0.181163,0.127254,0.0620059,0.178278,0.272505
51,0.184837,-0.0288176,0.0177275,0.0447932,0.186756,-0.0273569,0.0158422,0.0404859,0.165494,-0.0320537,0.0350971,0.0170871,0.152109,0.0634538,0.124874,0.338334
52,-0.353151,-0.267444,-0.326807,0.134406,-0.383555,-0.277745,-0.248409,0.257599,-0.405236,-0.280058,-0.301306,0.160178,0.137478,0.068868,0.173791,0.272569
53,-0.0975221,-0.0624098,-0.215805,-0.00358599,-0.105294,-0.0674056,-0.151071,0.132303,-0.129855,-0.0693867,-0.17189,0.0642156,0.139616,0.0644952,0.163069,0.333605
54,0.23739,0.0528582,0.184861,-0.351676,0.226758,0.0400865,0.239635,-0.276112,0.204564,0.041231,0.22479,-0.297092,0.138564,0.0583148,0.160465,0.194843
55,-0.233366,0.00121885,-0.0428413,0.0675856,-0.223913,0.00258369,-0.0481424,0.0509585,-0.258133,-0.00400324,-0.0739188,-0.0184836,0.148014,0.0696493,0.155596,0.310716
56,0.0285457,-0.171906,-0.330102,-0.405866,-0.024523,-0.198505,-0.126438,-0.129836,-0.0469981,-0.202473,-0.101956,-0.0998792,0.14286,0.0619708,0.168207,0.217888
57,0.0227709,-0.394851,-0.321262,0.413353,0.0528004,-0.38602,-0.333963,0.39678,0.0188533,-0.393553,-0.339265,0.376989,0.139281,0.0618418,0.160879,0.244986
58,0.280541,0.0628392,-0.0114907,0.0401453,0.276707,0.0622767,0.0125143,0.0718763,0.258841,0.0595653,0.0144793,0.0756161,0.139559,0.0590451,0.170698,0.311324
59,0.553666,0.126499,0.227036,-0.134676,0.594206,0.148867,0.270308,-0.0968802,0.572328,0.145672,0.249868,-0.123853,0.144118,0.0541427,0.140479,0.161051
60,-0.00889441,0.141868,-0.0779848,0.198524,0.00772381,0.147871,-0.111637,0.141789,-0.0314742,0.134292,-0.111701,0.11463,0.129285,0.0608052,0.175124,0.322378
61,0.157107,0.397915,-0.0578597,-0.041755,0.170612,0.405813,-0.0221177,-0.0058517,0.146558,0.404425,-0.00408504,0.00656063,0.156453,0.0676545,0.193979,0.231521
62,-0.35985,0.0139335,-0.428125,0.126758,-0.38192,0.00699996,-0.408207,0.143434,-0.394428,0.00771365,-0.37446,0.160673,0.13314,0.0661809,0.163258,0.358982
63,-0.364467,0.330667,0.184336,-0.0926266,-0.36116,0.33094,0.180916,-0.110125,-0.394813,0.322628,0.199493,-0.117245,0.142877,0.0689724,0.119308,0.305284
64,0.0881609,-0.27967,0.407513,-0.164281,0.0261564,-0.320793,0.512312,0.00225337,0.0519522,-0.288566,0.426853,-0.132213,0.132273,0.0612432,0.112427,0.168094
65,0.175846,0.032755,0.288281,-0.125059,0.191363,0.0344745,0.306882,-0.102065,0.157408,0.0273706,0.329563,-0.0569989,0.155239,0.0594076,0.101472,0.296735
66,-0.0458724,-0.30132,-0.57419,0.560427,-0.034601,-0.292688,-0.45547,0.692017,-0.0580628,-0.297327,-0.466453,0.666772,0.145556,0.0636924,0.212788,0.253357
67,0.158584,0.324558,-0.0697504,0.173342,0.144169,0.320829,-0.132267,0.0932116,0.119829,0.316591,-0.111477,0.0957992,0.145388,0.0678038,0.181525,0.251794
68,-0.474487,-0.357679,-0.242912,-0.104568,-0.467076,-0.355069,-0.239371,-0.0998528,-0.481453,-0.354913,-0.219863,-0.07129,0.139896,0.0725158,0.129864,0.336843
69,-0.102964,0.599453,-0.444645,0.355355,-0.0616752,0.616881,-0.443283,0.431422,-0.0910349,0.610846,-0.411943,0.407785,0.150798,0.0699394,0.213661,0.346469
70,-0.0140967,0.183276,0.0631325,-0.290236,-0.00779801,0.187232,0.0781784,-0.26924,-0.0382364,0.181042,0.0718584,-0.284281,0.145094,0.0689741,0.14074,0.208653
71,-0.153018,-0.0449637,0.00251853,-0.182165,-0.180367,-0.0602204,0.0719401,-0.0928503,-0.205318,-0.0684918,0.0997398,-0.0586105,0.133759,0.0617388,0.180325,0.219886
72,0.300625,0.373368,-0.103799,0.126695,0.290589,0.367211,-0.131993,0.0519332,0.275778,0.36872,-0.0872253,0.0740976,0.149218,0.0662909,0.15348,0.321758
73,-0.299197,-0.14451,-0.498267,0.304107,-0.324325,-0.153229,-0.39636,0.455665,-0.355201,-0.160022,-0.409477,0.414485,0.13021,0.0637134,0.186524,0.280313
74,-0.559841,-0.453914,0.0866355,0.000431814,-0.521912,-0.410534,0.0328911,-0.0973604,-0.500341,-0.389918,-0.0419381,-0.20529,0.122656,0.0577426,0.115921,0.14842
75,-0.147596,-0.0525076,0.32309,-0.208582,-0.141651,-0.0521232,0.342189,-0.152776,-0.159042,-0.0528238,0.329753,-0.21092,0.13059,0.0593266,0.104432,0.32138
76,-0.0577209,0.231766,-0.0681049,-0.114108,-0.039664,0.231757,-0.0184209,-0.021506,-0.059906,0.228937,-0.0220755,-0.0529208,0.142819,0.0661108,0.161069,0.301165
77,0.230273,0.363557,0.105854,-0.0113685,0.248108,0.372423,0.0581888,-0.103685,0.210361,0.363854,0.0932389,-0.0514091,0.13865,0.0573169,0.174389,0.310242
78,-0.599104,-0.230087,-0.0109748,0.161468,-0.593435,-0.228562,-0.14078,0.00747279,-0.615558,-0.233742,-0.126838,0.0199616,0.129036,0.0700623,0.166556,0.211719
79,-0.189826,-0.429664,-0.146323,0.0747535,-0.18147,-0.429686,-0.162809,-0.0207543,-0.198238,-0.429622,-0.128904,0.0215251,0.143731,0.0702611,0.125385,0.352068
80,-0.211479,0.0616956,-0.159055,-0.234829,-0.201332,0.0715072,-0.142879,-0.223874,-0.245693,0.0557366,-0.0873473,-0.138936,0.142278,0.0696156,0.175902,0.273709
81,-0.445938,0.2804,-0.209279,0.268675,-0.445975,0.273932,-0.222374,0.250541,-0.464266,0.270295,-0.211172,0.247215,0.143161,0.072502,0.227943,0.312163
82,0.253012,-0.113456,-0.139034,-0.758492,0.230068,-0.123162,-0.0313207,-0.617308,0.196552,-0.128302,-0.0455029,-0.630899,0.145892,0.0685198,0.159922,0.227814
83,0.0716772,-0.332564,0.221918,0.217382,0.081661,-0.32488,0.158483,0.0976787,0.076259,-0.320691,0.165478,0.104603,0.139992,0.056776,0.123285,0.234906
84,-0.00607194,-0.0310203,-0.00983734,0.213814,-0.00376348,-0.0234432,-0.0689092,0.131916,-0.00375096,-0.0218964,-0.0814063,0.111173,0.145097,0.0691822,0.219552,0.265379
85,0.349098,-0.352823,0.220993,-0.0865109,0.350735,-0.355275,0.239831,-0.0496748,0.328936,-0.353492,0.227921,-0.132193,0.166183,0.0618758,0.0870833,0.317118
86,-0.165544,-0.283631,-0.148146,0.00824589,-0.18141,-0.283356,-0.119687,0.0321522,-0.195459,-0.2874,-0.0977903,0.00572562,0.141647,0.0642143,0.127809,0.357413
