id,eta_logka_SAEM,eta_logV_SAEM,eta_logVm_SAEM,eta_logKm_SAEM,eta_logka_mean,eta_logV_mean,eta_logVm_mean,eta_logKm_mean,eta_logka_mode,eta_logV_mode,eta_logVm_mode,eta_logKm_mode,eta_logka_sd,eta_logV_sd,eta_logVm_sd,eta_logKm_sd
87,0.41385,0.414198,-0.068661,0.301685,0.403386,0.399479,-0.120032,0.216728,0.387546,0.401944,-0.117398,0.208411,0.153754,0.0628455,0.171893,0.230193
88,-0.263,0.18505,0.0454784,0.0374036,-0.274489,0.185709,0.0498433,0.0479504,-0.294652,0.180899,0.0266227,-0.00643121,0.138153,0.0630918,0.155949,0.28065
89,-0.259966,-0.128349,0.184376,-0.127941,-0.288274,-0.140595,0.197751,-0.105275,-0.30327,-0.139887,0.204008,-0.122151,0.135671,0.0653383,0.101563,0.325676
90,-0.508785,0.0678109,0.467374,-0.325235,-0.457763,0.120592,0.308685,-0.546146,-0.50268,0.0979816,0.367136,-0.4648,0.13525,0.07155,0.152625,0.205357
91,0.131056,0.117955,0.180686,0.0445556,0.151089,0.124456,0.165215,0.022005,0.147555,0.132906,0.0942068,-0.0845862,0.144653,0.0649518,0.16971,0.237284
92,0.439749,-0.148261,-0.208156,-0.0188483,0.421244,-0.159414,-0.158553,0.0702634,0.404778,-0.164553,-0.157287,0.0535251,0.148709,0.0588795,0.136821,0.299356
93,-0.137917,-0.281878,0.131577,-0.222082,-0.118156,-0.269346,0.142584,-0.222178,-0.167898,-0.289537,0.190893,-0.149701,0.154224,0.074398,0.243989,0.317242
94,0.26146,-0.294542,-0.174684,0.0274944,0.267853,-0.286922,-0.166268,0.100247,0.233504,-0.292995,-0.143417,0.0541968,0.150688,0.059398,0.133745,0.358998
95,0.134045,0.28904,0.143819,-0.0779693,0.151688,0.303811,0.0855488,-0.168888,0.130769,0.301072,0.0892038,-0.180912,0.144877,0.0647899,0.150417,0.284397
96,0.45844,0.132648,0.202678,-0.108427,0.484627,0.146722,0.106088,-0.25203,0.4731,0.154601,0.100578,-0.269913,0.154069,0.057331,0.159915,0.234571
97,-0.0681977,-0.19066,-0.102026,0.410082,-0.0198406,-0.164908,-0.202852,0.254167,-0.0513604,-0.17273,-0.210369,0.234403,0.141008,0.0627579,0.199896,0.299641
98,-0.28375,0.368864,0.107673,0.0200941,-0.302262,0.356583,0.0374243,-0.0588284,-0.314265,0.363253,0.047892,-0.0600258,0.14404,0.0734003,0.184268,0.215515
99,0.0220299,0.0659362,0.062405,0.0456017,0.0345835,0.0663228,0.0547611,0.00589904,0.015406,0.0644557,0.0708117,-0.000674969,0.148731,0.0618665,0.125309,0.348652
100,0.143607,0.110301,-0.367096,0.138717,0.131852,0.107439,-0.344173,0.163132,0.104098,0.0983206,-0.30614,0.16185,0.140578,0.0589428,0.150612,0.369054
101,-0.456648,0.218858,0.146087,-0.211983,-0.428302,0.239389,0.112727,-0.290197,-0.447559,0.232124,0.120346,-0.283658,0.134926,0.0654587,0.129936,0.253203
102,0.136242,0.243305,0.457767,-0.241895,0.14767,0.25741,0.504454,-0.202512,0.141504,0.263595,0.426741,-0.295749,0.163366,0.0745399,0.196254,0.239677
103,0.112043,0.304551,0.15768,0.027352,0.0962854,0.301828,0.127917,-0.0176789,0.0721353,0.29641,0.13889,-0.00994953,0.13499,0.0616275,0.140879,0.250631
104,-0.203856,-0.416727,-0.50182,0.452294,-0.200879,-0.413835,-0.471479,0.496912,-0.21308,-0.414334,-0.467435,0.490675,0.132992,0.0599913,0.206379,0.319506
105,0.526119,0.241612,0.0234106,0.0546401,0.579871,0.260468,0.0347574,0.0708619,0.556213,0.258972,-0.0108073,0.00437787,0.154334,0.0637595,0.186865,0.256581
106,0.287548,-0.03313,0.430395,-0.0960273,0.352307,-0.0136109,0.414786,-0.147629,0.304935,-0.0206259,0.412988,-0.161456,0.142512,0.0536308,0.0967063,0.271989
107,0.433261,0.152989,0.288731,0.22742,0.434521,0.157024,0.139872,-0.0203002,0.40994,0.151907,0.161836,0.0112374,0.139092,0.0590841,0.147889,0.268324
108,-0.311943,0.311394,-0.0204753,0.139358,-0.300481,0.321272,-0.0355357,0.0992763,-0.312814,0.321973,-0.0340156,0.0865562,0.139295,0.062751,0.186672,0.32407
109,-0.089614,-0.173345,0.15846,-0.0301596,-0.0862811,-0.16557,0.162235,-0.0172635,-0.117729,-0.171536,0.174606,-0.0275723,0.138134,0.0543881,0.107723,0.331541
110,-0.189641,0.309209,0.494576,-0.049366,-0.182001,0.313254,0.444643,-0.104465,-0.178924,0.324987,0.302251,-0.275798,0.136132,0.0669533,0.17129,0.20251
111,-0.0667856,0.418739,-0.202832,-0.0643815,-0.0730753,0.40695,-0.0203426,0.155517,-0.0941224,0.408291,-0.0657729,0.0827733,0.157403,0.0722652,0.176938,0.200275
112,-0.178071,-0.253233,0.165931,-0.297883,-0.154507,-0.254141,0.156551,-0.312378,-0.174503,-0.249505,0.133292,-0.349462,0.144335,0.0698474,0.119053,0.193734
113,-0.178074,0.0149621,-0.319826,0.393663,-0.189763,0.011258,-0.238401,0.507574,-0.210423,0.0111023,-0.3067,0.404948,0.14494,0.0718498,0.212075,0.251911
114,-0.0709796,0.131394,-0.12002,-0.0284576,-0.0585931,0.127138,-0.0806612,0.0364162,-0.0816543,0.12308,-0.0548253,0.0721677,0.137313,0.0621699,0.148398,0.28772
115,0.127848,-0.439348,0.0939506,0.0818599,0.133789,-0.444087,0.103169,0.095167,0.12843,-0.436138,0.0815904,0.0468875,0.142899,0.0603657,0.121688,0.254013
116,-0.423934,0.376334,-0.21151,0.0229977,-0.456638,0.357749,-0.123659,0.130226,-0.486116,0.348516,-0.13731,0.0843367,0.141235,0.0731269,0.182829,0.259882
117,0.145814,0.175945,0.0217715,0.0500438,0.125459,0.165242,0.0212992,0.0308051,0.108794,0.1682,0.0389879,0.0137413,0.165384,0.0680995,0.137217,0.339657
118,0.177627,0.196384,0.165358,0.0120682,0.21171,0.20937,0.138724,-0.0497483,0.190748,0.208518,0.149414,-0.0710089,0.14972,0.0598348,0.125381,0.327822
119,0.177405,0.252962,0.264717,-0.366169,0.199693,0.265001,0.221003,-0.426557,0.15574,0.24974,0.295672,-0.322888,0.133873,0.0617991,0.121602,0.171859
120,0.384639,-0.392253,-0.0214279,0.188354,0.433351,-0.36973,-0.144028,0.0309742,0.402097,-0.373533,-0.0963744,0.0842509,0.156679,0.0606446,0.158821,0.202349
