rep,id,eta_logka,eta_logV,eta_logVm,eta_logKm
3,29,-0.0304083542672971,-0.240861408005594,-0.290072317510169,-0.517136947622764
4,29,0.255738038464203,-0.131800891964171,-0.332088087734064,0.184460527064222
5,29,-0.115252715992796,-0.18636108068172,-0.465388534985308,-0.138362596454402
1,30,-0.506847593359071,-0.225992824512829,0.142785185392716,0.718203108857066
2,30,-0.129091933521092,0.0680456837458446,0.365548118976674,1.2304701306482
3,30,-0.287909283101286,-0.193378528792528,0.091177560221813,0.653823618591262
4,30,-0.357964908513822,-0.134014669987617,0.0302494039153778,0.655164791381837
5,30,-0.275932831397916,-0.214866509980953,0.15145533567963,0.64903325594721
1,31,0.231577372903669,-0.12846244266281,-0.349092119402683,-0.401078039362939
2,31,-0.260251294495246,-0.345885202597543,-0.108225380878442,0.0148090961358927
3,31,-0.497971137137412,-0.458113371749527,-0.224758598928736,-0.0981615710015609
4,31,0.179887859149483,-0.253875665836534,-0.387341535795332,-0.377583109828125
5,31,-0.191300849027985,-0.324102502463936,-0.338046222609563,-0.292181406937474
1,32,0.316765019640129,0.0580599927774966,0.372935752085464,0.108130194714911
2,32,0.465342864608801,-0.00895625469478986,0.250410501139278,0.11713562023223
3,32,0.517998803518424,0.12983626900945,0.0916796575331065,-0.162766138480374
4,32,0.553264064951091,0.125956719759936,-0.135313703405287,-0.450944544965976
5,32,0.553005226950939,0.0786466042876328,-0.151624987447998,-0.428010293371605
1,33,0.533511526694122,-0.355787211546538,0.20102279215501,-0.0530422478176938
2,33,0.611427959040494,-0.372690363654082,0.179874331692609,-0.0547694376197727
3,33,0.321841517095561,-0.571459713579139,0.141501571087269,-0.106954484152544
4,33,0.330239680321129,-0.409332708263678,0.152349787175874,-0.148500505784508
5,33,0.398512440678181,-0.446966781727984,0.110569519852852,-0.185980831165987
1,34,-0.075080386026404,0.499512572530032,0.144452952500172,0.0649213584735597
2,34,0.0584770889222318,0.629260929086322,-0.0451594673253209,-0.033763034641212
3,34,-0.0243637736862352,0.538328191460845,-0.121246610061481,-0.0600573170720832
4,34,-0.0653146815782711,0.507223448131877,0.083651230401546,-0.0758588776435187
5,34,-0.167863777248975,0.489692185601919,-0.166077910668923,-0.756542937505162
1,35,0.369569171749421,0.0341400976473333,0.121925111347535,0.646541963367699
2,35,0.0187428749564446,-0.056841739864448,-0.21139348333748,-0.103287621022891
3,35,0.0628102286793239,0.0612206219918136,-0.187901328989324,0.15146142607119
4,35,0.155123053867791,0.0645430425498116,-0.280298465008015,-0.238667642627866
5,35,-0.0289499565394233,0.0274397041755709,0.0645064643440549,0.472482791306397
1,36,-0.367148588468563,-0.216758287236572,-0.184012352206517,-0.555752852621587
2,36,-0.354587520390624,-0.137201875554935,-0.174648579250096,-0.183413132910844
3,36,-0.36889456532263,-0.260865811164193,-0.00637250625560207,0.0347458176982458
4,36,-0.167386380878398,-0.0993859451510393,-0.0914717273981222,-0.0342456295424505
5,36,-0.374009816839407,-0.206541962355668,0.0306177631656275,0.438776324174844
1,37,0.00321617754012934,0.296566935238272,0.230452812387076,-0.0915378047176159
2,37,-0.171968092468328,0.209106590042801,0.317157605323725,-0.0538065349192608
3,37,-0.29996384114372,0.181461333571111,0.23450238301054,-0.126517825427179
4,37,-0.379553581756339,0.148692340122084,0.529415174795115,0.324142357503816
5,37,-0.0714724742692378,0.228189467778908,0.266935398719977,-0.00635956766548905
1,38,-0.594513747260933,0.0827982328792521,-0.282696538403963,-0.0733423259933132
2,38,-0.537210250575189,0.226681523133377,-0.0636660357881125,0.2963842752056
3,38,-0.34693329788154,0.313564311915616,-0.303180871004526,-0.0769911178835767
4,38,-0.627996340498067,0.0397001894671294,-0.476119420361,-0.264832529452224
5,38,-0.351024599718887,0.278654949848761,-0.393786779285423,-0.257784587208914
1,39,-0.102448090832272,-0.450750863877104,0.133647011520965,-0.109769956974392
2,39,-0.147318256884339,-0.488997588250804,0.0371246259519345,-0.182005170699821
3,39,0.202490930665672,-0.349060996158113,0.187916180921391,-0.114588137913794
4,39,0.240688672936268,-0.477107833092193,0.252711380350512,0.0896138628186919
5,39,0.0670625521123598,-0.505728900752313,0.115989945470129,-0.0885790644938541
1,40,0.182979243931345,-0.38091583961787,-0.240737553599091,-0.647050626409045
2,40,0.0423900298127039,-0.396574356911685,-0.133459699805859,-0.458945871352316
3,40,-0.0226581238191021,-0.446054561644974,-0.352474308788709,-0.782716113532959
4,40,-0.0926894888244067,-0.351786130456461,-0.341448741679523,-0.872066015790271
5,40,0.322919899845267,-0.380457227265416,-0.363954232343333,-0.846547131183488
1,41,-0.670867142520398,0.0132801570023996,-0.466069888336269,0.457855006346143
2,41,-0.415751654559024,0.0317919801062164,-0.801857964984766,0.070411477562694
3,41,-0.285338750207727,-0.0429070481380974,-0.38233254969076,0.463459296916247
4,41,-0.134221584815526,0.197344803115324,-0.674397587991893,0.181173293529732
5,41,-0.330596983959735,0.0750874167761249,-0.632616134583029,0.417204173355352
1,42,-0.178962534671844,0.538649311324603,-0.0110811214186547,-0.0506905717972935
2,42,0.0977158870418095,0.502923257229934,-0.136447830440937,-0.0826101911573853
3,42,-0.19897121175699,0.478349675559059,0.175428959558263,0.292120010674613
4,42,-0.181285246968866,0.479230342107529,-0.15168339499593,-0.301337942177047
5,42,-0.154724568748353,0.603362084434006,0.15490240460937,0.68027152436278
1,43,0.0644535917026362,0.0681337988033379,-0.0474650532863881,-0.316814222508149
2,43,0.199942959882849,0.0175501872745319,0.0946517251616444,-0.0709050933349724
3,43,0.228665445847104,0.0562966215247034,-0.0515212183278277,-0.286014079929947
4,43,0.015544434032299,-0.052433179293323,-0.151174928770295,-0.402569308882352
5,43,0.0964982532239918,0.0342603086982095,-0.00698454837587664,-0.240513510934815
1,44,0.0156197779726103,0.0817324727187404,0.482556058368002,0.282051305764315
2,44,-0.0341277245215565,0.0128163201622978,0.284672924067181,-0.120608354501422
3,44,0.073635546911082,0.0573058002700798,0.467980206328919,0.463524024963415
4,44,-0.152839276479558,0.00322847729995674,0.631100427384756,0.529919641643171
5,44,-0.258800838623764,-0.0722237769344579,0.259342566420521,-0.446563185001249
1,45,0.400522990556033,-0.626901536033771,-0.403347833570591,-0.117811882826721
2,45,-0.158708587833277,-0.757397873625955,-0.40308074018507,0.0921761067305314
3,45,0.386901667245746,-0.610562338039253,-0.364921047621075,-0.0290875905410649
4,45,0.162512955935145,-0.675889995910712,-0.08441008076794,0.464688683410594
5,45,-0.0424947114704947,-0.664864426205623,-0.279410405609479,0.185838945276928
1,46,-0.459845470527837,0.147298743230462,0.0599397960128514,0.581318427679221
2,46,-0.223141411042955,0.207022047091377,-0.0109604212085985,0.249462086905535
3,46,-0.191944065694756,0.224362265717639,-0.326796415429956,0.0626311533572156
4,46,-0.320784611497591,0.190552128844765,-0.225404860822681,0.333015400657236
5,46,-0.319219292935737,0.218936937906588,-0.110676669376126,0.238287951326931
1,47,-0.159356015868451,-0.0794902221689257,0.315577752104007,-0.364355381651982
2,47,-0.0734593844640839,0.0122170070470685,0.398555449082622,-0.2940608926961
3,47,0.0744922039541556,0.0299012458724052,0.289287982986322,-0.433729738256907
4,47,0.000611575496331951,-0.0283386127018182,0.265546423740268,-0.438375954027984
5,47,0.0245815893927888,-0.016367300879609,0.28174416307706,-0.402968873681606
1,48,0.311163771355292,-0.43192049591303,0.318506950845406,0.387343460688763
2,48,0.129598941668023,-0.440806465811118,0.528431160272583,0.701881043471144
3,48,0.0537283796315414,-0.468012149816618,0.309961491030737,0.399795910352983
4,48,0.402752021679162,-0.339928190209215,0.193730949396268,0.0907561738214763
5,48,0.221692576048246,-0.375312279634414,0.103037448349271,-0.0829923433495209
1,49,0.209777215576349,-0.319971024151135,0.0139261168557416,0.291869545070288
2,49,0.181522264812714,-0.279761833125998,0.122175845418312,0.151708305948865
3,49,0.0945991286061906,-0.340465994009564,0.0180449751673713,-0.101615405249886
4,49,-0.110059580372215,-0.43649005982866,-0.0161980803479779,-0.0775646575662059
5,49,0.332408338068025,-0.344704750648066,-0.0305148765592173,-0.110554089726038
1,50,-0.610928067069293,-0.336744230643107,-0.416514906687882,-0.0801266682613256
2,50,-0.184061910465349,-0.175972825293286,-0.474426454255912,-0.0570128230768284
3,50,-0.251268944843369,-0.125287899315232,-0.347906363594483,0.0638522720092495
4,50,-0.543106662751534,-0.294167819654037,0.0420329095162787,0.595488150695349
5,50,-0.38163282150872,-0.315969895225334,-0.0927357697274231,0.348261692627941
1,51,0.119662202364463,0.0038385092321187,-0.245499697495,0.0361036853581024
2,51,0.257038537221874,-0.0311399768396897,-0.110946376009769,-0.166248687576621
3,51,0.369371614906687,0.00103648395857319,0.0624074129322344,0.328114410554409
4,51,0.455881958325036,0.0541211335840242,-0.161910480414046,-0.637106155079248
5,51,0.0299628766288604,-0.111544144705283,0.0132960620673052,-0.126036364473338
1,52,-0.230212427954128,-0.276022318577938,-0.206762515862367,0.26922432252996
2,52,-0.343955533797883,-0.288607798536839,-0.0714283135670735,0.600490308577876
3,52,-0.435765918149804,-0.265260658205271,-0.27558315413547,0.517732436079285
4,52,-0.507270023371937,-0.314392514919668,-0.229059276646351,0.335782738799561
5,52,-0.480441576703583,-0.254576483098342,-0.300192625407889,0.313889127157411
1,53,0.0191057682524867,-0.007263203972364,-0.322368728380523,-0.317147514669601
2,53,-0.203695478565607,-0.0704792142894663,-0.138610809912043,0.331854316978779
3,53,-0.0947848740100419,-0.0196676508292921,-0.262348887307671,-0.298966708873119
4,53,0.018304534522374,0.030327328360866,-0.275126207662391,-0.0444378326206023
5,53,-0.145917325172994,-0.0625892347452974,-0.0751616579894383,0.186162879084789
1,54,0.220902478081579,0.0395365830591836,0.112336353033463,-0.426795830064579
2,54,0.0498687429839543,-0.00149372118351748,0.110686541903773,-0.411882349738843
3,54,0.167784350039387,0.0162293752386029,0.09100045362753,-0.45609352999349
4,54,0.270860664437728,0.108531638002482,0.240957638480284,-0.318731152118732
5,54,0.193306802153065,-0.0428949229091651,0.12950739887579,-0.321955699936075
1,55,-0.0985447991527364,-0.00727063534474556,-0.0256634190803878,0.0880533052915584
2,55,-0.209054884676309,0.0923721875523775,0.078623127224062,0.456385589065572
3,55,-0.358991596470473,-0.0745477779977803,0.0441177270407281,0.182322960226541
4,55,-0.317617884950217,0.038316012922412,-0.0794588275535753,0.063093782762336
5,55,-0.353501519697623,-0.077434864028871,-0.0738279520352615,0.00713856972320153
1,56,0.271673035723144,-0.133506990326881,-0.0751387368500118,-0.116879254543715
2,56,-0.0305523185638402,-0.212106450982673,-0.0814982066984404,-0.0494004770774428
3,56,0.0621750329316491,-0.118528487150008,-0.0619780154917495,-0.113645704450439
4,56,-0.0854366905547768,-0.141830136596003,-0.104376270050708,-0.106671834270367
5,56,0.220540686680507,-0.0979679651475586,0.132788647341861,0.103056614810315
1,57,0.00602009186869359,-0.39073338114443,-0.305802581228288,0.443999495624653
2,57,0.232116398150913,-0.330093122598212,-0.406860495010704,0.34713391450013
3,57,-0.0634837724366668,-0.437870996450135,-0.234747372846279,0.484793932504861
4,57,0.252555917754075,-0.323340920965391,-0.535764124974063,-0.0357783318001715
5,57,0.00456688422832582,-0.437082532130441,-0.312100242214428,0.318184885195738
1,58,0.239297613301956,0.0795799311456892,-0.0856055864731941,-0.172932946610905
2,58,0.385803657440355,0.150524325244988,-0.0483934266861714,-0.173718305398725
3,58,0.428607140701847,0.0797716952594407,-0.031340883324243,0.0639242883026952
4,58,0.326533197529344,0.0228387419309993,-0.105561479705536,-0.123970904132671
5,58,0.236227170346063,0.099753106437651,-0.174001002450821,-0.258009304695123
1,59,0.787010912554519,0.108757876661406,0.263408676148952,-0.0942715049059804
2,59,0.185215047227933,0.0546672195930818,0.343036035089499,0.0196332223104358
3,59,0.586003478169303,0.178268892249076,0.58166511493634,0.203034591744793
4,59,0.596058212757809,0.244249936702194,0.624124131861343,0.199589022818638
5,59,0.55573013188893,0.237634777651011,0.216006306501538,-0.177885309739484
1,60,0.0507555984615872,0.17062095160508,-0.179930556197489,-0.0719751176367777
2,60,0.0495895460667492,0.185732707919363,0.132626577849686,0.606579984614917
3,60,0.0286377197213393,0.159216131876341,-0.0452900228509511,0.0526881764970351
4,60,0.0218843986087859,0.153034469926363,0.058768321165256,0.366914976027714
5,60,0.114821518650694,0.210608112415478,-0.0355693805723943,0.467102338265024
1,61,-0.0229051583547963,0.349910722347042,-0.259879162228385,-0.32746781340247
2,61,0.345669415182508,0.450655973429545,-0.0154891858790996,0.0181861225740494
3,61,0.180027009958905,0.433582579765781,-0.147828305368092,-0.0658261920746987
4,61,0.0414001666168165,0.425354208321916,-0.332277246355824,-0.372032484918513
5,61,0.582379056286913,0.417813202136583,-0.261219720891733,-0.35454959446171
1,62,-0.244174982785337,0.0123158275965062,-0.40146261849757,-0.462446528669768
2,62,-0.402923992120174,-0.00609188151035355,-0.470045258160269,-0.531216444699237
3,62,-0.217061260766427,0.11763221234591,-0.445428009670045,0.234347939203336
4,62,-0.222777416543006,-0.00445205975459959,-0.480290193247334,-0.137259597034021
5,62,-0.263679612413264,0.062510232999207,-0.498450765359791,0.187370383539716
1,63,-0.272681513562697,0.410189626408545,0.0313633947199079,-0.673490665225472
2,63,-0.317646726674063,0.282190942029379,0.100977772860552,-0.484713242740158
3,63,-0.203919015655673,0.435906089117875,0.00537925353205094,-0.0286676274862393
4,63,-0.310333824728218,0.350631337764594,0.218200076410066,0.0513568061953095
5,63,-0.363629353045022,0.299847489986773,0.20191508817557,-0.0493054218341676
1,64,-0.0564141435342411,-0.3429732600039,0.601415766614626,0.13648021878835
2,64,-0.113877780769281,-0.263443942942184,0.519588568090461,-0.0318857245691413
3,64,-0.012421013943716,-0.328696267706937,0.603724636923433,0.108911370020938
4,64,0.0229432355154665,-0.308225877152205,0.456771778817322,-0.092517964846307
5,64,0.0552510258507834,-0.319995263618496,0.375287523703025,-0.181119857072372
1,65,0.307004254547987,0.112738245176745,0.256883952017471,-0.139877288387182
2,65,0.317568198454926,0.0740982017284293,0.193523804832664,-0.268322216999515
3,65,0.0083637381173996,-0.00481247016822508,0.273778398087619,-0.280101405977325
4,65,0.443856864605926,0.0817258446565746,0.272409249444,-0.0225377299153093
5,65,0.09129339471339,0.0334887856368652,0.333498480336574,0.0185595594340873
1,66,-0.0429623550954787,-0.272715200812222,-0.618405263807931,0.652690372657556
2,66,-0.0620925701527074,-0.285420133044655,-0.472848700733828,0.60548337003513
3,66,0.094216710776574,-0.231285536303553,-0.373545434284827,0.843736844643326
4,66,-0.00489216099391221,-0.298755736365767,-0.548128272947242,0.621721424054441
5,66,0.00525123380503612,-0.149270936102374,-0.43126927509036,0.892095520732428
1,67,0.0403049693294842,0.271518911137829,0.0196754599423226,0.308301960586495
2,67,0.345399424420081,0.350204838885712,0.042493413948567,0.361034991016352
3,67,0.117798039547372,0.263730789268068,-0.231161265639584,0.00120491494178381
4,67,0.00879843051676267,0.221372601928847,-0.223620410190277,-0.0150369955543538
5,67,0.545331217589256,0.359153784741074,-0.326404666788676,-0.158442067035666
1,68,-0.663370742956693,-0.379864618708753,-0.258814687732851,-0.0295851724426988
2,68,-0.575274988293275,-0.386889957362165,-0.160538286038507,-0.0679618384005357
3,68,-0.132853018389968,-0.253075305546068,-0.221331198061106,0.077947912056792
4,68,-0.641663494054746,-0.481450463940189,-0.266404156203913,-0.28359449022031
5,68,-0.474008051819761,-0.406855751504862,-0.146349298328121,0.00850555924368956
1,69,-0.241463997041612,0.494671221694633,-0.295893420950004,0.674109630501602
2,69,-0.0675662824772402,0.689071050446531,-0.502565907727522,0.521654234455638
3,69,-0.080641781483746,0.615951478501854,-0.544020142253052,0.540896108758496
4,69,-0.085446301414692,0.591622546721616,-0.83861400852486,-0.306561560578119
5,69,0.0438321755405253,0.603480665810102,-0.547092144286284,0.0615333049625054
1,70,0.0555322831663866,0.243797828141204,-0.0775783804994392,-0.52484943004224
2,70,-0.0697350508050316,0.138687814087644,0.0309453605388451,-0.390289099971106
3,70,0.0260380073100143,0.215305175283782,-0.0347065030663538,-0.468483555830836
4,70,0.106164824228173,0.147100767216963,0.0475873722840422,-0.274199655692302
5,70,0.0104737232511094,0.191996516669981,0.0236144622343711,-0.359550256023917
1,71,-0.154875403022742,-0.14094755966982,0.133892961932351,0.106869516277782
2,71,-0.0664555810708716,-0.0186226497703708,0.161958567690369,0.0129087557813778
3,71,-0.323252314625647,-0.0679365000485929,0.113204869024473,-0.000906748533130261
4,71,-0.159680686953875,-0.0271698985374177,0.104819434518611,-0.051312147264535
5,71,-0.102134610238802,-0.043647244787786,0.0930480835654969,-0.0807475613550888
1,72,0.225183859918796,0.414736151847094,-0.100199844995591,0.102764769681478
