rep,id,logka,logV,logVm,logKm
1,1,0.352767683822182,4.49726602326683,7.5066916463827,5.81855014013377
2,1,0.562795801630187,4.58139916495715,7.29039202019952,5.50728253422458
3,1,-0.0689702688598382,4.42317703463349,7.14447366413495,5.44142442197855
4,1,0.386407555109925,4.47221965706981,7.14308294022628,5.38827978837193
5,1,0.169941437084661,4.46755310726875,6.91868245534393,5.2462817536628
1,2,-0.225199931604975,4.203189092935,6.95899387260714,5.4053328648584
2,2,-0.136536016710543,4.30173681543753,7.10861709474403,5.54539257433977
3,2,-0.264874985928582,4.12620302892398,7.04378316579878,5.56680146113879
4,2,-0.0116124764259073,4.19223230687413,6.68612969836824,4.92882355580722
5,2,0.10770280532796,4.37846661153808,6.68749537641497,4.8807091398246
1,3,0.0322630961117671,3.91485605308618,6.68435798490938,5.56157615685103
2,3,0.0771877379182023,3.93501328589381,6.80704326919255,5.38863855315759
3,3,0.2940051898682,3.91168739795061,6.8656422683759,5.92334598022916
4,3,-0.00715363859932767,3.89736935477196,6.8132768806867,5.32204133486889
5,3,0.365055194358185,3.90549710935251,6.90404083481088,5.99150559491314
1,4,-0.196388402651348,3.9067837630468,6.88849967082005,5.00252554077437
2,4,0.0983229862656936,3.92549138895077,6.92182070522031,4.97708770658347
3,4,0.0690423325778355,4.03552072137503,6.96874894983507,5.67731439695931
4,4,0.0480244770102731,3.98478160443003,7.00101290328283,5.24647889325793
5,4,0.107774513122814,4.05336677935859,7.04470848607376,5.9349620495152
1,5,-0.388236504745526,4.72544750691291,7.30861275455285,5.55806698558435
2,5,-0.379972540291871,4.64434502959966,7.31551852410664,5.66894806406225
3,5,-0.484616804429654,4.59245223334003,7.12654238662148,5.43387903282956
4,5,-0.302746938017285,4.61389087725374,7.07947503326345,5.36810688292855
5,5,-0.487236773404543,4.51813791955971,7.05799714614386,5.44226505464209
1,6,0.0482186257474355,4.06744871640028,6.70663536557333,5.64615142508404
2,6,0.0151800909484711,3.96567841433879,6.85154288965762,5.92540720419904
3,6,0.0385438541426611,4.06243358604555,6.59616184933711,5.52317787172847
4,6,0.0704447725588559,4.21385147298741,6.61981648570369,5.47592168033105
5,6,0.021854791210282,4.09699138057553,6.56814732860132,5.5280231075369
1,7,0.145954038068311,3.89883461074303,6.92718113370135,5.42772337539515
2,7,0.119955746948009,3.82116570191087,6.94361763076437,5.50930094288388
3,7,0.211823625310031,3.86982852643027,7.04234538039499,5.72909487790283
4,7,0.344573773732116,3.86206804697676,7.07599795121457,5.74938158785212
5,7,0.319848715758172,3.93017257060565,7.13090619727625,5.84809955590547
1,8,0.291505675079696,4.20701659768801,6.87048368370562,5.77277351788056
2,8,0.112320146905417,4.2449700184398,7.04073132470376,5.79330829925208
3,8,0.240720696413458,4.20726961548978,6.59724632806196,5.12676531268813
4,8,0.0542512355150621,4.15721475973707,6.63767383609099,5.04663700216888
5,8,0.282332504719038,4.22923973541761,6.79881682190542,5.66479148934549
1,9,-0.0362623004994895,4.50517619407388,6.92573089432133,5.15798147509208
2,9,-0.123490329907933,4.58416299530784,7.28392518005485,5.61296928091066
3,9,-0.34364948216992,4.39755772121165,7.12400354472714,5.42474064450834
4,9,-0.3887913820721,4.44237760015243,6.93311003538665,5.16786068923196
5,9,-0.264781411206964,4.44344570810132,6.93178369847072,5.1731026401842
1,10,0.240185743429992,4.03375648209271,7.11151092327179,6.01006368372304
2,10,0.208318113274371,4.04533342086623,6.88595103093217,5.68246474935443
3,10,0.114611191983877,3.97826779064127,6.70492233283796,5.36201242294814
4,10,0.000213415592737742,3.81732847701063,6.88332653954594,5.71638361015324
5,10,0.0833533761852768,3.80389512167161,6.67721969621894,5.46967832534942
1,11,0.0488429240069863,4.59588748290354,7.07484139022104,5.67607884903912
2,11,0.212302853155213,4.66043563342715,7.01750207622951,6.10671153192049
3,11,0.523107610067739,4.71321411226349,7.03503026465345,6.30412220951178
4,11,0.626320772747526,4.69850240421883,6.76978205238853,5.24616699976841
5,11,0.344019026095152,4.61353715710179,7.02402949632144,5.94605733747406
1,12,0.0459962292178949,3.9000182499691,7.3516212037527,5.73695703915585
2,12,0.200163537514147,3.90645694233516,7.24821731965954,5.61252544706559
3,12,-0.0392904907143611,3.89242273130202,7.33669680183216,5.67808212381716
4,12,0.104942918694526,3.92840500799786,7.28068761201406,5.55891302040304
5,12,0.103962746159739,3.9037102594416,7.47823995206138,5.90264328795643
1,13,0.160992969392994,3.74595465794494,6.18267795091441,5.94288952033949
2,13,-0.194924130000122,3.65442844647225,6.13452239472924,5.32866168051498
3,13,0.0181672699303571,3.6750481025276,6.36387384916875,6.02477042622954
4,13,0.0859287808274062,3.61749865500997,6.42526477673598,5.90569858844842
5,13,-0.0498848663095116,3.66256092609826,6.30923280308043,5.35761615860628
1,14,-0.376110819013422,4.58614304148544,7.46901271750658,5.32658006648418
2,14,-0.456727527058858,4.48557091689796,7.2125263230144,5.07458330194956
3,14,-0.457602219454896,4.54408394881186,7.22447883814942,5.05834553044324
4,14,-0.333248745057989,4.5919364907626,7.27636567100316,5.11301833993058
5,14,-0.631725436335522,4.56976122036918,7.06196483372799,4.84447978573327
1,15,0.125219170848767,4.06304308148035,6.71513632776411,5.86954145345521
2,15,0.0417467460391208,4.14436798663444,6.73400988967079,5.85736248275308
3,15,0.159108172914663,4.17889960034728,6.78712376193936,5.76656478708874
4,15,0.125137919631712,4.12588039650768,6.85855380060072,5.99198114357494
5,15,0.197818331909319,4.17820483211635,6.62591032313497,5.39155771656423
1,16,-0.135270442269533,4.54771154679459,7.35525235830718,5.74280897456454
2,16,-0.128029371858005,4.58048063195526,7.16469131771244,5.63460717165828
3,16,-0.154038995656466,4.52820272225513,7.13774418544691,5.53515553571571
4,16,-0.189786995497045,4.49240968115775,7.00237843884811,5.48896737664941
5,16,-0.0209327870641178,4.60529973491628,7.24602996267267,5.74327509054438
1,17,0.0256523021660082,4.48995813084109,6.88210953214109,5.67841260998115
2,17,-0.0406095985748756,4.58485424137635,6.52967724888858,5.92707951620775
3,17,0.0852432547143532,4.61858165961076,6.63141348148571,5.44981475863128
4,17,-0.207889050768229,4.50023840069104,6.9209798565279,6.05280395894542
5,17,0.0146532913602376,4.5806763962198,6.63988428172067,5.53304759900727
1,18,0.112641639200932,4.27585926313359,7.14905633344507,4.92682565521593
2,18,0.12114418551592,4.16230060917972,7.16548941657779,5.03197753245987
3,18,-0.137567502773068,4.17885112567777,7.07472884080037,4.91330821591186
4,18,-0.0009509447364658,4.15175026229631,7.10601461414274,4.97626144233206
5,18,0.289135542122008,4.27173504772242,7.13106397562168,4.9111587050984
1,19,0.0619850353516343,4.24357122684019,6.97125428175366,5.60854202110474
2,19,0.123683215220769,4.26771132983245,6.7723794934149,5.24982685704771
3,19,-0.056447067378702,4.26696630101232,6.79748424739901,5.30862158622665
4,19,-0.000704939522313909,4.21851325050612,6.72392955860909,5.21703961482452
5,19,0.24710009921161,4.28861343285223,6.83590119980303,5.53806682196166
1,20,0.522563189352108,4.42248646838076,7.31316161296873,5.72185456853124
2,20,0.762943077370449,4.39294973832081,7.3610150835867,5.83294698097687
3,20,0.339087967185386,4.38055431922443,7.24982740914018,5.38666573579302
4,20,0.915859752412704,4.29867451449406,7.36076051728514,5.52620442758861
5,20,0.619908485832799,4.39348118259672,7.4238079596583,5.83745018077916
1,21,-0.640959069274031,4.69721860302339,7.24566308215619,5.38071159826884
2,21,-0.398172911332831,4.80141195482181,7.17134408493292,5.1948831112125
3,21,-0.464051249460585,4.75761913265046,7.39993344851164,5.49300364810026
4,21,-0.357085446644947,4.84275983569193,7.15726194072366,5.15321628543578
5,21,-0.606055636096255,4.55180023000172,7.25104600822332,5.44902310426144
1,22,0.529838239725684,4.4555003597447,6.19403530320774,5.18324514119299
2,22,0.288954878633885,4.34559649555941,6.8071247604432,6.26099573893151
3,22,0.411263492283794,4.25840405936067,6.61735115827183,5.86938032617734
4,22,0.0936945782664134,4.26431170133364,6.75047296108713,5.95504706217068
5,22,0.445649585398375,4.45794509513489,6.69469369179127,6.15508406943684
1,23,-0.433458114580219,3.94855272094473,6.94091989045392,5.37176728769865
2,23,-0.333331735622561,4.03579469274131,7.08641541249408,5.48207818531556
3,23,-0.488685559983002,3.94342172616793,7.19047568324286,5.67918111120833
4,23,-0.341422393614983,3.93625435490823,7.19277311816808,5.68651754091831
5,23,-0.481000912016889,3.91462157380502,7.27988321484557,5.7977612013568
1,24,-0.0732233950458105,3.92653101337925,6.59372335576587,5.83679754487689
2,24,0.0753085429089043,3.94741381820735,6.39129880767284,5.25693613851246
3,24,-0.185216172575397,3.84547401772149,6.38478661635529,5.1690720925816
4,24,-0.0238483613418202,3.95369185352543,6.26714638678394,5.07895479024388
5,24,0.142352062918744,3.98337536561907,6.72566805381998,6.25147676796314
1,25,-0.249497328022877,4.88115327575431,6.99436130157669,5.16344553912323
2,25,-0.319907011148423,4.75138132835355,6.91836327409495,5.11057359459341
3,25,-0.0655103202216691,4.95284043484992,7.17811552157843,5.5403600408339
4,25,-0.140370058650833,4.85390613314095,6.97548413238381,5.4086131039902
5,25,-0.396891816606181,4.69594829867589,6.90079932865876,5.29094316825007
1,26,0.432636328247308,4.50874461600019,7.10320706038455,5.98847337005594
2,26,0.295213291893797,4.57826723947734,6.91798715335544,5.53717391289774
3,26,0.310552716567885,4.54960362869419,6.88443960969935,5.31508459290074
4,26,0.0746460645116262,4.43904842944629,7.05394966489326,5.66185018022586
5,26,0.271580487497979,4.53364104140844,7.06367604019788,5.6255949521343
1,27,0.357870602109263,4.41804580329639,6.62746391225802,5.7138641284982
2,27,0.276271516010529,4.40115498475183,6.54133120858726,5.28743813254795
3,27,0.330982138701878,4.40530757510333,6.76616052571765,5.88549174226151
4,27,0.314158748980725,4.3880936965056,6.58545462971546,5.69845445778484
5,27,0.342758913014885,4.20743704874081,6.59866364487999,5.57836646813519
1,28,0.293105081710165,3.4838437313397,7.10092239384769,5.73510545530906
2,28,0.357082049094983,3.52403293299806,7.03545554642409,5.6657662521965
3,28,0.274703622960178,3.49279377834075,7.02264484612158,5.6964459281783
4,28,0.452840280076014,3.64486081402962,7.12472238274654,5.63817918904535
5,28,0.523192500619688,3.54802099678676,7.05323120393637,5.63468765537977
1,29,0.0679932674883768,4.00959725350166,6.65041732020841,5.32630490460807
2,29,-0.0453477126354219,3.98848833313975,6.61126229744813,5.45115581205817
3,29,-0.0241319174301164,3.99061733972473,6.66373413183378,5.08453982803003
4,29,0.262014475301384,4.09967785576616,6.62171836160989,5.78613730271702
5,29,-0.108976279155616,4.04511766704861,6.48841791435864,5.46331417919839
1,30,-0.500571156521891,4.0054859232175,7.09659163473666,6.31987988450986
2,30,-0.122815496683912,4.29952443147617,7.31935456832062,6.83214690630099
3,30,-0.281632846264105,4.0381002189378,7.04498400956576,6.25550039424405
4,30,-0.351688471676642,4.09746407774271,6.98405585325932,6.25684156703463
5,30,-0.269656394560735,4.01661223774937,7.10526178502358,6.2507100316
1,31,0.237853809740849,4.10301630506751,6.60471432994126,5.20059873628985
2,31,-0.253974857658065,3.88559354513278,6.8455810684655,5.61648587178868
3,31,-0.491694700300231,3.7733653759808,6.72904785041521,5.50351520465123
4,31,0.186164295986664,3.97760308189379,6.56646491354861,5.22409366582467
5,31,-0.185024412190805,3.90737624526639,6.61576022673438,5.30949536871532
1,32,0.32304145647731,4.28953874050782,7.32674220142941,5.7098069703677
2,32,0.471619301445982,4.22252249303553,7.20421695048322,5.71881239588502
3,32,0.524275240355605,4.36131501673977,7.04548610687705,5.43891063717241
4,32,0.559540501788271,4.35743546749026,6.81849274593865,5.15073223068681
5,32,0.55928166378812,4.31012535201795,6.80218146189594,5.17366648228118
1,33,0.539787963531303,3.87569153618379,7.15482924149895,5.5486345278351
2,33,0.617704395877674,3.85878838407624,7.13368078103655,5.54690733803302
3,33,0.328117953932741,3.66001903415119,7.09530802043121,5.49472229150025
4,33,0.33651611715831,3.82214603946665,7.10615623651982,5.45317626986828
5,33,0.404788877515362,3.78451196600234,7.0643759691968,5.4156959444868
1,34,-0.0688039491892232,4.73099132026036,7.09825940184411,5.66659813412636
2,34,0.0647535257594126,4.86073967681665,6.90864698201861,5.56791374101159
3,34,-0.0180873368490544,4.76980693919117,6.83255983928245,5.54161945858071
4,34,-0.0590382447410903,4.7387021958622,7.03745767974548,5.52581789800928
5,34,-0.161587340411795,4.72117093333224,6.78772853867501,4.84513383814764
1,35,0.375845608586602,4.26561884537766,7.07573156069148,6.24821873902049
2,35,0.0250193117936253,4.17463700786588,6.74241296600647,5.4983891546299
3,35,0.0690866655165046,4.29269936972214,6.76590512035462,5.75313820172398
4,35,0.161399490704972,4.29602179028014,6.67350798433593,5.36300913302492
5,35,-0.0226735197022426,4.25891845190589,7.018312913688,6.07415956695919
1,36,-0.360872151631382,4.01472046049375,6.76979409713743,5.0459239230312
2,36,-0.348311083553444,4.09427687217539,6.77915787009385,5.41826364274195
3,36,-0.36261812848545,3.97061293656613,6.94743394308834,5.63642259335104
4,36,-0.161109944041218,4.13209280257928,6.86233472194582,5.56743114611034
5,36,-0.367733380002226,4.02493678537465,6.98442421250957,6.04045309982763
1,37,0.00949261437731005,4.5280456829686,7.18425926173103,5.51013897093518
2,37,-0.165691655631147,4.44058533777313,7.27096405466767,5.54787024073353
3,37,-0.293687404306539,4.41294008130144,7.18830883235449,5.47515895022561
4,37,-0.373277144919158,4.38017108785241,7.48322162413906,5.92581913315661
5,37,-0.065196037432057,4.45966821550924,7.22074184806393,5.5953172079873
1,38,-0.588237310423753,4.31427698060958,6.67110991093998,5.52833444965948
2,38,-0.530933813738008,4.4581602708637,6.89014041355583,5.89806105085839
3,38,-0.340656861044359,4.54504305964594,6.65062557833942,5.52468565776921
4,38,-0.621719903660886,4.27117893719745,6.47768702898294,5.33684424620056
5,38,-0.344748162881706,4.51013369757908,6.56001967005852,5.34389218844387
1,39,-0.096171653995091,3.78072788385322,7.08745346086491,5.4919068186784
2,39,-0.141041820047159,3.74248115947952,6.99093107529588,5.41967160495297
3,39,0.208767367502853,3.88241775157221,7.14172263026533,5.487088637739
4,39,0.246965109773449,3.75437091463813,7.20651782969446,5.69129063847149
5,39,0.0733389889495406,3.72574984697801,7.06979639481407,5.51309771115894
1,40,0.189255680768526,3.85056290811246,6.71306889574485,4.95462614924375
2,40,0.0486664666498846,3.83490439081864,6.82034674953808,5.14273090430047
3,40,-0.0163816869819214,3.78542418608535,6.60133214055523,4.81896066211983
4,40,-0.086413051987226,3.87969261727387,6.61235770766442,4.72961075986252
5,40,0.329196336682448,3.85102152046491,6.58985221700061,4.7551296444693
1,41,-0.664590705683217,4.24475890473273,6.48773656100768,6.05953178199893
2,41,-0.409475217721843,4.26327072783654,6.15194848435918,5.67208825321548
3,41,-0.279062313370546,4.18857169959223,6.57147389965318,6.06513607256904
4,41,-0.127945147978345,4.42882355084565,6.27940886135205,5.78285006918252
5,41,-0.324320547122554,4.30656616450645,6.32119031476091,6.01888094900814
1,42,-0.172686097834664,4.77012805905493,6.94272532792529,5.5509862038555
2,42,0.10399232387899,4.73440200496026,6.81735861890301,5.5190665844954
3,42,-0.19269477491981,4.70982842328938,7.12923540890221,5.8937967863274
4,42,-0.175008810131685,4.71070908983785,6.80212305434802,5.30033883347574
5,42,-0.148448131911172,4.83484083216433,7.10870885395332,6.28194830001556
1,43,0.0707300285398169,4.29961254653367,6.90634139605756,5.28486255314464
2,43,0.20621939672003,4.24902893500486,7.04845817450559,5.53077168231782
3,43,0.234941882684285,4.28777536925503,6.90228523101612,5.31566269572285
4,43,0.0218208708694797,4.17904556843701,6.80263152057365,5.19910746677044
5,43,0.102774690061172,4.26573905642854,6.94682190096807,5.36116326471797
1,44,0.021896214809791,4.31321122044907,7.43636250771195,5.8837280814171
2,44,-0.0278512876843758,4.24429506789262,7.23847937341113,5.48106842115137
3,44,0.0799119837482627,4.2887845480004,7.42178665567287,6.06520080061621
4,44,-0.146562839642377,4.23470722503028,7.5849068767287,6.13159641729596
5,44,-0.252524401786584,4.15925497079587,7.21314901576446,5.15511359065154
1,45,0.406799427393214,3.60457721169655,6.55045861577335,5.48386489282606
2,45,-0.152432150996096,3.47408087410437,6.55072570915887,5.69385288238332
3,45,0.393178104082927,3.62091640969107,6.58888540172286,5.57258918511172
4,45,0.168789392772325,3.55558875181961,6.869396368576,6.06636545906338
5,45,-0.0362182746333141,3.5666143215247,6.67439604373446,5.78751572092972
1,46,-0.453569033690657,4.37877749096079,7.0137462453568,6.18299520333201
2,46,-0.216864974205774,4.4385007948217,6.94284602813535,5.85113886255832
3,46,-0.185667628857575,4.45584101344796,6.62701003391399,5.66430792901001
4,46,-0.31450817466041,4.42203087657509,6.72840158852126,5.93469217631003
5,46,-0.312942856098556,4.45041568563691,6.84312977996782,5.83996472697972
1,47,-0.15307957903127,4.15198852556139,7.26938420144795,5.23732139400081
2,47,-0.0671829476269033,4.24369575477739,7.35236189842657,5.30761588295669
3,47,0.0807686407913362,4.26137999360272,7.24309443233026,5.16794703739589
4,47,0.00688801233351255,4.2031401350285,7.21935287308421,5.16330082162481
5,47,0.0308580262299694,4.21511144685071,7.235550612421,5.19870790197119
1,48,0.317440208192473,3.79955825181729,7.27231340018935,5.98902023634155
2,48,0.135875378505203,3.79067228191921,7.48223760961653,6.30355781912394
3,48,0.0600048164687221,3.76346659791371,7.26376794037468,6.00147268600578
4,48,0.409028458516343,3.89155055752111,7.14753739874021,5.69243294947427
5,48,0.227969012885427,3.85616646809591,7.05684389769322,5.51868443230327
1,49,0.216053652413529,3.91150772357919,6.96773256619969,5.89354632072308
2,49,0.187798701649895,3.95171691460433,7.07598229476226,5.75338508160166
3,49,0.100875565443371,3.89101275372076,6.97185142451132,5.50006137040291
4,49,-0.103783143535034,3.79498868790166,6.93760836899597,5.52411211808659
5,49,0.338684774905206,3.88677399708226,6.92329157278473,5.49112268592675
1,50,-0.604651630232112,3.89473451708721,6.53729154265606,5.52155010739147
2,50,-0.177785473628168,4.05550592243703,6.47937999508803,5.54466395257596
3,50,-0.244992508006188,4.10619084841508,6.60590008574946,5.66552904766204
4,50,-0.536830225914353,3.93731092807628,6.99583935886022,6.19716492634814
5,50,-0.375356384671539,3.91550885250498,6.86107067961652,5.94993846828074
1,51,0.125938639201643,4.23531725696244,6.70830675184895,5.63778046101089
2,51,0.263314974059055,4.20033877089064,6.84286007333418,5.43542808807617
3,51,0.375648051743867,4.2325152316889,7.01621386227618,5.9297911862072
4,51,0.462158395162217,4.28559988131435,6.7918959689299,4.96457062057354
5,51,0.0362393134660411,4.11993460302504,6.96710251141125,5.47564041117945
1,52,-0.223935991116948,3.95545642915239,6.74704393348157,5.87090109818275
2,52,-0.337679096960702,3.94287094919349,6.88237813577687,6.20216708423066
3,52,-0.429489481312623,3.96621808952506,6.67822329520847,6.11940921173207
4,52,-0.500993586534756,3.91708623281066,6.72474717269759,5.93745951445235
5,52,-0.474165139866402,3.97690226463199,6.65361382393605,5.9155659028102
1,53,0.0253822050896675,4.22421554375796,6.63143772096342,5.28452926098319
2,53,-0.197419041728426,4.16099953344086,6.8151956394319,5.93353109263157
3,53,-0.0885084371728611,4.21181109690103,6.69145756203627,5.30271006677967
4,53,0.0245809713595548,4.26180607609119,6.67868024168155,5.55723894303219
5,53,-0.139640888335813,4.16888951298503,6.87864479135451,5.78783965473758
1,54,0.22717891491876,4.27101533078951,7.06614280237741,5.17488094558821
2,54,0.056145179821135,4.22998502654681,7.06449299124772,5.18979442591395
3,54,0.174060786876568,4.24770812296893,7.04480690297147,5.1455832456593
4,54,0.277137101274909,4.34001038573281,7.19476408782423,5.28294562353406
5,54,0.199583238990246,4.18858382482116,7.08331384821973,5.27972107571672
1,55,-0.0922683623155557,4.22420811238558,6.92814303026356,5.68973008094435
2,55,-0.202778447839129,4.3238509352827,7.03242957656801,6.05806236471836
3,55,-0.352715159633293,4.15693096973254,6.99792417638467,5.78399973587933
4,55,-0.311341448113036,4.26979476065274,6.87434762179037,5.66477055841512
5,55,-0.347225082860442,4.15404388370145,6.87997849730868,5.60881534537599
1,56,0.277949472560325,4.09797175740344,6.87866771249393,5.48479752110908
2,56,-0.0242758817266595,4.01937229674765,6.8723082426455,5.55227629857535
3,56,0.0684514697688298,4.11295026058032,6.8918284338522,5.48803107120235
4,56,-0.0791602537175961,4.08964861113432,6.84943017929324,5.49500494138242
5,56,0.226817123517688,4.13351078258277,7.08659509668581,5.7047333904631
1,57,0.0122965287058745,3.84074536658589,6.64800386811567,6.04567627127744
2,57,0.238392834988093,3.90138562513211,6.54694595433325,5.94881069015292
3,57,-0.0572073355994859,3.79360775128019,6.71905907649767,6.08647070815765
